"","Data","startTyg","startM","Al. Jerozolimskie - suma","Al. Jerozolimskie płd.","Al. Jerozolimskie płn.","Al. USA - suma","Al. USA płd.","Al. USA płn.","Banacha","Bazyliańska","Belwederska","Dworzec Wileński (al. Solidarności)","Dworzec Wileński (Targowa)","Marsa","Marszałkowska","NSR Most Gdański - suma","NSR Most Gdański ciąg pieszo-rowerowy","NSR Most Gdański ścieżka rowerowa","NSR Solec - suma","NSR Solec ciąg pieszo-rowerowy","NSR Solec ścieżka rowerowa","Praska ścieżka rekreacyjna","Świętokrzyska/Emilii Plater - suma","Świętokrzyska/Emilii Plater płd.","Świętokrzyska/Emilii Plater płn.","Wybrzeże Helskie","Wysockiego","Żwirki i Wigury/Trojdena - suma","Żwirki i Wigury/Trojdena wsch.","Żwirki i Wigury/Trojdena zach."
"153",2014-12-31,2014-12-29,2014-12-01,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,42,2,40,45,10,35,10,NA,NA,NA,105,6,NA,NA,NA
"154",2015-01-01,2014-12-29,2015-01-01,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,55,14,41,34,9,25,23,NA,NA,NA,49,3,NA,NA,NA
"155",2015-01-02,2014-12-29,2015-01-01,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,49,2,47,55,4,51,10,NA,NA,NA,105,1,NA,NA,NA
"156",2015-01-03,2014-12-29,2015-01-01,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,97,19,78,69,16,53,26,NA,NA,NA,102,9,NA,NA,NA
"157",2015-01-04,2014-12-29,2015-01-01,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,132,33,99,61,10,51,43,NA,NA,NA,131,17,NA,NA,NA
"158",2015-01-05,2015-01-05,2015-01-01,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,138,26,112,108,21,87,31,NA,NA,NA,200,12,NA,NA,NA
"159",2015-01-06,2015-01-05,2015-01-01,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,72,27,45,60,25,35,67,NA,NA,NA,115,5,NA,NA,NA
"160",2015-01-07,2015-01-05,2015-01-01,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,58,12,46,60,8,52,6,NA,NA,NA,143,11,NA,NA,NA
"161",2015-01-08,2015-01-05,2015-01-01,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,62,9,53,75,7,68,9,NA,NA,NA,158,6,NA,NA,NA
"162",2015-01-09,2015-01-05,2015-01-01,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,71,12,59,66,1,65,2,NA,NA,NA,136,10,NA,NA,NA
"163",2015-01-10,2015-01-05,2015-01-01,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,89,13,76,39,1,38,10,NA,NA,NA,86,5,NA,NA,NA
"164",2015-01-11,2015-01-05,2015-01-01,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,79,15,64,53,13,40,31,NA,NA,NA,105,7,NA,NA,NA
"165",2015-01-12,2015-01-12,2015-01-01,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,81,13,68,76,10,66,12,NA,NA,NA,184,5,NA,NA,NA
"166",2015-01-13,2015-01-12,2015-01-01,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,194,37,157,146,19,127,20,NA,NA,NA,266,15,NA,NA,NA
"167",2015-01-14,2015-01-12,2015-01-01,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,145,18,127,136,11,125,15,NA,NA,NA,274,12,NA,NA,NA
"168",2015-01-15,2015-01-12,2015-01-01,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,186,27,159,170,16,154,19,NA,NA,NA,298,16,NA,NA,NA
"169",2015-01-16,2015-01-12,2015-01-01,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,318,58,260,200,32,168,46,NA,NA,NA,351,23,NA,NA,NA
"170",2015-01-17,2015-01-12,2015-01-01,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,444,122,322,224,60,164,112,NA,NA,NA,436,23,NA,NA,NA
"171",2015-01-18,2015-01-12,2015-01-01,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,215,59,156,130,29,101,84,NA,NA,NA,198,14,NA,NA,NA
"172",2015-01-19,2015-01-19,2015-01-01,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,142,23,119,119,13,106,10,NA,NA,NA,218,22,NA,NA,NA
"173",2015-01-20,2015-01-19,2015-01-01,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,116,12,104,82,11,71,14,NA,NA,NA,180,9,NA,NA,NA
"174",2015-01-21,2015-01-19,2015-01-01,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,152,18,134,113,3,110,16,NA,NA,NA,244,14,NA,NA,NA
"175",2015-01-22,2015-01-19,2015-01-01,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,183,35,148,122,16,106,11,NA,NA,NA,261,18,NA,NA,NA
"176",2015-01-23,2015-01-19,2015-01-01,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,69,5,64,58,5,53,10,NA,NA,NA,151,12,NA,NA,NA
"177",2015-01-24,2015-01-19,2015-01-01,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,96,16,80,70,11,59,35,NA,NA,NA,122,7,NA,NA,NA
"178",2015-01-25,2015-01-19,2015-01-01,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,83,20,63,49,15,34,14,NA,NA,NA,89,6,NA,NA,NA
"179",2015-01-26,2015-01-26,2015-01-01,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,65,4,61,72,10,62,0,NA,NA,NA,172,9,NA,NA,NA
"180",2015-01-27,2015-01-26,2015-01-01,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,124,12,112,86,7,79,10,NA,NA,NA,201,12,NA,NA,NA
"181",2015-01-28,2015-01-26,2015-01-01,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,135,16,119,97,10,87,6,NA,NA,NA,172,7,NA,NA,NA
"182",2015-01-29,2015-01-26,2015-01-01,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,134,11,123,91,10,81,14,NA,NA,NA,184,19,NA,NA,NA
"183",2015-01-30,2015-01-26,2015-01-01,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,142,18,124,82,10,72,14,NA,NA,NA,187,20,NA,NA,NA
"184",2015-01-31,2015-01-26,2015-01-01,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,55,11,44,27,1,26,20,NA,NA,NA,66,2,NA,NA,NA
"185",2015-02-01,2015-01-26,2015-02-01,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,186,50,136,103,37,66,52,NA,NA,NA,145,14,NA,NA,NA
"186",2015-02-02,2015-02-02,2015-02-01,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,156,26,130,126,21,105,18,NA,NA,NA,206,11,NA,NA,NA
"187",2015-02-03,2015-02-02,2015-02-01,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,165,25,140,148,19,129,12,NA,NA,NA,229,22,NA,NA,NA
"188",2015-02-04,2015-02-02,2015-02-01,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,192,25,167,140,17,123,22,NA,NA,NA,253,19,NA,NA,NA
"189",2015-02-05,2015-02-02,2015-02-01,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,114,17,97,99,8,91,10,NA,NA,NA,191,14,NA,NA,NA
"190",2015-02-06,2015-02-02,2015-02-01,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,169,13,156,101,15,86,14,NA,NA,NA,234,18,NA,NA,NA
"191",2015-02-07,2015-02-02,2015-02-01,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,76,9,67,52,2,50,19,NA,NA,NA,94,9,NA,NA,NA
"192",2015-02-08,2015-02-02,2015-02-01,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,63,3,60,39,9,30,27,NA,NA,NA,72,7,NA,NA,NA
"193",2015-02-09,2015-02-09,2015-02-01,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,80,6,74,63,5,58,12,NA,NA,NA,154,9,NA,NA,NA
"194",2015-02-10,2015-02-09,2015-02-01,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,91,7,84,101,13,88,2,NA,NA,NA,176,17,NA,NA,NA
"195",2015-02-11,2015-02-09,2015-02-01,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,171,24,147,121,15,106,8,NA,NA,NA,226,16,NA,NA,NA
"196",2015-02-12,2015-02-09,2015-02-01,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,180,26,154,162,24,138,20,NA,NA,NA,279,29,NA,NA,NA
"197",2015-02-13,2015-02-09,2015-02-01,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,274,53,221,195,30,165,32,NA,NA,NA,315,19,NA,NA,NA
"198",2015-02-14,2015-02-09,2015-02-01,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,632,190,442,346,86,260,139,NA,NA,NA,462,42,NA,NA,NA
"199",2015-02-15,2015-02-09,2015-02-01,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,196,30,166,172,40,132,101,NA,NA,NA,198,20,NA,NA,NA
"200",2015-02-16,2015-02-16,2015-02-01,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,161,13,148,190,20,170,24,NA,NA,NA,309,16,NA,NA,NA
"201",2015-02-17,2015-02-16,2015-02-01,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,172,21,151,156,13,143,22,NA,NA,NA,278,24,NA,NA,NA
"202",2015-02-18,2015-02-16,2015-02-01,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,186,15,171,187,21,166,9,NA,NA,NA,270,15,NA,NA,NA
"203",2015-02-19,2015-02-16,2015-02-01,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,132,18,114,136,15,121,6,NA,NA,NA,244,18,NA,NA,NA
"204",2015-02-20,2015-02-16,2015-02-01,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,416,101,315,292,47,245,54,NA,NA,NA,348,30,NA,NA,NA
"205",2015-02-21,2015-02-16,2015-02-01,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,456,118,338,297,74,223,134,NA,NA,NA,369,42,NA,NA,NA
"206",2015-02-22,2015-02-16,2015-02-01,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,586,149,437,371,115,256,136,NA,NA,NA,470,47,NA,NA,NA
"207",2015-02-23,2015-02-23,2015-02-01,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,285,50,235,307,46,261,35,NA,NA,NA,419,34,NA,NA,NA
"208",2015-02-24,2015-02-23,2015-02-01,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,275,34,241,283,40,243,26,NA,NA,NA,406,32,NA,NA,NA
"209",2015-02-25,2015-02-23,2015-02-01,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,284,44,240,253,41,212,40,NA,NA,NA,402,33,NA,NA,NA
"210",2015-02-26,2015-02-23,2015-02-01,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,219,32,187,227,38,189,20,NA,NA,NA,349,26,NA,NA,NA
"211",2015-02-27,2015-02-23,2015-02-01,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,310,39,271,281,30,251,25,NA,NA,NA,391,41,NA,NA,NA
"212",2015-02-28,2015-02-23,2015-02-01,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,434,112,322,259,76,183,116,NA,NA,NA,377,39,NA,NA,NA
"213",2015-03-01,2015-02-23,2015-03-01,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,700,187,513,494,139,355,249,NA,NA,NA,581,68,NA,NA,NA
"214",2015-03-02,2015-03-02,2015-03-01,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,231,31,200,237,37,200,30,NA,NA,NA,397,37,NA,NA,NA
"215",2015-03-03,2015-03-02,2015-03-01,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,191,16,175,191,27,164,15,NA,NA,NA,338,21,NA,NA,NA
"216",2015-03-04,2015-03-02,2015-03-01,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,163,25,138,115,26,89,12,NA,NA,NA,237,14,NA,NA,NA
"217",2015-03-05,2015-03-02,2015-03-01,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,196,25,171,206,26,180,8,NA,NA,NA,331,16,NA,NA,NA
"218",2015-03-06,2015-03-02,2015-03-01,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,252,35,217,225,35,190,19,NA,NA,NA,325,25,NA,NA,NA
"219",2015-03-07,2015-03-02,2015-03-01,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,261,77,184,198,49,149,51,NA,NA,NA,296,20,NA,NA,NA
"220",2015-03-08,2015-03-02,2015-03-01,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,949,310,639,658,207,451,379,NA,NA,NA,748,83,NA,NA,NA
"221",2015-03-09,2015-03-09,2015-03-01,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,589,112,477,485,97,388,117,NA,NA,NA,779,53,NA,NA,NA
"222",2015-03-10,2015-03-09,2015-03-01,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,813,176,637,664,161,503,245,NA,NA,NA,977,77,NA,NA,NA
"223",2015-03-11,2015-03-09,2015-03-01,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,368,41,327,315,56,259,47,NA,NA,NA,559,28,NA,NA,NA
"224",2015-03-12,2015-03-09,2015-03-01,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,440,66,374,416,60,356,74,NA,NA,NA,625,42,NA,NA,NA
"225",2015-03-13,2015-03-09,2015-03-01,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,159,11,148,177,19,158,10,NA,NA,NA,294,20,NA,NA,NA
"226",2015-03-14,2015-03-09,2015-03-01,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,76,10,66,63,13,50,26,NA,NA,NA,160,12,NA,NA,NA
"227",2015-03-15,2015-03-09,2015-03-01,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,586,132,454,407,137,270,228,NA,NA,NA,508,46,NA,NA,NA
"228",2015-03-16,2015-03-16,2015-03-01,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,547,62,485,528,113,415,151,NA,NA,NA,838,58,NA,NA,NA
"229",2015-03-17,2015-03-16,2015-03-01,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,786,128,658,674,136,538,209,NA,NA,NA,1100,66,NA,NA,NA
"230",2015-03-18,2015-03-16,2015-03-01,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,686,99,587,618,142,476,220,NA,NA,NA,948,66,NA,NA,NA
"231",2015-03-19,2015-03-16,2015-03-01,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,777,160,617,643,155,488,183,NA,NA,NA,1041,76,NA,NA,NA
"232",2015-03-20,2015-03-16,2015-03-01,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,772,168,604,642,177,465,241,NA,NA,NA,932,73,NA,NA,NA
"233",2015-03-21,2015-03-16,2015-03-01,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,1553,494,1059,1167,407,760,813,NA,NA,NA,1227,101,NA,NA,NA
"234",2015-03-22,2015-03-16,2015-03-01,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,354,85,269,268,86,182,209,NA,NA,NA,416,29,NA,NA,NA
"235",2015-03-23,2015-03-23,2015-03-01,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,509,83,426,436,92,344,95,NA,NA,NA,744,56,NA,NA,NA
"236",2015-03-24,2015-03-23,2015-03-01,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,913,183,730,836,192,644,272,NA,NA,NA,1176,89,NA,NA,NA
"237",2015-03-25,2015-03-23,2015-03-01,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,1109,243,866,987,243,744,359,NA,NA,NA,1464,103,NA,NA,NA
"238",2015-03-26,2015-03-23,2015-03-01,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,481,71,410,495,89,406,93,NA,NA,NA,788,71,NA,NA,NA
"239",2015-03-27,2015-03-23,2015-03-01,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,583,85,498,542,117,425,146,NA,NA,NA,876,65,NA,NA,NA
"240",2015-03-28,2015-03-23,2015-03-01,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,470,103,367,420,121,299,216,NA,NA,NA,609,48,NA,NA,NA
"241",2015-03-29,2015-03-23,2015-03-01,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,1405,443,962,1057,364,693,785,NA,NA,NA,1299,114,NA,NA,NA
"242",2015-03-30,2015-03-30,2015-03-01,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,225,25,200,222,33,189,31,NA,NA,NA,414,29,NA,NA,NA
"243",2015-03-31,2015-03-30,2015-03-01,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,208,14,194,229,35,194,23,NA,NA,NA,426,23,NA,NA,NA
"244",2015-04-01,2015-03-30,2015-04-01,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,126,12,114,134,21,113,8,NA,NA,NA,217,14,NA,NA,NA
"245",2015-04-02,2015-03-30,2015-04-01,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,232,32,200,248,49,199,42,NA,NA,NA,417,18,NA,NA,NA
"246",2015-04-03,2015-03-30,2015-04-01,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,197,45,152,149,29,120,19,NA,NA,NA,285,21,NA,NA,NA
"247",2015-04-04,2015-03-30,2015-04-01,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,262,56,206,194,55,139,76,NA,NA,NA,234,26,NA,NA,NA
"248",2015-04-05,2015-03-30,2015-04-01,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,51,24,27,43,13,30,31,NA,NA,NA,74,8,NA,NA,NA
"249",2015-04-06,2015-04-06,2015-04-01,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,317,96,221,189,61,128,98,NA,NA,NA,262,41,NA,NA,NA
"250",2015-04-07,2015-04-06,2015-04-01,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,553,113,440,415,88,327,186,NA,NA,NA,678,47,NA,NA,NA
"251",2015-04-08,2015-04-06,2015-04-01,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,712,104,608,591,131,460,163,NA,NA,NA,987,56,NA,NA,NA
"252",2015-04-09,2015-04-06,2015-04-01,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,1121,249,872,946,273,673,427,NA,NA,NA,1441,99,NA,NA,NA
"253",2015-04-10,2015-04-06,2015-04-01,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,1518,346,1172,1249,354,895,638,NA,NA,NA,1761,130,NA,NA,NA
"254",2015-04-11,2015-04-06,2015-04-01,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,4255,1476,2779,2926,1020,1906,2313,NA,NA,NA,3132,239,NA,NA,NA
"255",2015-04-12,2015-04-06,2015-04-01,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,2152,698,1454,1466,542,924,1454,NA,NA,NA,1825,176,NA,NA,NA
"256",2015-04-13,2015-04-13,2015-04-01,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,406,26,380,517,93,424,80,NA,NA,NA,859,43,NA,NA,NA
"257",2015-04-14,2015-04-13,2015-04-01,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,628,78,550,607,116,491,151,NA,NA,NA,1033,54,NA,NA,NA
"258",2015-04-15,2015-04-13,2015-04-01,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,647,81,566,660,120,540,157,NA,NA,NA,912,78,NA,NA,NA
"259",2015-04-16,2015-04-13,2015-04-01,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,1244,248,996,1079,267,812,434,NA,NA,NA,1515,109,NA,NA,NA
"260",2015-04-17,2015-04-13,2015-04-01,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,830,126,704,764,145,619,210,NA,NA,NA,1125,80,NA,NA,NA
"261",2015-04-18,2015-04-13,2015-04-01,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,410,104,306,349,73,276,173,NA,NA,NA,456,36,NA,NA,NA
"262",2015-04-19,2015-04-13,2015-04-01,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,452,116,336,400,124,276,249,NA,NA,NA,482,58,NA,NA,NA
"263",2015-04-20,2015-04-20,2015-04-01,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,676,90,586,629,141,488,193,NA,NA,NA,1069,67,NA,NA,NA
"264",2015-04-21,2015-04-20,2015-04-01,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,1163,206,957,1069,278,791,401,NA,NA,NA,1506,129,NA,NA,NA
"265",2015-04-22,2015-04-20,2015-04-01,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,1636,361,1275,1399,382,1017,667,NA,NA,NA,2010,199,NA,NA,NA
"266",2015-04-23,2015-04-20,2015-04-01,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,1598,345,1253,1440,397,1043,641,NA,NA,NA,1974,207,NA,NA,NA
"267",2015-04-24,2015-04-20,2015-04-01,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,1929,467,1462,1731,445,1286,829,NA,NA,NA,2260,210,NA,NA,NA
"268",2015-04-25,2015-04-20,2015-04-01,NA,NA,NA,NA,NA,NA,NA,203,NA,NA,NA,NA,NA,4898,1712,3186,3427,1258,2169,2554,NA,NA,NA,3575,348,NA,NA,NA
"269",2015-04-26,2015-04-20,2015-04-01,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,1075,299,776,694,163,531,420,NA,NA,NA,971,121,NA,NA,NA
"270",2015-04-27,2015-04-27,2015-04-01,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,NA,NA,NA,2446,632,1814,1930,494,1436,739,NA,NA,NA,2449,275,NA,NA,NA
"271",2015-04-28,2015-04-27,2015-04-01,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,936,142,794,903,190,713,221,NA,NA,NA,1466,171,NA,NA,NA
"272",2015-04-29,2015-04-27,2015-04-01,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,879,162,717,796,204,592,245,NA,NA,NA,1180,141,NA,NA,NA
"273",2015-04-30,2015-04-27,2015-04-01,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,1161,187,974,1080,249,831,353,NA,NA,NA,1585,199,NA,NA,NA
"274",2015-05-01,2015-04-27,2015-05-01,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,1233,368,865,921,385,536,485,NA,NA,NA,946,120,NA,NA,NA
"275",2015-05-02,2015-04-27,2015-05-01,NA,NA,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,3047,927,2120,2433,965,1468,1350,NA,NA,NA,2352,251,NA,NA,NA
"276",2015-05-03,2015-04-27,2015-05-01,NA,NA,NA,NA,NA,NA,NA,244,NA,NA,NA,NA,NA,4726,1527,3199,3514,1475,2039,2431,NA,NA,NA,3287,407,NA,NA,NA
"277",2015-05-04,2015-05-04,2015-05-01,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,868,157,711,911,205,706,239,NA,NA,NA,1251,169,NA,NA,NA
"278",2015-05-05,2015-05-04,2015-05-01,NA,NA,NA,NA,NA,NA,NA,219,NA,NA,NA,NA,NA,2349,505,1844,1908,462,1446,680,NA,NA,NA,2509,340,NA,NA,NA
"279",2015-05-06,2015-05-04,2015-05-01,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,388,70,318,414,69,345,54,NA,NA,NA,624,76,NA,NA,NA
"280",2015-05-07,2015-05-04,2015-05-01,NA,NA,NA,NA,NA,NA,NA,185,NA,NA,NA,NA,NA,2029,430,1599,1811,514,1297,588,NA,NA,NA,2365,267,NA,NA,NA
"281",2015-05-08,2015-05-04,2015-05-01,NA,NA,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,NA,2058,424,1634,1938,494,1444,654,NA,NA,NA,2520,302,NA,NA,NA
"282",2015-05-09,2015-05-04,2015-05-01,NA,NA,NA,NA,NA,NA,NA,219,NA,NA,NA,NA,NA,3826,1347,2479,3283,1120,2163,1765,NA,NA,NA,2922,340,NA,NA,NA
"283",2015-05-10,2015-05-04,2015-05-01,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,655,178,477,583,221,362,246,NA,NA,NA,622,77,NA,NA,NA
"284",2015-05-11,2015-05-11,2015-05-01,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,1321,249,1072,1177,267,910,287,NA,NA,NA,1752,225,NA,NA,NA
"285",2015-05-12,2015-05-11,2015-05-01,NA,NA,NA,NA,NA,NA,NA,231,NA,NA,NA,NA,NA,2412,498,1914,2050,554,1496,666,NA,NA,NA,2822,332,NA,NA,NA
"286",2015-05-13,2015-05-11,2015-05-01,NA,NA,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA,1480,282,1198,1399,334,1065,404,NA,NA,NA,1889,200,NA,NA,NA
"287",2015-05-14,2015-05-11,2015-05-01,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,873,130,743,950,228,722,190,NA,NA,NA,1253,149,NA,NA,NA
"288",2015-05-15,2015-05-11,2015-05-01,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,1068,183,885,1159,245,914,253,NA,NA,NA,1514,173,NA,NA,NA
"289",2015-05-16,2015-05-11,2015-05-01,NA,NA,NA,NA,NA,NA,NA,197,NA,NA,NA,NA,NA,3865,1254,2611,3269,1307,1962,1601,NA,NA,NA,2678,349,NA,NA,NA
