"","Data","startTyg","startM","Al. Jerozolimskie - suma","Al. Jerozolimskie płd.","Al. Jerozolimskie płn.","Al. USA - suma","Al. USA płd.","Al. USA płn.","Banacha","Bazyliańska","Belwederska","Dworzec Wileński (al. Solidarności)","Dworzec Wileński (Targowa)","Marsa","Marszałkowska","NSR Most Gdański - suma","NSR Most Gdański ciąg pieszo-rowerowy","NSR Most Gdański ścieżka rowerowa","NSR Solec - suma","NSR Solec ciąg pieszo-rowerowy","NSR Solec ścieżka rowerowa","Praska ścieżka rekreacyjna","Świętokrzyska/Emilii Plater - suma","Świętokrzyska/Emilii Plater płd.","Świętokrzyska/Emilii Plater płn.","Wybrzeże Helskie","Wysockiego","Żwirki i Wigury/Trojdena - suma","Żwirki i Wigury/Trojdena wsch.","Żwirki i Wigury/Trojdena zach."
"421",2015-09-25,2015-09-21,2015-09-01,NA,NA,NA,NA,NA,NA,2263,168,NA,1073,885,NA,NA,1472,486,986,1278,294,984,159,NA,NA,NA,1607,262,NA,NA,NA
"422",2015-09-26,2015-09-21,2015-09-01,NA,NA,NA,NA,NA,NA,370,54,NA,277,296,NA,NA,385,150,235,249,60,189,51,NA,NA,NA,385,70,NA,NA,NA
"423",2015-09-27,2015-09-21,2015-09-01,NA,NA,NA,NA,NA,NA,1312,163,NA,770,748,NA,NA,2740,1068,1672,1711,615,1096,598,NA,NA,NA,1665,267,NA,NA,NA
"424",2015-09-28,2015-09-28,2015-09-01,NA,NA,NA,NA,NA,NA,2481,154,NA,1029,781,NA,NA,1306,462,844,1158,218,940,133,NA,NA,NA,1469,241,NA,NA,NA
"425",2015-09-29,2015-09-28,2015-09-01,NA,NA,NA,NA,NA,NA,2548,168,NA,966,798,NA,NA,1239,396,843,1158,262,896,148,NA,NA,NA,1536,234,NA,NA,NA
"426",2015-09-30,2015-09-28,2015-09-01,NA,NA,NA,NA,NA,NA,2467,146,NA,1068,831,NA,NA,1403,513,890,1259,321,938,178,NA,NA,NA,1564,229,NA,NA,NA
"427",2015-10-01,2015-09-28,2015-10-01,NA,NA,NA,NA,NA,NA,2486,174,NA,1011,814,NA,0,1423,481,942,1220,317,903,162,0,0,0,1577,238,NA,NA,NA
"428",2015-10-02,2015-09-28,2015-10-01,NA,NA,NA,NA,NA,NA,2412,148,NA,982,818,NA,0,1374,470,904,1160,248,912,194,0,0,0,1495,227,NA,NA,NA
"429",2015-10-03,2015-09-28,2015-10-01,NA,NA,NA,NA,NA,NA,1670,170,NA,910,899,NA,0,3185,1481,1704,1976,883,1093,838,0,0,0,1818,281,NA,NA,NA
"430",2015-10-04,2015-09-28,2015-10-01,NA,NA,NA,NA,NA,NA,2098,206,NA,1096,968,NA,0,4451,1968,2483,2831,1170,1661,1176,0,0,0,2294,335,NA,NA,NA
"431",2015-10-05,2015-10-05,2015-10-01,NA,NA,NA,NA,NA,NA,2972,192,NA,1169,864,NA,0,1857,718,1139,1476,401,1075,214,0,0,0,1716,286,NA,NA,NA
"432",2015-10-06,2015-10-05,2015-10-01,NA,NA,NA,NA,NA,NA,2516,167,NA,1008,818,NA,0,1199,368,831,1025,255,770,134,0,0,0,1391,226,NA,NA,NA
"433",2015-10-07,2015-10-05,2015-10-01,NA,NA,NA,NA,NA,NA,2276,119,NA,761,629,NA,0,968,286,682,878,169,709,112,0,0,0,1168,167,NA,NA,NA
"434",2015-10-08,2015-10-05,2015-10-01,NA,NA,NA,NA,NA,NA,2094,109,NA,728,608,NA,0,923,264,659,790,164,626,107,0,0,0,1069,145,NA,NA,NA
"435",2015-10-09,2015-10-05,2015-10-01,NA,NA,NA,NA,NA,NA,1867,80,NA,667,583,NA,0,830,254,576,702,165,537,84,0,0,0,908,146,NA,NA,NA
"436",2015-10-10,2015-10-05,2015-10-01,NA,NA,NA,NA,NA,NA,740,86,NA,397,399,NA,0,985,443,542,570,214,356,218,0,0,0,664,102,NA,NA,NA
"437",2015-10-11,2015-10-05,2015-10-01,NA,NA,NA,NA,NA,NA,577,62,NA,327,317,NA,0,792,330,462,498,167,331,231,0,0,0,496,76,NA,NA,NA
"438",2015-10-12,2015-10-12,2015-10-01,NA,NA,NA,NA,NA,NA,1344,52,NA,486,398,NA,0,425,110,315,411,72,339,23,0,0,0,642,77,NA,NA,NA
"439",2015-10-13,2015-10-12,2015-10-01,NA,NA,NA,NA,NA,NA,1010,39,NA,344,259,NA,0,263,53,210,295,42,253,12,0,0,0,435,54,NA,NA,NA
"440",2015-10-14,2015-10-12,2015-10-01,NA,NA,NA,NA,NA,NA,1525,71,NA,507,411,NA,0,774,265,509,638,140,498,49,0,0,0,743,129,NA,NA,NA
"441",2015-10-15,2015-10-12,2015-10-01,NA,NA,NA,NA,NA,NA,1413,69,NA,486,389,NA,0,517,154,363,511,95,416,41,0,0,0,735,93,NA,NA,NA
"442",2015-10-16,2015-10-12,2015-10-01,NA,NA,NA,NA,NA,NA,1276,61,NA,404,400,NA,0,618,199,419,494,110,384,50,0,0,0,694,104,NA,NA,NA
"443",2015-10-17,2015-10-12,2015-10-01,NA,NA,NA,NA,NA,NA,234,18,NA,133,157,NA,0,110,39,71,109,21,88,9,0,0,0,134,25,NA,NA,NA
"444",2015-10-18,2015-10-12,2015-10-01,NA,NA,NA,NA,NA,NA,149,4,NA,62,76,NA,0,86,29,57,54,13,41,5,0,0,0,75,13,NA,NA,NA
"445",2015-10-19,2015-10-19,2015-10-01,NA,NA,NA,NA,NA,NA,1562,80,NA,528,429,NA,0,764,260,504,618,152,466,75,0,0,0,786,126,NA,NA,NA
"446",2015-10-20,2015-10-19,2015-10-01,NA,NA,NA,NA,NA,NA,1480,75,NA,547,426,NA,0,712,215,497,592,163,429,68,0,0,0,740,107,NA,NA,NA
"447",2015-10-21,2015-10-19,2015-10-01,NA,NA,NA,NA,NA,NA,1094,37,NA,319,257,NA,0,370,87,283,316,63,253,19,0,0,0,459,47,NA,NA,NA
"448",2015-10-22,2015-10-19,2015-10-01,NA,NA,NA,NA,NA,NA,1495,90,NA,529,431,NA,0,745,248,497,595,159,436,54,0,0,0,759,111,NA,NA,NA
"449",2015-10-23,2015-10-19,2015-10-01,NA,NA,NA,NA,NA,NA,1218,65,NA,450,400,NA,0,555,172,383,467,99,368,44,0,0,0,601,91,NA,NA,NA
"450",2015-10-24,2015-10-19,2015-10-01,NA,NA,NA,NA,NA,NA,627,49,NA,305,370,NA,0,789,328,461,502,162,340,232,0,0,0,612,82,NA,NA,NA
"451",2015-10-25,2015-10-19,2015-10-01,NA,NA,NA,NA,NA,NA,593,48,NA,272,310,NA,0,813,360,453,529,194,335,225,0,0,0,536,66,NA,NA,NA
"452",2015-10-26,2015-10-26,2015-10-01,NA,NA,NA,NA,NA,NA,1584,73,NA,548,447,NA,0,776,246,530,674,168,506,92,0,0,0,835,113,NA,NA,NA
"453",2015-10-27,2015-10-26,2015-10-01,NA,NA,NA,NA,NA,NA,1735,85,NA,570,471,NA,0,846,263,583,718,191,527,65,0,0,0,907,135,NA,NA,NA
"454",2015-10-28,2015-10-26,2015-10-01,NA,NA,NA,NA,NA,NA,1694,69,NA,545,439,NA,0,835,276,559,715,202,513,90,1207,641,566,896,114,NA,NA,NA
"455",2015-10-29,2015-10-26,2015-10-01,NA,NA,NA,NA,NA,NA,1575,80,NA,507,412,NA,312,720,197,523,645,157,488,75,1839,831,1008,786,106,NA,NA,NA
"456",2015-10-30,2015-10-26,2015-10-01,NA,NA,NA,NA,NA,NA,1670,94,NA,551,488,NA,434,924,342,582,684,188,496,99,1953,866,1087,932,134,NA,NA,NA
"457",2015-10-31,2015-10-26,2015-10-01,NA,NA,NA,NA,NA,NA,662,64,NA,340,374,NA,173,1055,443,612,633,222,411,278,798,318,480,712,105,NA,NA,NA
"458",2015-11-01,2015-10-26,2015-11-01,NA,NA,NA,NA,NA,NA,584,46,NA,246,298,NA,168,1250,547,703,677,273,404,356,791,298,493,775,74,NA,NA,NA
"459",2015-11-02,2015-11-02,2015-11-01,NA,NA,NA,NA,NA,NA,1537,63,NA,532,436,NA,346,745,242,503,619,233,386,89,1854,857,997,857,148,NA,NA,NA
"460",2015-11-03,2015-11-02,2015-11-01,NA,NA,NA,NA,NA,NA,1776,53,NA,521,454,NA,444,862,287,575,701,424,277,93,1878,818,1060,881,129,NA,NA,NA
"461",2015-11-04,2015-11-02,2015-11-01,NA,NA,NA,NA,NA,NA,1562,49,NA,490,415,NA,454,789,289,500,641,408,233,84,1820,836,984,756,117,NA,NA,NA
"462",2015-11-05,2015-11-02,2015-11-01,NA,NA,NA,NA,NA,NA,1402,60,NA,442,379,NA,421,567,179,388,523,287,236,24,1605,712,893,674,89,NA,NA,NA
"463",2015-11-06,2015-11-02,2015-11-01,NA,NA,NA,NA,NA,NA,1207,72,NA,377,312,NA,348,509,149,360,464,263,201,42,1426,621,805,578,94,NA,NA,NA
"464",2015-11-07,2015-11-02,2015-11-01,NA,NA,NA,NA,NA,NA,401,24,NA,166,166,NA,159,285,104,181,229,92,137,57,586,234,352,288,36,NA,NA,NA
"465",2015-11-08,2015-11-02,2015-11-01,NA,NA,NA,NA,NA,NA,467,33,NA,213,236,NA,172,658,294,364,397,212,185,175,643,268,375,420,47,NA,NA,NA
"466",2015-11-09,2015-11-09,2015-11-01,NA,NA,NA,NA,NA,NA,1129,63,NA,348,290,NA,338,428,130,298,356,160,196,21,1284,574,710,512,77,NA,NA,NA
"467",2015-11-10,2015-11-09,2015-11-01,NA,NA,NA,NA,NA,NA,903,25,NA,280,236,NA,293,237,59,178,234,93,141,10,1032,436,596,331,48,NA,NA,NA
"468",2015-11-11,2015-11-09,2015-11-01,NA,NA,NA,NA,NA,NA,498,24,NA,176,190,NA,230,724,321,403,355,179,176,184,794,283,511,414,49,NA,NA,NA
"469",2015-11-12,2015-11-09,2015-11-01,NA,NA,NA,NA,NA,NA,1149,59,NA,374,353,NA,420,516,147,369,420,197,223,41,1405,596,809,574,66,NA,NA,NA
"470",2015-11-13,2015-11-09,2015-11-01,NA,NA,NA,NA,NA,NA,1255,71,NA,416,341,NA,404,678,224,454,507,194,313,58,1510,672,838,571,86,NA,NA,NA
"471",2015-11-14,2015-11-09,2015-11-01,NA,NA,NA,NA,NA,NA,392,22,NA,195,214,NA,140,357,132,225,245,82,163,97,545,214,331,305,45,NA,NA,NA
"472",2015-11-15,2015-11-09,2015-11-01,NA,NA,NA,NA,NA,NA,245,17,NA,121,104,NA,80,317,116,201,171,53,118,117,306,137,169,222,22,NA,NA,NA
"473",2015-11-16,2015-11-16,2015-11-01,NA,NA,NA,NA,NA,NA,1281,67,NA,451,337,NA,345,625,203,422,508,183,325,44,1425,628,797,645,98,NA,NA,NA
"474",2015-11-17,2015-11-16,2015-11-01,NA,NA,NA,NA,NA,NA,1050,42,NA,338,256,NA,292,345,82,263,293,104,189,9,1111,520,591,428,60,NA,NA,NA
"475",2015-11-18,2015-11-16,2015-11-01,NA,NA,NA,NA,NA,NA,742,17,NA,209,166,NA,209,199,46,153,191,63,128,3,796,358,438,250,28,NA,NA,NA
"476",2015-11-19,2015-11-16,2015-11-01,NA,NA,NA,NA,NA,NA,1050,26,NA,325,266,NA,301,391,110,281,309,110,199,17,1081,445,636,376,51,NA,NA,NA
"477",2015-11-20,2015-11-16,2015-11-01,NA,NA,NA,NA,NA,NA,973,41,NA,327,285,NA,344,461,146,315,345,123,222,23,1134,520,614,424,68,NA,NA,NA
"478",2015-11-21,2015-11-16,2015-11-01,NA,NA,NA,NA,NA,NA,371,28,NA,161,163,NA,132,353,119,234,212,76,136,51,488,203,285,229,38,NA,NA,NA
"479",2015-11-22,2015-11-16,2015-11-01,NA,NA,NA,NA,NA,NA,389,33,NA,177,180,NA,116,528,222,306,334,131,203,130,433,177,256,299,38,NA,NA,NA
"480",2015-11-23,2015-11-23,2015-11-01,NA,NA,NA,NA,NA,NA,1160,53,NA,391,291,NA,311,481,169,312,405,147,258,33,1287,576,711,503,72,NA,NA,NA
"481",2015-11-24,2015-11-23,2015-11-01,NA,NA,NA,NA,NA,NA,1113,39,NA,363,242,NA,290,405,116,289,397,147,250,29,1163,513,650,460,61,NA,NA,NA
"482",2015-11-25,2015-11-23,2015-11-01,NA,NA,NA,NA,NA,NA,1051,35,NA,348,234,NA,265,451,146,305,353,116,237,33,1167,493,674,447,55,NA,NA,NA
"483",2015-11-26,2015-11-23,2015-11-01,NA,NA,NA,NA,NA,NA,998,38,NA,318,253,NA,273,382,126,256,337,134,203,38,1075,437,638,398,58,NA,NA,NA
"484",2015-11-27,2015-11-23,2015-11-01,NA,NA,NA,NA,NA,NA,863,47,NA,281,256,NA,281,336,88,248,318,123,195,28,986,456,530,379,60,NA,NA,NA
"485",2015-11-28,2015-11-23,2015-11-01,NA,NA,NA,NA,NA,NA,319,12,NA,122,135,NA,105,252,106,146,158,52,106,33,408,147,261,210,24,NA,NA,NA
"486",2015-11-29,2015-11-23,2015-11-01,NA,NA,NA,NA,NA,NA,300,19,NA,150,153,NA,95,425,199,226,265,118,147,123,379,174,205,268,33,NA,NA,NA
"487",2015-11-30,2015-11-30,2015-11-01,NA,NA,NA,NA,NA,NA,813,36,NA,251,203,NA,245,296,87,209,251,96,155,25,930,394,536,315,48,NA,NA,NA
"488",2015-12-01,2015-11-30,2015-12-01,NA,NA,NA,NA,NA,NA,646,23,NA,226,145,NA,191,217,53,164,210,71,139,6,712,324,388,284,37,NA,NA,NA
"489",2015-12-02,2015-11-30,2015-12-01,NA,NA,NA,NA,NA,NA,890,29,NA,304,236,NA,251,376,133,243,323,139,184,21,985,438,547,372,58,NA,NA,NA
"490",2015-12-03,2015-11-30,2015-12-01,NA,NA,NA,NA,NA,NA,945,39,NA,329,270,NA,311,471,157,314,355,152,203,37,1083,465,618,435,66,NA,NA,NA
"491",2015-12-04,2015-11-30,2015-12-01,NA,NA,NA,NA,NA,NA,937,42,NA,359,297,NA,288,519,178,341,347,160,187,49,1104,487,617,428,58,NA,NA,NA
"492",2015-12-05,2015-11-30,2015-12-01,NA,NA,NA,NA,NA,NA,496,42,NA,227,243,NA,196,651,299,352,419,195,224,185,640,263,377,423,68,NA,NA,NA
"493",2015-12-06,2015-11-30,2015-12-01,NA,NA,NA,NA,NA,NA,509,32,NA,218,239,NA,180,960,394,566,482,242,240,328,602,252,350,472,52,NA,NA,NA
"494",2015-12-07,2015-12-07,2015-12-01,NA,NA,NA,NA,NA,NA,982,52,NA,368,291,NA,345,514,166,348,402,222,180,59,1154,511,643,449,68,NA,NA,NA
"495",2015-12-08,2015-12-07,2015-12-01,NA,NA,NA,NA,NA,NA,964,50,NA,326,265,NA,317,378,97,281,344,243,101,30,1079,478,601,434,74,NA,NA,NA
"496",2015-12-09,2015-12-07,2015-12-01,NA,NA,NA,NA,NA,NA,945,44,NA,325,219,NA,296,432,117,315,320,232,88,28,1047,443,604,387,47,NA,NA,NA
"497",2015-12-10,2015-12-07,2015-12-01,NA,NA,NA,NA,NA,NA,955,52,281,338,267,NA,328,526,204,322,369,276,93,47,1147,471,676,417,69,NA,NA,NA
"498",2015-12-11,2015-12-07,2015-12-01,NA,NA,NA,NA,NA,NA,846,47,227,289,236,NA,309,376,121,255,313,233,80,32,959,398,561,355,63,NA,NA,NA
"499",2015-12-12,2015-12-07,2015-12-01,NA,NA,NA,NA,NA,NA,307,20,143,158,142,NA,167,227,93,134,149,90,59,38,385,141,244,198,28,NA,NA,NA
"500",2015-12-13,2015-12-07,2015-12-01,NA,NA,NA,NA,NA,NA,107,6,39,41,54,NA,50,64,22,42,47,25,22,16,173,59,114,81,9,NA,NA,NA
"501",2015-12-14,2015-12-14,2015-12-01,NA,NA,NA,NA,NA,NA,856,33,204,276,214,NA,301,379,112,267,305,223,82,38,943,392,551,348,48,NA,NA,NA
"502",2015-12-15,2015-12-14,2015-12-01,NA,NA,NA,NA,NA,NA,765,25,223,261,223,NA,267,282,78,204,260,186,74,13,844,370,474,318,39,NA,NA,NA
"503",2015-12-16,2015-12-14,2015-12-01,NA,NA,NA,NA,NA,NA,813,31,228,303,235,NA,281,358,97,261,316,243,73,27,906,395,511,345,56,NA,NA,NA
"504",2015-12-17,2015-12-14,2015-12-01,NA,NA,NA,NA,NA,NA,767,36,217,257,206,NA,272,336,102,234,261,213,48,27,809,342,467,302,47,NA,NA,NA
"505",2015-12-18,2015-12-14,2015-12-01,NA,NA,NA,50,36,14,733,26,208,273,224,NA,259,363,107,256,263,197,66,25,865,414,451,324,50,NA,NA,NA
"506",2015-12-19,2015-12-14,2015-12-01,NA,NA,NA,70,52,18,425,33,283,212,196,NA,175,504,217,287,300,167,133,103,631,269,362,293,41,NA,NA,NA
"507",2015-12-20,2015-12-14,2015-12-01,NA,NA,NA,71,40,31,456,43,263,206,186,NA,161,771,315,456,459,253,206,191,561,205,356,438,79,NA,NA,NA
"508",2015-12-21,2015-12-21,2015-12-01,NA,NA,NA,45,33,12,710,33,234,305,241,NA,271,313,104,209,269,197,72,15,935,411,524,324,39,NA,NA,NA
"509",2015-12-22,2015-12-21,2015-12-01,NA,NA,NA,65,55,10,721,33,201,293,218,NA,325,341,118,223,241,173,68,33,936,387,549,328,37,NA,NA,NA
"510",2015-12-23,2015-12-21,2015-12-01,NA,NA,NA,83,59,24,601,38,231,287,222,NA,302,455,167,288,292,187,105,68,945,407,538,377,55,NA,NA,NA
"511",2015-12-24,2015-12-21,2015-12-01,NA,NA,NA,43,31,12,184,14,111,150,133,NA,107,247,107,140,158,114,44,52,274,113,161,192,32,NA,NA,NA
"512",2015-12-25,2015-12-21,2015-12-01,NA,NA,NA,42,26,16,164,7,144,72,66,NA,58,366,164,202,196,121,75,87,206,84,122,165,22,NA,NA,NA
"513",2015-12-26,2015-12-21,2015-12-01,NA,NA,NA,49,40,9,129,13,118,86,85,NA,56,307,129,178,169,97,72,73,194,71,123,155,19,NA,NA,NA
"514",2015-12-27,2015-12-21,2015-12-01,NA,NA,NA,96,67,29,287,37,209,168,131,NA,118,739,330,409,389,237,152,196,402,142,260,384,46,NA,NA,NA
"515",2015-12-28,2015-12-28,2015-12-01,NA,NA,NA,68,53,15,561,36,209,282,203,NA,236,405,145,260,257,177,80,53,733,306,427,320,40,NA,NA,NA
"516",2015-12-29,2015-12-28,2015-12-01,NA,NA,NA,75,52,23,448,20,164,223,164,NA,202,292,82,210,204,148,56,61,692,301,391,308,45,NA,NA,NA
"517",2015-12-30,2015-12-28,2015-12-01,NA,NA,NA,44,27,17,356,22,157,188,195,NA,178,257,74,183,172,110,62,22,556,260,296,223,37,NA,NA,NA
"518",2015-12-31,2015-12-28,2015-12-01,NA,NA,NA,31,23,8,244,18,120,160,114,NA,113,202,63,139,121,75,46,31,317,113,204,169,27,NA,NA,NA
"519",2016-01-01,2015-12-28,2016-01-01,NA,NA,NA,24,18,6,93,8,68,42,43,NA,42,129,36,93,76,45,31,52,127,48,79,97,9,NA,NA,NA
"520",2016-01-02,2015-12-28,2016-01-01,NA,NA,NA,22,18,4,89,5,31,44,42,NA,36,70,15,55,44,19,25,31,125,50,75,65,10,NA,NA,NA
"521",2016-01-03,2015-12-28,2016-01-01,NA,NA,NA,9,6,3,63,5,20,NA,31,NA,23,59,11,48,30,13,17,21,67,21,46,45,6,NA,NA,NA
"522",2016-01-04,2016-01-04,2016-01-01,NA,NA,NA,16,12,4,269,16,75,111,86,NA,242,98,18,80,106,70,36,3,330,142,188,114,11,NA,NA,NA
"523",2016-01-05,2016-01-04,2016-01-01,NA,NA,NA,24,18,6,263,8,83,122,83,NA,115,120,26,94,107,68,39,2,381,165,216,113,22,NA,NA,NA
"524",2016-01-06,2016-01-04,2016-01-01,NA,NA,NA,14,12,2,59,4,22,32,34,NA,27,58,21,37,43,17,26,38,103,42,61,51,3,NA,NA,NA
"525",2016-01-07,2016-01-04,2016-01-01,NA,NA,NA,22,19,3,400,12,104,110,66,NA,141,126,33,93,131,79,52,7,456,182,274,154,14,NA,NA,NA
"526",2016-01-08,2016-01-04,2016-01-01,NA,NA,NA,23,16,7,384,10,107,118,61,NA,114,132,38,94,101,70,31,6,404,156,248,140,15,NA,NA,NA
"527",2016-01-09,2016-01-04,2016-01-01,NA,NA,NA,11,7,4,122,6,41,57,59,NA,63,82,26,56,48,24,24,15,208,84,124,68,9,NA,NA,NA
"528",2016-01-10,2016-01-04,2016-01-01,NA,NA,NA,7,4,3,85,5,33,43,34,NA,47,129,44,85,44,25,19,28,191,73,118,94,6,NA,NA,NA
"529",2016-01-11,2016-01-11,2016-01-01,NA,NA,NA,8,6,2,371,15,114,119,87,NA,118,113,17,96,94,49,45,3,441,179,262,151,28,NA,NA,NA
"530",2016-01-12,2016-01-11,2016-01-01,NA,NA,NA,28,23,5,478,20,155,147,124,NA,150,148,23,125,138,55,83,8,544,232,312,172,30,NA,NA,NA
"531",2016-01-13,2016-01-11,2016-01-01,NA,NA,NA,32,24,8,444,22,125,142,117,NA,157,133,21,112,123,56,67,4,517,230,287,168,27,NA,NA,NA
"532",2016-01-14,2016-01-11,2016-01-01,NA,NA,NA,22,18,4,432,7,130,140,94,NA,164,113,24,89,99,45,54,4,380,166,214,158,29,NA,NA,NA
"533",2016-01-15,2016-01-11,2016-01-01,NA,NA,NA,17,10,7,410,14,114,155,105,NA,132,136,46,90,133,85,48,8,435,167,268,135,29,NA,NA,NA
"534",2016-01-16,2016-01-11,2016-01-01,NA,NA,NA,1,0,1,41,4,4,50,20,NA,54,29,17,12,14,10,4,24,62,6,56,59,0,NA,NA,NA
"535",2016-01-17,2016-01-11,2016-01-01,NA,NA,NA,0,0,0,40,1,3,50,12,NA,19,24,13,11,14,12,2,16,50,1,49,46,0,NA,NA,NA
"536",2016-01-18,2016-01-18,2016-01-01,NA,NA,NA,7,7,0,304,4,22,98,39,NA,103,39,12,27,52,35,17,15,202,27,175,133,9,NA,NA,NA
"537",2016-01-19,2016-01-18,2016-01-01,NA,NA,NA,17,17,0,335,0,67,96,36,NA,112,48,21,27,67,29,38,8,244,49,195,122,12,NA,NA,NA
"538",2016-01-20,2016-01-18,2016-01-01,NA,NA,NA,18,18,0,311,2,66,128,35,NA,113,39,17,22,78,19,59,9,215,60,155,133,15,NA,NA,NA
"539",2016-01-21,2016-01-18,2016-01-01,NA,NA,NA,10,10,0,337,1,76,113,26,NA,122,24,9,15,72,23,49,9,385,147,238,124,19,NA,NA,NA
"540",2016-01-22,2016-01-18,2016-01-01,NA,NA,NA,7,7,0,285,0,77,102,25,NA,124,43,9,34,74,19,55,14,300,135,165,100,15,NA,NA,NA
"541",2016-01-23,2016-01-18,2016-01-01,NA,NA,NA,2,2,0,115,0,36,60,12,NA,42,39,22,17,47,18,29,24,103,31,72,69,5,NA,NA,NA
"542",2016-01-24,2016-01-18,2016-01-01,NA,NA,NA,3,3,0,63,0,31,29,12,NA,21,35,16,19,25,8,17,26,79,23,56,59,6,NA,NA,NA
"543",2016-01-25,2016-01-25,2016-01-01,NA,NA,NA,15,15,0,286,0,82,110,47,NA,130,66,7,59,77,19,58,4,384,169,215,100,16,NA,NA,NA
"544",2016-01-26,2016-01-25,2016-01-01,NA,NA,NA,21,19,2,359,16,101,125,95,NA,158,101,16,85,91,30,61,0,409,184,225,137,23,NA,NA,NA
"545",2016-01-27,2016-01-25,2016-01-01,NA,NA,NA,42,33,9,472,14,148,144,116,NA,173,216,68,148,143,78,65,3,530,221,309,182,25,NA,NA,NA
"546",2016-01-28,2016-01-25,2016-01-01,NA,NA,NA,45,30,15,505,24,173,221,161,NA,207,262,67,195,168,90,78,11,604,262,342,229,35,NA,NA,NA
"547",2016-01-29,2016-01-25,2016-01-01,NA,NA,NA,41,33,8,533,27,214,216,183,NA,228,363,105,258,242,137,105,40,702,336,366,302,53,NA,NA,NA
"548",2016-01-30,2016-01-25,2016-01-01,NA,NA,NA,98,64,34,358,29,184,166,157,NA,140,618,246,372,376,225,151,174,484,172,312,346,59,NA,NA,NA
"549",2016-01-31,2016-01-25,2016-01-01,NA,NA,NA,32,27,5,150,14,77,94,74,NA,65,232,84,148,130,62,68,61,209,85,124,130,18,NA,NA,NA
"550",2016-02-01,2016-02-01,2016-02-01,NA,NA,NA,32,21,11,390,19,135,125,132,NA,194,212,73,139,168,99,69,21,497,208,289,190,38,NA,NA,NA
"551",2016-02-02,2016-02-01,2016-02-01,NA,NA,NA,35,26,9,436,22,148,146,164,NA,181,197,67,130,173,105,68,8,549,245,304,179,38,NA,NA,NA
"552",2016-02-03,2016-02-01,2016-02-01,NA,NA,NA,55,35,20,529,30,199,195,135,NA,212,318,107,211,229,122,107,39,642,274,368,250,42,NA,NA,NA
"553",2016-02-04,2016-02-01,2016-02-01,NA,NA,NA,29,22,7,456,27,155,158,126,NA,189,200,70,130,137,81,56,12,544,242,302,177,34,NA,NA,NA
"554",2016-02-05,2016-02-01,2016-02-01,NA,NA,NA,34,26,8,448,30,182,144,131,NA,156,237,72,165,212,123,89,29,515,223,292,200,32,NA,NA,NA
"555",2016-02-06,2016-02-01,2016-02-01,NA,NA,NA,44,25,19,218,25,141,138,151,NA,89,348,156,192,218,130,88,80,330,130,200,217,39,NA,NA,NA
"556",2016-02-07,2016-02-01,2016-02-01,NA,NA,NA,127,91,36,438,30,288,194,190,NA,105,984,424,560,511,282,229,302,485,186,299,446,74,NA,NA,NA
"557",2016-02-08,2016-02-08,2016-02-01,NA,NA,NA,67,48,19,610,30,282,253,190,NA,217,367,104,263,318,180,138,40,760,332,428,316,73,NA,NA,NA
"558",2016-02-09,2016-02-08,2016-02-01,NA,NA,NA,65,37,28,708,30,308,259,87,NA,259,407,145,262,345,184,161,49,833,370,463,341,84,NA,NA,NA
"559",2016-02-10,2016-02-08,2016-02-01,NA,NA,NA,20,18,2,344,10,124,118,0,NA,121,106,30,76,93,52,41,6,387,173,214,140,32,NA,NA,NA
"560",2016-02-11,2016-02-08,2016-02-01,NA,NA,NA,31,25,6,291,14,113,112,0,NA,145,120,36,84,100,58,42,12,391,166,225,122,25,NA,NA,NA
"561",2016-02-12,2016-02-08,2016-02-01,NA,NA,NA,38,32,6,459,21,206,214,0,NA,196,320,123,197,214,112,102,27,629,269,360,224,40,NA,NA,NA
"562",2016-02-13,2016-02-08,2016-02-01,NA,NA,NA,72,54,18,277,27,152,155,NA,NA,107,421,177,244,230,110,120,120,345,137,208,249,49,NA,NA,NA
"563",2016-02-14,2016-02-08,2016-02-01,NA,NA,NA,113,76,37,357,51,249,183,NA,NA,140,871,346,525,465,223,242,218,506,173,333,442,78,NA,NA,NA
"564",2016-02-15,2016-02-15,2016-02-01,NA,NA,NA,84,60,24,604,42,224,238,NA,NA,254,364,141,223,301,155,146,38,735,332,403,329,69,NA,NA,NA
"565",2016-02-16,2016-02-15,2016-02-01,NA,NA,NA,88,73,15,672,32,258,251,NA,NA,254,336,111,225,269,142,127,28,808,354,454,302,56,NA,NA,NA
"566",2016-02-17,2016-02-15,2016-02-01,NA,NA,NA,90,69,21,651,32,286,217,NA,NA,260,335,122,213,289,156,133,44,819,375,444,319,66,NA,NA,NA
"567",2016-02-18,2016-02-15,2016-02-01,NA,NA,NA,89,67,22,642,40,304,263,NA,NA,225,344,109,235,290,155,135,37,778,350,428,341,59,NA,NA,NA
"568",2016-02-19,2016-02-15,2016-02-01,NA,NA,NA,31,24,7,315,14,109,123,NA,NA,141,90,26,64,94,50,44,3,398,181,217,118,24,NA,NA,NA
"569",2016-02-20,2016-02-15,2016-02-01,NA,NA,NA,42,24,18,176,19,142,105,NA,NA,83,235,93,142,142,77,65,54,276,111,165,181,42,NA,NA,NA
"570",2016-02-21,2016-02-15,2016-02-01,NA,NA,NA,39,30,9,180,11,110,99,NA,NA,65,281,106,175,140,72,68,59,206,78,128,154,23,NA,NA,NA
