Data;Al. USA - po³udnie;Al. USA - pó³noc;Banacha;Bazyliañska;Belwederska;Dworzec Wilenski (al. Solidarnoœci);Dworzec Wileñski Nowy( Targowa);Marsza³kowska;Most Gdanski - œcie¿ka rowerowa;Most Gdañski - ci¹g pieszo-rowerowy;NSR - Solec - ci¹g pieszo-rowerowy;NSR-Solec - œcie¿ka rowerowa;Praska sciezka rekreacyjna;Wybrze¿e Helskie;Wysockiego;Œwiêtokrzyska - Emilii Plater, p³d;Œwiêtokrzyska - Emilii Plater, p³n;¯wirki i Wigury/Trojdena;¯wirki i Wigury/Trojdena
2014-11-06;;;;;;;;;517;114;68;348;179;;;;;;
2014-11-07;;;;;;;;;168;27;21;167;78;;;;;;
2014-11-08;;;;;;;;;78;14;9;71;119;;;;;;
2014-11-09;;;;;;;;;356;105;78;216;394;;;;;;
2014-11-10;;;;;;;;;209;53;47;176;134;;;;;;
2014-11-11;;;;;;;;;759;221;119;305;447;;;;;;
2014-11-12;;;;;;;;;283;36;25;257;96;;;;;;
2014-11-13;;;;;;;;;334;43;29;280;118;;;;;;
2014-11-14;;;;;;;;;255;40;39;241;117;;;;;;
2014-11-15;;;;;;;;;209;47;32;168;308;;;;;;
2014-11-16;;;;;;;;;283;45;36;142;354;;;;;;
2014-11-17;;;;;;;;;154;14;12;130;40;;;;;;
2014-11-18;;;;;;;;;204;19;18;181;93;;;;;;
2014-11-19;;;;;;;;;220;27;12;188;92;;;;;;
2014-11-20;;;;;;;;;215;23;15;169;78;;;;;;
2014-11-21;;;;;;;;;201;36;19;183;81;;;;;;
2014-11-22;;;;;;;;;211;58;54;118;256;;;;;;
2014-11-23;;;;;;;;;429;163;98;195;652;;;;;;
2014-11-24;;;;;;;;;241;35;23;182;134;;;;;;
2014-11-25;;;;;;;;;153;21;9;126;53;;;;;;
2014-11-26;;;;;;;;;232;36;15;153;102;;;;;;
2014-11-27;;;;;;;;;201;21;21;166;99;;;;;;
2014-11-28;;;;;;;;;167;18;13;125;65;;;;;;
2014-11-29;;;;;;;;;102;14;10;66;170;;;;;;
2014-11-30;;;;;;;;;84;13;17;61;246;;;;;;
2014-12-01;;;;;;;;;114;5;7;111;57;;;;;;
2014-12-02;;;;;;;;;155;19;20;105;102;;;;;;
2014-12-03;;;;;;;;;127;19;10;141;89;;;;;;
2014-12-04;;;;;;;;;180;20;13;134;103;;;;;;
2014-12-05;;;;;;;;;164;22;15;126;78;;;;;;
2014-12-06;;;;;;;;;84;27;19;57;178;;;;;;
2014-12-07;;;;;;;;;122;40;28;81;270;;;;;;
2014-12-08;;;;;;;;;151;20;13;137;69;;;;;;
2014-12-09;;;;;;;;;211;42;18;162;114;;15;;;;
2014-12-10;;;;5;;;;;157;14;10;142;80;273;31;;;;
2014-12-11;;;;22;;;;;149;21;27;136;108;289;34;;;;
2014-12-12;;;;3;;;;;162;31;25;127;101;286;30;;;;
2014-12-13;;;;2;;;;;140;36;29;89;228;247;16;;;;
2014-12-14;;;;1;;;;;66;17;6;36;151;91;4;;;;
2014-12-15;;;;19;;;;;164;52;22;159;98;387;29;;;;
2014-12-16;;;;31;;;;;169;21;25;132;97;340;41;;;;
2014-12-17;;;;16;;;;;167;38;8;142;103;313;28;;;;
2014-12-18;;;;10;;;;;154;13;17;109;55;290;20;;;;
2014-12-19;;;;2;;;;;100;15;11;88;65;209;15;;;;
2014-12-20;;;;1;;;;;107;27;21;56;160;161;11;;;;
2014-12-21;;;;4;;;;;96;21;13;46;211;134;7;;;;
2014-12-22;;;;2;;;;;37;5;5;18;24;108;8;;;;
2014-12-23;;;;4;;;;;29;3;4;15;18;76;4;;;;
2014-12-24;;;;1;;;;;20;4;2;26;30;55;5;;;;
2014-12-25;;;;0;;;;;47;24;7;12;99;57;3;;;;
2014-12-26;;;;0;;;;;12;2;3;4;203;43;0;;;;
2014-12-27;;;;1;;;;;6;2;6;5;169;27;2;;;;
2014-12-28;;;;1;;;;;11;2;2;7;174;42;0;;;;
2014-12-29;;;;0;;;;;26;8;5;26;84;109;4;;;;
2014-12-30;;;;0;;;;;32;8;7;41;127;116;9;;;;
2014-12-31;;;;2;;;;;40;2;10;35;207;105;6;;;;
2015-01-01;;;;3;;;;;41;14;9;25;181;49;3;;;;
2015-01-02;;;;0;;;;;47;2;4;51;80;105;1;;;;
2015-01-03;;;;3;;;;;78;19;16;53;169;102;9;;;;
2015-01-04;;;;7;;;;;99;33;10;51;289;131;17;;;;
2015-01-05;;;;1;;;;;112;26;21;87;165;200;12;;;;
2015-01-06;;;;3;;;;;45;27;25;35;627;115;5;;;;
2015-01-07;;;;0;;;;;46;12;8;52;51;143;11;;;;
2015-01-08;;;;2;;;;;53;9;7;68;90;158;6;;;;
2015-01-09;;;;0;;;;;59;12;1;65;34;136;10;;;;
2015-01-10;;;;0;;;;;76;13;1;38;128;86;5;;;;
2015-01-11;;;;0;;;;;64;15;13;40;219;105;7;;;;
2015-01-12;;;;3;;;;;68;13;10;66;81;184;5;;;;
2015-01-13;;;;6;;;;;157;37;19;127;121;266;15;;;;
2015-01-14;;;;8;;;;;127;18;11;125;91;274;12;;;;
2015-01-15;;;;10;;;;;159;27;16;154;93;298;16;;;;
2015-01-16;;;;5;;;;;260;58;32;168;204;351;23;;;;
2015-01-17;;;;5;;;;;322;122;60;164;496;436;23;;;;
2015-01-18;;;;0;;;;;156;59;29;101;438;198;14;;;;
2015-01-19;;;;0;;;;;119;23;13;106;101;218;22;;;;
2015-01-20;;;;2;;;;;104;12;11;71;85;180;9;;;;
2015-01-21;;;;2;;;;;134;18;3;110;94;244;14;;;;
2015-01-22;;;;1;;;;;148;35;16;106;95;261;18;;;;
2015-01-23;;;;0;;;;;64;5;5;53;84;151;12;;;;
2015-01-24;;;;1;;;;;80;16;11;59;240;122;7;;;;
2015-01-25;;;;1;;;;;63;20;15;34;305;89;6;;;;
2015-01-26;;;;7;;;;;61;4;10;62;74;172;9;;;;
2015-01-27;;;;3;;;;;112;12;7;79;96;201;12;;;;
2015-01-28;;;;2;;;;;119;16;10;87;107;172;7;;;;
2015-01-29;;;;7;;;;;123;11;10;81;113;184;19;;;;
2015-01-30;;;;5;;;;;124;18;10;72;124;187;20;;;;
2015-01-31;;;;2;;;;;44;11;1;26;213;66;2;;;;
2015-02-01;;;;3;;;;;136;50;37;66;719;145;14;;;;
2015-02-02;;;;7;;;;;130;26;21;105;93;206;11;;;;
2015-02-03;;;;6;;;;;140;25;19;129;119;229;22;;;;
2015-02-04;;;;4;;;;;167;25;17;123;144;253;19;;;;
2015-02-05;;;;3;;;;;97;17;8;91;94;191;14;;;;
2015-02-06;;;;4;;;;;156;13;15;86;106;234;18;;;;
2015-02-07;;;;6;;;;;67;9;2;50;205;94;9;;;;
2015-02-08;;;;2;;;;;60;3;9;30;467;72;7;;;;
2015-02-09;;;;4;;;;;74;6;5;58;89;154;9;;;;
2015-02-10;;;;5;;;;;84;7;13;88;58;176;17;;;;
2015-02-11;;;;3;;;;;147;24;15;106;85;226;16;;;;
2015-02-12;;;;4;;;;;154;26;24;138;105;279;29;;;;
2015-02-13;;;;3;;;;;221;53;30;165;213;315;19;;;;
2015-02-14;;;;8;;;;;442;190;86;260;697;462;42;;;;
2015-02-15;;;;4;;;;;166;30;40;132;459;198;20;;;;
2015-02-16;;;;3;;;;;148;13;20;170;125;309;16;;;;
2015-02-17;;;;5;;;;;151;21;13;143;143;278;24;;;;
2015-02-18;;;;2;;;;;171;15;21;166;126;270;15;;;;
2015-02-19;;;;7;;;;;114;18;15;121;81;244;18;;;;
2015-02-20;;;;3;;;;;315;101;47;245;223;348;30;;;;
2015-02-21;;;;9;;;;;338;118;74;223;423;369;42;;;;
2015-02-22;;;;7;;;;;437;149;115;256;673;470;47;;;;
2015-02-23;;;;11;;;;;235;50;46;261;144;419;34;;;;
2015-02-24;;;;6;;;;;241;34;40;243;132;406;32;;;;
2015-02-25;;;;4;;;;;240;44;41;212;139;402;33;;;;
2015-02-26;;;;3;;;;;187;32;38;189;112;349;26;;;;
2015-02-27;;;;4;;;;;271;39;30;251;109;391;41;;;;
2015-02-28;;;;7;;;;;322;112;76;183;376;377;39;;;;
2015-03-01;;;;14;;;;;513;187;139;355;724;581;68;;;;
2015-03-02;;;;2;;;;;200;31;37;200;122;397;37;;;;
2015-03-03;;;;4;;;;;175;16;27;164;107;338;21;;;;
2015-03-04;;;;1;;;;;138;25;26;89;77;237;14;;;;
2015-03-05;;;;6;;;;;171;25;26;180;101;331;16;;;;
2015-03-06;;;;10;;;;;217;35;35;190;120;325;25;;;;
2015-03-07;;;;9;;;;;184;77;49;149;299;296;20;;;;
2015-03-08;;;;30;;;;;639;310;207;451;1053;748;83;;;;
2015-03-09;;;;13;;;;;477;112;97;388;309;779;53;;;;
2015-03-10;;;;29;;;;;637;176;161;503;513;977;77;;;;
2015-03-11;;;;21;;;;;327;41;56;259;199;559;28;;;;
2015-03-12;;;;15;;;;;374;66;60;356;236;625;42;;;;
2015-03-13;;;;9;;;;;148;11;19;158;94;294;20;;;;
2015-03-14;;;;3;;;;;66;10;13;50;186;160;12;;;;
2015-03-15;;;;16;;;;;454;132;137;270;762;508;46;;;;
2015-03-16;;;;22;;;;;485;62;113;415;369;838;58;;;;
2015-03-17;;;;25;;;;;658;128;136;538;508;1100;66;;;;
2015-03-18;;;;22;;;;;587;99;142;476;482;948;66;;;;
2015-03-19;;;;25;;;;;617;160;155;488;410;1041;76;;;;
2015-03-20;;;;28;;;;;604;168;177;465;637;932;73;;;;
2015-03-21;;;;44;;;;;1059;494;407;760;1673;1227;101;;;;
2015-03-22;;;;6;;;;;269;85;86;182;767;416;29;;;;
2015-03-23;;;;18;;;;;426;83;92;344;275;744;56;;;;
2015-03-24;;;;40;;;;;730;183;192;644;563;1176;89;;;;
2015-03-25;;;;44;;;;;866;243;243;744;697;1464;103;;;;
2015-03-26;;;;31;;;;;410;71;89;406;244;788;71;;;;
2015-03-27;;;;18;;;;;498;85;117;425;288;876;65;;;;
2015-03-28;;;;22;;;;;367;103;121;299;530;609;48;;;;
2015-03-29;;;;43;;;;;962;443;364;693;1410;1299;114;;;;
2015-03-30;;;;13;;;;;200;25;33;189;125;414;29;;;;
2015-03-31;;;;15;;;;;194;14;35;194;137;426;23;;;;
2015-04-01;;;;6;;;;;114;12;21;113;60;217;14;;;;
2015-04-02;;;;18;;;;;200;32;49;199;166;417;18;;;;
2015-04-03;;;;11;;;;;152;45;29;120;129;285;21;;;;
2015-04-04;;;;12;;;;;206;56;55;139;307;234;26;;;;
2015-04-05;;;;4;;;;;27;24;13;30;158;74;8;;;;
2015-04-06;;;;19;;;;;221;96;61;128;399;262;41;;;;
2015-04-07;;;;15;;;;;440;113;88;327;407;678;47;;;;
2015-04-08;;;;31;;;;;608;104;131;460;355;987;56;;;;
2015-04-09;;;;49;;;;;872;249;273;673;885;1441;99;;;;
2015-04-10;;;;56;;;;;1172;346;354;895;1137;1761;130;;;;
2015-04-11;;;;123;;;;;2779;1476;1020;1906;3864;3132;239;;;;
2015-04-12;;;;84;;;;;1454;698;542;924;2535;1825;176;;;;
2015-04-13;;;;17;;;;;380;26;93;424;205;859;43;;;;
2015-04-14;;;;28;;;;;550;78;116;491;373;1033;54;;;;
2015-04-15;;;;40;;;;;566;81;120;540;332;912;78;;;;
2015-04-16;;;;61;;;;;996;248;267;812;829;1515;109;;;;
2015-04-17;;;;48;;;;;704;126;145;619;441;1125;80;;;;
2015-04-18;;;;33;;;;;306;104;73;276;496;456;36;;;;
2015-04-19;;;;28;;;;;336;116;124;276;660;482;58;;;;
2015-04-20;;;;40;;;;;586;90;141;488;424;1069;67;;;;
2015-04-21;;;;89;;;;;957;206;278;791;718;1506;129;;;;
2015-04-22;;;;123;;;;;1275;361;382;1017;1137;2010;199;;;;
2015-04-23;;;;120;;;;;1253;345;397;1043;1083;1974;207;;;;
2015-04-24;;;;124;;;;;1462;467;445;1286;1582;2260;210;;;;
2015-04-25;;;;203;;;;;3186;1712;1258;2169;3886;3575;348;;;;
2015-04-26;;;;72;;;;;776;299;163;531;1121;971;121;;;;
2015-04-27;;;;174;;;;;1814;632;494;1436;1239;2449;275;;;;
2015-04-28;;;;99;;;;;794;142;190;713;465;1466;171;;;;
2015-04-29;;;;89;;;;;717;162;204;592;437;1180;141;;;;
2015-04-30;;;;134;;;;;974;187;249;831;698;1585;199;;;;
2015-05-01;;;;78;;;;;865;368;385;536;1030;946;120;;;;
2015-05-02;;;;160;;;;;2120;927;965;1468;2013;2352;251;;;;
2015-05-03;;;;244;;;;;3199;1527;1475;2039;3591;3287;407;;;;
2015-05-04;;;;102;;;;;711;157;205;706;493;1251;169;;;;
2015-05-05;;;;219;;;;;1844;505;462;1446;1082;2509;340;;;;
2015-05-06;;;;56;;;;;318;70;69;345;176;624;76;;;;
2015-05-07;;;;185;;;;;1599;430;514;1297;1018;2365;267;;;;
2015-05-08;;;;210;;;;;1634;424;494;1444;1100;2520;302;;;;
2015-05-09;;;;219;;;;;2479;1347;1120;2163;2665;2922;340;;;;
2015-05-10;;;;65;;;;;477;178;221;362;658;622;77;;;;
2015-05-11;;;;155;;;;;1072;249;267;910;512;1752;225;;;;
2015-05-12;;;;231;;;;;1914;498;554;1496;1093;2822;332;;;;
2015-05-13;;;;147;;;;;1198;282;334;1065;687;1889;200;;;;
2015-05-14;;;;105;;;;;743;130;228;722;405;1253;149;;;;
2015-05-15;;;;120;;;;;885;183;245;914;526;1514;173;;;;
2015-05-16;;;;197;;;;;2611;1254;1307;1962;2425;2678;349;;;;
2015-05-17;;;;71;;;;;796;333;300;472;886;861;111;;;;
2015-05-18;;;;164;;;;;1328;332;476;1102;806;1975;252;;;;
2015-05-19;;;;141;;;;;1201;258;321;1022;615;1941;213;;;;
2015-05-20;;;;148;;;;;851;146;214;682;355;1401;193;;;;
2015-05-21;;;;114;;;;;724;127;172;600;356;1137;167;;;;
2015-05-22;;;;188;;;;;1609;444;450;1203;1057;2245;268;;;;
2015-05-23;;;;114;;;;;963;350;409;750;1459;1233;157;;;;
2015-05-24;;;;305;;;;;3144;1650;1732;2132;3110;3312;463;;;;
2015-05-25;;;;135;;;;;820;142;230;800;314;1604;199;;;;
2015-05-26;;;;94;;;;;611;92;115;597;237;1213;133;;;;
2015-05-27;;;;96;;;;;728;158;203;660;451;1192;166;;;;
2015-05-28;;;;176;;;;;1310;331;412;1179;747;2042;272;;;;
2015-05-29;;;3374;204;;1364;1189;;1645;517;583;1564;1060;2491;312;;;;
2015-05-30;;;2536;230;;1275;1163;;2290;1146;1529;1817;2342;2465;339;;;;
2015-05-31;;;3214;284;;1576;1371;;3450;1730;1636;2491;3112;3358;434;;;;
2015-06-01;;;4120;249;;1599;1330;;1925;575;663;1595;749;2918;376;;;;
2015-06-02;;;4403;290;;1767;1418;;2177;746;878;1857;1114;3165;406;;;;
2015-06-03;;;4161;240;;1784;1349;;1913;616;755;1748;1067;2937;373;;;;
2015-06-04;;;3522;355;;1920;1421;;4640;2564;2162;3346;3946;4280;616;;;;
2015-06-05;;;2846;279;;;1344;;2362;1030;1092;1896;1742;2787;378;;;;
2015-06-06;;;2414;247;;1434;1142;;3023;1461;1370;2398;2503;2859;413;;;;
2015-06-07;;;2514;235;;1547;1154;;2945;1612;1443;2057;2266;3133;418;;;;
2015-06-08;;;3385;211;;1411;1162;;1380;370;433;1267;647;2395;360;;;;
2015-06-09;;;3133;172;;1277;988;;1133;209;287;1137;474;2057;282;;;;
2015-06-10;;;3626;221;;1413;1171;;1779;476;583;1533;679;2654;358;;;;
2015-06-11;;;4407;282;;1829;1423;;2220;696;939;1954;1120;3317;454;;;;
2015-06-12;;;4092;317;;1836;1477;;2141;674;657;1845;1226;3093;420;;;;
2015-06-13;;;3176;278;;1542;1332;;3110;1706;1500;2478;2738;3367;436;;;;
2015-06-14;;;2647;236;;1415;1205;;2910;1684;1467;2154;2537;3087;399;;;;
2015-06-15;;;2609;202;;1081;961;;1176;381;427;980;618;1762;264;;;;
2015-06-16;;;3970;245;;1672;1287;;1818;529;636;1686;889;2816;404;;;;
2015-06-17;;;4080;293;;1727;1331;;1974;527;633;1838;916;3012;452;;;;
2015-06-18;;;3089;212;;;1097;;1368;261;451;1243;563;2170;301;;;;
2015-06-19;;;2189;141;;927;795;;976;299;357;1014;536;1529;225;;;;
2015-06-20;;;1663;176;;959;991;;2047;781;785;1341;1292;2179;293;;;;
2015-06-21;;;2700;249;;1124;1124;;3018;1478;1603;2222;2215;2830;377;;;;
2015-06-22;;;3424;231;;1502;1238;;1421;333;491;1353;594;2490;348;;;;
2015-06-23;;;2129;121;;845;651;;728;125;157;721;367;1381;180;;;;
2015-06-24;;;3730;230;;1497;1169;;1655;546;679;1666;914;2652;362;;;;
2015-06-25;;;4074;284;;1717;1326;;1964;540;785;1827;1023;2990;423;;;;
2015-06-26;;;3088;251;;1513;1109;;1652;499;554;1451;827;2506;334;;;;
2015-06-27;;;2269;249;;1350;1137;;2538;1279;1513;2424;2350;2753;407;;;;
2015-06-28;;;2827;300;;1536;1276;;3667;2017;1996;2637;2749;3517;473;;;;
2015-06-29;;;2760;217;;1146;966;;1153;238;352;1029;502;1875;281;;;;
2015-06-30;;;4268;299;;1780;1375;;2260;687;873;1888;1170;3083;435;;;;
2015-07-01;;;4547;360;;1955;1501;;2617;853;1039;2285;1407;3439;513;;;;
2015-07-02;;;4511;323;;1988;1490;;2638;855;1110;2221;1479;3659;467;;;;
2015-07-03;;;3869;279;;1833;1373;;2338;762;871;2103;1275;3292;451;;;;
2015-07-04;;;2197;230;;1205;1076;;2600;1368;1306;2204;2272;2793;341;;;;
2015-07-05;;;2227;174;;1226;940;;2586;1428;1403;2035;1854;2757;303;;;;
2015-07-06;;;3396;233;;1592;1249;;1626;514;602;1438;637;2620;352;;;;
2015-07-07;;;4565;291;;1901;1398;;2424;856;1069;2257;1244;3366;505;;;;
2015-07-08;;;2114;149;;946;788;;922;200;276;861;382;1484;216;;;;
2015-07-09;;;2686;180;;1253;985;;1206;333;406;1119;448;1993;265;;;;
2015-07-10;;;1999;106;;912;714;;723;128;170;740;294;1239;159;;;;
2015-07-11;;;1237;135;;786;885;;1182;555;635;988;1071;1449;228;;;;
2015-07-12;;;2710;264;;1370;1389;;3275;1840;1890;2652;2452;3191;418;;;;
2015-07-13;;;2355;174;;1020;831;;955;337;376;914;444;1618;231;;;;
2015-07-14;;;3006;216;;1291;1078;;1498;519;580;1390;691;2105;335;;;;
2015-07-15;;;3596;237;;1673;1260;;1962;643;771;1751;961;2609;415;;;;
2015-07-16;;;4042;299;;1829;1313;;2296;828;949;2156;1014;3119;483;;;;
2015-07-17;;;3596;289;;1749;1387;;2092;796;908;2058;1090;2902;389;;;;
2015-07-18;;;1924;212;;1152;1135;;2307;1104;1554;2117;1649;2472;326;;;;
2015-07-19;;;2021;228;;1179;1112;;2477;1438;1266;1963;1745;2334;358;;;;
2015-07-20;;;3141;203;;1262;1091;;1443;534;661;1293;680;2198;299;;;;
2015-07-21;;;3977;275;;1686;1446;;1695;744;804;1925;1050;3025;434;;;;
2015-07-22;;;4148;289;;1828;1452;;2065;876;1085;2312;1163;3269;454;;;;
2015-07-23;;;3339;199;;1534;1227;;1609;579;857;1668;803;2510;327;;;;
2015-07-24;;;3543;263;;1625;1309;;2027;691;804;2283;1123;2757;413;;;;
2015-07-25;;;1441;157;;825;878;;1417;679;864;1346;944;1578;215;;;;
2015-07-26;;;1448;149;;823;788;;1579;741;901;1241;1124;1588;222;;;;
2015-07-27;;;3154;214;;1441;1110;;1419;353;430;1324;606;2182;305;;;;
2015-07-28;;;2912;189;;1336;1036;;1395;290;427;1216;455;2044;262;;;;
2015-07-29;;;3436;245;;1586;1239;;1902;628;778;1677;809;2640;357;;;;
2015-07-30;;;3398;205;;1624;1160;;1692;497;738;1620;751;2513;314;;;;
2015-07-31;;;2873;197;;1460;1164;;1396;396;546;1389;611;2177;283;;;;
2015-08-01;;;2209;246;;1542;1257;;3158;1740;1739;2532;1978;3236;434;;;;
2015-08-02;;;2708;312;;1698;1253;;4775;2961;2082;3433;2251;4027;507;;;;
2015-08-03;;;3803;250;;1851;1344;;2091;1788;1124;2249;1079;3039;397;;;;
2015-08-04;;;;263;;1954;1388;;2255;1682;1216;2572;945;3213;408;;;;
2015-08-05;;;3859;273;;1832;1324;;1949;1407;1043;2280;766;2965;447;;;;
2015-08-06;;;3685;232;;1692;1231;;1779;1297;962;2118;839;2809;348;;;;
2015-08-07;;;3013;255;;1472;1120;;1511;1030;589;1772;707;2402;348;;;;
2015-08-08;;;1478;156;;960;899;;1605;1330;883;1876;1064;2029;224;;;;
2015-08-09;;;1544;177;;972;942;;1830;1620;1123;1674;1133;1899;268;;;;
2015-08-10;;;3598;257;;1663;1286;;1749;1248;862;1825;803;2705;415;;;;
2015-08-11;;;3928;288;;1795;1266;;1874;1332;868;2069;738;2912;402;;;;
2015-08-12;;;3715;255;;1788;1292;;2069;1261;813;2265;849;2920;411;;;;
2015-08-13;;;3411;228;;1687;1311;;1754;1198;830;1883;711;2708;348;;;;
2015-08-14;;;2638;229;;1487;1238;;1731;1251;817;1703;839;2440;318;;;;
2015-08-15;;;2107;213;;1401;944;;2919;2225;1509;2588;1760;2662;330;;;;
2015-08-16;;;1931;244;;1156;1000;;2605;2203;1375;2006;1446;2607;380;;;;
2015-08-17;;;3355;257;;1782;1293;;1987;1254;794;1729;715;2669;410;;;;
2015-08-18;;;3957;325;;1913;1432;;2146;1503;1051;2187;1119;3074;479;;;;
2015-08-19;;;4052;293;;1864;1405;;2259;1398;967;1931;1042;2991;446;;;;
2015-08-20;;;3847;246;;1790;1421;;1961;1374;907;1969;972;2921;406;;;;
2015-08-21;;;3345;234;;1654;1290;;1735;1282;770;1732;768;2525;350;;;;
2015-08-22;;;1867;224;;1184;1179;;2466;1855;1324;1992;1359;2420;357;;;;
2015-08-23;;;2549;257;;1531;1371;;3635;2661;1860;2802;2072;3369;461;;;;
2015-08-24;;;3809;314;;1773;1396;;1760;1289;839;1889;794;2865;404;;;;
2015-08-25;;;2382;143;;1114;862;;770;375;332;920;268;1641;238;;;;
2015-08-26;;;3920;289;;1852;1397;;1949;1398;1065;1996;960;2894;450;;;;
2015-08-27;;;4022;317;;1836;1392;;1911;1308;977;2096;747;3005;436;;;;
2015-08-28;;;3271;263;;1589;1310;;1519;929;667;1630;592;2632;367;;;;
2015-08-29;;;2289;264;;1449;1245;;3066;2366;1680;2535;1729;3147;403;;;;
2015-08-30;;;2573;273;;1630;1395;;3695;2879;1898;2737;2167;3556;501;;;;
2015-08-31;;;3919;260;;1812;1389;;1653;1086;934;1828;631;2868;453;;;;
2015-09-01;;;4072;233;;1910;1396;;1825;1066;978;2075;726;2943;431;;;;
2015-09-02;;;3254;175;;1532;1127;;1063;556;455;1240;382;2120;324;;;;
2015-09-03;;;3558;231;;1680;1281;;1476;923;674;1506;531;2624;420;;;;
2015-09-04;;;1725;114;;870;782;;661;378;263;740;238;1266;196;;;;
2015-09-05;;;2113;178;;1253;1213;;2330;1747;1159;1949;1367;2471;329;;;;
2015-09-06;;;1086;103;;671;613;;1063;809;510;885;790;1186;178;;;;
2015-09-07;;;875;39;;413;361;;214;86;60;270;47;583;58;;;;
2015-09-08;;;1728;95;;693;546;;535;257;175;572;192;1052;134;;;;
2015-09-09;;;2353;112;;1090;952;;1003;564;321;1054;423;1638;242;;;;
2015-09-10;;;2942;184;;1345;1014;;1459;718;464;1318;510;2015;297;;;;
2015-09-11;;;2719;134;;1198;980;;1170;496;351;1151;393;1816;246;;;;
2015-09-12;;;483;43;;368;390;;395;171;155;327;231;474;72;;;;
2015-09-13;;;1514;124;;795;650;;2007;1431;854;1140;1154;1643;265;;;;
2015-09-14;;;2688;153;;1141;917;;1001;552;327;1063;379;1789;254;;;;
2015-09-15;;;3202;233;;1362;1097;;1338;959;603;1404;543;2158;343;;;;
2015-09-16;;;3330;241;;1531;1224;;1503;1054;669;1568;629;2393;355;;;;
2015-09-17;;;3651;295;;1799;1342;;1699;1341;829;1693;788;2828;426;;;;
2015-09-18;;;2666;179;;1243;977;;1048;620;381;1101;461;1906;257;;;;
2015-09-19;;;2079;249;;1256;1458;;2576;1886;1145;1781;1447;2520;351;;;;
2015-09-20;;;1441;119;;832;885;;1428;1106;699;1071;1094;1533;225;;;;
2015-09-21;;;2196;134;;994;811;;740;331;221;818;231;1494;217;;;;
2015-09-22;;;2543;197;;1078;845;;1063;630;348;987;383;1787;315;;;;
2015-09-23;;;2926;218;;1224;1032;;1222;833;474;1249;501;2034;330;;;;
2015-09-24;;;2914;234;;1311;1075;;1323;902;486;1252;418;2125;328;;;;
2015-09-25;;;2263;168;;1073;885;;986;486;294;984;348;1607;262;;;;
2015-09-26;;;370;54;;277;296;;235;150;60;189;192;385;70;;;;
2015-09-27;;;1312;163;;770;748;;1672;1068;615;1096;998;1665;267;;;;
2015-09-28;;;2481;154;;1029;781;;844;462;218;940;251;1469;241;;;;
2015-09-29;;;2548;168;;966;798;;843;396;262;896;332;1536;234;;;;
2015-09-30;;;2467;146;;1068;831;;890;513;321;938;322;1564;229;;;;
2015-10-01;;;2486;174;;1011;814;0;942;481;317;903;323;1577;238;0;0;;
2015-10-02;;;2412;148;;982;818;0;904;470;248;912;376;1495;227;0;0;;
2015-10-03;;;1670;170;;910;899;0;1704;1481;883;1093;1250;1818;281;0;0;;
2015-10-04;;;2098;206;;1096;968;0;2483;1968;1170;1661;1724;2294;335;0;0;;
2015-10-05;;;2972;192;;1169;864;0;1139;718;401;1075;400;1716;286;0;0;;
2015-10-06;;;2516;167;;1008;818;0;831;368;255;770;276;1391;226;0;0;;
2015-10-07;;;2276;119;;761;629;0;682;286;169;709;241;1168;167;0;0;;
2015-10-08;;;2094;109;;728;608;0;659;264;164;626;225;1069;145;0;0;;
2015-10-09;;;1867;80;;667;583;0;576;254;165;537;196;908;146;0;0;;
2015-10-10;;;740;86;;397;399;0;542;443;214;356;484;664;102;0;0;;
2015-10-11;;;577;62;;327;317;0;462;330;167;331;507;496;76;0;0;;
2015-10-12;;;1344;52;;486;398;0;315;110;72;339;103;642;77;0;0;;
2015-10-13;;;1010;39;;344;259;0;210;53;42;253;49;435;54;0;0;;
2015-10-14;;;1525;71;;507;411;0;509;265;140;498;175;743;129;0;0;;
2015-10-15;;;1413;69;;486;389;0;363;154;95;416;129;735;93;0;0;;
2015-10-16;;;1276;61;;404;400;0;419;199;110;384;179;694;104;0;0;;
2015-10-17;;;234;18;;133;157;0;71;39;21;88;85;134;25;0;0;;
2015-10-18;;;149;4;;62;76;0;57;29;13;41;88;75;13;0;0;;
2015-10-19;;;1562;80;;528;429;0;504;260;152;466;187;786;126;0;0;;
2015-10-20;;;1480;75;;547;426;0;497;215;163;429;175;740;107;0;0;;
2015-10-21;;;1094;37;;319;257;0;283;87;63;253;73;459;47;0;0;;
2015-10-22;;;1495;90;;529;431;0;497;248;159;436;151;759;111;0;0;;
2015-10-23;;;1218;65;;450;400;0;383;172;99;368;132;601;91;0;0;;
2015-10-24;;;627;49;;305;370;0;461;328;162;340;485;612;82;0;0;;
2015-10-25;;;593;48;;272;310;0;453;360;194;335;520;536;66;0;0;;
2015-10-26;;;1584;73;;548;447;0;530;246;168;506;195;835;113;0;0;;
2015-10-27;;;1735;85;;570;471;0;583;263;191;527;215;907;135;0;0;;
2015-10-28;;;1694;69;;545;439;0;559;276;202;513;229;896;114;566;641;;
2015-10-29;;;1575;80;;507;412;312;523;197;157;488;166;786;106;1008;831;;
2015-10-30;;;1670;94;;551;488;434;582;342;188;496;218;932;134;1087;866;;
2015-10-31;;;662;64;;340;374;173;612;443;222;411;624;712;105;480;318;;
