"Data","Al. USA - południe","Al. USA - północ","Banacha","Bazyliańska","Belwederska","Dworzec Wilenski (al. Solidarności)","Dworzec Wileński (Targowa)","Marszałkowska","Most Gdanski - ścieżka rowerowa","Most Gdański - ciąg pieszo-rowerowy","NSR - Solec - ciąg pieszo-rowerowy","NSR-Solec - ścieżka rowerowa","Praska ścieżka rekreacyjna","Wybrzeże Helskie","Wysockiego","Świętokrzyska - Emilii Plater, płn","Świętokrzyska - Emilii Plater, płd","Żwirki i Wigury/Trojdena wsch.","Żwirki i Wigury/Trojdena zach."
2014-08-13,NA,NA,NA,NA,NA,NA,NA,NA,102,0,6,60,NA,NA,NA,NA,NA,NA,NA
2014-08-14,NA,NA,NA,NA,NA,NA,NA,NA,576,0,114,81,108,NA,NA,NA,NA,NA,NA
2014-08-15,NA,NA,NA,NA,NA,NA,NA,NA,2585,0,861,553,1146,NA,NA,NA,NA,NA,NA
2014-08-16,NA,NA,NA,NA,NA,NA,NA,NA,484,0,134,80,201,NA,NA,NA,NA,NA,NA
2014-08-17,NA,NA,NA,NA,NA,NA,NA,NA,1138,0,273,120,617,NA,NA,NA,NA,NA,NA
2014-08-18,NA,NA,NA,NA,NA,NA,NA,NA,971,0,172,126,322,NA,NA,NA,NA,NA,NA
2014-08-19,NA,NA,NA,NA,NA,NA,NA,NA,1248,0,224,129,460,NA,NA,NA,NA,NA,NA
2014-08-20,NA,NA,NA,NA,NA,NA,NA,NA,1334,0,262,173,589,NA,NA,NA,NA,NA,NA
2014-08-21,NA,NA,NA,NA,NA,NA,NA,NA,731,0,100,78,232,NA,NA,NA,NA,NA,NA
2014-08-22,NA,NA,NA,NA,NA,NA,NA,NA,1130,0,207,249,458,NA,NA,NA,NA,NA,NA
2014-08-23,NA,NA,NA,NA,NA,NA,NA,NA,2039,0,447,600,1127,NA,NA,NA,NA,NA,NA
2014-08-24,NA,NA,NA,NA,NA,NA,NA,NA,136,0,31,48,28,NA,NA,NA,NA,NA,NA
2014-08-25,NA,NA,NA,NA,NA,NA,NA,NA,983,0,135,292,289,NA,NA,NA,NA,NA,NA
2014-08-26,NA,NA,NA,NA,NA,NA,NA,NA,192,0,16,98,38,NA,NA,NA,NA,NA,NA
2014-08-27,NA,NA,NA,NA,NA,NA,NA,NA,604,0,37,247,157,NA,NA,NA,NA,NA,NA
2014-08-28,NA,NA,NA,NA,NA,NA,NA,NA,618,0,90,262,131,NA,NA,NA,NA,NA,NA
2014-08-29,NA,NA,NA,NA,NA,NA,NA,NA,1267,0,193,460,518,NA,NA,NA,NA,NA,NA
2014-08-30,NA,NA,NA,NA,NA,NA,NA,NA,1583,0,411,500,835,NA,NA,NA,NA,NA,NA
2014-08-31,NA,NA,NA,NA,NA,NA,NA,NA,2124,0,551,637,1165,NA,NA,NA,NA,NA,NA
2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,648,0,37,228,149,NA,NA,NA,NA,NA,NA
2014-09-02,NA,NA,NA,NA,NA,NA,NA,NA,959,0,89,284,339,NA,NA,NA,NA,NA,NA
2014-09-03,NA,NA,NA,NA,NA,NA,NA,NA,1181,0,154,436,481,NA,NA,NA,NA,NA,NA
2014-09-04,NA,NA,NA,NA,NA,NA,NA,NA,1278,0,210,455,541,NA,NA,NA,NA,NA,NA
2014-09-05,NA,NA,NA,NA,NA,NA,NA,NA,1158,0,166,478,515,NA,NA,NA,NA,NA,NA
2014-09-06,NA,NA,NA,NA,NA,NA,NA,NA,2357,0,618,692,1423,NA,NA,NA,NA,NA,NA
2014-09-07,NA,NA,NA,NA,NA,NA,NA,NA,2616,0,867,842,1700,NA,NA,NA,NA,NA,NA
2014-09-08,NA,NA,NA,NA,NA,NA,NA,NA,1013,0,100,368,345,NA,NA,NA,NA,NA,NA
2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,828,0,69,285,216,NA,NA,NA,NA,NA,NA
2014-09-10,NA,NA,NA,NA,NA,NA,NA,NA,1008,0,1619,363,279,NA,NA,NA,NA,NA,NA
2014-09-11,NA,NA,NA,NA,NA,NA,NA,NA,477,0,61,234,78,NA,NA,NA,NA,NA,NA
2014-09-12,NA,NA,NA,NA,NA,NA,NA,NA,1276,0,191,459,432,NA,NA,NA,NA,NA,NA
2014-09-13,NA,NA,NA,NA,NA,NA,NA,NA,2531,0,1075,1410,1456,NA,NA,NA,NA,NA,NA
2014-09-14,NA,NA,NA,NA,NA,NA,NA,NA,3122,0,933,1263,1624,NA,NA,NA,NA,NA,NA
2014-09-15,NA,NA,NA,NA,NA,NA,NA,NA,1102,108,154,454,329,NA,NA,NA,NA,NA,NA
2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,498,579,123,484,331,NA,NA,NA,NA,NA,NA
2014-09-17,NA,NA,NA,NA,NA,NA,NA,NA,339,776,126,442,306,NA,NA,NA,NA,NA,NA
2014-09-18,NA,NA,NA,NA,NA,NA,NA,NA,267,822,141,418,328,NA,NA,NA,NA,NA,NA
2014-09-19,NA,NA,NA,NA,NA,NA,NA,NA,450,579,127,370,243,NA,NA,NA,NA,NA,NA
2014-09-20,NA,NA,NA,NA,NA,NA,NA,NA,851,605,298,463,703,NA,NA,NA,NA,NA,NA
2014-09-21,NA,NA,NA,NA,NA,NA,NA,NA,474,378,153,255,397,NA,NA,NA,NA,NA,NA
2014-09-22,NA,NA,NA,NA,NA,NA,NA,NA,277,145,34,177,60,NA,NA,NA,NA,NA,NA
2014-09-23,NA,NA,NA,NA,NA,NA,NA,NA,217,76,20,135,41,NA,NA,NA,NA,NA,NA
2014-09-24,NA,NA,NA,NA,NA,NA,NA,NA,548,193,76,264,161,NA,NA,NA,NA,NA,NA
2014-09-25,NA,NA,NA,NA,NA,NA,NA,NA,398,144,53,237,98,NA,NA,NA,NA,NA,NA
2014-09-26,NA,NA,NA,NA,NA,NA,NA,NA,506,112,74,249,135,NA,NA,NA,NA,NA,NA
2014-09-27,NA,NA,NA,NA,NA,NA,NA,NA,930,361,215,352,499,NA,NA,NA,NA,NA,NA
2014-09-28,NA,NA,NA,NA,NA,NA,NA,NA,1603,688,438,659,846,NA,NA,NA,NA,NA,NA
2014-09-29,NA,NA,NA,NA,NA,NA,NA,NA,662,198,93,365,209,NA,NA,NA,NA,NA,NA
2014-09-30,NA,NA,NA,NA,NA,NA,NA,NA,683,166,68,365,122,NA,NA,NA,NA,NA,NA
2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,455,88,51,287,92,NA,NA,NA,NA,NA,NA
2014-10-02,NA,NA,NA,NA,NA,NA,NA,NA,685,268,102,449,222,NA,NA,NA,NA,NA,NA
2014-10-03,NA,NA,NA,NA,NA,NA,NA,NA,662,193,105,410,229,NA,NA,NA,NA,NA,NA
2014-10-04,NA,NA,NA,NA,NA,NA,NA,NA,1317,417,350,561,697,NA,NA,NA,NA,NA,NA
2014-10-05,NA,NA,NA,NA,NA,NA,NA,NA,1303,482,384,632,802,NA,NA,NA,NA,NA,NA
2014-10-06,NA,NA,NA,NA,NA,NA,NA,NA,591,126,93,346,174,NA,NA,NA,NA,NA,NA
2014-10-07,NA,NA,NA,NA,NA,NA,NA,NA,594,114,80,399,134,NA,NA,NA,NA,NA,NA
2014-10-08,NA,NA,NA,NA,NA,NA,NA,NA,552,97,80,380,115,NA,NA,NA,NA,NA,NA
2014-10-09,NA,NA,NA,NA,NA,NA,NA,NA,882,255,185,470,251,NA,NA,NA,NA,NA,NA
2014-10-10,NA,NA,NA,NA,NA,NA,NA,NA,984,295,168,530,331,NA,NA,NA,NA,NA,NA
2014-10-11,NA,NA,NA,NA,NA,NA,NA,NA,1628,771,493,860,854,NA,NA,NA,NA,NA,NA
2014-10-12,NA,NA,NA,NA,NA,NA,NA,NA,825,260,205,403,441,NA,NA,NA,NA,NA,NA
2014-10-13,NA,NA,NA,NA,NA,NA,NA,NA,826,184,123,504,198,NA,NA,NA,NA,NA,NA
2014-10-14,NA,NA,NA,NA,NA,NA,NA,NA,542,116,50,390,128,NA,NA,NA,NA,NA,NA
2014-10-15,NA,NA,NA,NA,NA,NA,NA,NA,663,136,90,419,116,NA,NA,NA,NA,NA,NA
2014-10-16,NA,NA,NA,NA,NA,NA,NA,NA,431,61,38,312,56,NA,NA,NA,NA,NA,NA
2014-10-17,NA,NA,NA,NA,NA,NA,NA,NA,320,34,23,224,38,NA,NA,NA,NA,NA,NA
2014-10-18,NA,NA,NA,NA,NA,NA,NA,NA,466,116,87,285,212,NA,NA,NA,NA,NA,NA
2014-10-19,NA,NA,NA,NA,NA,NA,NA,NA,1484,516,362,682,777,NA,NA,NA,NA,NA,NA
2014-10-20,NA,NA,NA,NA,NA,NA,NA,NA,413,74,65,326,73,NA,NA,NA,NA,NA,NA
2014-10-21,NA,NA,NA,NA,NA,NA,NA,NA,325,44,33,248,29,NA,NA,NA,NA,NA,NA
2014-10-22,NA,NA,NA,NA,NA,NA,NA,NA,408,52,33,274,54,NA,NA,NA,NA,NA,NA
2014-10-23,NA,NA,NA,NA,NA,NA,NA,NA,200,34,32,187,32,NA,NA,NA,NA,NA,NA
2014-10-24,NA,NA,NA,NA,NA,NA,NA,NA,279,45,40,225,38,NA,NA,NA,NA,NA,NA
2014-10-25,NA,NA,NA,NA,NA,NA,NA,NA,221,36,23,115,79,NA,NA,NA,NA,NA,NA
2014-10-26,NA,NA,NA,NA,NA,NA,NA,NA,384,96,48,186,138,NA,NA,NA,NA,NA,NA
2014-10-27,NA,NA,NA,NA,NA,NA,NA,NA,374,75,50,237,52,NA,NA,NA,NA,NA,NA
2014-10-28,NA,NA,NA,NA,NA,NA,NA,NA,457,82,46,310,71,NA,NA,NA,NA,NA,NA
2014-10-29,NA,NA,NA,NA,NA,NA,NA,NA,444,95,44,291,76,NA,NA,NA,NA,NA,NA
2014-10-30,NA,NA,NA,NA,NA,NA,NA,NA,388,57,43,271,54,NA,NA,NA,NA,NA,NA
2014-10-31,NA,NA,NA,NA,NA,NA,NA,NA,338,39,37,232,93,NA,NA,NA,NA,NA,NA
2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,273,90,52,146,90,NA,NA,NA,NA,NA,NA
2014-11-02,NA,NA,NA,NA,NA,NA,NA,NA,515,144,132,229,221,NA,NA,NA,NA,NA,NA
2014-11-03,NA,NA,NA,NA,NA,NA,NA,NA,428,91,63,314,74,NA,NA,NA,NA,NA,NA
2014-11-04,NA,NA,NA,NA,NA,NA,NA,NA,436,105,70,354,112,NA,NA,NA,NA,NA,NA
2014-11-05,NA,NA,NA,NA,NA,NA,NA,NA,535,132,76,407,133,NA,NA,NA,NA,NA,NA
2014-11-06,NA,NA,NA,NA,NA,NA,NA,NA,517,114,68,348,63,NA,NA,NA,NA,NA,NA
2014-11-07,NA,NA,NA,NA,NA,NA,NA,NA,168,27,21,167,14,NA,NA,NA,NA,NA,NA
2014-11-08,NA,NA,NA,NA,NA,NA,NA,NA,78,14,9,71,12,NA,NA,NA,NA,NA,NA
2014-11-09,NA,NA,NA,NA,NA,NA,NA,NA,356,105,78,216,123,NA,NA,NA,NA,NA,NA
2014-11-10,NA,NA,NA,NA,NA,NA,NA,NA,209,53,47,176,35,NA,NA,NA,NA,NA,NA
2014-11-11,NA,NA,NA,NA,NA,NA,NA,NA,759,221,119,305,209,NA,NA,NA,NA,NA,NA
2014-11-12,NA,NA,NA,NA,NA,NA,NA,NA,283,36,25,257,34,NA,NA,NA,NA,NA,NA
2014-11-13,NA,NA,NA,NA,NA,NA,NA,NA,334,43,29,280,31,NA,NA,NA,NA,NA,NA
2014-11-14,NA,NA,NA,NA,NA,NA,NA,NA,255,40,39,241,33,NA,NA,NA,NA,NA,NA
2014-11-15,NA,NA,NA,NA,NA,NA,NA,NA,209,47,32,168,80,NA,NA,NA,NA,NA,NA
2014-11-16,NA,NA,NA,NA,NA,NA,NA,NA,283,45,36,142,105,NA,NA,NA,NA,NA,NA
2014-11-17,NA,NA,NA,NA,NA,NA,NA,NA,154,14,12,130,6,NA,NA,NA,NA,NA,NA
2014-11-18,NA,NA,NA,NA,NA,NA,NA,NA,204,19,18,181,16,NA,NA,NA,NA,NA,NA
2014-11-19,NA,NA,NA,NA,NA,NA,NA,NA,220,27,12,188,24,NA,NA,NA,NA,NA,NA
2014-11-20,NA,NA,NA,NA,NA,NA,NA,NA,215,23,15,169,10,NA,NA,NA,NA,NA,NA
2014-11-21,NA,NA,NA,NA,NA,NA,NA,NA,201,36,19,183,15,NA,NA,NA,NA,NA,NA
2014-11-22,NA,NA,NA,NA,NA,NA,NA,NA,211,58,54,118,61,NA,NA,NA,NA,NA,NA
2014-11-23,NA,NA,NA,NA,NA,NA,NA,NA,429,163,98,195,212,NA,NA,NA,NA,NA,NA
2014-11-24,NA,NA,NA,NA,NA,NA,NA,NA,241,35,23,182,33,NA,NA,NA,NA,NA,NA
2014-11-25,NA,NA,NA,NA,NA,NA,NA,NA,153,21,9,126,7,NA,NA,NA,NA,NA,NA
2014-11-26,NA,NA,NA,NA,NA,NA,NA,NA,232,36,15,153,22,NA,NA,NA,NA,NA,NA
2014-11-27,NA,NA,NA,NA,NA,NA,NA,NA,201,21,21,166,23,NA,NA,NA,NA,NA,NA
2014-11-28,NA,NA,NA,NA,NA,NA,NA,NA,167,18,13,125,17,NA,NA,NA,NA,NA,NA
2014-11-29,NA,NA,NA,NA,NA,NA,NA,NA,102,14,10,66,33,NA,NA,NA,NA,NA,NA
2014-11-30,NA,NA,NA,NA,NA,NA,NA,NA,84,13,17,61,34,NA,NA,NA,NA,NA,NA
2014-12-01,NA,NA,NA,NA,NA,NA,NA,NA,114,5,7,111,9,NA,NA,NA,NA,NA,NA
2014-12-02,NA,NA,NA,NA,NA,NA,NA,NA,155,19,20,105,15,NA,NA,NA,NA,NA,NA
2014-12-03,NA,NA,NA,NA,NA,NA,NA,NA,127,19,10,141,11,NA,NA,NA,NA,NA,NA
2014-12-04,NA,NA,NA,NA,NA,NA,NA,NA,180,20,13,134,14,NA,NA,NA,NA,NA,NA
2014-12-05,NA,NA,NA,NA,NA,NA,NA,NA,164,22,15,126,11,NA,NA,NA,NA,NA,NA
2014-12-06,NA,NA,NA,NA,NA,NA,NA,NA,84,27,19,57,29,NA,NA,NA,NA,NA,NA
2014-12-07,NA,NA,NA,NA,NA,NA,NA,NA,122,40,28,81,40,NA,NA,NA,NA,NA,NA
2014-12-08,NA,NA,NA,NA,NA,NA,NA,NA,151,20,13,137,6,NA,NA,NA,NA,NA,NA
2014-12-09,NA,NA,NA,NA,NA,NA,NA,NA,211,42,18,162,24,NA,15,NA,NA,NA,NA
2014-12-10,NA,NA,NA,5,NA,NA,NA,NA,157,14,10,142,11,273,31,NA,NA,NA,NA
2014-12-11,NA,NA,NA,22,NA,NA,NA,NA,149,21,27,136,30,289,34,NA,NA,NA,NA
2014-12-12,NA,NA,NA,3,NA,NA,NA,NA,162,31,25,127,30,286,30,NA,NA,NA,NA
2014-12-13,NA,NA,NA,2,NA,NA,NA,NA,140,36,29,89,61,247,16,NA,NA,NA,NA
2014-12-14,NA,NA,NA,1,NA,NA,NA,NA,66,17,6,36,15,91,4,NA,NA,NA,NA
2014-12-15,NA,NA,NA,19,NA,NA,NA,NA,164,52,22,159,16,387,29,NA,NA,NA,NA
2014-12-16,NA,NA,NA,31,NA,NA,NA,NA,169,21,25,132,21,340,41,NA,NA,NA,NA
2014-12-17,NA,NA,NA,16,NA,NA,NA,NA,167,38,8,142,18,313,28,NA,NA,NA,NA
2014-12-18,NA,NA,NA,10,NA,NA,NA,NA,154,13,17,109,8,290,20,NA,NA,NA,NA
2014-12-19,NA,NA,NA,2,NA,NA,NA,NA,100,15,11,88,11,209,15,NA,NA,NA,NA
2014-12-20,NA,NA,NA,1,NA,NA,NA,NA,107,27,21,56,23,161,11,NA,NA,NA,NA
2014-12-21,NA,NA,NA,4,NA,NA,NA,NA,96,21,13,46,16,134,7,NA,NA,NA,NA
2014-12-22,NA,NA,NA,2,NA,NA,NA,NA,37,5,5,18,4,108,8,NA,NA,NA,NA
2014-12-23,NA,NA,NA,4,NA,NA,NA,NA,29,3,4,15,0,76,4,NA,NA,NA,NA
2014-12-24,NA,NA,NA,1,NA,NA,NA,NA,20,4,2,26,0,55,5,NA,NA,NA,NA
2014-12-25,NA,NA,NA,0,NA,NA,NA,NA,47,24,7,12,17,57,3,NA,NA,NA,NA
2014-12-26,NA,NA,NA,0,NA,NA,NA,NA,12,2,3,4,40,43,0,NA,NA,NA,NA
2014-12-27,NA,NA,NA,1,NA,NA,NA,NA,6,2,6,5,22,27,2,NA,NA,NA,NA
2014-12-28,NA,NA,NA,1,NA,NA,NA,NA,11,2,2,7,13,42,0,NA,NA,NA,NA
2014-12-29,NA,NA,NA,0,NA,NA,NA,NA,26,8,5,26,5,109,4,NA,NA,NA,NA
2014-12-30,NA,NA,NA,0,NA,NA,NA,NA,32,8,7,41,19,116,9,NA,NA,NA,NA
2014-12-31,NA,NA,NA,2,NA,NA,NA,NA,40,2,10,35,10,105,6,NA,NA,NA,NA
2015-01-01,NA,NA,NA,3,NA,NA,NA,NA,41,14,9,25,23,49,3,NA,NA,NA,NA
2015-01-02,NA,NA,NA,0,NA,NA,NA,NA,47,2,4,51,10,105,1,NA,NA,NA,NA
2015-01-03,NA,NA,NA,3,NA,NA,NA,NA,78,19,16,53,26,102,9,NA,NA,NA,NA
2015-01-04,NA,NA,NA,7,NA,NA,NA,NA,99,33,10,51,43,131,17,NA,NA,NA,NA
2015-01-05,NA,NA,NA,1,NA,NA,NA,NA,112,26,21,87,31,200,12,NA,NA,NA,NA
2015-01-06,NA,NA,NA,3,NA,NA,NA,NA,45,27,25,35,67,115,5,NA,NA,NA,NA
2015-01-07,NA,NA,NA,0,NA,NA,NA,NA,46,12,8,52,6,143,11,NA,NA,NA,NA
2015-01-08,NA,NA,NA,2,NA,NA,NA,NA,53,9,7,68,9,158,6,NA,NA,NA,NA
2015-01-09,NA,NA,NA,0,NA,NA,NA,NA,59,12,1,65,2,136,10,NA,NA,NA,NA
2015-01-10,NA,NA,NA,0,NA,NA,NA,NA,76,13,1,38,10,86,5,NA,NA,NA,NA
2015-01-11,NA,NA,NA,0,NA,NA,NA,NA,64,15,13,40,31,105,7,NA,NA,NA,NA
2015-01-12,NA,NA,NA,3,NA,NA,NA,NA,68,13,10,66,12,184,5,NA,NA,NA,NA
2015-01-13,NA,NA,NA,6,NA,NA,NA,NA,157,37,19,127,20,266,15,NA,NA,NA,NA
2015-01-14,NA,NA,NA,8,NA,NA,NA,NA,127,18,11,125,15,274,12,NA,NA,NA,NA
2015-01-15,NA,NA,NA,10,NA,NA,NA,NA,159,27,16,154,19,298,16,NA,NA,NA,NA
2015-01-16,NA,NA,NA,5,NA,NA,NA,NA,260,58,32,168,46,351,23,NA,NA,NA,NA
2015-01-17,NA,NA,NA,5,NA,NA,NA,NA,322,122,60,164,112,436,23,NA,NA,NA,NA
2015-01-18,NA,NA,NA,0,NA,NA,NA,NA,156,59,29,101,84,198,14,NA,NA,NA,NA
2015-01-19,NA,NA,NA,0,NA,NA,NA,NA,119,23,13,106,10,218,22,NA,NA,NA,NA
2015-01-20,NA,NA,NA,2,NA,NA,NA,NA,104,12,11,71,14,180,9,NA,NA,NA,NA
2015-01-21,NA,NA,NA,2,NA,NA,NA,NA,134,18,3,110,16,244,14,NA,NA,NA,NA
2015-01-22,NA,NA,NA,1,NA,NA,NA,NA,148,35,16,106,11,261,18,NA,NA,NA,NA
2015-01-23,NA,NA,NA,0,NA,NA,NA,NA,64,5,5,53,10,151,12,NA,NA,NA,NA
2015-01-24,NA,NA,NA,1,NA,NA,NA,NA,80,16,11,59,35,122,7,NA,NA,NA,NA
2015-01-25,NA,NA,NA,1,NA,NA,NA,NA,63,20,15,34,14,89,6,NA,NA,NA,NA
2015-01-26,NA,NA,NA,7,NA,NA,NA,NA,61,4,10,62,0,172,9,NA,NA,NA,NA
2015-01-27,NA,NA,NA,3,NA,NA,NA,NA,112,12,7,79,10,201,12,NA,NA,NA,NA
2015-01-28,NA,NA,NA,2,NA,NA,NA,NA,119,16,10,87,6,172,7,NA,NA,NA,NA
2015-01-29,NA,NA,NA,7,NA,NA,NA,NA,123,11,10,81,14,184,19,NA,NA,NA,NA
2015-01-30,NA,NA,NA,5,NA,NA,NA,NA,124,18,10,72,14,187,20,NA,NA,NA,NA
2015-01-31,NA,NA,NA,2,NA,NA,NA,NA,44,11,1,26,20,66,2,NA,NA,NA,NA
2015-02-01,NA,NA,NA,3,NA,NA,NA,NA,136,50,37,66,52,145,14,NA,NA,NA,NA
2015-02-02,NA,NA,NA,7,NA,NA,NA,NA,130,26,21,105,18,206,11,NA,NA,NA,NA
2015-02-03,NA,NA,NA,6,NA,NA,NA,NA,140,25,19,129,12,229,22,NA,NA,NA,NA
2015-02-04,NA,NA,NA,4,NA,NA,NA,NA,167,25,17,123,22,253,19,NA,NA,NA,NA
2015-02-05,NA,NA,NA,3,NA,NA,NA,NA,97,17,8,91,10,191,14,NA,NA,NA,NA
2015-02-06,NA,NA,NA,4,NA,NA,NA,NA,156,13,15,86,14,234,18,NA,NA,NA,NA
2015-02-07,NA,NA,NA,6,NA,NA,NA,NA,67,9,2,50,19,94,9,NA,NA,NA,NA
2015-02-08,NA,NA,NA,2,NA,NA,NA,NA,60,3,9,30,27,72,7,NA,NA,NA,NA
2015-02-09,NA,NA,NA,4,NA,NA,NA,NA,74,6,5,58,12,154,9,NA,NA,NA,NA
2015-02-10,NA,NA,NA,5,NA,NA,NA,NA,84,7,13,88,2,176,17,NA,NA,NA,NA
2015-02-11,NA,NA,NA,3,NA,NA,NA,NA,147,24,15,106,8,226,16,NA,NA,NA,NA
2015-02-12,NA,NA,NA,4,NA,NA,NA,NA,154,26,24,138,20,279,29,NA,NA,NA,NA
2015-02-13,NA,NA,NA,3,NA,NA,NA,NA,221,53,30,165,32,315,19,NA,NA,NA,NA
2015-02-14,NA,NA,NA,8,NA,NA,NA,NA,442,190,86,260,139,462,42,NA,NA,NA,NA
2015-02-15,NA,NA,NA,4,NA,NA,NA,NA,166,30,40,132,101,198,20,NA,NA,NA,NA
2015-02-16,NA,NA,NA,3,NA,NA,NA,NA,148,13,20,170,24,309,16,NA,NA,NA,NA
2015-02-17,NA,NA,NA,5,NA,NA,NA,NA,151,21,13,143,22,278,24,NA,NA,NA,NA
2015-02-18,NA,NA,NA,2,NA,NA,NA,NA,171,15,21,166,9,270,15,NA,NA,NA,NA
2015-02-19,NA,NA,NA,7,NA,NA,NA,NA,114,18,15,121,6,244,18,NA,NA,NA,NA
2015-02-20,NA,NA,NA,3,NA,NA,NA,NA,315,101,47,245,54,348,30,NA,NA,NA,NA
2015-02-21,NA,NA,NA,9,NA,NA,NA,NA,338,118,74,223,134,369,42,NA,NA,NA,NA
2015-02-22,NA,NA,NA,7,NA,NA,NA,NA,437,149,115,256,136,470,47,NA,NA,NA,NA
2015-02-23,NA,NA,NA,11,NA,NA,NA,NA,235,50,46,261,35,419,34,NA,NA,NA,NA
2015-02-24,NA,NA,NA,6,NA,NA,NA,NA,241,34,40,243,26,406,32,NA,NA,NA,NA
2015-02-25,NA,NA,NA,4,NA,NA,NA,NA,240,44,41,212,40,402,33,NA,NA,NA,NA
2015-02-26,NA,NA,NA,3,NA,NA,NA,NA,187,32,38,189,20,349,26,NA,NA,NA,NA
2015-02-27,NA,NA,NA,4,NA,NA,NA,NA,271,39,30,251,25,391,41,NA,NA,NA,NA
2015-02-28,NA,NA,NA,7,NA,NA,NA,NA,322,112,76,183,116,377,39,NA,NA,NA,NA
2015-03-01,NA,NA,NA,14,NA,NA,NA,NA,513,187,139,355,249,581,68,NA,NA,NA,NA
2015-03-02,NA,NA,NA,2,NA,NA,NA,NA,200,31,37,200,30,397,37,NA,NA,NA,NA
2015-03-03,NA,NA,NA,4,NA,NA,NA,NA,175,16,27,164,15,338,21,NA,NA,NA,NA
2015-03-04,NA,NA,NA,1,NA,NA,NA,NA,138,25,26,89,12,237,14,NA,NA,NA,NA
2015-03-05,NA,NA,NA,6,NA,NA,NA,NA,171,25,26,180,8,331,16,NA,NA,NA,NA
2015-03-06,NA,NA,NA,10,NA,NA,NA,NA,217,35,35,190,19,325,25,NA,NA,NA,NA
2015-03-07,NA,NA,NA,9,NA,NA,NA,NA,184,77,49,149,51,296,20,NA,NA,NA,NA
2015-03-08,NA,NA,NA,30,NA,NA,NA,NA,639,310,207,451,379,748,83,NA,NA,NA,NA
2015-03-09,NA,NA,NA,13,NA,NA,NA,NA,477,112,97,388,117,779,53,NA,NA,NA,NA
2015-03-10,NA,NA,NA,29,NA,NA,NA,NA,637,176,161,503,245,977,77,NA,NA,NA,NA
2015-03-11,NA,NA,NA,21,NA,NA,NA,NA,327,41,56,259,47,559,28,NA,NA,NA,NA
2015-03-12,NA,NA,NA,15,NA,NA,NA,NA,374,66,60,356,74,625,42,NA,NA,NA,NA
2015-03-13,NA,NA,NA,9,NA,NA,NA,NA,148,11,19,158,10,294,20,NA,NA,NA,NA
2015-03-14,NA,NA,NA,3,NA,NA,NA,NA,66,10,13,50,26,160,12,NA,NA,NA,NA
2015-03-15,NA,NA,NA,16,NA,NA,NA,NA,454,132,137,270,228,508,46,NA,NA,NA,NA
2015-03-16,NA,NA,NA,22,NA,NA,NA,NA,485,62,113,415,151,838,58,NA,NA,NA,NA
2015-03-17,NA,NA,NA,25,NA,NA,NA,NA,658,128,136,538,209,1100,66,NA,NA,NA,NA
2015-03-18,NA,NA,NA,22,NA,NA,NA,NA,587,99,142,476,220,948,66,NA,NA,NA,NA
2015-03-19,NA,NA,NA,25,NA,NA,NA,NA,617,160,155,488,183,1041,76,NA,NA,NA,NA
2015-03-20,NA,NA,NA,28,NA,NA,NA,NA,604,168,177,465,241,932,73,NA,NA,NA,NA
2015-03-21,NA,NA,NA,44,NA,NA,NA,NA,1059,494,407,760,813,1227,101,NA,NA,NA,NA
2015-03-22,NA,NA,NA,6,NA,NA,NA,NA,269,85,86,182,209,416,29,NA,NA,NA,NA
2015-03-23,NA,NA,NA,18,NA,NA,NA,NA,426,83,92,344,95,744,56,NA,NA,NA,NA
2015-03-24,NA,NA,NA,40,NA,NA,NA,NA,730,183,192,644,272,1176,89,NA,NA,NA,NA
2015-03-25,NA,NA,NA,44,NA,NA,NA,NA,866,243,243,744,359,1464,103,NA,NA,NA,NA
2015-03-26,NA,NA,NA,31,NA,NA,NA,NA,410,71,89,406,93,788,71,NA,NA,NA,NA
2015-03-27,NA,NA,NA,18,NA,NA,NA,NA,498,85,117,425,146,876,65,NA,NA,NA,NA
2015-03-28,NA,NA,NA,22,NA,NA,NA,NA,367,103,121,299,216,609,48,NA,NA,NA,NA
2015-03-29,NA,NA,NA,43,NA,NA,NA,NA,962,443,364,693,785,1299,114,NA,NA,NA,NA
2015-03-30,NA,NA,NA,13,NA,NA,NA,NA,200,25,33,189,31,414,29,NA,NA,NA,NA
2015-03-31,NA,NA,NA,15,NA,NA,NA,NA,194,14,35,194,23,426,23,NA,NA,NA,NA
2015-04-01,NA,NA,NA,6,NA,NA,NA,NA,114,12,21,113,8,217,14,NA,NA,NA,NA
2015-04-02,NA,NA,NA,18,NA,NA,NA,NA,200,32,49,199,42,417,18,NA,NA,NA,NA
2015-04-03,NA,NA,NA,11,NA,NA,NA,NA,152,45,29,120,19,285,21,NA,NA,NA,NA
2015-04-04,NA,NA,NA,12,NA,NA,NA,NA,206,56,55,139,76,234,26,NA,NA,NA,NA
2015-04-05,NA,NA,NA,4,NA,NA,NA,NA,27,24,13,30,31,74,8,NA,NA,NA,NA
2015-04-06,NA,NA,NA,19,NA,NA,NA,NA,221,96,61,128,98,262,41,NA,NA,NA,NA
