"Czas","Data","Godzina","Al. USA - suma","Al. USA - południe","Al. USA - północ","Banacha","Bazyliańska","Belwederska","Dworzec Wilenski (al. Solidarności)","Dworzec Wileński (Targowa)","Marszałkowska","Most Gdański - suma","Most Gdański - ciąg pieszo-rowerowy","Most Gdanski - ścieżka rowerowa","NSR - Solec - suma","NSR - Solec - ciąg pieszo-rowerowy","NSR-Solec - ścieżka rowerowa","Praska ścieżka rekreacyjna","Świętokrzyska - Emilii Plater - suma","Świętokrzyska - Emilii Plater, płd","Świętokrzyska - Emilii Plater, płn","Wybrzeże Helskie","Wysockiego","Żwirki i Wigury/Trojdena - suma","Żwirki i Wigury/Trojdena zach.","Żwirki i Wigury/Trojdena wsch.","Jaki_dzien"
2017-05-08 11:00:00,2017-05-08,11,22,17,5,50,2,14,22,17,34,22,8,14,13,5,8,0,100,60,40,20,6,43,19,24,"roboczy"
2017-05-08 12:00:00,2017-05-08,12,14,10,4,65,3,25,32,35,25,22,11,11,20,4,16,1,85,48,37,18,10,34,10,24,"roboczy"
2017-05-08 13:00:00,2017-05-08,13,12,7,5,72,2,29,17,31,50,34,12,22,26,5,21,2,124,74,50,39,10,60,27,33,"roboczy"
2017-05-08 14:00:00,2017-05-08,14,23,16,7,77,1,22,23,34,34,32,13,19,18,7,11,1,91,49,42,33,15,60,12,48,"roboczy"
2017-05-08 15:00:00,2017-05-08,15,38,25,13,92,7,33,44,47,52,50,26,24,44,11,33,1,122,78,44,54,13,74,13,61,"roboczy"
2017-05-08 16:00:00,2017-05-08,16,38,21,17,196,8,82,48,50,60,116,78,38,74,19,55,1,232,132,100,82,23,128,21,107,"roboczy"
2017-05-08 17:00:00,2017-05-08,17,41,30,11,193,5,73,60,45,46,135,84,51,69,17,52,4,233,133,100,89,24,137,30,107,"roboczy"
2017-05-08 18:00:00,2017-05-08,18,37,24,13,124,5,52,36,37,32,91,55,36,37,7,30,2,147,73,74,48,15,96,22,74,"roboczy"
2017-05-08 19:00:00,2017-05-08,19,28,15,13,75,4,25,28,28,30,34,8,26,26,7,19,0,126,70,56,39,11,42,12,30,"roboczy"
2017-05-08 20:00:00,2017-05-08,20,13,5,8,41,3,21,26,18,17,14,3,11,13,3,10,0,73,37,36,30,11,29,12,17,"roboczy"
2017-05-08 21:00:00,2017-05-08,21,11,9,2,29,3,14,9,14,15,18,5,13,11,2,9,1,60,33,27,23,6,22,6,16,"roboczy"
2017-05-08 22:00:00,2017-05-08,22,5,4,1,14,2,9,7,10,10,11,2,9,11,1,10,0,45,34,11,12,3,9,5,4,"roboczy"
2017-05-08 23:00:00,2017-05-08,23,0,0,0,6,1,7,5,6,4,7,1,6,6,2,4,0,18,12,6,2,2,9,3,6,"roboczy"
2017-05-09 00:00:00,2017-05-09,0,1,0,1,2,1,1,2,2,7,1,1,0,1,0,1,0,8,6,2,1,1,1,0,1,"roboczy"
2017-05-09 01:00:00,2017-05-09,1,1,0,1,1,0,1,2,0,2,1,1,0,0,0,0,0,4,3,1,1,0,1,0,1,"roboczy"
2017-05-09 02:00:00,2017-05-09,2,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,5,4,1,0,1,0,0,0,"roboczy"
2017-05-09 03:00:00,2017-05-09,3,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"roboczy"
2017-05-09 04:00:00,2017-05-09,4,2,1,1,1,0,0,1,2,2,1,0,1,0,0,0,0,4,2,2,4,3,1,0,1,"roboczy"
2017-05-09 05:00:00,2017-05-09,5,3,3,0,7,4,2,3,3,5,6,2,4,5,0,5,0,12,3,9,16,7,8,1,7,"roboczy"
2017-05-09 06:00:00,2017-05-09,6,19,16,3,46,3,7,29,17,13,30,11,19,25,5,20,0,50,28,22,37,8,32,9,23,"roboczy"
2017-05-09 07:00:00,2017-05-09,7,35,24,11,165,12,42,76,45,40,71,23,48,55,12,43,0,163,89,74,78,11,126,27,99,"roboczy"
2017-05-09 08:00:00,2017-05-09,8,35,21,14,244,5,69,46,49,66,69,22,47,59,11,48,4,241,123,118,70,12,154,35,119,"roboczy"
2017-05-09 09:00:00,2017-05-09,9,22,18,4,123,2,37,35,23,45,37,14,23,35,9,26,2,141,58,83,51,8,75,18,57,"roboczy"
2017-05-09 10:00:00,2017-05-09,10,12,6,6,77,3,21,24,21,35,35,17,18,20,5,15,3,87,45,42,26,11,50,15,35,"roboczy"
2017-05-09 11:00:00,2017-05-09,11,14,6,8,77,4,20,21,30,36,35,22,13,15,7,8,3,117,55,62,26,7,48,11,37,"roboczy"
2017-05-09 12:00:00,2017-05-09,12,19,13,6,86,3,13,27,24,39,34,17,17,29,13,16,7,100,49,51,28,10,56,24,32,"roboczy"
2017-05-09 13:00:00,2017-05-09,13,27,19,8,94,1,40,26,36,55,48,23,25,41,13,28,3,118,68,50,37,10,59,27,32,"roboczy"
2017-05-09 14:00:00,2017-05-09,14,27,18,9,94,4,41,27,33,56,64,34,30,35,11,24,8,121,63,58,53,11,53,15,38,"roboczy"
2017-05-09 15:00:00,2017-05-09,15,38,23,15,120,4,52,41,43,85,94,55,39,53,15,38,7,176,100,76,67,17,108,35,73,"roboczy"
2017-05-09 16:00:00,2017-05-09,16,53,36,17,255,5,89,66,46,76,229,145,84,90,28,62,11,301,171,130,101,17,154,28,126,"roboczy"
2017-05-09 17:00:00,2017-05-09,17,47,34,13,264,9,93,70,65,74,187,134,53,80,23,57,14,299,161,138,99,22,198,42,156,"roboczy"
2017-05-09 18:00:00,2017-05-09,18,40,32,8,167,4,91,53,38,53,83,42,41,49,9,40,15,208,118,90,56,13,124,22,102,"roboczy"
2017-05-09 19:00:00,2017-05-09,19,24,15,9,106,7,39,45,35,35,53,16,37,34,6,28,7,146,83,63,55,14,74,19,55,"roboczy"
2017-05-09 20:00:00,2017-05-09,20,18,15,3,74,2,24,17,22,21,33,13,20,38,9,29,2,85,52,33,34,11,61,27,34,"roboczy"
2017-05-09 21:00:00,2017-05-09,21,16,10,6,27,2,15,10,28,15,28,9,19,26,6,20,1,59,37,22,18,6,20,13,7,"roboczy"
2017-05-09 22:00:00,2017-05-09,22,5,5,0,26,2,8,7,8,13,8,3,5,7,1,6,0,47,34,13,19,6,19,8,11,"roboczy"
2017-05-09 23:00:00,2017-05-09,23,7,6,1,10,0,11,3,5,11,1,1,0,2,0,2,0,25,18,7,6,4,7,3,4,"roboczy"
2017-05-10 00:00:00,2017-05-10,0,3,2,1,3,0,8,3,2,5,0,0,0,0,0,0,0,8,5,3,5,1,4,2,2,"roboczy"
2017-05-10 01:00:00,2017-05-10,1,2,0,2,3,0,1,0,0,2,1,1,0,1,0,1,0,4,3,1,0,1,0,0,0,"roboczy"
2017-05-10 02:00:00,2017-05-10,2,0,0,0,5,0,0,0,0,2,1,1,0,0,0,0,0,4,3,1,0,0,2,1,1,"roboczy"
2017-05-10 03:00:00,2017-05-10,3,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,"roboczy"
2017-05-10 04:00:00,2017-05-10,4,1,1,0,2,0,0,2,5,0,3,0,3,1,0,1,0,2,1,1,6,1,0,0,0,"roboczy"
2017-05-10 05:00:00,2017-05-10,5,5,3,2,7,4,2,5,8,4,8,3,5,4,2,2,0,8,2,6,12,6,7,2,5,"roboczy"
2017-05-10 06:00:00,2017-05-10,6,10,9,1,49,3,9,23,24,12,22,9,13,26,4,22,1,43,22,21,38,12,45,13,32,"roboczy"
2017-05-10 07:00:00,2017-05-10,7,45,25,20,187,11,38,68,37,41,58,17,41,48,6,42,2,163,88,75,81,15,116,30,86,"roboczy"
2017-05-10 08:00:00,2017-05-10,8,22,15,7,226,4,69,47,56,65,54,12,42,59,10,49,3,236,124,112,75,11,152,33,119,"roboczy"
2017-05-10 09:00:00,2017-05-10,9,21,10,11,129,4,41,32,33,35,37,8,29,32,6,26,3,171,79,92,35,8,81,16,65,"roboczy"
2017-05-10 10:00:00,2017-05-10,10,16,12,4,87,4,24,25,28,28,26,10,16,28,6,22,1,105,51,54,42,10,48,13,35,"roboczy"
2017-05-10 11:00:00,2017-05-10,11,28,14,14,77,5,26,17,19,27,30,11,19,25,7,18,4,121,52,69,30,13,54,18,36,"roboczy"
2017-05-10 12:00:00,2017-05-10,12,19,9,10,102,3,24,32,26,33,30,12,18,33,9,24,10,120,57,63,41,8,68,27,41,"roboczy"
2017-05-10 13:00:00,2017-05-10,13,21,12,9,84,7,25,24,31,41,33,13,20,34,9,25,7,127,62,65,49,13,70,29,41,"roboczy"
2017-05-10 14:00:00,2017-05-10,14,30,18,12,84,6,34,35,37,49,53,21,32,40,10,30,8,151,100,51,50,14,68,22,46,"roboczy"
2017-05-10 15:00:00,2017-05-10,15,34,22,12,132,10,43,49,54,64,80,35,45,59,12,47,16,180,88,92,74,24,82,20,62,"roboczy"
2017-05-10 16:00:00,2017-05-10,16,42,28,14,242,10,98,83,69,89,142,76,66,76,19,57,12,298,175,123,115,26,152,24,128,"roboczy"
2017-05-10 17:00:00,2017-05-10,17,47,34,13,203,5,94,62,58,65,189,111,78,71,15,56,9,255,139,116,72,22,149,26,123,"roboczy"
2017-05-10 18:00:00,2017-05-10,18,25,19,6,119,3,76,33,23,43,72,48,24,39,13,26,3,168,78,90,55,18,75,16,59,"roboczy"
2017-05-10 19:00:00,2017-05-10,19,10,3,7,80,5,24,37,37,29,52,20,32,33,4,29,4,118,65,53,56,11,66,15,51,"roboczy"
2017-05-10 20:00:00,2017-05-10,20,12,5,7,62,4,23,20,25,32,31,10,21,19,8,11,1,98,62,36,49,8,39,14,25,"roboczy"
2017-05-10 21:00:00,2017-05-10,21,24,16,8,33,2,17,16,23,23,19,3,16,13,2,11,1,78,52,26,26,6,30,9,21,"roboczy"
2017-05-10 22:00:00,2017-05-10,22,5,2,3,21,0,8,10,4,19,16,5,11,15,1,14,0,52,38,14,14,4,14,4,10,"roboczy"
2017-05-10 23:00:00,2017-05-10,23,3,2,1,5,0,5,5,3,8,6,3,3,6,3,3,1,19,12,7,7,1,6,3,3,"roboczy"
2017-05-11 00:00:00,2017-05-11,0,5,1,4,0,1,0,3,4,2,2,1,1,2,1,1,0,8,6,2,4,1,9,4,5,"roboczy"
2017-05-11 01:00:00,2017-05-11,1,1,1,0,4,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,2,1,1,"roboczy"
2017-05-11 02:00:00,2017-05-11,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,1,0,0,0,0,"roboczy"
2017-05-11 03:00:00,2017-05-11,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,"roboczy"
2017-05-11 04:00:00,2017-05-11,4,1,1,0,1,0,0,1,4,2,1,0,1,0,0,0,0,2,2,0,4,4,0,0,0,"roboczy"
2017-05-11 05:00:00,2017-05-11,5,6,4,2,12,1,0,5,3,6,5,3,2,4,1,3,0,9,3,6,10,2,6,0,6,"roboczy"
2017-05-11 06:00:00,2017-05-11,6,12,10,2,55,2,8,26,16,14,25,11,14,33,6,27,2,41,25,16,32,8,30,8,22,"roboczy"
2017-05-11 07:00:00,2017-05-11,7,42,29,13,160,12,50,71,53,35,72,27,45,48,12,36,0,175,108,67,82,21,133,35,98,"roboczy"
2017-05-11 08:00:00,2017-05-11,8,36,25,11,226,7,73,57,43,57,57,24,33,54,9,45,0,239,111,128,78,10,123,24,99,"roboczy"
2017-05-11 09:00:00,2017-05-11,9,13,8,5,96,4,27,21,19,24,34,12,22,28,7,21,1,104,57,47,34,9,56,16,40,"roboczy"
2017-05-11 10:00:00,2017-05-11,10,5,1,4,65,1,8,15,16,23,21,15,6,12,4,8,0,72,36,36,19,2,31,10,21,"roboczy"
2017-05-11 11:00:00,2017-05-11,11,10,7,3,49,2,10,14,12,19,33,22,11,13,4,9,1,70,27,43,19,7,19,8,11,"roboczy"
2017-05-11 12:00:00,2017-05-11,12,8,4,4,47,1,14,25,28,15,23,16,7,15,6,9,0,58,29,29,20,4,33,8,25,"roboczy"
2017-05-11 13:00:00,2017-05-11,13,11,6,5,55,3,10,15,14,25,20,14,6,12,4,8,4,65,38,27,21,12,39,16,23,"roboczy"
2017-05-11 14:00:00,2017-05-11,14,13,8,5,62,5,14,26,22,21,35,24,11,18,8,10,0,103,55,48,40,9,47,13,34,"roboczy"
2017-05-11 15:00:00,2017-05-11,15,32,14,18,144,9,44,46,42,54,77,25,52,59,9,50,2,172,91,81,86,23,86,30,56,"roboczy"
2017-05-11 16:00:00,2017-05-11,16,56,35,21,261,6,107,81,88,97,134,66,68,93,16,77,11,294,160,134,99,26,163,23,140,"roboczy"
2017-05-11 17:00:00,2017-05-11,17,77,52,25,257,11,114,69,65,69,124,40,84,98,7,91,26,285,148,137,119,41,163,32,131,"roboczy"
2017-05-11 18:00:00,2017-05-11,18,80,58,22,146,14,90,66,40,73,113,19,94,81,6,75,30,260,142,118,104,38,121,22,99,"roboczy"
2017-05-11 19:00:00,2017-05-11,19,57,37,20,165,9,67,48,40,46,106,9,97,73,3,70,32,179,100,79,102,32,145,24,121,"roboczy"
2017-05-11 20:00:00,2017-05-11,20,47,30,17,106,10,60,50,28,68,76,8,68,58,7,51,30,170,103,67,77,29,74,15,59,"roboczy"
2017-05-11 21:00:00,2017-05-11,21,21,12,9,53,3,40,30,22,19,43,4,39,26,2,24,4,95,63,32,48,10,50,14,36,"roboczy"
2017-05-11 22:00:00,2017-05-11,22,15,6,9,48,6,12,12,20,21,13,3,10,19,0,19,2,73,42,31,35,6,28,10,18,"roboczy"
2017-05-11 23:00:00,2017-05-11,23,5,3,2,25,0,11,7,10,12,5,4,1,2,0,2,2,35,26,9,16,1,9,0,9,"roboczy"
2017-05-12 00:00:00,2017-05-12,0,2,2,0,8,0,5,4,5,7,1,0,1,2,0,2,0,24,17,7,5,1,7,3,4,"roboczy"
2017-05-12 01:00:00,2017-05-12,1,3,0,3,0,1,2,4,2,1,1,1,0,0,0,0,0,16,10,6,1,1,1,0,1,"roboczy"
2017-05-12 02:00:00,2017-05-12,2,1,1,0,3,0,2,1,2,3,1,1,0,0,0,0,0,15,12,3,0,0,2,1,1,"roboczy"
2017-05-12 03:00:00,2017-05-12,3,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,3,3,0,2,1,1,1,0,"roboczy"
2017-05-12 04:00:00,2017-05-12,4,3,2,1,3,0,1,1,3,2,2,0,2,2,0,2,0,4,3,1,6,2,1,0,1,"roboczy"
2017-05-12 05:00:00,2017-05-12,5,6,4,2,11,2,3,15,8,7,15,4,11,9,0,9,0,13,6,7,16,4,11,2,9,"roboczy"
2017-05-12 06:00:00,2017-05-12,6,27,23,4,75,8,23,46,26,19,36,9,27,44,4,40,3,76,45,31,65,26,53,14,39,"roboczy"
2017-05-12 07:00:00,2017-05-12,7,59,40,19,226,17,57,84,69,52,88,22,66,76,10,66,1,216,119,97,135,27,146,32,114,"roboczy"
2017-05-12 08:00:00,2017-05-12,8,59,33,26,319,13,107,99,64,88,79,18,61,89,12,77,14,372,177,195,130,26,222,49,173,"roboczy"
2017-05-12 09:00:00,2017-05-12,9,35,23,12,212,7,86,56,51,63,54,16,38,56,9,47,11,250,132,118,69,16,131,25,106,"roboczy"
2017-05-12 10:00:00,2017-05-12,10,44,29,15,144,5,36,48,24,46,66,25,41,38,5,33,7,184,87,97,47,13,96,32,64,"roboczy"
2017-05-12 11:00:00,2017-05-12,11,46,24,22,127,9,36,52,51,45,55,17,38,40,8,32,13,186,87,99,58,27,78,32,46,"roboczy"
2017-05-12 12:00:00,2017-05-12,12,59,27,32,142,15,63,37,43,66,81,32,49,68,12,56,25,207,86,121,93,37,91,27,64,"roboczy"
2017-05-12 13:00:00,2017-05-12,13,55,38,17,125,7,62,58,72,70,128,51,77,78,12,66,20,212,123,89,86,35,99,30,69,"roboczy"
2017-05-12 14:00:00,2017-05-12,14,68,39,29,160,9,74,70,60,104,159,65,94,99,14,85,36,259,128,131,110,44,120,30,90,"roboczy"
2017-05-12 15:00:00,2017-05-12,15,83,49,34,266,15,116,85,101,116,192,71,121,117,13,104,39,334,189,145,162,43,165,39,126,"roboczy"
2017-05-12 16:00:00,2017-05-12,16,109,79,30,370,14,192,143,142,141,290,143,147,147,16,131,32,496,248,248,215,71,241,38,203,"roboczy"
2017-05-12 17:00:00,2017-05-12,17,182,117,65,336,23,180,143,117,100,300,95,205,183,8,175,65,535,285,250,220,65,263,51,212,"roboczy"
2017-05-12 18:00:00,2017-05-12,18,168,123,45,280,26,153,104,100,86,281,68,213,188,4,184,112,406,211,195,185,74,221,51,170,"roboczy"
2017-05-12 19:00:00,2017-05-12,19,141,94,47,206,18,102,128,90,83,239,34,205,168,2,166,76,334,202,132,179,74,197,31,166,"roboczy"
2017-05-12 20:00:00,2017-05-12,20,99,73,26,161,16,90,85,77,78,157,8,149,173,4,169,39,231,118,113,144,54,124,22,102,"roboczy"
2017-05-12 21:00:00,2017-05-12,21,58,36,22,77,7,57,40,50,60,100,8,92,89,2,87,4,198,136,62,94,25,70,16,54,"roboczy"
2017-05-12 22:00:00,2017-05-12,22,28,20,8,63,6,52,26,21,49,41,3,38,75,1,74,4,156,106,50,57,15,42,10,32,"roboczy"
2017-05-12 23:00:00,2017-05-12,23,29,22,7,23,0,22,21,26,33,22,1,21,26,0,26,0,91,67,24,37,7,27,7,20,"roboczy"
2017-05-13 00:00:00,2017-05-13,0,12,8,4,20,1,12,8,21,19,11,0,11,32,0,32,1,65,44,21,17,1,16,8,8,"weekend"
2017-05-13 01:00:00,2017-05-13,1,7,6,1,25,1,7,14,6,10,12,0,12,26,0,26,0,49,46,3,8,2,14,6,8,"weekend"
2017-05-13 02:00:00,2017-05-13,2,3,3,0,10,0,11,2,3,8,3,0,3,9,0,9,3,29,20,9,3,0,2,0,2,"weekend"
2017-05-13 03:00:00,2017-05-13,3,7,3,4,10,0,4,4,3,14,2,0,2,1,0,1,0,12,7,5,3,0,4,3,1,"weekend"
2017-05-13 04:00:00,2017-05-13,4,3,2,1,2,0,2,2,3,2,1,0,1,5,0,5,1,4,4,0,4,3,0,0,0,"weekend"
2017-05-13 05:00:00,2017-05-13,5,2,2,0,9,0,1,8,8,4,8,4,4,6,1,5,0,13,4,9,11,5,4,0,4,"weekend"
2017-05-13 06:00:00,2017-05-13,6,13,10,3,14,2,14,19,16,3,14,2,12,21,2,19,2,27,15,12,31,9,15,8,7,"weekend"
2017-05-13 07:00:00,2017-05-13,7,8,8,0,55,4,20,24,22,19,34,8,26,24,3,21,5,57,37,20,35,8,42,14,28,"weekend"
2017-05-13 08:00:00,2017-05-13,8,18,13,5,82,6,23,30,24,21,68,10,58,41,5,36,6,96,52,44,40,22,56,17,39,"weekend"
2017-05-13 09:00:00,2017-05-13,9,43,19,24,99,8,35,51,44,35,83,15,68,58,13,45,21,136,58,78,88,33,65,12,53,"weekend"
2017-05-13 10:00:00,2017-05-13,10,69,51,18,138,31,81,50,58,41,128,27,101,89,11,78,29,200,91,109,141,40,94,17,77,"weekend"
2017-05-13 11:00:00,2017-05-13,11,107,73,34,187,20,144,80,98,71,196,31,165,109,15,94,105,239,124,115,183,61,134,20,114,"weekend"
2017-05-13 12:00:00,2017-05-13,12,155,102,53,227,31,149,140,134,91,271,51,220,194,23,171,136,375,203,172,272,108,203,43,160,"weekend"
2017-05-13 13:00:00,2017-05-13,13,141,89,52,335,39,207,158,131,135,425,117,308,260,30,230,145,412,222,190,305,88,188,30,158,"weekend"
2017-05-13 14:00:00,2017-05-13,14,161,111,50,344,28,170,148,122,131,590,224,366,304,40,264,166,464,224,240,312,77,200,25,175,"weekend"
2017-05-13 15:00:00,2017-05-13,15,171,107,64,355,25,177,163,146,107,607,248,359,377,62,315,218,482,264,218,355,97,227,53,174,"weekend"
2017-05-13 16:00:00,2017-05-13,16,166,117,49,372,24,203,139,129,134,577,198,379,409,29,380,163,469,287,182,303,97,243,44,199,"weekend"
2017-05-13 17:00:00,2017-05-13,17,186,115,71,289,24,196,182,148,121,428,26,402,365,16,349,191,433,254,179,384,130,256,46,210,"weekend"
2017-05-13 18:00:00,2017-05-13,18,170,92,78,262,35,157,145,136,115,358,11,347,329,6,323,170,486,288,198,322,156,252,37,215,"weekend"
2017-05-13 19:00:00,2017-05-13,19,161,105,56,246,32,106,134,113,103,303,5,298,282,4,278,103,400,240,160,272,103,190,41,149,"weekend"
2017-05-13 20:00:00,2017-05-13,20,110,65,45,185,11,106,92,92,71,174,3,171,210,3,207,53,279,182,97,207,54,132,29,103,"weekend"
2017-05-13 21:00:00,2017-05-13,21,76,54,22,108,10,69,67,61,66,142,4,138,148,3,145,24,203,115,88,161,31,52,8,44,"weekend"
2017-05-13 22:00:00,2017-05-13,22,45,33,12,58,8,53,52,41,55,47,3,44,97,1,96,6,183,107,76,47,25,43,8,35,"weekend"
2017-05-13 23:00:00,2017-05-13,23,23,20,3,44,0,39,19,17,23,36,2,34,47,0,47,2,100,68,32,34,7,29,8,21,"weekend"
2017-05-14 00:00:00,2017-05-14,0,13,8,5,11,0,10,12,13,13,21,0,21,38,1,37,5,56,40,16,14,4,19,6,13,"weekend"
2017-05-14 01:00:00,2017-05-14,1,12,12,0,13,3,13,10,9,16,7,0,7,17,0,17,0,66,41,25,5,3,20,6,14,"weekend"
2017-05-14 02:00:00,2017-05-14,2,10,4,6,9,2,10,7,3,6,3,0,3,10,0,10,2,37,28,9,3,2,6,3,3,"weekend"
2017-05-14 03:00:00,2017-05-14,3,3,2,1,2,0,4,3,4,9,1,0,1,7,0,7,0,26,19,7,1,0,9,0,9,"weekend"
2017-05-14 04:00:00,2017-05-14,4,1,1,0,2,0,0,3,4,12,0,0,0,2,0,2,4,16,12,4,4,1,1,1,0,"weekend"
2017-05-14 05:00:00,2017-05-14,5,3,2,1,5,1,4,2,7,1,7,2,5,3,0,3,2,14,5,9,9,5,5,1,4,"weekend"
2017-05-14 06:00:00,2017-05-14,6,5,4,1,15,1,3,9,11,7,12,2,10,9,1,8,6,21,12,9,16,3,16,4,12,"weekend"
2017-05-14 07:00:00,2017-05-14,7,9,4,5,29,2,9,13,11,12,18,4,14,10,5,5,4,31,18,13,23,7,20,6,14,"weekend"
2017-05-14 08:00:00,2017-05-14,8,28,18,10,51,5,30,20,23,14,37,4,33,40,4,36,15,57,25,32,40,21,36,7,29,"weekend"
2017-05-14 09:00:00,2017-05-14,9,31,10,21,77,18,32,40,47,29,109,15,94,67,8,59,24,90,49,41,105,37,63,11,52,"weekend"
2017-05-14 10:00:00,2017-05-14,10,91,59,32,174,14,87,60,57,33,164,30,134,109,18,91,72,194,76,118,158,75,125,22,103,"weekend"
2017-05-14 11:00:00,2017-05-14,11,142,102,40,271,24,168,119,78,72,328,49,279,199,28,171,142,312,151,161,274,97,207,26,181,"weekend"
2017-05-14 12:00:00,2017-05-14,12,177,109,68,306,36,234,161,109,79,533,110,423,357,37,320,229,400,145,255,334,131,212,33,179,"weekend"
2017-05-14 13:00:00,2017-05-14,13,213,155,58,333,55,239,204,146,96,879,322,557,495,60,435,264,472,251,221,476,147,322,50,272,"weekend"
2017-05-14 14:00:00,2017-05-14,14,223,159,64,410,37,231,164,160,136,867,293,574,477,53,424,279,529,289,240,445,158,289,56,233,"weekend"
2017-05-14 15:00:00,2017-05-14,15,204,141,63,374,57,224,152,129,161,711,227,484,468,47,421,235,447,254,193,400,141,251,44,207,"weekend"
2017-05-14 16:00:00,2017-05-14,16,276,187,89,382,46,237,202,171,137,582,76,506,460,31,429,267,498,283,215,412,116,298,36,262,"weekend"
2017-05-14 17:00:00,2017-05-14,17,260,184,76,362,42,236,187,145,151,545,29,516,500,19,481,223,545,315,230,427,152,297,41,256,"weekend"
2017-05-14 18:00:00,2017-05-14,18,219,134,85,334,44,209,184,146,140,430,18,412,440,14,426,166,487,323,164,376,115,268,39,229,"weekend"
2017-05-14 19:00:00,2017-05-14,19,172,123,49,250,19,170,178,110,105,284,9,275,328,10,318,111,404,230,174,275,110,202,35,167,"weekend"
2017-05-14 20:00:00,2017-05-14,20,139,90,49,225,12,103,128,112,110,166,4,162,255,6,249,71,330,200,130,192,96,168,27,141,"weekend"
2017-05-14 21:00:00,2017-05-14,21,71,49,22,106,6,42,65,59,45,92,5,87,101,2,99,9,201,132,69,101,29,102,26,76,"weekend"
2017-05-14 22:00:00,2017-05-14,22,25,19,6,42,5,22,22,32,38,34,3,31,60,2,58,4,162,100,62,61,19,40,9,31,"weekend"
2017-05-14 23:00:00,2017-05-14,23,5,4,1,26,0,17,13,15,3,8,2,6,17,2,15,2,53,29,24,14,0,18,4,14,"weekend"
2017-05-15 00:00:00,2017-05-15,0,7,6,1,15,1,4,8,5,16,11,0,11,5,0,5,0,29,21,8,4,0,14,2,12,"roboczy"
2017-05-15 01:00:00,2017-05-15,1,1,1,0,5,0,6,2,3,8,1,0,1,3,0,3,0,21,16,5,5,0,2,0,2,"roboczy"
2017-05-15 02:00:00,2017-05-15,2,1,1,0,0,0,1,1,0,1,2,0,2,3,0,3,0,7,5,2,2,0,3,1,2,"roboczy"
2017-05-15 03:00:00,2017-05-15,3,1,0,1,2,0,0,1,2,2,1,0,1,3,0,3,2,3,2,1,1,0,0,0,0,"roboczy"
2017-05-15 04:00:00,2017-05-15,4,2,2,0,4,1,1,5,6,3,2,0,2,2,0,2,0,2,2,0,4,3,2,2,0,"roboczy"
2017-05-15 05:00:00,2017-05-15,5,7,5,2,13,5,12,25,12,9,14,1,13,15,0,15,0,23,10,13,27,8,13,1,12,"roboczy"
2017-05-15 06:00:00,2017-05-15,6,37,27,10,117,12,23,67,40,26,43,6,37,45,1,44,1,99,56,43,91,30,74,16,58,"roboczy"
2017-05-15 07:00:00,2017-05-15,7,89,52,37,318,19,88,137,81,78,103,17,86,116,10,106,5,345,161,184,173,42,229,45,184,"roboczy"
2017-05-15 08:00:00,2017-05-15,8,77,48,29,411,13,149,135,76,109,100,14,86,101,6,95,9,502,254,248,184,29,312,66,246,"roboczy"
2017-05-15 09:00:00,2017-05-15,9,46,34,12,207,3,78,48,49,76,59,9,50,56,5,51,11,257,123,134,74,17,135,25,110,"roboczy"
2017-05-15 10:00:00,2017-05-15,10,30,18,12,105,6,37,30,34,45,22,4,18,25,2,23,5,145,71,74,53,17,87,33,54,"roboczy"
2017-05-15 11:00:00,2017-05-15,11,35,20,15,106,5,27,39,20,53,28,8,20,34,5,29,9,164,93,71,43,23,62,20,42,"roboczy"
2017-05-15 12:00:00,2017-05-15,12,48,31,17,104,8,41,29,42,60,39,11,28,26,4,22,17,162,93,69,57,18,54,23,31,"roboczy"
2017-05-15 13:00:00,2017-05-15,13,41,28,13,122,6,48,45,48,64,51,11,40,39,5,34,16,186,108,78,56,28,65,24,41,"roboczy"
