"Czas","Data","Godzina","Al. USA - suma","Al. USA - południe","Al. USA - północ","Banacha","Bazyliańska","Belwederska","Dworzec Wilenski (al. Solidarności)","Dworzec Wileński (Targowa)","Marszałkowska","Most Gdański - suma","Most Gdański - ciąg pieszo-rowerowy","Most Gdanski - ścieżka rowerowa","NSR - Solec - suma","NSR - Solec - ciąg pieszo-rowerowy","NSR-Solec - ścieżka rowerowa","Praska ścieżka rekreacyjna","Świętokrzyska - Emilii Plater - suma","Świętokrzyska - Emilii Plater, płd","Świętokrzyska - Emilii Plater, płn","Wybrzeże Helskie","Wysockiego","Żwirki i Wigury/Trojdena - suma","Żwirki i Wigury/Trojdena zach.","Żwirki i Wigury/Trojdena wsch.","Jaki_dzien"
2017-05-28 19:00:00,2017-05-28,19,228,158,70,325,44,205,163,118,85,383,9,374,436,10,426,220,439,237,202,382,132,302,44,258,"weekend"
2017-05-28 20:00:00,2017-05-28,20,180,129,51,286,30,183,156,152,101,268,4,264,344,6,338,139,416,252,164,316,117,253,35,218,"weekend"
2017-05-28 21:00:00,2017-05-28,21,96,78,18,146,14,67,131,97,75,128,5,123,219,2,217,22,292,211,81,177,56,113,11,102,"weekend"
2017-05-28 22:00:00,2017-05-28,22,49,35,14,82,3,40,60,51,54,72,3,69,90,2,88,14,186,119,67,68,18,56,6,50,"weekend"
2017-05-28 23:00:00,2017-05-28,23,20,16,4,48,3,24,33,45,33,29,2,27,27,2,25,11,106,71,35,69,7,26,3,23,"weekend"
2017-05-29 00:00:00,2017-05-29,0,7,6,1,14,2,11,20,21,22,12,0,12,12,0,12,0,40,28,12,15,7,9,1,8,"roboczy"
2017-05-29 01:00:00,2017-05-29,1,12,9,3,6,0,6,9,9,6,7,0,7,2,0,2,0,19,12,7,10,0,4,1,3,"roboczy"
2017-05-29 02:00:00,2017-05-29,2,1,0,1,2,1,1,3,2,8,1,0,1,2,0,2,0,12,10,2,4,3,1,1,0,"roboczy"
2017-05-29 03:00:00,2017-05-29,3,2,2,0,4,4,0,7,6,5,0,0,0,1,0,1,0,3,1,2,1,3,1,0,1,"roboczy"
2017-05-29 04:00:00,2017-05-29,4,4,3,1,6,1,5,3,2,1,4,0,4,4,0,4,2,9,5,4,8,5,2,1,1,"roboczy"
2017-05-29 05:00:00,2017-05-29,5,11,9,2,20,6,8,37,24,9,9,1,8,26,0,26,4,35,19,16,30,16,13,2,11,"roboczy"
2017-05-29 06:00:00,2017-05-29,6,38,29,9,130,24,32,111,49,41,62,6,56,78,1,77,4,126,78,48,112,37,91,17,74,"roboczy"
2017-05-29 07:00:00,2017-05-29,7,102,70,32,420,28,108,180,109,87,125,17,108,141,10,131,10,406,191,215,231,54,280,72,208,"roboczy"
2017-05-29 08:00:00,2017-05-29,8,111,81,30,589,18,165,145,106,138,128,14,114,136,6,130,24,635,279,356,212,39,380,92,288,"roboczy"
2017-05-29 09:00:00,2017-05-29,9,61,31,30,339,7,101,98,79,117,70,9,61,91,5,86,20,430,212,218,136,26,220,46,174,"roboczy"
2017-05-29 10:00:00,2017-05-29,10,59,32,27,173,5,47,63,57,57,29,4,25,42,2,40,13,246,126,120,73,26,134,25,109,"roboczy"
2017-05-29 11:00:00,2017-05-29,11,41,22,19,152,9,36,68,63,62,43,8,35,38,5,33,12,198,107,91,76,24,103,34,69,"roboczy"
2017-05-29 12:00:00,2017-05-29,12,38,26,12,136,8,48,55,51,69,52,11,41,46,4,42,6,220,125,95,77,29,124,37,87,"roboczy"
2017-05-29 13:00:00,2017-05-29,13,49,27,22,145,15,52,63,57,77,49,11,38,49,5,44,22,250,129,121,109,37,100,23,77,"roboczy"
2017-05-29 14:00:00,2017-05-29,14,53,32,21,166,18,71,90,71,87,95,14,81,74,7,67,29,275,137,138,97,49,127,37,90,"roboczy"
2017-05-29 15:00:00,2017-05-29,15,86,58,28,295,16,133,165,143,130,128,28,100,129,11,118,27,363,195,168,225,54,219,34,185,"roboczy"
2017-05-29 16:00:00,2017-05-29,16,144,110,34,521,32,261,189,159,190,333,141,192,227,22,205,52,656,328,328,304,95,358,63,295,"roboczy"
2017-05-29 17:00:00,2017-05-29,17,192,143,49,561,34,283,225,184,170,335,140,195,271,15,256,65,726,355,371,318,106,423,77,346,"roboczy"
2017-05-29 18:00:00,2017-05-29,18,243,151,92,426,28,193,147,144,116,276,77,199,239,7,232,93,525,253,272,298,103,340,69,271,"roboczy"
2017-05-29 19:00:00,2017-05-29,19,183,127,56,294,38,145,168,154,104,244,11,233,282,7,275,110,422,218,204,262,126,269,50,219,"roboczy"
2017-05-29 20:00:00,2017-05-29,20,154,101,53,306,27,127,111,103,114,205,4,201,255,3,252,85,351,186,165,226,115,241,47,194,"roboczy"
2017-05-29 21:00:00,2017-05-29,21,110,74,36,172,21,105,94,74,62,139,5,134,189,2,187,41,291,188,103,160,69,150,19,131,"roboczy"
2017-05-29 22:00:00,2017-05-29,22,75,54,21,91,8,51,47,64,49,75,2,73,90,1,89,8,201,133,68,81,27,68,4,64,"roboczy"
2017-05-29 23:00:00,2017-05-29,23,27,16,11,34,2,21,26,30,32,28,1,27,52,2,50,3,102,67,35,44,10,21,3,18,"roboczy"
2017-05-30 00:00:00,2017-05-30,0,10,1,9,11,2,8,15,23,8,13,1,12,10,0,10,0,58,38,20,13,4,18,4,14,"roboczy"
2017-05-30 01:00:00,2017-05-30,1,4,2,2,5,1,7,5,8,2,3,1,2,8,0,8,0,34,21,13,5,1,11,0,11,"roboczy"
2017-05-30 02:00:00,2017-05-30,2,5,2,3,3,0,1,6,3,5,0,0,0,1,0,1,0,12,9,3,3,0,3,1,2,"roboczy"
2017-05-30 03:00:00,2017-05-30,3,2,2,0,0,4,2,4,6,2,0,0,0,2,0,2,1,6,3,3,4,4,1,0,1,"roboczy"
2017-05-30 04:00:00,2017-05-30,4,3,1,2,5,1,1,8,7,3,2,0,2,3,0,3,0,14,9,5,4,5,4,2,2,"roboczy"
2017-05-30 05:00:00,2017-05-30,5,21,14,7,30,7,15,41,12,12,10,2,8,27,0,27,3,32,15,17,40,17,18,4,14,"roboczy"
2017-05-30 06:00:00,2017-05-30,6,55,38,17,178,14,46,117,66,48,76,11,65,73,5,68,5,157,72,85,138,36,131,24,107,"roboczy"
2017-05-30 07:00:00,2017-05-30,7,137,100,37,456,30,137,220,125,112,160,23,137,166,12,154,8,464,232,232,282,76,353,96,257,"roboczy"
2017-05-30 08:00:00,2017-05-30,8,128,93,35,659,24,217,159,126,150,169,21,148,173,11,162,27,718,313,405,281,54,455,92,363,"roboczy"
2017-05-30 09:00:00,2017-05-30,9,84,51,33,321,9,120,104,89,121,120,14,106,106,9,97,15,479,237,242,176,29,214,46,168,"roboczy"
2017-05-30 10:00:00,2017-05-30,10,66,35,31,191,8,73,84,65,73,84,17,67,60,5,55,22,262,125,137,100,39,154,47,107,"roboczy"
2017-05-30 11:00:00,2017-05-30,11,62,38,24,153,20,59,80,60,48,85,22,63,67,7,60,22,226,101,125,87,39,120,40,80,"roboczy"
2017-05-30 12:00:00,2017-05-30,12,57,33,24,168,13,73,59,80,79,70,17,53,75,13,62,39,255,125,130,110,39,105,24,81,"roboczy"
2017-05-30 13:00:00,2017-05-30,13,50,27,23,171,10,70,59,75,76,101,23,78,85,13,72,19,277,145,132,86,37,121,38,83,"roboczy"
2017-05-30 14:00:00,2017-05-30,14,86,51,35,192,18,83,102,86,98,111,34,77,94,11,83,26,338,173,165,175,46,160,35,125,"roboczy"
2017-05-30 15:00:00,2017-05-30,15,130,76,54,339,20,139,141,126,110,287,135,152,170,15,155,46,402,197,205,219,72,243,44,199,"roboczy"
2017-05-30 16:00:00,2017-05-30,16,161,106,55,581,37,296,227,178,196,435,241,194,263,38,225,63,774,368,406,401,123,408,61,347,"roboczy"
2017-05-30 17:00:00,2017-05-30,17,238,172,66,683,36,299,238,168,168,544,235,309,314,23,291,99,793,368,425,379,120,494,83,411,"roboczy"
2017-05-30 18:00:00,2017-05-30,18,273,177,96,496,41,256,208,156,133,410,107,303,324,9,315,92,631,303,328,400,151,410,73,337,"roboczy"
2017-05-30 19:00:00,2017-05-30,19,241,153,88,355,42,164,176,158,125,324,26,298,357,6,351,148,477,200,277,330,144,287,55,232,"roboczy"
2017-05-30 20:00:00,2017-05-30,20,192,129,63,296,33,155,136,151,95,263,13,250,338,9,329,90,385,209,176,219,131,298,41,257,"roboczy"
2017-05-30 21:00:00,2017-05-30,21,143,88,55,195,20,112,104,102,71,151,9,142,190,6,184,33,273,159,114,161,68,156,15,141,"roboczy"
2017-05-30 22:00:00,2017-05-30,22,57,38,19,100,6,60,68,63,63,87,3,84,123,1,122,18,230,146,84,94,36,58,9,49,"roboczy"
2017-05-30 23:00:00,2017-05-30,23,28,17,11,40,3,31,29,39,35,38,1,37,39,0,39,2,106,67,39,43,5,38,5,33,"roboczy"
2017-05-31 00:00:00,2017-05-31,0,20,11,9,11,2,21,14,6,12,16,0,16,15,0,15,0,51,41,10,21,5,12,3,9,"roboczy"
2017-05-31 01:00:00,2017-05-31,1,6,4,2,6,0,7,0,5,13,6,1,5,4,0,4,0,22,15,7,8,2,5,2,3,"roboczy"
2017-05-31 02:00:00,2017-05-31,2,2,1,1,0,0,0,4,1,11,1,1,0,5,0,5,0,17,11,6,3,0,5,1,4,"roboczy"
2017-05-31 03:00:00,2017-05-31,3,2,1,1,1,1,1,6,4,2,1,0,1,0,0,0,0,14,7,7,2,1,0,0,0,"roboczy"
2017-05-31 04:00:00,2017-05-31,4,3,1,2,11,3,0,4,4,2,4,0,4,3,0,3,0,10,3,7,2,6,3,0,3,"roboczy"
2017-05-31 05:00:00,2017-05-31,5,9,6,3,19,5,8,28,14,5,16,3,13,23,2,21,2,29,16,13,27,11,21,6,15,"roboczy"
2017-05-31 06:00:00,2017-05-31,6,45,30,15,131,15,34,94,48,34,61,9,52,63,4,59,7,121,62,59,110,42,110,24,86,"roboczy"
2017-05-31 07:00:00,2017-05-31,7,93,61,32,376,31,102,170,101,98,113,17,96,118,6,112,8,405,203,202,234,53,266,79,187,"roboczy"
2017-05-31 08:00:00,2017-05-31,8,115,82,33,534,16,175,136,108,142,112,12,100,120,10,110,11,606,254,352,188,40,379,72,307,"roboczy"
2017-05-31 09:00:00,2017-05-31,9,50,33,17,304,6,97,77,62,103,89,8,81,78,6,72,13,380,181,199,115,24,207,46,161,"roboczy"
2017-05-31 10:00:00,2017-05-31,10,37,26,11,144,6,40,55,52,63,51,10,41,47,6,41,3,208,89,119,80,23,123,37,86,"roboczy"
2017-05-31 11:00:00,2017-05-31,11,48,27,21,138,14,40,55,47,59,81,11,70,35,7,28,9,207,101,106,59,22,88,23,65,"roboczy"
2017-05-31 12:00:00,2017-05-31,12,41,26,15,125,6,50,47,56,59,66,12,54,53,9,44,5,214,100,114,66,17,109,42,67,"roboczy"
2017-05-31 13:00:00,2017-05-31,13,36,17,19,145,7,54,48,49,82,54,13,41,34,9,25,8,210,117,93,90,19,88,31,57,"roboczy"
2017-05-31 14:00:00,2017-05-31,14,52,28,24,117,12,50,65,57,67,63,21,42,61,10,51,21,257,132,125,101,25,105,34,71,"roboczy"
2017-05-31 15:00:00,2017-05-31,15,93,49,44,227,20,120,105,94,105,97,37,60,114,12,102,22,341,154,187,175,45,194,47,147,"roboczy"
2017-05-31 16:00:00,2017-05-31,16,106,73,33,427,22,206,144,107,172,227,113,114,173,19,154,25,603,299,304,241,56,326,69,257,"roboczy"
2017-05-31 17:00:00,2017-05-31,17,136,95,41,506,19,226,175,188,153,320,173,147,186,15,171,49,672,341,331,262,78,382,68,314,"roboczy"
2017-05-31 18:00:00,2017-05-31,18,163,112,51,394,27,182,152,126,117,215,60,155,226,13,213,54,511,215,296,218,85,277,46,231,"roboczy"
2017-05-31 19:00:00,2017-05-31,19,175,116,59,300,24,145,128,102,113,176,20,156,214,4,210,87,407,217,190,183,78,236,40,196,"roboczy"
2017-05-31 20:00:00,2017-05-31,20,141,87,54,241,16,111,105,93,77,153,10,143,222,8,214,44,346,176,170,162,55,206,41,165,"roboczy"
2017-05-31 21:00:00,2017-05-31,21,118,79,39,149,13,91,78,82,56,83,3,80,157,2,155,15,240,145,95,103,51,99,18,81,"roboczy"
2017-05-31 22:00:00,2017-05-31,22,45,31,14,65,6,65,36,51,43,77,5,72,100,1,99,1,181,117,64,79,19,59,2,57,"roboczy"
2017-05-31 23:00:00,2017-05-31,23,31,16,15,49,3,20,24,28,25,30,3,27,41,3,38,3,105,68,37,40,8,24,4,20,"roboczy"
2017-06-01 00:00:00,2017-06-01,0,11,8,3,15,5,7,16,14,17,NA,1,NA,9,1,8,0,62,39,23,10,10,17,3,14,"roboczy"
2017-06-01 01:00:00,2017-06-01,1,2,2,0,8,1,2,8,6,3,NA,1,NA,5,0,5,0,23,12,11,8,2,6,2,4,"roboczy"
2017-06-01 02:00:00,2017-06-01,2,2,0,2,4,0,0,0,3,1,NA,0,NA,3,0,3,0,10,6,4,1,0,1,0,1,"roboczy"
2017-06-01 03:00:00,2017-06-01,3,3,2,1,4,1,0,3,3,1,NA,0,NA,1,0,1,1,6,3,3,3,1,1,0,1,"roboczy"
2017-06-01 04:00:00,2017-06-01,4,1,1,0,7,2,0,8,5,2,NA,0,NA,2,0,2,0,5,3,2,5,4,4,2,2,"roboczy"
2017-06-01 05:00:00,2017-06-01,5,16,11,5,26,5,6,29,11,6,NA,3,NA,22,1,21,0,23,8,15,26,11,13,2,11,"roboczy"
2017-06-01 06:00:00,2017-06-01,6,39,29,10,153,16,31,89,42,31,NA,11,NA,80,6,74,4,129,61,68,131,31,110,16,94,"roboczy"
2017-06-01 07:00:00,2017-06-01,7,89,66,23,392,25,131,189,118,104,NA,31,NA,134,12,122,11,429,202,227,235,60,270,67,203,"roboczy"
2017-06-01 08:00:00,2017-06-01,8,85,65,20,523,22,165,137,91,113,NA,27,NA,125,9,116,17,541,232,309,208,35,349,82,267,"roboczy"
2017-06-01 09:00:00,2017-06-01,9,58,36,22,253,11,120,79,67,87,NA,12,NA,64,7,57,12,371,170,201,113,19,174,33,141,"roboczy"
2017-06-01 10:00:00,2017-06-01,10,50,28,22,155,7,39,49,57,43,NA,15,NA,69,4,65,30,184,89,95,64,22,94,25,69,"roboczy"
2017-06-01 11:00:00,2017-06-01,11,33,19,14,126,7,36,51,32,63,NA,24,NA,33,4,29,59,184,74,110,78,27,81,24,57,"roboczy"
2017-06-01 12:00:00,2017-06-01,12,43,18,25,141,6,33,42,56,74,NA,18,NA,53,6,47,22,170,84,86,57,11,79,26,53,"roboczy"
2017-06-01 13:00:00,2017-06-01,13,49,30,19,124,6,41,55,51,76,37,14,23,51,4,47,28,240,125,115,86,24,101,29,72,"roboczy"
2017-06-01 14:00:00,2017-06-01,14,52,31,21,164,4,61,65,53,91,94,42,52,49,8,41,9,235,109,126,113,27,99,27,72,"roboczy"
2017-06-01 15:00:00,2017-06-01,15,73,50,23,248,17,125,123,97,93,133,54,79,107,9,98,17,381,185,196,165,41,193,36,157,"roboczy"
2017-06-01 16:00:00,2017-06-01,16,122,92,30,432,16,211,177,113,145,224,105,119,179,21,158,24,538,236,302,263,61,284,59,225,"roboczy"
2017-06-01 17:00:00,2017-06-01,17,142,105,37,500,21,200,173,160,157,210,60,150,188,7,181,41,605,269,336,238,67,353,61,292,"roboczy"
2017-06-01 18:00:00,2017-06-01,18,108,74,34,310,16,147,151,113,110,144,25,119,165,6,159,30,416,206,210,192,61,240,54,186,"roboczy"
2017-06-01 19:00:00,2017-06-01,19,122,75,47,225,7,148,101,92,72,107,9,98,127,3,124,46,341,147,194,109,34,146,25,121,"roboczy"
2017-06-01 20:00:00,2017-06-01,20,92,56,36,170,17,78,89,63,59,79,8,71,134,7,127,36,270,138,132,118,49,124,27,97,"roboczy"
2017-06-01 21:00:00,2017-06-01,21,83,60,23,96,8,49,58,54,71,72,4,68,78,2,76,14,190,91,99,76,28,60,11,49,"roboczy"
2017-06-01 22:00:00,2017-06-01,22,42,26,16,84,6,42,36,45,55,27,3,24,46,0,46,10,136,80,56,60,13,54,6,48,"roboczy"
2017-06-01 23:00:00,2017-06-01,23,8,6,2,29,8,21,16,34,18,37,4,33,31,0,31,0,88,59,29,27,14,16,5,11,"roboczy"
2017-06-02 00:00:00,2017-06-02,0,6,4,2,16,0,13,4,13,12,12,0,12,8,0,8,0,34,24,10,15,3,14,5,9,"roboczy"
2017-06-02 01:00:00,2017-06-02,1,4,2,2,3,1,2,0,3,12,9,1,8,5,0,5,0,18,12,6,7,2,4,1,3,"roboczy"
2017-06-02 02:00:00,2017-06-02,2,3,2,1,7,1,1,2,3,4,1,1,0,0,0,0,0,16,12,4,6,2,2,1,1,"roboczy"
2017-06-02 03:00:00,2017-06-02,3,0,0,0,2,1,0,5,6,2,3,0,3,0,0,0,2,8,6,2,3,1,2,0,2,"roboczy"
2017-06-02 04:00:00,2017-06-02,4,4,2,2,5,1,1,6,4,3,2,0,2,1,0,1,0,9,5,4,10,3,2,0,2,"roboczy"
2017-06-02 05:00:00,2017-06-02,5,4,2,2,13,6,8,22,20,11,14,4,10,19,0,19,4,29,15,14,32,13,10,3,7,"roboczy"
2017-06-02 06:00:00,2017-06-02,6,40,30,10,119,12,33,87,47,32,60,9,51,67,4,63,7,125,61,64,108,37,95,23,72,"roboczy"
2017-06-02 07:00:00,2017-06-02,7,87,64,23,378,23,98,179,108,82,120,22,98,122,10,112,7,367,172,195,214,46,273,72,201,"roboczy"
2017-06-02 08:00:00,2017-06-02,8,106,77,29,510,14,144,126,106,142,111,18,93,119,12,107,20,597,244,353,186,41,359,61,298,"roboczy"
2017-06-02 09:00:00,2017-06-02,9,52,31,21,265,10,74,82,77,99,72,16,56,71,9,62,6,408,188,220,115,26,166,40,126,"roboczy"
2017-06-02 10:00:00,2017-06-02,10,50,33,17,160,13,54,62,54,76,71,27,44,52,5,47,18,241,128,113,107,23,138,37,101,"roboczy"
2017-06-02 11:00:00,2017-06-02,11,45,30,15,152,10,47,78,62,69,76,18,58,59,8,51,22,216,88,128,100,29,86,28,58,"roboczy"
2017-06-02 12:00:00,2017-06-02,12,68,43,25,153,6,65,67,58,77,100,41,59,66,12,54,15,248,108,140,114,29,113,34,79,"roboczy"
2017-06-02 13:00:00,2017-06-02,13,70,40,30,170,16,76,70,86,94,150,62,88,82,12,70,28,248,118,130,135,33,127,43,84,"roboczy"
2017-06-02 14:00:00,2017-06-02,14,68,43,25,199,15,78,110,117,114,234,133,101,93,14,79,19,322,165,157,163,42,155,44,111,"roboczy"
2017-06-02 15:00:00,2017-06-02,15,96,62,34,306,21,130,128,124,120,280,151,129,144,14,130,24,379,162,217,218,57,246,55,191,"roboczy"
2017-06-02 16:00:00,2017-06-02,16,143,87,56,505,15,227,182,159,173,361,214,147,233,16,217,52,621,295,326,263,70,351,55,296,"roboczy"
2017-06-02 17:00:00,2017-06-02,17,166,121,45,455,26,214,182,186,154,373,158,215,265,8,257,66,646,291,355,289,65,338,58,280,"roboczy"
2017-06-02 18:00:00,2017-06-02,18,148,94,54,322,22,170,154,131,143,275,89,186,216,4,212,80,461,198,263,258,68,252,51,201,"roboczy"
2017-06-02 19:00:00,2017-06-02,19,155,100,55,238,32,130,156,127,92,236,24,212,254,2,252,82,356,186,170,267,95,199,28,171,"roboczy"
2017-06-02 20:00:00,2017-06-02,20,124,90,34,172,20,116,144,108,81,219,8,211,235,4,231,94,337,153,184,231,81,162,21,141,"roboczy"
2017-06-02 21:00:00,2017-06-02,21,80,55,25,122,8,64,90,96,67,163,8,155,184,2,182,27,259,127,132,145,55,77,8,69,"roboczy"
2017-06-02 22:00:00,2017-06-02,22,57,37,20,77,9,53,61,58,58,79,3,76,127,1,126,11,220,148,72,103,28,57,3,54,"roboczy"
2017-06-02 23:00:00,2017-06-02,23,41,26,15,38,3,25,25,44,30,34,1,33,101,0,101,8,152,106,46,45,9,28,4,24,"roboczy"
2017-06-03 00:00:00,2017-06-03,0,22,9,13,35,5,40,20,20,23,31,0,31,34,0,34,2,86,52,34,39,11,10,2,8,"weekend"
2017-06-03 01:00:00,2017-06-03,1,7,5,2,13,2,7,12,12,6,5,0,5,21,0,21,1,39,27,12,12,1,5,0,5,"weekend"
2017-06-03 02:00:00,2017-06-03,2,5,4,1,11,0,3,5,4,6,1,0,1,15,0,15,3,33,20,13,4,0,2,2,0,"weekend"
2017-06-03 03:00:00,2017-06-03,3,2,2,0,5,2,5,3,2,5,5,0,5,16,0,16,3,18,13,5,3,5,2,0,2,"weekend"
2017-06-03 04:00:00,2017-06-03,4,4,4,0,5,0,0,3,3,3,1,0,1,1,0,1,5,22,13,9,5,2,1,0,1,"weekend"
2017-06-03 05:00:00,2017-06-03,5,4,4,0,6,1,9,12,6,7,8,4,4,7,1,6,4,15,6,9,12,8,8,3,5,"weekend"
2017-06-03 06:00:00,2017-06-03,6,8,5,3,32,3,15,23,20,11,17,2,15,24,2,22,9,31,13,18,33,19,25,9,16,"weekend"
2017-06-03 07:00:00,2017-06-03,7,15,7,8,51,4,15,31,28,7,39,8,31,28,3,25,10,58,30,28,36,16,43,8,35,"weekend"
2017-06-03 08:00:00,2017-06-03,8,18,13,5,64,3,37,37,42,40,63,10,53,51,5,46,6,93,43,50,58,15,58,12,46,"weekend"
2017-06-03 09:00:00,2017-06-03,9,51,28,23,97,6,42,53,65,37,91,15,76,78,13,65,19,133,62,71,98,35,82,17,65,"weekend"
2017-06-03 10:00:00,2017-06-03,10,60,40,20,129,14,60,82,86,63,119,27,92,115,11,104,38,191,81,110,115,56,90,22,68,"weekend"
2017-06-03 11:00:00,2017-06-03,11,108,70,38,207,15,97,118,117,65,210,32,178,139,15,124,51,238,107,131,203,63,153,37,116,"weekend"
2017-06-03 12:00:00,2017-06-03,12,142,78,64,242,23,119,147,112,116,318,51,267,271,24,247,131,301,116,185,253,65,151,41,110,"weekend"
2017-06-03 13:00:00,2017-06-03,13,125,84,41,259,27,170,139,122,120,503,223,280,273,32,241,163,325,160,165,299,90,206,46,160,"weekend"
2017-06-03 14:00:00,2017-06-03,14,156,108,48,298,35,179,139,170,139,707,348,359,343,54,289,177,391,189,202,328,100,199,28,171,"weekend"
2017-06-03 15:00:00,2017-06-03,15,151,103,48,315,23,194,178,142,119,844,424,420,408,72,336,237,396,193,203,368,81,229,43,186,"weekend"
2017-06-03 16:00:00,2017-06-03,16,170,105,65,281,37,144,177,112,148,638,266,372,394,40,354,159,421,205,216,381,92,235,49,186,"weekend"
2017-06-03 17:00:00,2017-06-03,17,217,155,62,292,26,146,154,147,129,453,27,426,423,23,400,173,477,264,213,321,92,208,45,163,"weekend"
2017-06-03 18:00:00,2017-06-03,18,224,143,81,308,26,161,179,150,148,392,12,380,366,7,359,178,455,230,225,403,99,255,40,215,"weekend"
2017-06-03 19:00:00,2017-06-03,19,175,111,64,288,30,148,164,127,107,310,5,305,322,4,318,123,386,195,191,290,114,209,47,162,"weekend"
2017-06-03 20:00:00,2017-06-03,20,136,92,44,219,22,110,133,121,88,213,3,210,243,3,240,48,316,168,148,207,64,199,49,150,"weekend"
2017-06-03 21:00:00,2017-06-03,21,73,49,24,120,15,64,66,64,40,92,4,88,153,3,150,27,195,118,77,124,45,58,11,47,"weekend"
2017-06-03 22:00:00,2017-06-03,22,41,29,12,68,9,37,70,43,61,60,3,57,97,1,96,6,152,85,67,93,21,35,6,29,"weekend"
2017-06-03 23:00:00,2017-06-03,23,41,33,8,54,4,41,52,42,38,34,2,32,51,0,51,3,124,89,35,26,10,29,4,25,"weekend"
2017-06-04 00:00:00,2017-06-04,0,18,11,7,25,4,15,29,23,23,32,0,32,41,1,40,10,91,64,27,26,13,16,3,13,"weekend"
2017-06-04 01:00:00,2017-06-04,1,11,8,3,20,2,10,4,8,10,8,0,8,19,0,19,0,45,25,20,16,3,9,3,6,"weekend"
2017-06-04 02:00:00,2017-06-04,2,8,5,3,16,0,10,10,9,7,6,0,6,21,0,21,0,40,25,15,6,1,10,1,9,"weekend"
2017-06-04 03:00:00,2017-06-04,3,3,2,1,5,1,4,3,3,6,6,0,6,11,0,11,5,23,7,16,5,2,8,1,7,"weekend"
2017-06-04 04:00:00,2017-06-04,4,0,0,0,14,0,4,1,2,6,3,0,3,2,0,2,7,22,17,5,7,1,7,2,5,"weekend"
2017-06-04 05:00:00,2017-06-04,5,6,5,1,6,1,3,13,8,2,6,2,4,2,0,2,2,19,11,8,6,3,7,1,6,"weekend"
2017-06-04 06:00:00,2017-06-04,6,8,8,0,10,5,7,11,9,7,7,2,5,10,1,9,9,23,16,7,20,9,16,3,13,"weekend"
2017-06-04 07:00:00,2017-06-04,7,7,4,3,23,1,14,19,12,7,23,4,19,27,5,22,8,38,17,21,28,6,23,7,16,"weekend"
2017-06-04 08:00:00,2017-06-04,8,34,23,11,42,6,38,25,27,17,53,4,49,30,4,26,19,71,27,44,56,21,49,11,38,"weekend"
2017-06-04 09:00:00,2017-06-04,9,46,35,11,80,5,53,40,44,33,95,15,80,82,9,73,19,81,32,49,80,28,68,13,55,"weekend"
2017-06-04 10:00:00,2017-06-04,10,98,54,44,177,19,74,80,74,30,179,31,148,123,19,104,87,162,85,77,120,54,130,14,116,"weekend"
2017-06-04 11:00:00,2017-06-04,11,150,103,47,244,31,159,108,102,67,314,49,265,234,28,206,110,276,96,180,297,126,170,22,148,"weekend"
2017-06-04 12:00:00,2017-06-04,12,201,129,72,327,38,176,181,156,67,558,110,448,359,37,322,209,369,154,215,400,132,248,41,207,"weekend"
2017-06-04 13:00:00,2017-06-04,13,216,125,91,407,46,233,171,150,133,1144,590,554,517,97,420,276,422,187,235,513,128,317,42,275,"weekend"
2017-06-04 14:00:00,2017-06-04,14,221,154,67,388,39,220,171,174,144,1056,503,553,558,74,484,287,414,209,205,504,147,285,41,244,"weekend"
2017-06-04 15:00:00,2017-06-04,15,211,131,80,423,41,212,207,179,109,962,397,565,559,59,500,210,443,225,218,490,118,285,31,254,"weekend"
2017-06-04 16:00:00,2017-06-04,16,199,131,68,335,46,187,202,152,151,532,94,438,497,39,458,232,456,239,217,413,110,287,45,242,"weekend"
2017-06-04 17:00:00,2017-06-04,17,179,123,56,249,27,166,102,106,108,211,29,182,238,19,219,61,298,198,100,230,77,182,36,146,"weekend"
2017-06-04 18:00:00,2017-06-04,18,112,79,33,127,14,121,83,79,65,93,18,75,119,14,105,44,188,119,69,140,49,86,22,64,"weekend"
2017-06-04 19:00:00,2017-06-04,19,31,23,8,67,7,37,37,41,36,76,9,67,51,10,41,12,96,60,36,77,20,77,16,61,"weekend"
2017-06-04 20:00:00,2017-06-04,20,26,13,13,45,1,32,44,37,14,25,4,21,34,6,28,1,59,36,23,23,17,36,17,19,"weekend"
2017-06-04 21:00:00,2017-06-04,21,16,9,7,44,3,22,15,28,22,32,5,27,22,2,20,2,72,35,37,19,8,25,4,21,"weekend"
2017-06-04 22:00:00,2017-06-04,22,14,11,3,25,0,20,19,27,28,15,3,12,25,2,23,0,58,32,26,18,5,22,6,16,"weekend"
2017-06-04 23:00:00,2017-06-04,23,9,8,1,12,0,26,7,14,7,6,2,4,13,2,11,0,23,12,11,11,3,6,0,6,"weekend"
2017-06-05 00:00:00,2017-06-05,0,4,3,1,4,1,5,1,3,5,NA,NA,4,NA,NA,3,1,16,9,7,9,1,11,1,10,"roboczy"
2017-06-05 01:00:00,2017-06-05,1,1,1,0,4,0,2,2,6,6,NA,NA,2,NA,NA,6,0,16,12,4,6,1,0,0,0,"roboczy"
2017-06-05 02:00:00,2017-06-05,2,2,1,1,2,0,1,2,2,0,NA,NA,0,NA,NA,0,0,9,7,2,1,0,2,0,2,"roboczy"
2017-06-05 03:00:00,2017-06-05,3,0,0,0,2,2,0,1,2,0,NA,NA,0,NA,NA,0,1,1,1,0,3,5,4,1,3,"roboczy"
