Data;Al. USA - południe;Al. USA - południe Rower IN;Al. USA - południe Rower OUT;Al. USA - północ;Al. USA - północ Rower IN;Al. USA - północ Rower OUT;Banacha;Banacha_IN;Banacha_OUT;Bazyliańska;Bazylia?ska_IN;Bazylia?ska_OUT;Belwederska;Belwederska Rower IN;Belwederska Rower OUT;Dworzec Wilenski (al. Solidarności);Dworzec Wile?ski (Al. Solidarno?ci)_IN;Dworzec Wile?ski (Al. Solidarno?ci)_OUT;Dworzec Wileński Nowy( Targowa);Dworzec Wile?ski Nowy_IN;Dworzec Wile?ski Nowy_OUT;Marszałkowska;Marszałkowska Rower IN;Marszałkowska Rower OUT;Most Gdanski - ścieżka rowerowa;Most Gdański - ciąg pieszo-rowerowy;NSR - Solec - ciąg pieszo-rowerowy;NSR-Solec - ścieżka rowerowa;Praska sciezka rekreacyjna;Piesi;Rowery;Wybrzeże Helskie;Wybrzeże Helskie_nowy Wyb.Helskie IN;Wybrzeże Helskie_nowy Wyb. Helskie OUT;Wysockiego;Wysockiego_IN;Wysockiego_OUT;Świętokrzyska - Emilii Plater, płd;Świętokrzyska - Emilii Plater, płd Rower IN;Świętokrzyska - Emilii Plater, płd Rower OUT;Świętokrzyska - Emilii Plater, płn;Świętokrzyska - Emilii Plater, płn Rower IN;Świętokrzyska - Emilii Plater, płn Rower OUT;Żwirki i Wigury/Trojdena;Żwirki i Wigury/Trojdena Rower IN;Żwirki i Wigury/Trojdena Rower OUT;Żwirki i Wigury/Trojdena;Żwirki i Wigury/Trojdena Rower IN;Żwirki i Wigury/Trojdena Rower OUT
16-01-17 6:00;5;5;0;0;0;0;11;8;3;0;0;0;1;0;1;2;2;0;2;1;1;2;0;2;3;0;0;6;4;4;0;7;4;3;4;2;2;5;2;3;1;1;0;2;1;1;0;0;0
16-01-17 7:00;5;1;4;0;0;0;27;22;5;0;0;0;7;5;2;11;10;1;1;1;0;2;1;1;13;1;0;11;0;0;0;9;6;3;1;1;0;5;2;3;13;11;2;12;6;6;0;0;0
16-01-17 8:00;4;3;1;0;0;0;62;41;21;1;0;1;6;5;1;14;13;1;5;3;2;10;3;7;10;0;1;5;7;7;0;17;16;1;4;3;1;17;13;4;14;12;2;21;13;8;0;0;0
16-01-17 9:00;2;0;2;0;0;0;25;16;9;2;0;2;10;7;3;5;4;1;1;1;0;13;8;5;5;1;0;5;6;6;0;6;4;2;1;0;1;20;16;4;9;9;0;10;5;5;0;0;0
16-01-17 10:00;5;2;3;0;0;0;21;10;11;0;0;0;4;3;1;5;2;3;4;2;2;7;1;6;5;0;0;2;3;3;0;10;6;4;1;1;0;13;5;8;8;4;4;8;3;5;0;0;0
16-01-17 11:00;2;1;1;0;0;0;7;5;2;0;0;0;6;2;4;5;3;2;1;1;0;11;2;9;4;0;0;0;13;9;4;4;2;2;0;0;0;7;5;2;9;9;0;0;0;0;0;0;0
16-01-17 12:00;0;0;0;0;0;0;6;0;6;0;0;0;0;0;0;8;5;3;4;0;4;7;2;5;1;0;0;4;7;7;0;10;5;5;1;0;1;6;5;1;9;6;3;3;1;2;0;0;0
16-01-17 13:00;4;4;0;0;0;0;8;3;5;1;0;1;4;2;2;5;3;2;1;0;1;9;1;8;2;0;0;4;13;9;4;3;1;2;5;1;4;14;11;3;13;9;4;7;5;2;0;0;0
16-01-17 14:00;0;0;0;0;0;0;6;2;4;0;0;0;3;1;2;2;1;1;1;0;1;11;5;6;7;0;3;5;5;4;1;7;4;3;4;4;0;8;4;4;8;6;2;2;1;1;0;0;0
16-01-17 15:00;4;2;2;0;0;0;22;6;16;1;1;0;6;2;4;9;5;4;6;5;1;12;4;8;6;1;0;4;11;11;0;9;3;6;4;1;3;17;13;4;24;20;4;12;10;2;0;0;0
16-01-17 16:00;3;1;2;0;0;0;46;15;31;0;0;0;12;2;10;7;1;6;5;3;2;15;9;6;11;3;0;8;7;6;1;14;4;10;1;1;0;30;16;14;11;9;2;19;16;3;0;0;0
16-01-17 17:00;4;2;2;0;0;0;35;17;18;1;1;0;13;1;12;10;2;8;6;4;2;19;8;11;15;1;0;8;5;5;0;13;4;9;4;1;3;30;18;12;15;11;4;18;13;5;0;0;0
16-01-17 18:00;3;3;0;0;0;0;29;8;21;1;0;1;7;3;4;10;1;9;5;3;2;7;3;4;12;0;0;6;5;2;3;18;7;11;4;0;4;18;9;9;13;12;1;15;8;7;0;0;0
16-01-17 19:00;3;3;0;0;0;0;17;6;11;0;0;0;8;2;6;6;1;5;1;0;1;7;2;5;3;0;1;2;8;2;6;4;1;3;0;0;0;18;10;8;8;8;0;6;3;3;0;0;0
16-01-17 20:00;3;1;2;0;0;0;9;4;5;0;0;0;2;1;1;6;1;5;3;1;2;5;3;2;2;2;0;4;8;7;1;0;0;0;0;0;0;11;3;8;5;0;5;4;1;3;0;0;0
16-01-17 21:00;0;0;0;0;0;0;9;7;2;1;0;1;6;3;3;2;0;2;3;1;2;2;1;1;2;0;0;2;13;13;0;6;3;3;1;0;1;7;3;4;0;0;0;4;0;4;0;0;0
16-01-17 22:00;0;0;0;0;0;0;4;2;2;1;0;1;2;0;2;3;0;3;1;1;0;1;1;0;1;0;1;6;3;3;0;2;2;0;1;1;0;3;2;1;4;3;1;5;2;3;0;0;0
16-01-17 23:00;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;1;0;0;1;5;4;1;1;0;1;1;0;1;2;1;1;0;0;0;2;1;1;0;0;0
17-01-17 0:00;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
17-01-17 1:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;1;2;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
17-01-17 2:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-01-17 3:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-01-17 4:00;1;0;1;0;0;0;1;1;0;0;0;0;2;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-01-17 5:00;5;1;4;0;0;0;2;0;2;0;0;0;0;0;0;1;0;1;0;0;0;2;0;2;0;0;0;2;0;0;0;1;0;1;3;0;3;0;0;0;0;0;0;2;1;1;0;0;0
17-01-17 6:00;0;0;0;0;0;0;4;3;1;1;1;0;3;0;3;0;0;0;1;0;1;1;0;1;5;0;0;5;4;4;0;8;5;3;4;2;2;5;3;2;3;1;2;1;1;0;0;0;0
17-01-17 7:00;6;1;5;0;0;0;42;32;10;1;1;0;4;3;1;7;6;1;2;2;0;2;1;1;11;2;0;6;3;3;0;16;9;7;0;0;0;11;6;5;17;14;3;19;9;10;0;0;0
17-01-17 8:00;5;2;3;0;0;0;46;25;21;2;0;2;12;12;0;17;13;4;5;3;2;10;4;6;10;1;1;11;6;6;0;16;14;2;2;2;0;21;13;8;15;14;1;20;10;10;0;0;0
17-01-17 9:00;3;2;1;0;0;0;29;20;9;0;0;0;7;6;1;9;8;1;4;3;1;10;4;6;6;0;0;9;6;5;1;12;7;5;0;0;0;17;11;6;18;18;0;17;11;6;0;0;0
17-01-17 10:00;0;0;0;0;0;0;21;13;8;0;0;0;5;1;4;8;7;1;3;2;1;9;4;5;6;0;0;2;12;11;1;5;3;2;3;0;3;12;8;4;10;8;2;5;3;2;0;0;0
17-01-17 11:00;1;1;0;1;0;1;14;12;2;0;0;0;4;0;4;5;4;1;3;2;1;6;1;5;2;0;0;3;3;2;1;3;3;0;2;1;1;6;2;4;10;7;3;3;2;1;2;0;2
17-01-17 12:00;2;2;0;0;0;0;8;2;6;0;0;0;4;1;3;6;4;2;1;0;1;7;2;5;2;0;0;2;14;14;0;4;1;3;4;1;3;16;6;10;9;8;1;1;1;0;0;0;0
17-01-17 13:00;2;2;0;0;0;0;2;0;2;1;0;1;3;0;3;10;2;8;2;2;0;11;4;7;3;0;0;5;12;11;1;7;4;3;3;2;1;7;2;5;6;4;2;5;4;1;0;0;0
17-01-17 14:00;5;2;3;0;0;0;12;5;7;0;0;0;1;1;0;2;1;1;3;2;1;6;3;3;4;1;0;4;11;7;4;3;0;3;6;4;2;9;4;5;5;2;3;8;7;1;0;0;0
17-01-17 15:00;3;1;2;0;0;0;19;6;13;1;0;1;7;1;6;10;5;5;6;3;3;7;3;4;11;0;0;5;8;6;2;17;4;13;4;2;2;13;7;6;12;9;3;13;7;6;0;0;0
17-01-17 16:00;7;5;2;0;0;0;36;10;26;1;1;0;16;3;13;14;4;10;5;3;2;13;4;9;9;1;3;16;1;1;0;18;8;10;1;1;0;27;20;7;22;16;6;30;18;12;0;0;0
17-01-17 17:00;3;2;1;0;0;0;44;15;29;1;1;0;13;4;9;14;0;14;3;1;2;13;6;7;19;1;0;7;5;3;2;16;3;13;4;0;4;21;14;7;19;15;4;18;13;5;0;0;0
17-01-17 18:00;4;2;2;0;0;0;23;5;18;0;0;0;12;4;8;13;5;8;4;2;2;6;1;5;8;0;0;8;5;2;3;11;6;5;3;2;1;14;11;3;18;14;4;11;7;4;0;0;0
17-01-17 19:00;1;0;1;0;0;0;13;6;7;0;0;0;2;1;1;3;1;2;3;2;1;8;5;3;5;0;0;2;0;0;0;4;3;1;0;0;0;7;6;1;10;4;6;11;11;0;0;0;0
17-01-17 20:00;2;1;1;0;0;0;9;3;6;0;0;0;4;3;1;4;0;4;2;2;0;5;2;3;3;0;1;4;1;1;0;1;1;0;2;1;1;7;5;2;3;1;2;7;2;5;0;0;0
17-01-17 21:00;0;0;0;0;0;0;8;1;7;0;0;0;1;0;1;3;1;2;0;0;0;4;2;2;3;0;1;2;6;3;3;5;1;4;0;0;0;3;1;2;2;0;2;2;1;1;0;0;0
17-01-17 22:00;1;1;0;0;0;0;5;5;0;0;0;0;2;0;2;4;0;4;1;1;0;1;1;0;1;0;1;4;0;0;0;2;0;2;0;0;0;3;2;1;3;3;0;1;1;0;0;0;0
17-01-17 23:00;0;0;0;0;0;0;4;0;4;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;2;0;1;1;0;5;2;3;0;0;0
18-01-17 0:00;1;1;0;1;1;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;3;1;2;0;0;0;1;0;1;0;0;0
18-01-17 1:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;1;0;0;0;0;0;0
18-01-17 2:00;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18-01-17 3:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18-01-17 4:00;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18-01-17 5:00;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;0;2;0;2;1;0;0;2;0;0;0;3;1;2;1;0;1;2;2;0;0;0;0;3;1;2;0;0;0
18-01-17 6:00;0;0;0;0;0;0;10;8;2;0;0;0;0;0;0;3;3;0;0;0;0;2;1;1;7;0;1;9;1;1;0;6;3;3;4;3;1;7;5;2;2;2;0;3;2;1;0;0;0
18-01-17 7:00;7;0;7;0;0;0;42;39;3;2;2;0;7;4;3;9;8;1;1;1;0;5;2;3;10;1;0;5;5;5;0;16;11;5;3;2;1;16;10;6;13;11;2;20;6;14;0;0;0
18-01-17 8:00;8;4;4;0;0;0;54;38;16;1;1;0;8;7;1;10;8;2;4;1;3;9;4;5;13;1;2;6;10;10;0;13;10;3;3;2;1;22;12;10;18;15;3;25;15;10;1;0;1
18-01-17 9:00;2;1;1;0;0;0;22;10;12;0;0;0;3;3;0;8;4;4;3;2;1;8;3;5;8;0;0;2;3;2;1;4;3;1;0;0;0;20;14;6;11;11;0;11;6;5;0;0;0
18-01-17 10:00;3;2;1;0;0;0;16;5;11;0;0;0;0;0;0;3;1;2;0;0;0;5;1;4;0;0;1;3;6;5;1;8;7;1;0;0;0;6;3;3;11;7;4;3;3;0;0;0;0
18-01-17 11:00;2;0;2;0;0;0;11;5;6;0;0;0;3;1;2;5;2;3;1;1;0;11;4;7;7;0;1;3;4;4;0;5;3;2;4;3;1;15;9;6;12;10;2;5;3;2;0;0;0
18-01-17 12:00;1;1;0;0;0;0;9;4;5;0;0;0;1;0;1;3;2;1;0;0;0;4;2;2;4;3;1;2;11;11;0;3;2;1;1;0;1;6;3;3;13;11;2;1;0;1;0;0;0
18-01-17 13:00;0;0;0;0;0;0;10;6;4;1;1;0;3;1;2;7;4;3;1;0;1;14;6;8;7;1;0;1;8;8;0;10;3;7;2;0;2;13;6;7;10;7;3;3;3;0;0;0;0
18-01-17 14:00;1;0;1;0;0;0;13;6;7;0;0;0;1;1;0;4;2;2;1;1;0;13;4;9;3;0;0;5;8;4;4;10;6;4;4;3;1;19;11;8;5;5;0;8;6;2;0;0;0
18-01-17 15:00;7;5;2;0;0;0;17;4;13;1;1;0;7;1;6;10;4;6;4;3;1;5;2;3;5;0;0;8;8;7;1;4;2;2;4;1;3;12;4;8;13;11;2;8;4;4;0;0;0
18-01-17 16:00;2;1;1;0;0;0;36;10;26;0;0;0;13;1;12;11;5;6;3;3;0;14;4;10;22;3;0;9;10;10;0;16;10;6;2;2;0;33;22;11;17;8;9;27;19;8;0;0;0
18-01-17 17:00;7;5;2;1;0;1;39;13;26;0;0;0;11;3;8;7;1;6;5;2;3;7;2;5;13;0;0;6;8;8;0;17;4;13;5;2;3;32;18;14;11;9;2;16;13;3;0;0;0
18-01-17 18:00;7;4;3;0;0;0;20;9;11;0;0;0;9;2;7;9;5;4;4;3;1;12;9;3;12;1;2;6;8;6;2;11;3;8;0;0;0;19;14;5;14;6;8;14;10;4;0;0;0
18-01-17 19:00;3;1;2;0;0;0;13;8;5;0;0;0;5;0;5;3;1;2;3;2;1;8;1;7;9;0;2;2;9;9;0;7;2;5;0;0;0;14;10;4;8;8;0;9;6;3;0;0;0
18-01-17 20:00;2;0;2;0;0;0;13;6;7;0;0;0;0;0;0;6;0;6;3;2;1;5;2;3;5;0;0;3;5;5;0;1;1;0;1;0;1;11;8;3;0;0;0;10;1;9;0;0;0
18-01-17 21:00;1;1;0;0;0;0;8;4;4;0;0;0;2;0;2;4;1;3;0;0;0;4;2;2;3;0;0;1;8;8;0;1;0;1;0;0;0;6;4;2;0;0;0;3;0;3;0;0;0
18-01-17 22:00;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;1;0;1;1;0;1;5;2;3;2;0;0;3;0;0;0;1;0;1;1;1;0;4;3;1;1;0;1;3;0;3;0;0;0
18-01-17 23:00;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;1;0;1;2;1;1;0;0;0;2;4;4;0;1;1;0;0;0;0;1;1;0;1;1;0;1;0;1;0;0;0
19-01-17 0:00;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;2;2;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0
19-01-17 1:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19-01-17 2:00;2;2;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19-01-17 3:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19-01-17 4:00;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0
19-01-17 5:00;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;1;2;1;1;0;8;6;2;1;0;0;3;0;0;0;1;0;1;2;0;2;0;0;0;0;0;0;2;1;1;0;0;0
19-01-17 6:00;2;1;1;0;0;0;10;8;2;0;0;0;2;1;1;5;3;2;3;2;1;0;0;0;7;0;0;11;2;2;0;5;3;2;3;1;2;8;3;5;3;2;1;2;1;1;0;0;0
19-01-17 7:00;7;1;6;0;0;0;29;21;8;1;0;1;3;1;2;12;9;3;2;2;0;3;1;2;9;2;0;8;1;1;0;13;6;7;1;1;0;18;14;4;14;12;2;14;7;7;0;0;0
19-01-17 8:00;3;1;2;0;0;0;62;36;26;1;1;0;12;8;4;11;7;4;2;0;2;15;6;9;13;0;0;9;7;7;0;19;12;7;3;2;1;19;15;4;14;12;2;29;17;12;0;0;0
19-01-17 9:00;4;0;4;0;0;0;21;11;10;0;0;0;10;7;3;2;1;1;2;1;1;7;2;5;14;1;1;3;5;3;2;12;11;1;1;0;1;16;9;7;20;17;3;13;7;6;0;0;0
19-01-17 10:00;1;1;0;0;0;0;19;8;11;1;0;1;2;1;1;4;1;3;1;1;0;8;1;7;4;0;0;3;5;4;1;3;2;1;0;0;0;11;8;3;13;11;2;6;4;2;0;0;0
19-01-17 11:00;2;2;0;0;0;0;5;1;4;0;0;0;1;0;1;8;3;5;3;2;1;5;2;3;4;0;0;4;5;5;0;4;1;3;0;0;0;7;5;2;13;11;2;4;2;2;0;0;0
19-01-17 12:00;2;1;1;0;0;0;9;4;5;0;0;0;2;1;1;2;1;1;1;0;1;6;2;4;1;0;0;2;2;1;1;6;5;1;2;1;1;8;3;5;10;6;4;3;1;2;0;0;0
19-01-17 13:00;3;1;2;0;0;0;7;5;2;1;0;1;3;1;2;5;4;1;2;1;1;11;3;8;3;1;0;3;6;5;1;9;4;5;1;0;1;8;4;4;12;10;2;8;4;4;0;0;0
19-01-17 14:00;2;1;1;0;0;0;8;3;5;0;0;0;1;1;0;5;3;2;3;1;2;10;6;4;5;0;1;5;4;3;1;10;8;2;3;2;1;10;6;4;5;5;0;4;3;1;0;0;0
19-01-17 15:00;5;3;2;0;0;0;16;5;11;1;1;0;5;1;4;5;3;2;3;1;2;13;4;9;9;0;0;9;9;6;3;6;1;5;5;2;3;17;14;3;14;12;2;11;5;6;0;0;0
19-01-17 16:00;2;1;1;1;0;1;44;15;29;1;0;1;11;4;7;13;3;10;11;4;7;13;5;8;14;0;1;11;1;1;0;19;8;11;0;0;0;31;24;7;23;17;6;23;12;11;0;0;0
19-01-17 17:00;5;2;3;0;0;0;35;11;24;0;0;0;8;3;5;7;2;5;3;2;1;12;3;9;13;3;0;9;1;1;0;16;6;10;2;1;1;17;12;5;11;10;1;16;9;7;0;0;0
19-01-17 18:00;3;2;1;0;0;0;26;16;10;0;0;0;15;3;12;8;1;7;1;1;0;7;1;6;12;1;1;5;6;6;0;9;2;7;0;0;0;22;18;4;17;13;4;15;9;6;0;0;0
19-01-17 19:00;1;1;0;0;0;0;16;5;11;0;0;0;4;1;3;5;0;5;3;1;2;9;5;4;7;0;1;5;6;5;1;3;2;1;0;0;0;11;6;5;6;4;2;6;2;4;0;0;0
19-01-17 20:00;1;1;0;0;0;0;14;7;7;0;0;0;2;0;2;4;0;4;0;0;0;3;2;1;5;0;0;4;9;3;6;7;2;5;2;0;2;6;4;2;9;5;4;1;0;1;0;0;0
19-01-17 21:00;0;0;0;0;0;0;3;2;1;0;0;0;1;0;1;2;0;2;0;0;0;2;1;1;0;0;0;3;2;2;0;1;1;0;0;0;0;5;1;4;2;2;0;3;2;1;0;0;0
19-01-17 22:00;0;0;0;0;0;0;4;1;3;0;0;0;4;0;4;0;0;0;1;1;0;1;1;0;0;0;2;3;1;1;0;3;1;2;1;1;0;7;5;2;3;2;1;2;1;1;0;0;0
19-01-17 23:00;1;1;0;0;0;0;1;0;1;1;0;1;1;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;1;1;0;2;1;1;8;0;8;1;0;1;1;1;0;1;1;0;0;0;0
20-01-17 0:00;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0
20-01-17 1:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0
20-01-17 2:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20-01-17 3:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20-01-17 4:00;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20-01-17 5:00;2;1;1;0;0;0;5;2;3;0;0;0;1;1;0;0;0;0;1;1;0;4;2;2;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
20-01-17 6:00;2;1;1;0;0;0;4;3;1;0;0;0;1;1;0;4;2;2;0;0;0;0;0;0;4;2;0;6;2;2;0;8;6;2;1;1;0;4;2;2;3;3;0;1;0;1;1;0;1
20-01-17 7:00;5;0;5;0;0;0;33;26;7;0;0;0;4;3;1;10;9;1;2;2;0;0;0;0;6;1;0;5;3;3;0;6;6;0;0;0;0;12;6;6;10;9;1;18;11;7;0;0;0
20-01-17 8:00;1;1;0;0;0;0;47;30;17;1;1;0;6;3;3;14;9;5;5;0;5;8;3;5;5;0;0;3;5;5;0;14;9;5;4;3;1;17;13;4;15;11;4;17;8;9;0;0;0
20-01-17 9:00;3;2;1;0;0;0;25;12;13;1;1;0;6;6;0;2;0;2;4;2;2;9;4;5;6;0;0;4;9;8;1;9;5;4;0;0;0;15;10;5;8;8;0;6;3;3;0;0;0
20-01-17 10:00;0;0;0;0;0;0;8;2;6;0;0;0;2;1;1;6;4;2;1;0;1;6;4;2;1;2;0;2;3;3;0;1;1;0;0;0;0;7;2;5;13;10;3;5;4;1;0;0;0
20-01-17 11:00;2;2;0;0;0;0;3;1;2;0;0;0;3;1;2;1;1;0;4;2;2;8;2;6;1;0;0;1;5;4;1;4;2;2;2;1;1;8;5;3;6;5;1;3;2;1;0;0;0
20-01-17 12:00;0;0;0;0;0;0;10;7;3;0;0;0;4;3;1;1;0;1;2;1;1;6;1;5;2;1;0;2;3;2;1;3;2;1;0;0;0;16;12;4;13;12;1;3;2;1;0;0;0
20-01-17 13:00;0;0;0;0;0;0;6;3;3;1;1;0;2;0;2;7;3;4;2;1;1;6;3;3;0;2;0;5;3;2;1;1;1;0;4;0;4;11;8;3;18;13;5;2;0;2;0;0;0
20-01-17 14:00;3;2;1;0;0;0;10;4;6;0;0;0;3;1;2;6;4;2;2;0;2;6;3;3;1;0;1;3;3;3;0;6;3;3;4;1;3;14;11;3;15;7;8;3;3;0;0;0;0
20-01-17 15:00;2;1;1;0;0;0;25;10;15;0;0;0;7;2;5;7;4;3;3;2;1;9;3;6;9;1;1;1;2;1;1;9;2;7;4;2;2;14;11;3;17;14;3;11;5;6;0;0;0
20-01-17 16:00;3;1;2;0;0;0;23;4;19;1;0;1;4;0;4;13;5;8;4;1;3;11;5;6;5;0;0;9;4;2;2;12;1;11;4;2;2;32;24;8;26;13;13;16;9;7;0;0;0
20-01-17 17:00;3;2;1;0;0;0;34;12;22;0;0;0;6;1;5;11;2;9;7;5;2;8;4;4;8;0;0;2;2;2;0;7;2;5;0;0;0;14;6;8;11;8;3;13;9;4;0;0;0
20-01-17 18:00;2;1;1;0;0;0;23;11;12;1;0;1;4;2;2;5;0;5;4;4;0;6;2;4;1;0;0;1;1;1;0;6;3;3;1;0;1;13;12;1;11;7;4;9;5;4;0;0;0
20-01-17 19:00;0;0;0;0;0;0;10;6;4;0;0;0;2;1;1;6;2;4;1;0;1;6;3;3;2;1;0;4;1;1;0;7;5;2;0;0;0;6;4;2;3;2;1;4;1;3;0;0;0
20-01-17 20:00;2;2;0;0;0;0;6;3;3;0;0;0;4;0;4;5;0;5;0;0;0;2;1;1;1;0;0;2;2;2;0;1;0;1;0;0;0;7;7;0;4;3;1;1;0;1;0;0;0
20-01-17 21:00;0;0;0;0;0;0;2;2;0;0;0;0;3;1;2;4;1;3;0;0;0;0;0;0;1;0;0;0;2;2;0;3;0;3;1;1;0;1;1;0;0;0;0;3;0;3;0;0;0
20-01-17 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;2;1;1;2;0;0;1;2;2;0;1;1;0;0;0;0;5;3;2;2;2;0;1;1;0;0;0;0
20-01-17 23:00;0;0;0;0;0;0;2;2;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;2;2;0;1;0;1;0;0;0;3;1;2;0;0;0;1;1;0;0;0;0
21-01-17 0:00;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0
21-01-17 1:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0
21-01-17 2:00;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
21-01-17 3:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21-01-17 4:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21-01-17 5:00;2;1;1;0;0;0;2;1;1;0;0;0;0;0;0;2;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0
21-01-17 6:00;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;0;0;6;0;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;1;0;1;0;0;0
21-01-17 7:00;2;0;2;0;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;3;1;2;3;0;3;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0
