"","Data","startTyg","startM","al. Solidarności/Dworzec Wileński","al. Stanów Zjednoczonych N","al. Stanów Zjednoczonych S","Aleje Jerozolimskie/pl. Zawiszy N","Aleje Jerozolimskie/pl. Zawiszy S","Banacha/Żwirki i Wigury","Bazyliańska/Wysockiego","Belwederska","Czerniakowska E","Czerniakowska W","Jagiellońska","Marsa","Marszałkowska/Metro Świętokrzyska","NSR Most Gdański CPR","NSR Most Gdański DDR","NSR Solec CPR","NSR Solec DDR","Praska ścieżka rekreacyjna","Przyczółkowa/al. Wilanowska","Szaserów N","Szaserów S","Świętokrzyska/Emilii Plater N","Świętokrzyska/Emilii Plater S","Targowa/Dworzec Wileński","Wiertnicza","Wybrzeże Helskie/Starzyńskiego","Wysockiego","Żwirki i Wigury/1 Sierpnia","Żwirki i Wigury/Trojdena E","Żwirki i Wigury/Trojdena W"
"1",2014-08-13,2014-08-11,2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,102,6,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2014-08-14,2014-08-11,2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,576,114,81,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2014-08-15,2014-08-11,2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2585,861,553,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2014-08-16,2014-08-11,2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,484,134,80,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2014-08-17,2014-08-11,2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1138,273,120,617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2014-08-18,2014-08-18,2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,971,172,126,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2014-08-19,2014-08-18,2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1248,224,129,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2014-08-20,2014-08-18,2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1334,262,173,589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2014-08-21,2014-08-18,2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,731,100,78,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2014-08-22,2014-08-18,2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1130,207,249,458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",2014-08-23,2014-08-18,2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2039,447,600,1127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2014-08-24,2014-08-18,2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,136,31,48,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2014-08-25,2014-08-25,2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,983,135,292,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2014-08-26,2014-08-25,2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,192,16,98,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2014-08-27,2014-08-25,2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,604,37,247,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2014-08-28,2014-08-25,2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,618,90,262,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2014-08-29,2014-08-25,2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1267,193,460,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2014-08-30,2014-08-25,2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1583,411,500,835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2014-08-31,2014-08-25,2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2124,551,637,1165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2014-09-01,2014-09-01,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,648,37,228,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2014-09-02,2014-09-01,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,959,89,284,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2014-09-03,2014-09-01,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1181,154,436,481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2014-09-04,2014-09-01,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1278,210,455,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2014-09-05,2014-09-01,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1158,166,478,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2014-09-06,2014-09-01,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2357,618,692,1423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2014-09-07,2014-09-01,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2616,867,842,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2014-09-08,2014-09-08,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1013,100,368,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",2014-09-09,2014-09-08,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,828,69,285,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2014-09-10,2014-09-08,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1008,1619,363,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2014-09-11,2014-09-08,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,477,61,234,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2014-09-12,2014-09-08,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1276,191,459,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2014-09-13,2014-09-08,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2531,1075,1410,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2014-09-14,2014-09-08,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3122,933,1263,1624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",2014-09-15,2014-09-15,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,1102,154,454,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2014-09-16,2014-09-15,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579,498,123,484,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",2014-09-17,2014-09-15,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,776,339,126,442,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2014-09-18,2014-09-15,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,822,267,141,418,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",2014-09-19,2014-09-15,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579,450,127,370,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",2014-09-20,2014-09-15,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605,851,298,463,703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",2014-09-21,2014-09-15,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378,474,153,255,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2014-09-22,2014-09-22,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,277,34,177,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",2014-09-23,2014-09-22,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,217,20,135,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",2014-09-24,2014-09-22,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,548,76,264,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",2014-09-25,2014-09-22,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,398,53,237,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",2014-09-26,2014-09-22,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,506,74,249,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",2014-09-27,2014-09-22,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361,930,215,352,499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",2014-09-28,2014-09-22,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,688,1603,438,659,846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",2014-09-29,2014-09-29,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,662,93,365,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",2014-09-30,2014-09-29,2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,683,68,365,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",2014-10-01,2014-09-29,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,455,51,287,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",2014-10-02,2014-09-29,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,685,102,449,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",2014-10-03,2014-09-29,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,662,105,410,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",2014-10-04,2014-09-29,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417,1317,350,561,697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",2014-10-05,2014-09-29,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482,1303,384,632,802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",2014-10-06,2014-10-06,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,591,93,346,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",2014-10-07,2014-10-06,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,594,80,399,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",2014-10-08,2014-10-06,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,552,80,380,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",2014-10-09,2014-10-06,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,882,185,470,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",2014-10-10,2014-10-06,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,984,168,530,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",2014-10-11,2014-10-06,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,771,1628,493,860,854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",2014-10-12,2014-10-06,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,825,205,403,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",2014-10-13,2014-10-13,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,826,123,504,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",2014-10-14,2014-10-13,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,542,50,390,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",2014-10-15,2014-10-13,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,663,90,419,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",2014-10-16,2014-10-13,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,431,38,312,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",2014-10-17,2014-10-13,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,320,23,224,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",2014-10-18,2014-10-13,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,466,87,285,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",2014-10-19,2014-10-13,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,1484,362,682,777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",2014-10-20,2014-10-20,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,413,65,326,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",2014-10-21,2014-10-20,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,325,33,248,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",2014-10-22,2014-10-20,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,408,33,274,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2014-10-23,2014-10-20,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,200,32,187,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",2014-10-24,2014-10-20,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,279,40,225,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",2014-10-25,2014-10-20,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,221,23,115,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",2014-10-26,2014-10-20,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,384,48,186,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",2014-10-27,2014-10-27,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,374,50,237,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",2014-10-28,2014-10-27,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,457,46,310,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",2014-10-29,2014-10-27,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,444,44,291,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",2014-10-30,2014-10-27,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,388,43,271,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",2014-10-31,2014-10-27,2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,338,37,232,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",2014-11-01,2014-10-27,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,273,52,146,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",2014-11-02,2014-10-27,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,515,132,229,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",2014-11-03,2014-11-03,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,428,63,314,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",2014-11-04,2014-11-03,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,436,70,354,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",2014-11-05,2014-11-03,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,535,76,407,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",2014-11-06,2014-11-03,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,517,68,348,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",2014-11-07,2014-11-03,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,168,21,167,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",2014-11-08,2014-11-03,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,78,9,71,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",2014-11-09,2014-11-03,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,356,78,216,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",2014-11-10,2014-11-10,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,209,47,176,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",2014-11-11,2014-11-10,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,759,119,305,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",2014-11-12,2014-11-10,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,283,25,257,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",2014-11-13,2014-11-10,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,334,29,280,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",2014-11-14,2014-11-10,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,255,39,241,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",2014-11-15,2014-11-10,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,209,32,168,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",2014-11-16,2014-11-10,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,283,36,142,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",2014-11-17,2014-11-17,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,154,12,130,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",2014-11-18,2014-11-17,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,204,18,181,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",2014-11-19,2014-11-17,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,220,12,188,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",2014-11-20,2014-11-17,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,215,15,169,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",2014-11-21,2014-11-17,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,201,19,183,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",2014-11-22,2014-11-17,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,211,54,118,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2014-11-23,2014-11-17,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,429,98,195,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",2014-11-24,2014-11-24,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,241,23,182,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",2014-11-25,2014-11-24,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,153,9,126,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",2014-11-26,2014-11-24,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,232,15,153,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",2014-11-27,2014-11-24,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,201,21,166,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",2014-11-28,2014-11-24,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,167,13,125,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",2014-11-29,2014-11-24,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,102,10,66,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",2014-11-30,2014-11-24,2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,84,17,61,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",2014-12-01,2014-12-01,2014-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,114,7,111,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",2014-12-02,2014-12-01,2014-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,155,20,105,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",2014-12-03,2014-12-01,2014-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,127,10,141,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",2014-12-04,2014-12-01,2014-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,180,13,134,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",2014-12-05,2014-12-01,2014-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,164,15,126,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",2014-12-06,2014-12-01,2014-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,84,19,57,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",2014-12-07,2014-12-01,2014-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,122,28,81,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",2014-12-08,2014-12-08,2014-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,151,13,137,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",2014-12-09,2014-12-08,2014-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,211,18,162,24,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA
"120",2014-12-10,2014-12-08,2014-12-01,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,14,157,10,142,11,NA,NA,NA,NA,NA,NA,NA,273,31,NA,NA,NA
"121",2014-12-11,2014-12-08,2014-12-01,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,21,149,27,136,30,NA,NA,NA,NA,NA,NA,NA,289,34,NA,NA,NA
"122",2014-12-12,2014-12-08,2014-12-01,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,31,162,25,127,30,NA,NA,NA,NA,NA,NA,NA,286,30,NA,NA,NA
"123",2014-12-13,2014-12-08,2014-12-01,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,36,140,29,89,61,NA,NA,NA,NA,NA,NA,NA,247,16,NA,NA,NA
"124",2014-12-14,2014-12-08,2014-12-01,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,17,66,6,36,15,NA,NA,NA,NA,NA,NA,NA,91,4,NA,NA,NA
