"","Data","startTyg","startM","al. Solidarności/Dworzec Wileński","al. Stanów Zjednoczonych N","al. Stanów Zjednoczonych S","Aleje Jerozolimskie/pl. Zawiszy N","Aleje Jerozolimskie/pl. Zawiszy S","Banacha/Żwirki i Wigury","Bazyliańska/Wysockiego","Belwederska","Czerniakowska E","Czerniakowska W","Jagiellońska","Marsa","Marszałkowska/Metro Świętokrzyska","NSR Most Gdański CPR","NSR Most Gdański DDR","NSR Solec CPR","NSR Solec DDR","Praska ścieżka rekreacyjna","Przyczółkowa/al. Wilanowska","Szaserów N","Szaserów S","Świętokrzyska/Emilii Plater N","Świętokrzyska/Emilii Plater S","Targowa/Dworzec Wileński","Wiertnicza","Wybrzeże Helskie/Starzyńskiego","Wysockiego","Żwirki i Wigury/1 Sierpnia","Żwirki i Wigury/Trojdena E","Żwirki i Wigury/Trojdena W"
"345",2015-07-23,2015-07-20,2015-07-01,1534,NA,NA,NA,NA,3339,199,NA,NA,NA,NA,NA,NA,579,1609,857,1668,501,NA,NA,NA,NA,NA,1227,NA,2510,327,NA,NA,NA
"346",2015-07-24,2015-07-20,2015-07-01,1625,NA,NA,NA,NA,3543,263,NA,NA,NA,NA,NA,NA,691,2027,804,2283,642,NA,NA,NA,NA,NA,1309,NA,2757,413,NA,NA,NA
"347",2015-07-25,2015-07-20,2015-07-01,825,NA,NA,NA,NA,1441,157,NA,NA,NA,NA,NA,NA,679,1417,864,1346,589,NA,NA,NA,NA,NA,878,NA,1578,215,NA,NA,NA
"348",2015-07-26,2015-07-20,2015-07-01,823,NA,NA,NA,NA,1448,149,NA,NA,NA,NA,NA,NA,741,1579,901,1241,715,NA,NA,NA,NA,NA,788,NA,1588,222,NA,NA,NA
"349",2015-07-27,2015-07-27,2015-07-01,1441,NA,NA,NA,NA,3154,214,NA,NA,NA,NA,NA,NA,353,1419,430,1324,352,NA,NA,NA,NA,NA,1110,NA,2182,305,NA,NA,NA
"350",2015-07-28,2015-07-27,2015-07-01,1336,NA,NA,NA,NA,2912,189,NA,NA,NA,NA,NA,NA,290,1395,427,1216,259,NA,NA,NA,NA,NA,1036,NA,2044,262,NA,NA,NA
"351",2015-07-29,2015-07-27,2015-07-01,1586,NA,NA,NA,NA,3436,245,NA,NA,NA,NA,NA,NA,628,1902,778,1677,498,NA,NA,NA,NA,NA,1239,NA,2640,357,NA,NA,NA
"352",2015-07-30,2015-07-27,2015-07-01,1624,NA,NA,NA,NA,3398,205,NA,NA,NA,NA,NA,NA,497,1692,738,1620,467,NA,NA,NA,NA,NA,1160,NA,2513,314,NA,NA,NA
"353",2015-07-31,2015-07-27,2015-07-01,1460,NA,NA,NA,NA,2873,197,NA,NA,NA,NA,NA,NA,396,1396,546,1389,308,NA,NA,NA,NA,NA,1164,NA,2177,283,NA,NA,NA
"354",2015-08-01,2015-07-27,2015-08-01,1542,NA,NA,NA,NA,2209,246,NA,NA,NA,NA,NA,NA,1740,3158,1739,2532,1341,NA,NA,NA,NA,NA,1257,NA,3236,434,NA,NA,NA
"355",2015-08-02,2015-07-27,2015-08-01,1698,NA,NA,NA,NA,2708,312,NA,NA,NA,NA,NA,NA,2961,4775,2082,3433,1624,NA,NA,NA,NA,NA,1253,NA,4027,507,NA,NA,NA
"356",2015-08-03,2015-08-03,2015-08-01,1851,NA,NA,NA,NA,3803,250,NA,NA,NA,NA,NA,NA,1788,2091,1124,2249,725,NA,NA,NA,NA,NA,1344,NA,3039,397,NA,NA,NA
"357",2015-08-04,2015-08-03,2015-08-01,1954,NA,NA,NA,NA,NA,263,NA,NA,NA,NA,NA,NA,1682,2255,1216,2572,596,NA,NA,NA,NA,NA,1388,NA,3213,408,NA,NA,NA
"358",2015-08-05,2015-08-03,2015-08-01,1832,NA,NA,NA,NA,3859,273,NA,NA,NA,NA,NA,NA,1407,1949,1043,2280,485,NA,NA,NA,NA,NA,1324,NA,2965,447,NA,NA,NA
"359",2015-08-06,2015-08-03,2015-08-01,1692,NA,NA,NA,NA,3685,232,NA,NA,NA,NA,NA,NA,1297,1779,962,2118,543,NA,NA,NA,NA,NA,1231,NA,2809,348,NA,NA,NA
"360",2015-08-07,2015-08-03,2015-08-01,1472,NA,NA,NA,NA,3013,255,NA,NA,NA,NA,NA,NA,1030,1511,589,1772,453,NA,NA,NA,NA,NA,1120,NA,2402,348,NA,NA,NA
"361",2015-08-08,2015-08-03,2015-08-01,960,NA,NA,NA,NA,1478,156,NA,NA,NA,NA,NA,NA,1330,1605,883,1876,684,NA,NA,NA,NA,NA,899,NA,2029,224,NA,NA,NA
"362",2015-08-09,2015-08-03,2015-08-01,972,NA,NA,NA,NA,1544,177,NA,NA,NA,NA,NA,NA,1620,1830,1123,1674,782,NA,NA,NA,NA,NA,942,NA,1899,268,NA,NA,NA
"363",2015-08-10,2015-08-10,2015-08-01,1663,NA,NA,NA,NA,3598,257,NA,NA,NA,NA,NA,NA,1248,1749,862,1825,542,NA,NA,NA,NA,NA,1286,NA,2705,415,NA,NA,NA
"364",2015-08-11,2015-08-10,2015-08-01,1795,NA,NA,NA,NA,3928,288,NA,NA,NA,NA,NA,NA,1332,1874,868,2069,491,NA,NA,NA,NA,NA,1266,NA,2912,402,NA,NA,NA
"365",2015-08-12,2015-08-10,2015-08-01,1788,NA,NA,NA,NA,3715,255,NA,NA,NA,NA,NA,NA,1261,2069,813,2265,529,NA,NA,NA,NA,NA,1292,NA,2920,411,NA,NA,NA
"366",2015-08-13,2015-08-10,2015-08-01,1687,NA,NA,NA,NA,3411,228,NA,NA,NA,NA,NA,NA,1198,1754,830,1883,477,NA,NA,NA,NA,NA,1311,NA,2708,348,NA,NA,NA
"367",2015-08-14,2015-08-10,2015-08-01,1487,NA,NA,NA,NA,2638,229,NA,NA,NA,NA,NA,NA,1251,1731,817,1703,525,NA,NA,NA,NA,NA,1238,NA,2440,318,NA,NA,NA
"368",2015-08-15,2015-08-10,2015-08-01,1401,NA,NA,NA,NA,2107,213,NA,NA,NA,NA,NA,NA,2225,2919,1509,2588,1039,NA,NA,NA,NA,NA,944,NA,2662,330,NA,NA,NA
"369",2015-08-16,2015-08-10,2015-08-01,1156,NA,NA,NA,NA,1931,244,NA,NA,NA,NA,NA,NA,2203,2605,1375,2006,985,NA,NA,NA,NA,NA,1000,NA,2607,380,NA,NA,NA
"370",2015-08-17,2015-08-17,2015-08-01,1782,NA,NA,NA,NA,3355,257,NA,NA,NA,NA,NA,NA,1254,1987,794,1729,477,NA,NA,NA,NA,NA,1293,NA,2669,410,NA,NA,NA
"371",2015-08-18,2015-08-17,2015-08-01,1913,NA,NA,NA,NA,3957,325,NA,NA,NA,NA,NA,NA,1503,2146,1051,2187,716,NA,NA,NA,NA,NA,1432,NA,3074,479,NA,NA,NA
"372",2015-08-19,2015-08-17,2015-08-01,1864,NA,NA,NA,NA,4052,293,NA,NA,NA,NA,NA,NA,1398,2259,967,1931,674,NA,NA,NA,NA,NA,1405,NA,2991,446,NA,NA,NA
"373",2015-08-20,2015-08-17,2015-08-01,1790,NA,NA,NA,NA,3847,246,NA,NA,NA,NA,NA,NA,1374,1961,907,1969,624,NA,NA,NA,NA,NA,1421,NA,2921,406,NA,NA,NA
"374",2015-08-21,2015-08-17,2015-08-01,1654,NA,NA,NA,NA,3345,234,NA,NA,NA,NA,NA,NA,1282,1735,770,1732,479,NA,NA,NA,NA,NA,1290,NA,2525,350,NA,NA,NA
"375",2015-08-22,2015-08-17,2015-08-01,1184,NA,NA,NA,NA,1867,224,NA,NA,NA,NA,NA,NA,1855,2466,1324,1992,856,NA,NA,NA,NA,NA,1179,NA,2420,357,NA,NA,NA
"376",2015-08-23,2015-08-17,2015-08-01,1531,NA,NA,NA,NA,2549,257,NA,NA,NA,NA,NA,NA,2661,3635,1860,2802,1401,NA,NA,NA,NA,NA,1371,NA,3369,461,NA,NA,NA
"377",2015-08-24,2015-08-24,2015-08-01,1773,NA,NA,NA,NA,3809,314,NA,NA,NA,NA,NA,NA,1289,1760,839,1889,542,NA,NA,NA,NA,NA,1396,NA,2865,404,NA,NA,NA
"378",2015-08-25,2015-08-24,2015-08-01,1114,NA,NA,NA,NA,2382,143,NA,NA,NA,NA,NA,NA,375,770,332,920,136,NA,NA,NA,NA,NA,862,NA,1641,238,NA,NA,NA
"379",2015-08-26,2015-08-24,2015-08-01,1852,NA,NA,NA,NA,3920,289,NA,NA,NA,NA,NA,NA,1398,1949,1065,1996,607,NA,NA,NA,NA,NA,1397,NA,2894,450,NA,NA,NA
"380",2015-08-27,2015-08-24,2015-08-01,1836,NA,NA,NA,NA,4022,317,NA,NA,NA,NA,NA,NA,1308,1911,977,2096,477,NA,NA,NA,NA,NA,1392,NA,3005,436,NA,NA,NA
"381",2015-08-28,2015-08-24,2015-08-01,1589,NA,NA,NA,NA,3271,263,NA,NA,NA,NA,NA,NA,929,1519,667,1630,382,NA,NA,NA,NA,NA,1310,NA,2632,367,NA,NA,NA
"382",2015-08-29,2015-08-24,2015-08-01,1449,NA,NA,NA,NA,2289,264,NA,NA,NA,NA,NA,NA,2366,3066,1680,2535,1177,NA,NA,NA,NA,NA,1245,NA,3147,403,NA,NA,NA
"383",2015-08-30,2015-08-24,2015-08-01,1630,NA,NA,NA,NA,2573,273,NA,NA,NA,NA,NA,NA,2879,3695,1898,2737,1555,NA,NA,NA,NA,NA,1395,NA,3556,501,NA,NA,NA
"384",2015-08-31,2015-08-31,2015-08-01,1812,NA,NA,NA,NA,3919,260,NA,NA,NA,NA,NA,NA,1086,1653,934,1828,437,NA,NA,NA,NA,NA,1389,NA,2868,453,NA,NA,NA
"385",2015-09-01,2015-08-31,2015-09-01,1910,NA,NA,NA,NA,4072,233,NA,NA,NA,NA,NA,NA,1066,1825,978,2075,457,NA,NA,NA,NA,NA,1396,NA,2943,431,NA,NA,NA
"386",2015-09-02,2015-08-31,2015-09-01,1532,NA,NA,NA,NA,3254,175,NA,NA,NA,NA,NA,NA,556,1063,455,1240,210,NA,NA,NA,NA,NA,1127,NA,2120,324,NA,NA,NA
"387",2015-09-03,2015-08-31,2015-09-01,1680,NA,NA,NA,NA,3558,231,NA,NA,NA,NA,NA,NA,923,1476,674,1506,334,NA,NA,NA,NA,NA,1281,NA,2624,420,NA,NA,NA
"388",2015-09-04,2015-08-31,2015-09-01,870,NA,NA,NA,NA,1725,114,NA,NA,NA,NA,NA,NA,378,661,263,740,118,NA,NA,NA,NA,NA,782,NA,1266,196,NA,NA,NA
"389",2015-09-05,2015-08-31,2015-09-01,1253,NA,NA,NA,NA,2113,178,NA,NA,NA,NA,NA,NA,1747,2330,1159,1949,891,NA,NA,NA,NA,NA,1213,NA,2471,329,NA,NA,NA
"390",2015-09-06,2015-08-31,2015-09-01,671,NA,NA,NA,NA,1086,103,NA,NA,NA,NA,NA,NA,809,1063,510,885,456,NA,NA,NA,NA,NA,613,NA,1186,178,NA,NA,NA
"391",2015-09-07,2015-09-07,2015-09-01,413,NA,NA,NA,NA,875,39,NA,NA,NA,NA,NA,NA,86,214,60,270,13,NA,NA,NA,NA,NA,361,NA,583,58,NA,NA,NA
"392",2015-09-08,2015-09-07,2015-09-01,693,NA,NA,NA,NA,1728,95,NA,NA,NA,NA,NA,NA,257,535,175,572,82,NA,NA,NA,NA,NA,546,NA,1052,134,NA,NA,NA
"393",2015-09-09,2015-09-07,2015-09-01,1090,NA,NA,NA,NA,2353,112,NA,NA,NA,NA,NA,NA,564,1003,321,1054,246,NA,NA,NA,NA,NA,952,NA,1638,242,NA,NA,NA
"394",2015-09-10,2015-09-07,2015-09-01,1345,NA,NA,NA,NA,2942,184,NA,NA,NA,NA,NA,NA,718,1459,464,1318,324,NA,NA,NA,NA,NA,1014,NA,2015,297,NA,NA,NA
"395",2015-09-11,2015-09-07,2015-09-01,1198,NA,NA,NA,NA,2719,134,NA,NA,NA,NA,NA,NA,496,1170,351,1151,242,NA,NA,NA,NA,NA,980,NA,1816,246,NA,NA,NA
"396",2015-09-12,2015-09-07,2015-09-01,368,NA,NA,NA,NA,483,43,NA,NA,NA,NA,NA,NA,171,395,155,327,90,NA,NA,NA,NA,NA,390,NA,474,72,NA,NA,NA
"397",2015-09-13,2015-09-07,2015-09-01,795,NA,NA,NA,NA,1514,124,NA,NA,NA,NA,NA,NA,1431,2007,854,1140,692,NA,NA,NA,NA,NA,650,NA,1643,265,NA,NA,NA
"398",2015-09-14,2015-09-14,2015-09-01,1141,NA,NA,NA,NA,2688,153,NA,NA,NA,NA,NA,NA,552,1001,327,1063,211,NA,NA,NA,NA,NA,917,NA,1789,254,NA,NA,NA
"399",2015-09-15,2015-09-14,2015-09-01,1362,NA,NA,NA,NA,3202,233,NA,NA,NA,NA,NA,NA,959,1338,603,1404,322,NA,NA,NA,NA,NA,1097,NA,2158,343,NA,NA,NA
"400",2015-09-16,2015-09-14,2015-09-01,1531,NA,NA,NA,NA,3330,241,NA,NA,NA,NA,NA,NA,1054,1503,669,1568,367,NA,NA,NA,NA,NA,1224,NA,2393,355,NA,NA,NA
"401",2015-09-17,2015-09-14,2015-09-01,1799,NA,NA,NA,NA,3651,295,NA,NA,NA,NA,NA,NA,1341,1699,829,1693,523,NA,NA,NA,NA,NA,1342,NA,2828,426,NA,NA,NA
"402",2015-09-18,2015-09-14,2015-09-01,1243,NA,NA,NA,NA,2666,179,NA,NA,NA,NA,NA,NA,620,1048,381,1101,262,NA,NA,NA,NA,NA,977,NA,1906,257,NA,NA,NA
"403",2015-09-19,2015-09-14,2015-09-01,1256,NA,NA,NA,NA,2079,249,NA,NA,NA,NA,NA,NA,1886,2576,1145,1781,964,NA,NA,NA,NA,NA,1458,NA,2520,351,NA,NA,NA
"404",2015-09-20,2015-09-14,2015-09-01,832,NA,NA,NA,NA,1441,119,NA,NA,NA,NA,NA,NA,1106,1428,699,1071,678,NA,NA,NA,NA,NA,885,NA,1533,225,NA,NA,NA
"405",2015-09-21,2015-09-21,2015-09-01,994,NA,NA,NA,NA,2196,134,NA,NA,NA,NA,NA,NA,331,740,221,818,103,NA,NA,NA,NA,NA,811,NA,1494,217,NA,NA,NA
"406",2015-09-22,2015-09-21,2015-09-01,1078,NA,NA,NA,NA,2543,197,NA,NA,NA,NA,NA,NA,630,1063,348,987,231,NA,NA,NA,NA,NA,845,NA,1787,315,NA,NA,NA
"407",2015-09-23,2015-09-21,2015-09-01,1224,NA,NA,NA,NA,2926,218,NA,NA,NA,NA,NA,NA,833,1222,474,1249,289,NA,NA,NA,NA,NA,1032,NA,2034,330,NA,NA,NA
"408",2015-09-24,2015-09-21,2015-09-01,1311,NA,NA,NA,NA,2914,234,NA,NA,NA,NA,NA,NA,902,1323,486,1252,252,NA,NA,NA,NA,NA,1075,NA,2125,328,NA,NA,NA
"409",2015-09-25,2015-09-21,2015-09-01,1073,NA,NA,NA,NA,2263,168,NA,NA,NA,NA,NA,NA,486,986,294,984,159,NA,NA,NA,NA,NA,885,NA,1607,262,NA,NA,NA
"410",2015-09-26,2015-09-21,2015-09-01,277,NA,NA,NA,NA,370,54,NA,NA,NA,NA,NA,NA,150,235,60,189,51,NA,NA,NA,NA,NA,296,NA,385,70,NA,NA,NA
"411",2015-09-27,2015-09-21,2015-09-01,770,NA,NA,NA,NA,1312,163,NA,NA,NA,NA,NA,NA,1068,1672,615,1096,598,NA,NA,NA,NA,NA,748,NA,1665,267,NA,NA,NA
"412",2015-09-28,2015-09-28,2015-09-01,1029,NA,NA,NA,NA,2481,154,NA,NA,NA,NA,NA,NA,462,844,218,940,133,NA,NA,NA,NA,NA,781,NA,1469,241,NA,NA,NA
"413",2015-09-29,2015-09-28,2015-09-01,966,NA,NA,NA,NA,2548,168,NA,NA,NA,NA,NA,NA,396,843,262,896,148,NA,NA,NA,NA,NA,798,NA,1536,234,NA,NA,NA
"414",2015-09-30,2015-09-28,2015-09-01,1068,NA,NA,NA,NA,2467,146,NA,NA,NA,NA,NA,NA,513,890,321,938,178,NA,NA,NA,NA,NA,831,NA,1564,229,NA,NA,NA
"415",2015-10-01,2015-09-28,2015-10-01,1011,NA,NA,NA,NA,2486,174,NA,NA,NA,NA,NA,0,481,942,317,903,162,NA,NA,NA,0,0,814,NA,1577,238,NA,NA,NA
"416",2015-10-02,2015-09-28,2015-10-01,982,NA,NA,NA,NA,2412,148,NA,NA,NA,NA,NA,0,470,904,248,912,194,NA,NA,NA,0,0,818,NA,1495,227,NA,NA,NA
"417",2015-10-03,2015-09-28,2015-10-01,910,NA,NA,NA,NA,1670,170,NA,NA,NA,NA,NA,0,1481,1704,883,1093,838,NA,NA,NA,0,0,899,NA,1818,281,NA,NA,NA
"418",2015-10-04,2015-09-28,2015-10-01,1096,NA,NA,NA,NA,2098,206,NA,NA,NA,NA,NA,0,1968,2483,1170,1661,1176,NA,NA,NA,0,0,968,NA,2294,335,NA,NA,NA
"419",2015-10-05,2015-10-05,2015-10-01,1169,NA,NA,NA,NA,2972,192,NA,NA,NA,NA,NA,0,718,1139,401,1075,214,NA,NA,NA,0,0,864,NA,1716,286,NA,NA,NA
"420",2015-10-06,2015-10-05,2015-10-01,1008,NA,NA,NA,NA,2516,167,NA,NA,NA,NA,NA,0,368,831,255,770,134,NA,NA,NA,0,0,818,NA,1391,226,NA,NA,NA
"421",2015-10-07,2015-10-05,2015-10-01,761,NA,NA,NA,NA,2276,119,NA,NA,NA,NA,NA,0,286,682,169,709,112,NA,NA,NA,0,0,629,NA,1168,167,NA,NA,NA
"422",2015-10-08,2015-10-05,2015-10-01,728,NA,NA,NA,NA,2094,109,NA,NA,NA,NA,NA,0,264,659,164,626,107,NA,NA,NA,0,0,608,NA,1069,145,NA,NA,NA
"423",2015-10-09,2015-10-05,2015-10-01,667,NA,NA,NA,NA,1867,80,NA,NA,NA,NA,NA,0,254,576,165,537,84,NA,NA,NA,0,0,583,NA,908,146,NA,NA,NA
"424",2015-10-10,2015-10-05,2015-10-01,397,NA,NA,NA,NA,740,86,NA,NA,NA,NA,NA,0,443,542,214,356,218,NA,NA,NA,0,0,399,NA,664,102,NA,NA,NA
"425",2015-10-11,2015-10-05,2015-10-01,327,NA,NA,NA,NA,577,62,NA,NA,NA,NA,NA,0,330,462,167,331,231,NA,NA,NA,0,0,317,NA,496,76,NA,NA,NA
"426",2015-10-12,2015-10-12,2015-10-01,486,NA,NA,NA,NA,1344,52,NA,NA,NA,NA,NA,0,110,315,72,339,23,NA,NA,NA,0,0,398,NA,642,77,NA,NA,NA
"427",2015-10-13,2015-10-12,2015-10-01,344,NA,NA,NA,NA,1010,39,NA,NA,NA,NA,NA,0,53,210,42,253,12,NA,NA,NA,0,0,259,NA,435,54,NA,NA,NA
"428",2015-10-14,2015-10-12,2015-10-01,507,NA,NA,NA,NA,1525,71,NA,NA,NA,NA,NA,0,265,509,140,498,49,NA,NA,NA,0,0,411,NA,743,129,NA,NA,NA
"429",2015-10-15,2015-10-12,2015-10-01,486,NA,NA,NA,NA,1413,69,NA,NA,NA,NA,NA,0,154,363,95,416,41,NA,NA,NA,0,0,389,NA,735,93,NA,NA,NA
"430",2015-10-16,2015-10-12,2015-10-01,404,NA,NA,NA,NA,1276,61,NA,NA,NA,NA,NA,0,199,419,110,384,50,NA,NA,NA,0,0,400,NA,694,104,NA,NA,NA
"431",2015-10-17,2015-10-12,2015-10-01,133,NA,NA,NA,NA,234,18,NA,NA,NA,NA,NA,0,39,71,21,88,9,NA,NA,NA,0,0,157,NA,134,25,NA,NA,NA
"432",2015-10-18,2015-10-12,2015-10-01,62,NA,NA,NA,NA,149,4,NA,NA,NA,NA,NA,0,29,57,13,41,5,NA,NA,NA,0,0,76,NA,75,13,NA,NA,NA
"433",2015-10-19,2015-10-19,2015-10-01,528,NA,NA,NA,NA,1562,80,NA,NA,NA,NA,NA,0,260,504,152,466,75,NA,NA,NA,0,0,429,NA,786,126,NA,NA,NA
"434",2015-10-20,2015-10-19,2015-10-01,547,NA,NA,NA,NA,1480,75,NA,NA,NA,NA,NA,0,215,497,163,429,68,NA,NA,NA,0,0,426,NA,740,107,NA,NA,NA
"435",2015-10-21,2015-10-19,2015-10-01,319,NA,NA,NA,NA,1094,37,NA,NA,NA,NA,NA,0,87,283,63,253,19,NA,NA,NA,0,0,257,NA,459,47,NA,NA,NA
"436",2015-10-22,2015-10-19,2015-10-01,529,NA,NA,NA,NA,1495,90,NA,NA,NA,NA,NA,0,248,497,159,436,54,NA,NA,NA,0,0,431,NA,759,111,NA,NA,NA
"437",2015-10-23,2015-10-19,2015-10-01,450,NA,NA,NA,NA,1218,65,NA,NA,NA,NA,NA,0,172,383,99,368,44,NA,NA,NA,0,0,400,NA,601,91,NA,NA,NA
"438",2015-10-24,2015-10-19,2015-10-01,305,NA,NA,NA,NA,627,49,NA,NA,NA,NA,NA,0,328,461,162,340,232,NA,NA,NA,0,0,370,NA,612,82,NA,NA,NA
"439",2015-10-25,2015-10-19,2015-10-01,272,NA,NA,NA,NA,593,48,NA,NA,NA,NA,NA,0,360,453,194,335,225,NA,NA,NA,0,0,310,NA,536,66,NA,NA,NA
"440",2015-10-26,2015-10-26,2015-10-01,548,NA,NA,NA,NA,1584,73,NA,NA,NA,NA,NA,0,246,530,168,506,92,NA,NA,NA,0,0,447,NA,835,113,NA,NA,NA
"441",2015-10-27,2015-10-26,2015-10-01,570,NA,NA,NA,NA,1735,85,NA,NA,NA,NA,NA,0,263,583,191,527,65,NA,NA,NA,0,0,471,NA,907,135,NA,NA,NA
"442",2015-10-28,2015-10-26,2015-10-01,545,NA,NA,NA,NA,1694,69,NA,NA,NA,NA,NA,0,276,559,202,513,90,NA,NA,NA,566,641,439,NA,896,114,NA,NA,NA
"443",2015-10-29,2015-10-26,2015-10-01,507,NA,NA,NA,NA,1575,80,NA,NA,NA,NA,NA,312,197,523,157,488,75,NA,NA,NA,1008,831,412,NA,786,106,NA,NA,NA
"444",2015-10-30,2015-10-26,2015-10-01,551,NA,NA,NA,NA,1670,94,NA,NA,NA,NA,NA,434,342,582,188,496,99,NA,NA,NA,1087,866,488,NA,932,134,NA,NA,NA
"445",2015-10-31,2015-10-26,2015-10-01,340,NA,NA,NA,NA,662,64,NA,NA,NA,NA,NA,173,443,612,222,411,278,NA,NA,NA,480,318,374,NA,712,105,NA,NA,NA
"446",2015-11-01,2015-10-26,2015-11-01,246,NA,NA,NA,NA,584,46,NA,NA,NA,NA,NA,168,547,703,273,404,356,NA,NA,NA,493,298,298,NA,775,74,NA,NA,NA
"447",2015-11-02,2015-11-02,2015-11-01,532,NA,NA,NA,NA,1537,63,NA,NA,NA,NA,NA,346,242,503,233,386,89,NA,NA,NA,997,857,436,NA,857,148,NA,NA,NA
"448",2015-11-03,2015-11-02,2015-11-01,521,NA,NA,NA,NA,1776,53,NA,NA,NA,NA,NA,444,287,575,424,277,93,NA,NA,NA,1060,818,454,NA,881,129,NA,NA,NA
"449",2015-11-04,2015-11-02,2015-11-01,490,NA,NA,NA,NA,1562,49,NA,NA,NA,NA,NA,454,289,500,408,233,84,NA,NA,NA,984,836,415,NA,756,117,NA,NA,NA
"450",2015-11-05,2015-11-02,2015-11-01,442,NA,NA,NA,NA,1402,60,NA,NA,NA,NA,NA,421,179,388,287,236,24,NA,NA,NA,893,712,379,NA,674,89,NA,NA,NA
"451",2015-11-06,2015-11-02,2015-11-01,377,NA,NA,NA,NA,1207,72,NA,NA,NA,NA,NA,348,149,360,263,201,42,NA,NA,NA,805,621,312,NA,578,94,NA,NA,NA
"452",2015-11-07,2015-11-02,2015-11-01,166,NA,NA,NA,NA,401,24,NA,NA,NA,NA,NA,159,104,181,92,137,57,NA,NA,NA,352,234,166,NA,288,36,NA,NA,NA
"453",2015-11-08,2015-11-02,2015-11-01,213,NA,NA,NA,NA,467,33,NA,NA,NA,NA,NA,172,294,364,212,185,175,NA,NA,NA,375,268,236,NA,420,47,NA,NA,NA
"454",2015-11-09,2015-11-09,2015-11-01,348,NA,NA,NA,NA,1129,63,NA,NA,NA,NA,NA,338,130,298,160,196,21,NA,NA,NA,710,574,290,NA,512,77,NA,NA,NA
"455",2015-11-10,2015-11-09,2015-11-01,280,NA,NA,NA,NA,903,25,NA,NA,NA,NA,NA,293,59,178,93,141,10,NA,NA,NA,596,436,236,NA,331,48,NA,NA,NA
"456",2015-11-11,2015-11-09,2015-11-01,176,NA,NA,NA,NA,498,24,NA,NA,NA,NA,NA,230,321,403,179,176,184,NA,NA,NA,511,283,190,NA,414,49,NA,NA,NA
"457",2015-11-12,2015-11-09,2015-11-01,374,NA,NA,NA,NA,1149,59,NA,NA,NA,NA,NA,420,147,369,197,223,41,NA,NA,NA,809,596,353,NA,574,66,NA,NA,NA
"458",2015-11-13,2015-11-09,2015-11-01,416,NA,NA,NA,NA,1255,71,NA,NA,NA,NA,NA,404,224,454,194,313,58,NA,NA,NA,838,672,341,NA,571,86,NA,NA,NA
"459",2015-11-14,2015-11-09,2015-11-01,195,NA,NA,NA,NA,392,22,NA,NA,NA,NA,NA,140,132,225,82,163,97,NA,NA,NA,331,214,214,NA,305,45,NA,NA,NA
"460",2015-11-15,2015-11-09,2015-11-01,121,NA,NA,NA,NA,245,17,NA,NA,NA,NA,NA,80,116,201,53,118,117,NA,NA,NA,169,137,104,NA,222,22,NA,NA,NA
"461",2015-11-16,2015-11-16,2015-11-01,451,NA,NA,NA,NA,1281,67,NA,NA,NA,NA,NA,345,203,422,183,325,44,NA,NA,NA,797,628,337,NA,645,98,NA,NA,NA
"462",2015-11-17,2015-11-16,2015-11-01,338,NA,NA,NA,NA,1050,42,NA,NA,NA,NA,NA,292,82,263,104,189,9,NA,NA,NA,591,520,256,NA,428,60,NA,NA,NA
"463",2015-11-18,2015-11-16,2015-11-01,209,NA,NA,NA,NA,742,17,NA,NA,NA,NA,NA,209,46,153,63,128,3,NA,NA,NA,438,358,166,NA,250,28,NA,NA,NA
"464",2015-11-19,2015-11-16,2015-11-01,325,NA,NA,NA,NA,1050,26,NA,NA,NA,NA,NA,301,110,281,110,199,17,NA,NA,NA,636,445,266,NA,376,51,NA,NA,NA
"465",2015-11-20,2015-11-16,2015-11-01,327,NA,NA,NA,NA,973,41,NA,NA,NA,NA,NA,344,146,315,123,222,23,NA,NA,NA,614,520,285,NA,424,68,NA,NA,NA
"466",2015-11-21,2015-11-16,2015-11-01,161,NA,NA,NA,NA,371,28,NA,NA,NA,NA,NA,132,119,234,76,136,51,NA,NA,NA,285,203,163,NA,229,38,NA,NA,NA
"467",2015-11-22,2015-11-16,2015-11-01,177,NA,NA,NA,NA,389,33,NA,NA,NA,NA,NA,116,222,306,131,203,130,NA,NA,NA,256,177,180,NA,299,38,NA,NA,NA
"468",2015-11-23,2015-11-23,2015-11-01,391,NA,NA,NA,NA,1160,53,NA,NA,NA,NA,NA,311,169,312,147,258,33,NA,NA,NA,711,576,291,NA,503,72,NA,NA,NA
"469",2015-11-24,2015-11-23,2015-11-01,363,NA,NA,NA,NA,1113,39,NA,NA,NA,NA,NA,290,116,289,147,250,29,NA,NA,NA,650,513,242,NA,460,61,NA,NA,NA
"470",2015-11-25,2015-11-23,2015-11-01,348,NA,NA,NA,NA,1051,35,NA,NA,NA,NA,NA,265,146,305,116,237,33,NA,NA,NA,674,493,234,NA,447,55,NA,NA,NA
"471",2015-11-26,2015-11-23,2015-11-01,318,NA,NA,NA,NA,998,38,NA,NA,NA,NA,NA,273,126,256,134,203,38,NA,NA,NA,638,437,253,NA,398,58,NA,NA,NA
"472",2015-11-27,2015-11-23,2015-11-01,281,NA,NA,NA,NA,863,47,NA,NA,NA,NA,NA,281,88,248,123,195,28,NA,NA,NA,530,456,256,NA,379,60,NA,NA,NA
