"","Data","startTyg","Bora-Komorowskiego","Bulwary","Dworzec Główny","Klimeckiego","Kopernika","Kotlarska","Mogilska","Monte Cassino","Nowohucka","Smoleńsk","Tyniecka","Wadowicka","Wielicka"
"643",2017-01-10,2017-01-09,NA,10,NA,NA,NA,224,387,NA,NA,NA,NA,38,95
"644",2017-01-09,2017-01-09,NA,4,NA,NA,NA,198,326,NA,NA,NA,NA,31,92
"645",2017-01-08,2017-01-02,NA,0,NA,NA,NA,41,86,NA,NA,NA,NA,1,18
"646",2017-01-07,2017-01-02,NA,0,NA,NA,NA,27,55,NA,NA,NA,NA,12,24
"647",2017-01-06,2017-01-02,NA,0,NA,NA,NA,50,60,NA,NA,NA,NA,24,14
"648",2017-01-05,2017-01-02,NA,1,NA,NA,NA,230,369,NA,NA,NA,NA,43,103
"649",2017-01-04,2017-01-02,NA,0,NA,NA,NA,246,411,NA,NA,NA,NA,73,96
"650",2017-01-03,2017-01-02,NA,136,NA,NA,NA,262,414,NA,NA,NA,NA,74,92
"651",2017-01-02,2017-01-02,NA,262,NA,NA,NA,315,495,NA,NA,NA,NA,149,136
"652",2017-01-01,2016-12-26,NA,201,NA,NA,NA,80,172,NA,NA,NA,NA,74,50
"653",2016-12-31,2016-12-26,NA,134,NA,NA,NA,119,210,NA,NA,NA,NA,65,76
"654",2016-12-30,2016-12-26,NA,262,NA,NA,NA,284,495,NA,NA,NA,NA,143,134
"655",2016-12-29,2016-12-26,NA,284,NA,NA,NA,303,552,NA,NA,NA,NA,172,141
"656",2016-12-28,2016-12-26,NA,258,NA,NA,NA,316,525,NA,NA,NA,NA,142,116
"657",2016-12-27,2016-12-26,NA,130,NA,NA,NA,165,317,NA,NA,NA,NA,125,81
"658",2016-12-26,2016-12-26,NA,82,NA,NA,NA,47,93,NA,NA,NA,NA,37,28
"659",2016-12-25,2016-12-19,NA,39,NA,NA,NA,15,43,NA,NA,NA,NA,8,14
"660",2016-12-24,2016-12-19,NA,51,NA,NA,NA,50,95,NA,NA,NA,NA,44,40
"661",2016-12-23,2016-12-19,NA,199,NA,NA,NA,302,456,NA,NA,NA,NA,146,125
"662",2016-12-22,2016-12-19,NA,283,NA,NA,NA,417,702,NA,NA,NA,NA,251,178
"663",2016-12-21,2016-12-19,NA,303,NA,NA,NA,493,759,NA,NA,NA,NA,260,209
"664",2016-12-20,2016-12-19,NA,372,NA,NA,NA,501,788,NA,NA,NA,NA,231,227
"665",2016-12-19,2016-12-19,NA,319,NA,NA,NA,396,738,NA,NA,NA,NA,233,181
"666",2016-12-18,2016-12-12,NA,104,NA,NA,NA,96,193,NA,NA,NA,NA,71,51
"667",2016-12-17,2016-12-12,NA,206,NA,NA,NA,153,338,NA,NA,NA,NA,88,106
"668",2016-12-16,2016-12-12,NA,345,NA,NA,NA,429,755,NA,NA,NA,NA,182,190
"669",2016-12-15,2016-12-12,NA,278,NA,NA,NA,403,705,NA,NA,NA,NA,208,184
"670",2016-12-14,2016-12-12,NA,286,NA,NA,NA,413,697,NA,NA,NA,NA,186,169
"671",2016-12-13,2016-12-12,NA,336,NA,NA,NA,439,788,NA,NA,NA,NA,204,184
"672",2016-12-12,2016-12-12,NA,249,NA,NA,NA,361,612,NA,NA,NA,NA,127,162
"673",2016-12-11,2016-12-05,NA,178,NA,NA,NA,113,231,NA,NA,NA,NA,36,69
"674",2016-12-10,2016-12-05,NA,256,NA,NA,NA,199,385,NA,NA,NA,NA,94,134
"675",2016-12-09,2016-12-05,NA,400,NA,NA,NA,498,812,NA,NA,NA,NA,291,227
"676",2016-12-08,2016-12-05,NA,436,NA,NA,NA,530,839,NA,NA,NA,NA,304,206
"677",2016-12-07,2016-12-05,NA,405,NA,NA,NA,513,803,NA,NA,NA,NA,237,204
"678",2016-12-06,2016-12-05,NA,361,NA,NA,NA,482,757,NA,NA,NA,NA,235,215
"679",2016-12-05,2016-12-05,NA,382,NA,NA,NA,475,734,NA,NA,NA,NA,272,185
"680",2016-12-04,2016-11-28,NA,251,NA,NA,NA,183,291,NA,NA,NA,NA,93,78
"681",2016-12-03,2016-11-28,NA,185,NA,NA,NA,165,298,NA,NA,NA,NA,72,55
"682",2016-12-02,2016-11-28,NA,278,NA,NA,NA,375,553,NA,NA,NA,NA,185,138
"683",2016-12-01,2016-11-28,NA,233,NA,NA,NA,311,494,NA,NA,NA,NA,172,122
"684",2016-11-30,2016-11-28,NA,370,NA,NA,NA,467,821,NA,NA,NA,NA,252,199
"685",2016-11-29,2016-11-28,NA,336,NA,NA,NA,497,801,NA,NA,NA,NA,219,194
"686",2016-11-28,2016-11-28,NA,357,NA,NA,NA,493,804,NA,NA,NA,NA,155,204
"687",2016-11-27,2016-11-21,NA,127,NA,NA,NA,102,246,NA,NA,NA,NA,117,58
"688",2016-11-26,2016-11-21,NA,259,NA,NA,NA,265,385,NA,NA,NA,NA,107,109
"689",2016-11-25,2016-11-21,NA,454,NA,NA,NA,551,906,NA,NA,NA,NA,158,222
"690",2016-11-24,2016-11-21,NA,701,NA,NA,NA,787,1270,NA,NA,NA,NA,255,358
"691",2016-11-23,2016-11-21,NA,972,NA,NA,NA,996,1555,NA,NA,NA,NA,319,440
"692",2016-11-22,2016-11-21,NA,1132,NA,NA,NA,1039,1626,NA,NA,NA,NA,386,502
"693",2016-11-21,2016-11-21,NA,1002,NA,NA,NA,953,1501,NA,NA,NA,NA,382,479
"694",2016-11-20,2016-11-14,NA,539,NA,NA,NA,285,549,NA,NA,NA,NA,212,182
"695",2016-11-19,2016-11-14,NA,328,NA,NA,NA,232,438,NA,NA,NA,NA,206,151
"696",2016-11-18,2016-11-14,NA,421,NA,NA,NA,560,907,NA,NA,NA,NA,212,329
