"Data","temp_min","temp_avg","temp_max","deszcz","snieg"
2017-10-20,7.7,11.9,16,0,0
2017-10-21,10.6,11.6,13,5.8,0
2017-10-22,7.6,8.8,11.6,1.7,0
2017-10-23,6.5,7.6,8.9,1,0
2017-10-24,4.9,5.7,6.5,0.1,0
2017-10-25,4.8,6.9,8.8,4.9,0
2017-10-26,8.8,11.4,13.5,0,0
2017-10-27,8.3,9.7,11.5,1.5,0
2017-10-28,5.6,7.5,9.1,9.8,0
2017-10-29,4.2,6.6,8.9,12,0
2017-10-30,3.1,4,6.2,0,0
2017-10-31,0.2,3.1,6.1,0.1,0
2017-11-01,3.3,7,8.3,4.3,0
2017-11-02,7.6,9.6,10.1,7.4,0
2017-11-03,8.2,9,10.8,0.1,0
2017-11-04,7.5,8.6,11.6,0,0
2017-11-05,4.6,7.8,12.6,0,0
2017-11-06,6.1,9.4,13.3,0,0
2017-11-07,7.4,8.3,9.7,0,0
2017-11-08,4.1,5.1,7.7,0,0
2017-11-09,4.6,5.7,6.6,0,0
2017-11-10,5.3,7.1,9.1,4.3,0
2017-11-11,2.7,5.2,7.1,1.5,0
2017-11-12,1.4,3.6,5.3,0.6,0
2017-11-13,1.5,2.7,3.1,1.5,0
2017-11-14,2.2,3.7,4.6,0,0
2017-11-15,2.9,5.5,7.5,0,0
2017-11-16,3.4,5.3,6.9,0,0
2017-11-17,2.2,4.8,7,0.1,0
2017-11-18,2,3.3,5.9,0.5,0
2017-11-19,2.5,3.8,5.5,0,0.9
2017-11-20,0.3,2.2,3.9,0,4
2017-11-21,-1.9,0.6,3.4,0,0
2017-11-22,-0.3,1.8,2.5,0,1.3
2017-11-23,2.5,5.4,9.3,0,0
2017-11-24,1.2,6.2,10.4,0.3,0
2017-11-25,5.4,8.2,10.5,0.6,0
2017-11-26,3.2,4.1,8.9,0,0
2017-11-27,-2.6,1,4,0,0
2017-11-28,-1,1.6,3.8,0,0
2017-11-29,0.3,1.3,2.9,0,5.3
2017-11-30,0,0.4,0.9,0,12.4
2017-12-01,0,0.9,1.4,0,0.1
2017-12-02,1.1,1.4,2.4,0,0
2017-12-03,0.2,0.5,1.4,0,0.5
2017-12-04,-2.2,0.3,1.7,0,0.5
2017-12-05,0.2,2.4,4.1,0,2.9
2017-12-06,4.1,5.6,6.3,3.3,0
2017-12-07,2,4.5,6.2,0,0
2017-12-08,0.9,3.8,5.7,0,0
2017-12-09,-1.1,0.5,4.8,0,0
2017-12-10,-1.2,0.8,2.7,0,0.4
2017-12-11,-1.1,3.4,5.9,0.4,0
2017-12-12,3.3,7.4,11,0,0
2017-12-13,-0.6,1.5,5.4,0,0
2017-12-14,-2,1.4,5.2,0,0.9
2017-12-15,-0.5,2,3,0,2.3
2017-12-16,0.6,1.2,3.8,0,0
2017-12-17,-1,0.9,3.1,0,0
2017-12-18,-1.8,-0.8,0.6,0,0
2017-12-19,-3.3,-2.2,-1.2,0,0.2
2017-12-20,-3.5,-0.6,0.6,0,0.7
2017-12-21,-1.7,0.1,1.9,0,0.7
2017-12-22,1.8,3.3,4.3,0,0
2017-12-23,0.8,3.4,5.6,0,8.5
2017-12-24,5.6,8.4,9.3,3.7,0
2017-12-25,7.8,8.4,9.1,0.1,0
2017-12-26,0.8,4.6,8,0,0
2017-12-27,-2.2,2.9,5.7,0,0
2017-12-28,4.4,6.8,8.9,0.2,0
2017-12-29,0.4,1.9,7.6,0,3.8
2017-12-30,-2.9,-0.1,2.6,0,3.7
2017-12-31,-0.6,3.6,5.3,0.1,0
2018-01-01,2.8,7.5,9.6,0,0
2018-01-02,-1.4,1.2,6.9,0,0
2018-01-03,2,3.3,5.4,2.4,0
2018-01-04,2.1,5.7,8,0.2,0
2018-01-05,3.2,6.1,8.9,0.2,0
2018-01-06,3.3,5.4,9.1,0,0
2018-01-07,-0.1,1.8,4.2,0,0
2018-01-08,-6.7,-3,0.7,0,0
2018-01-09,-6.9,-2.1,1.7,0,0
2018-01-10,-0.3,0.1,1.5,0,0
2018-01-11,-1.5,0.3,1.7,0,0.2
2018-01-12,-2.4,-1.6,0.1,0,0
2018-01-13,-3.6,-2.5,-0.8,0,0
2018-01-14,-6.5,-5.5,-3.2,0,0
2018-01-15,-6.7,-6.2,-5,0,0
2018-01-16,-8.7,-5.2,-2.5,0,3.9
2018-01-17,-3.2,0.3,2.3,0,0.8
2018-01-18,-0.1,1,2.8,0,9.2
2018-01-19,-0.2,0.8,1.7,0,0.8
2018-01-20,-0.3,0.2,1.3,0,1
2018-01-21,-2.8,-1.4,0.5,0,0
2018-01-22,-5,-4,-1.1,0,0
2018-01-23,-7,-4.9,-3.4,0,0
2018-01-24,-5.7,-0.5,3,0.8,0
2018-01-25,1.7,4.1,6.6,0,0
2018-01-26,-0.6,1.1,5.1,0,0
2018-01-27,-2.8,1.3,2.9,0.5,0
2018-01-28,1.5,4.1,6.3,2,0
2018-01-29,6,8.1,10.1,6.7,0
2018-01-30,3.1,4.8,9.5,0,0
2018-01-31,0.5,3.6,6.1,1.1,0
2018-02-01,2.8,4.2,5.3,0,5.1
2018-02-02,0.8,1.6,4.7,0,0
2018-02-03,-2.6,-0.5,1.9,0,0
2018-02-04,-2.6,-0.8,0.9,0,0.2
2018-02-05,-6.6,-3.5,-0.2,0,0.1
2018-02-06,-6.3,-4.9,-2.1,0,0
2018-02-07,-9.4,-4.5,0.5,0,0.9
2018-02-08,-2.5,-1.6,-0.4,0,0
2018-02-09,-3.7,-3,-1.4,0,0
2018-02-10,-4.7,-3.6,-2,0,0
2018-02-11,-5,-2.1,0,0,0
2018-02-12,-1.7,-0.2,2.1,0,0
2018-02-13,-4.9,-0.3,3.1,0,0
2018-02-14,-0.9,-0.3,1.2,0,0.4
2018-02-15,-4.2,-2.9,-0.6,0,0
2018-02-16,-2.7,-0.2,2,0,0.1
2018-02-17,-0.6,0.8,2.1,0,0
2018-02-18,-1.7,0.1,2.2,0,0
2018-02-19,-1.6,0.3,2.1,0,0
2018-02-20,-5.6,-1,2.8,0,0
2018-02-21,-5.3,-2.7,0.6,0,0
2018-02-22,-8.4,-5.8,-2.3,0,0
2018-02-23,-8.2,-6.1,-2.2,0,0.3
2018-02-24,-10.2,-7.6,-5.4,0,0.1
2018-02-25,-15.2,-10.9,-7.6,0,0
2018-02-26,-11.7,-11,-9.7,0,0
2018-02-27,-15.3,-11.8,-8.5,0,0
2018-02-28,-13.5,-11,-6.8,0,0
2018-01-01,2.8,7.5,9.6,0,0
2018-01-02,-1.4,1.2,6.9,0,0
2018-01-03,2,3.3,5.4,2.4,0
2018-01-04,2.1,5.7,8,0.2,0
2018-01-05,3.2,6.1,8.9,0.2,0
2018-01-06,3.3,5.4,9.1,0,0
2018-01-07,-0.1,1.8,4.2,0,0
2018-01-08,-6.7,-3,0.7,0,0
2018-01-09,-6.9,-2.1,1.7,0,0
2018-01-10,-0.3,0.1,1.5,0,0
2018-01-11,-1.5,0.3,1.7,0,0.2
2018-01-12,-2.4,-1.6,0.1,0,0
2018-01-13,-3.6,-2.5,-0.8,0,0
2018-01-14,-6.5,-5.5,-3.2,0,0
2018-01-15,-6.7,-6.2,-5,0,0
2018-01-16,-8.7,-5.2,-2.5,0,3.9
2018-01-17,-3.2,0.3,2.3,0,0.8
2018-01-18,-0.1,1,2.8,0,9.2
2018-01-19,-0.2,0.8,1.7,0,0.8
2018-01-20,-0.3,0.2,1.3,0,1
2018-01-21,-2.8,-1.4,0.5,0,0
2018-01-22,-5,-4,-1.1,0,0
2018-01-23,-7,-4.9,-3.4,0,0
2018-01-24,-5.7,-0.5,3,0.8,0
2018-01-25,1.7,4.1,6.6,0,0
2018-01-26,-0.6,1.1,5.1,0,0
2018-01-27,-2.8,1.3,2.9,0.5,0
2018-01-28,1.5,4.1,6.3,2,0
2018-01-29,6,8.1,10.1,6.7,0
2018-01-30,3.1,4.8,9.5,0,0
2018-01-31,0.5,3.6,6.1,1.1,0
2018-02-01,2.8,4.2,5.3,0,5.1
2018-02-02,0.8,1.6,4.7,0,0
2018-02-03,-2.6,-0.5,1.9,0,0
2018-02-04,-2.6,-0.8,0.9,0,0.2
2018-02-05,-6.6,-3.5,-0.2,0,0.1
2018-02-06,-6.3,-4.9,-2.1,0,0
2018-02-07,-9.4,-4.5,0.5,0,0.9
2018-02-08,-2.5,-1.6,-0.4,0,0
2018-02-09,-3.7,-3,-1.4,0,0
2018-02-10,-4.7,-3.6,-2,0,0
2018-02-11,-5,-2.1,0,0,0
2018-02-12,-1.7,-0.2,2.1,0,0
2018-02-13,-4.9,-0.3,3.1,0,0
2018-02-14,-0.9,-0.3,1.2,0,0.4
2018-02-15,-4.2,-2.9,-0.6,0,0
2018-02-16,-2.7,-0.2,2,0,0.1
2018-02-17,-0.6,0.8,2.1,0,0
2018-02-18,-1.7,0.1,2.2,0,0
2018-02-19,-1.6,0.3,2.1,0,0
2018-02-20,-5.6,-1,2.8,0,0
2018-02-21,-5.3,-2.7,0.6,0,0
2018-02-22,-8.4,-5.8,-2.3,0,0
2018-02-23,-8.2,-6.1,-2.2,0,0.3
2018-02-24,-10.2,-7.6,-5.4,0,0.1
2018-02-25,-15.2,-10.9,-7.6,0,0
2018-02-26,-11.7,-11,-9.7,0,0
2018-02-27,-15.3,-11.8,-8.5,0,0
2018-02-28,-13.5,-11,-6.8,0,0
2018-03-01,-14.7,-11.5,-8.5,0,0
2018-03-02,-15.2,-11.6,-7.2,0,0.1
2018-03-03,-12.8,-9.6,-6.3,0,0.1
2018-03-04,-13.3,-7.2,-0.2,0,0
2018-03-05,-9.6,-2.3,4,0,0
2018-03-06,-2,1.4,6.5,0,0.8
2018-03-07,0.6,2.1,4,0.2,0
2018-03-08,0.3,4.5,9.3,0,0
2018-03-09,-0.2,3.7,8.7,0,0.8
2018-03-10,-2.6,4.6,9.5,0,0
2018-03-11,4.6,9.3,15.4,0,0
2018-03-12,4.8,10.3,15.4,0,0
2018-03-13,8.5,10.6,13.8,0,0
2018-03-14,3.8,6.3,10.5,0.3,0
2018-03-15,0.2,0.8,3.8,0,0
2018-03-16,-3.4,-1.8,0.2,0,1.8
2018-03-17,-6.8,-5.1,-2.8,0,0
2018-03-18,-8.2,-5.1,-1,0,0
2018-03-19,-7.1,-3.4,0.8,0,0
2018-03-20,-5.3,-1.4,1.9,0,0
2018-03-21,-4.8,-0.8,3.4,0,0
2018-03-22,-3.1,1.3,6.4,0,0
2018-03-23,-1.6,1.6,3.8,0,0.1
2018-03-24,0.6,3.4,7.5,0,0
2018-03-25,-2.2,3.9,11.4,0,0
2018-03-26,-3,4.1,9.8,0.1,0
2018-03-27,0.4,1.8,7,0,0
2018-03-28,-0.4,1.8,4.5,0,1.6
2018-03-29,0.3,2.4,5.7,0,5
2018-03-30,1.2,6.4,11.4,0,0
2018-03-31,0.4,6.5,11.2,8.4,0
