"","Data","temp_min","temp_avg","temp_max"
"963","2017-03-16",3.1,5.1,9.9
"964","2017-03-17",-2.3,5,11.7
"965","2017-03-18",1.5,4,7.7
"966","2017-03-19",2.1,3.7,6.4
"967","2017-03-20",0.2,5.1,10.5
"968","2017-03-21",7.9,10.6,13.3
"969","2017-03-22",4.5,6.6,10.8
"970","2017-03-23",0.8,5.9,10.9
"971","2017-03-24",4.1,7.1,12.2
"972","2017-03-25",-0.8,4.3,9.1
"973","2017-03-26",1.1,4.6,9.6
"974","2017-03-27",4.3,10.1,16.4
"975","2017-03-28",6.7,10.7,16
"976","2017-03-29",2.9,10,17.3
"977","2017-03-30",5.8,7.7,10.2
"978","2017-03-31",7.7,14.2,20.6
"979","2017-04-01",7.7,14.2,22.6
"980","2017-04-02",7.2,15.5,24.3
"981","2017-04-03",6.8,16.2,18.8
"982","2017-04-04",7.1,11.8,19.4
"983","2017-04-05",6.3,13.4,20.4
"984","2017-04-06",3.5,13.3,12.5
"985","2017-04-07",2.1,5.8,8
"986","2017-04-08",5.3,5.5,13.9
"987","2017-04-09",1.2,9.3,11.6
"988","2017-04-10",1.8,8.2,21.1
"989","2017-04-11",5.6,13,17.3
"990","2017-04-12",2.2,7.1,8
"991","2017-04-13",5.8,6,11.1
"992","2017-04-14",4.4,7.7,9.7
"993","2017-04-15",5.3,6.7,11.4
"994","2017-04-16",2.6,8.3,9
"995","2017-04-17",-2.7,3.3,8.4
"996","2017-04-18",0.1,3.1,5.4
"997","2017-04-19",0.7,4.1,8.2
"998","2017-04-20",1.7,3.5,6.9
"999","2017-04-21",-2.6,6,10.1
"1000","2017-04-22",5.4,7,10.1
"1001","2017-04-23",1.6,4.8,10.2
"1002","2017-04-24",1.5,5.8,9.9
"1003","2017-04-25",4.8,11.1,18.6
"1004","2017-04-26",4.7,5.5,11.1
"1005","2017-04-27",3,4.9,6.8
"1006","2017-04-28",4.6,5.2,6.6
"1007","2017-04-29",3.7,7,12
"1008","2017-04-30",4,7,10.1
"1009","2017-05-01",5.4,7,13.9
"1010","2017-05-02",4.4,9.7,12.3
"1011","2017-05-03",5.8,8.4,11.1
"1012","2017-05-04",9.8,8.5,17.1
"1013","2017-05-05",11.1,12.5,20.8
"1014","2017-05-06",14.2,15.9,24.3
"1015","2017-05-07",9.6,17.5,16.8
"1016","2017-05-08",6,12.2,10.2
"1017","2017-05-09",0.9,7.1,8.5
"1018","2017-05-10",-2.2,4.2,11.3
"1019","2017-05-11",5.8,5.6,12.1
"1020","2017-05-12",4.1,7.9,18.6
"1021","2017-05-13",8.6,12.1,21
"1022","2017-05-14",8,15,21.8
"1023","2017-05-15",8.9,15.4,20.2
"1024","2017-05-16",12,16.4,21.1
"1025","2017-05-17",8.5,16.2,22.1
"1026","2017-05-18",10.8,18.3,24.2
"1027","2017-05-19",12,19.5,25.4
"1028","2017-05-20",12.7,20.4,27.1
"1029","2017-05-21",13.6,16.9,22.9
"1030","2017-05-22",9.5,16.6,21.8
"1031","2017-05-23",12.8,18.1,23.5
"1032","2017-05-24",10.4,13.7,19.2
"1033","2017-05-25",10.1,15.5,21
"1034","2017-05-26",10.2,15.5,21.2
"1035","2017-05-27",10.7,16.8,21.9
"1036","2017-05-28",9.4,19.4,26.4
"1037","2017-05-29",13.9,21.5,27
"1038","2017-05-30",14.1,20.6,26.1
"1039","2017-05-31",18.7,20.1,22.7
"1040","2017-06-01",11,14.0333333333333,20.4
"1041","2017-06-02",9.5,16.2,21.6
"1042","2017-06-03",7.9,14.8,20.6
"1043","2017-06-04",11.1,19.3,27.2
"1044","2017-06-05",14.3,17.4,21.8
"1045","2017-06-06",12.1,19.3,25
"1046","2017-06-07",14,18,21.4
"1047","2017-06-08",7.8,16.3,21.4
"1048","2017-06-09",10.4,18.9,25.1
"1049","2017-06-10",12.8,19.3,26.8
"1050","2017-06-11",14.8,19.1,23.7
"1051","2017-06-12",13.9,18.1,26.2
"1052","2017-06-13",14.5,16.3,19
"1053","2017-06-14",12.8,15.7,20.6
"1054","2017-06-15",10.1,17.5,22.8
"1055","2017-06-16",10.4,17.8,23.9
"1056","2017-06-17",12.4,16.5,20.7
"1057","2017-06-18",11.9,18.9,24.1
"1058","2017-06-19",14.9,22.4,28.5
"1059","2017-06-20",16.5,23.9,30.5
"1060","2017-06-21",11.8,17.1,24.2
"1061","2017-06-22",11.6,18.8,24.9
"1062","2017-06-23",15.9,19.1,23
"1063","2017-06-24",16,19.1,22.6
"1064","2017-06-25",17.1,22,26.8
"1065","2017-06-26",16.9,18.6,25.7
"1066","2017-06-27",9.6,18.6,25
"1067","2017-06-28",16.3,20.8,27.9
"1068","2017-06-29",17.7,22.4,28.8
"1069","2017-06-30",16,18.6,23.9
