"","Data","startTyg","Bora-Komorowskiego","Bulwary","Dworzec Główny","Klimeckiego","Kopernika","Kotlarska","Mogilska","Monte Cassino","Nowohucka","Smoleńsk","Tyniecka","Wadowicka","Wielicka","temp_max","temp_min","temp_avg","deszcz","snieg","Rodzaj_opadu","Jaki_dzien","Wolne"
"613",2018-07-23,2018-07-23,1381,2694,1753,2182,3531,3360,4156,2480,1025,1011,2177,2153,1495,27.8,15.8,22,0,0,"s","roboczy",FALSE
"614",2018-07-24,2018-07-23,1639,3260,2055,2533,3913,3893,4533,2941,1153,1090,2684,2381,1595,28.5,13.9,22.9,0,0,"s","roboczy",FALSE
"615",2018-07-25,2018-07-23,1489,2911,1833,2395,3604,3674,4229,2619,1078,998,2174,1658,1492,28.5,14.7,22,0,0,"s","roboczy",FALSE
"616",2018-07-26,2018-07-23,1198,2240,1547,1889,3256,3015,3755,2081,829,879,1555,1727,1290,26.8,15.9,20.8,0,0,"s","roboczy",FALSE
"617",2018-07-27,2018-07-23,1256,2494,1545,1859,3024,2783,3635,2077,863,931,1828,2226,1305,27.8,17.3,22.2,0,0,"s","roboczy",FALSE
"618",2018-07-28,2018-07-23,787,2387,745,1702,1610,1790,1933,1633,733,598,2760,959,887,30.5,16.5,23.8,0,0,"s","weekend",TRUE
"619",2018-07-29,2018-07-23,587,1789,488,989,1325,1125,1491,1225,455,416,2068,434,667,29.2,17.9,21.6,35.8,0,"d","weekend",TRUE
"620",2018-07-30,2018-07-30,1111,1931,1437,1704,2767,2722,3389,1968,734,832,1356,1232,1281,27.9,16.2,21.1,3,0,"d","roboczy",FALSE
"621",2018-07-31,2018-07-30,1235,2455,1612,1959,3219,3138,3894,2342,948,897,1918,1443,1463,27.8,16.4,22,0.5,0,"d","roboczy",FALSE
"622",2018-08-01,2018-07-30,1179,2342,1595,2091,3216,3247,3796,2180,923,941,1828,1308,1400,29.1,18.4,23.1,5.2,0,"d","roboczy",FALSE
"623",2018-08-02,2018-07-30,1351,2695,1710,2316,3266,3419,3856,2438,980,989,2098,1485,1500,30.4,18.9,24.4,0,0,"s","roboczy",FALSE
"624",2018-08-03,2018-07-30,1211,2506,1577,2124,3031,2995,3674,2239,924,864,1903,1317,1400,29.3,17.9,23.7,0,0,"s","roboczy",FALSE
"625",2018-08-04,2018-07-30,735,2263,663,1733,1556,1751,1810,1554,652,721,2366,1062,986,31.2,16.2,23.9,0,0,"s","weekend",TRUE
"626",2018-08-05,2018-07-30,605,2012,596,1254,1461,1365,1554,1345,615,522,2548,1181,863,28.2,19.4,22.4,11.1,0,"d","weekend",TRUE
"627",2018-08-06,2018-08-06,1377,2807,1710,2257,3218,3310,3857,2487,982,1054,2262,1406,1559,25.6,16.4,20.7,0,0,"s","roboczy",FALSE
"628",2018-08-07,2018-08-06,1472,3173,1824,2496,3441,3622,4065,2767,1103,1084,2521,1868,1749,27.8,13.3,20.9,0,0,"s","roboczy",FALSE
"629",2018-08-08,2018-08-06,1529,2759,1777,2330,3486,3492,4118,2507,1040,1016,2156,1915,1605,28.6,15.3,22.6,0,0,"s","roboczy",FALSE
"630",2018-08-09,2018-08-06,1415,2614,1720,2291,3276,3341,3885,2425,999,1024,1849,2176,1562,32.8,18.7,25.4,0,0,"s","roboczy",FALSE
"631",2018-08-10,2018-08-06,1004,1505,1271,1417,2414,2250,2819,1615,665,773,1078,1404,1073,32.1,17.8,23.7,26.8,0,"d","roboczy",FALSE
"632",2018-08-11,2018-08-06,451,890,367,515,746,673,898,778,362,354,970,355,386,22.1,16.7,17.9,0,0,"s","weekend",TRUE
"633",2018-08-12,2018-08-06,1082,3890,792,1924,1934,2051,2283,2283,794,699,5463,652,1276,24.9,13.9,19.5,0,0,"s","weekend",TRUE
"634",2018-08-13,2018-08-13,1541,2548,1680,2170,3198,3123,3737,2456,1042,986,2011,1403,1488,30.3,12.7,22,0,0,"s","roboczy",FALSE
"635",2018-08-14,2018-08-13,1194,1816,1456,1622,2712,2503,3167,1964,691,848,1317,1830,1169,26.5,15.8,21.2,0.9,0,"d","roboczy",FALSE
"636",2018-08-15,2018-08-13,1148,3514,886,1749,2387,2181,2552,2190,762,767,4940,1124,1235,24.7,18,20.7,0,0,"s","roboczy",TRUE
"637",2018-08-16,2018-08-13,1520,2356,1619,1866,3067,2991,3721,2225,912,931,1882,1554,1374,25.1,14.8,20.1,0,0,"s","roboczy",FALSE
"638",2018-08-17,2018-08-13,1497,2442,1565,1896,2982,2795,3526,2254,883,959,1965,1430,1341,26.6,14.8,20.9,0,0,"s","roboczy",FALSE
"639",2018-08-18,2018-08-13,939,1933,650,1268,1517,1323,1838,1614,682,543,2532,1108,836,27.8,15.8,21.3,0,0,"s","weekend",TRUE
"640",2018-08-19,2018-08-13,959,2795,745,1677,1889,1734,2122,1812,647,550,3753,681,1099,28.9,15.2,21.7,0,0,"s","weekend",TRUE
"641",2018-08-20,2018-08-20,1632,2663,1792,2173,3448,3323,4059,2459,1089,1080,2118,1518,1565,30.5,15.4,23.1,0,0,"s","roboczy",FALSE
"642",2018-08-21,2018-08-20,1667,2675,1865,2364,3646,3616,4249,2694,1092,1038,2123,1637,1714,25.2,15.9,21,0,0,"s","roboczy",FALSE
"643",2018-08-22,2018-08-20,1754,3064,1894,2508,3804,3699,4315,2798,1085,1099,2575,1661,1715,25.2,16,20.2,0,0,"s","roboczy",FALSE
"644",2018-08-23,2018-08-20,1599,2976,1912,2442,3640,3512,4150,2859,1118,1086,2482,1633,1698,30.8,14.3,22.3,0,0,"s","roboczy",FALSE
"645",2018-08-24,2018-08-20,923,1635,1347,1447,2528,2389,2942,1729,636,752,1160,1083,1118,28.4,16.4,21.6,6.8,0,"d","roboczy",FALSE
"646",2018-08-25,2018-08-20,313,516,325,415,638,513,801,530,230,287,611,268,325,19.1,16.5,17.5,9.4,0,"d","weekend",TRUE
"647",2018-08-26,2018-08-20,138,247,161,199,356,288,423,283,110,161,251,821,174,17.3,12.5,13.7,8.9,0,"d","weekend",TRUE
"648",2018-08-27,2018-08-27,1241,2072,1553,1742,2893,2798,3488,1951,844,847,1615,1454,1331,19.1,8.9,13.7,0,0,"s","roboczy",FALSE
"649",2018-08-28,2018-08-27,1219,2114,1674,1874,3394,3023,3876,2221,914,996,1673,1693,1404,22.5,9,16.2,0,0,"s","roboczy",FALSE
"650",2018-08-29,2018-08-27,1430,2802,1841,2210,3511,3364,4205,2503,1023,1042,2327,1920,1610,22.4,10.6,16.8,0,0,"s","roboczy",FALSE
"651",2018-08-30,2018-08-27,1411,2770,1847,2321,3667,3441,4235,2607,1132,1054,2512,2419,1724,26.9,10.7,19.2,1.7,0,"d","roboczy",FALSE
"652",2018-08-31,2018-08-27,1043,1727,1376,1505,2798,2413,3211,1865,752,848,1441,1216,1220,22.6,16.2,18.3,0.1,0,"d","roboczy",FALSE
"653",2018-09-01,2018-08-27,846,2220,724,1211,1642,1503,1924,1690,662,637,2645,1039,904,25.2,14.9,19.7,0,0,"s","weekend",TRUE
"654",2018-09-02,2018-08-27,903,2662,770,1518,2047,1757,2174,1818,743,662,3580,1480,986,26.6,14.9,20.1,0,0,"s","weekend",TRUE
"655",2018-09-03,2018-09-03,1411,2499,1821,2189,3505,3361,4177,2430,1039,1070,1962,2074,1532,25,13,19.6,1.9,0,"d","roboczy",FALSE
"656",2018-09-04,2018-09-03,743,1270,1168,1372,2123,2161,2561,1515,581,817,978,1239,1031,22,15.6,18.3,11.6,0,"d","roboczy",FALSE
"657",2018-09-05,2018-09-03,924,1527,1401,1414,2593,2284,3020,1660,648,916,1182,1488,1095,23.3,15.2,18.6,0,0,"s","roboczy",FALSE
"658",2018-09-06,2018-09-03,1228,1951,1751,1733,3280,2872,3878,2149,894,1001,1594,1683,1372,22.6,11.2,16.3,0.5,0,"d","roboczy",FALSE
"659",2018-09-07,2018-09-03,1292,2224,1680,1806,3228,2905,3745,2135,1012,1044,1795,2527,1368,24.6,10.7,17.5,0,0,"s","roboczy",FALSE
"660",2018-09-08,2018-09-03,546,1037,556,637,1090,905,1384,952,667,461,1243,553,550,20.2,12.7,16.1,0,0,"s","weekend",TRUE
"661",2018-09-09,2018-09-03,1024,3331,743,1588,2016,1909,2304,2090,754,666,4532,1127,1122,22.6,9.9,15.8,0,0,"s","weekend",TRUE
"662",2018-09-10,2018-09-10,1328,2264,1863,1964,3404,3129,4046,2380,931,1014,1834,1993,1510,24.5,9.5,16.7,0,0,"s","roboczy",FALSE
"663",2018-09-11,2018-09-10,1267,2144,1870,1865,3413,3113,3919,2187,862,1066,1553,1837,1457,22.5,10.8,16.6,0,0,"s","roboczy",FALSE
"664",2018-09-12,2018-09-10,1489,2732,1951,2211,3677,3456,4302,2498,1056,1103,2288,1750,1603,29.2,11,19.4,0,0,"s","roboczy",FALSE
"665",2018-09-13,2018-09-10,1436,2399,1927,2173,3497,3254,4158,2394,934,1116,2063,2051,1561,28.1,12,19.7,0,0,"s","roboczy",FALSE
"666",2018-09-14,2018-09-10,823,1233,1284,1302,2335,1995,2646,1422,528,788,812,1024,973,20.6,14.7,17.2,9.2,0,"d","roboczy",FALSE
"667",2018-09-15,2018-09-10,351,902,336,478,729,638,837,728,301,368,910,626,363,20.8,15.8,17,1,0,"d","weekend",TRUE
"668",2018-09-16,2018-09-10,856,3382,717,1521,1818,1687,2051,1932,652,741,4440,871,1047,21.3,8.4,14.4,0,0,"s","weekend",TRUE
"669",2018-09-17,2018-09-17,1340,2444,1777,1903,3211,3018,3743,2197,885,1036,1700,2522,1446,25.3,7.9,16.5,0,0,"s","roboczy",FALSE
"670",2018-09-18,2018-09-17,1403,2731,1845,2110,3510,3408,4140,2374,918,1148,1994,2178,1552,26.3,11,18.2,0,0,"s","roboczy",FALSE
"671",2018-09-19,2018-09-17,1381,2880,1815,2099,3546,3429,4196,2497,966,1131,2133,1605,1523,26.7,10.3,17.9,0,0,"s","roboczy",FALSE
"672",2018-09-20,2018-09-17,1422,2871,1811,2122,3510,3427,4157,2582,999,1110,2151,1848,1535,27.7,10.2,18.1,0,0,"s","roboczy",FALSE
"673",2018-09-21,2018-09-17,1277,2702,1558,1850,3126,2905,3708,2128,897,1087,2127,1336,1477,27.3,9.9,18.2,5.8,0,"d","roboczy",FALSE
"674",2018-09-22,2018-09-17,323,627,318,362,579,554,703,508,198,368,631,286,326,19.6,11.7,13.2,0.1,0,"d","weekend",TRUE
"675",2018-09-23,2018-09-17,558,1392,407,577,1057,800,1144,953,281,434,1582,352,713,17.4,9.6,13.3,10,0,"d","weekend",TRUE
"676",2018-09-24,2018-09-24,395,646,727,622,1341,1177,1522,762,304,545,344,595,547,16.9,7.9,10.1,0.9,0,"d","roboczy",FALSE
"677",2018-09-25,2018-09-24,497,960,964,856,1661,1619,1952,1003,377,694,519,710,750,11.8,6,7.8,0.2,0,"d","roboczy",FALSE
"678",2018-09-26,2018-09-24,682,1488,1144,1148,2012,1914,2352,1333,486,812,903,899,859,14.9,1.7,8.7,0,0,"s","roboczy",FALSE
"679",2018-09-27,2018-09-24,746,1392,1202,1166,2202,1954,2500,1304,536,823,877,927,973,16.8,8.5,12.8,0,0,"s","roboczy",FALSE
"680",2018-09-28,2018-09-24,908,1907,1315,1339,2471,2169,2777,1584,621,894,1377,1082,1107,22,6.1,14,1.6,0,"d","roboczy",FALSE
"681",2018-09-29,2018-09-24,355,1052,484,519,944,796,1096,760,346,471,1035,413,511,15.2,6.3,9,0,0,"s","weekend",TRUE
"682",2018-09-30,2018-09-24,526,1789,479,734,1094,921,1170,1064,408,523,2137,468,633,15.5,-0.6,7,0,0,"s","weekend",TRUE
"683",2018-10-01,2018-10-01,773,1600,1301,1183,2426,2133,2722,1557,546,981,995,1123,996,NA,NA,NA,NA,NA,NA,"roboczy",FALSE
"684",2018-10-02,2018-10-01,348,586,577,484,1090,974,1226,622,253,478,330,479,462,NA,NA,NA,NA,NA,NA,"roboczy",FALSE
"685",2018-10-03,2018-10-01,492,889,854,672,1559,1307,1750,997,309,662,461,728,618,NA,NA,NA,NA,NA,NA,"roboczy",FALSE
"686",2018-10-04,2018-10-01,706,1304,1120,989,2112,1777,2445,1247,460,776,805,1103,855,NA,NA,NA,NA,NA,NA,"roboczy",FALSE
"687",2018-10-05,2018-10-01,771,1682,1187,1086,2226,1855,2516,1462,566,882,1242,1031,956,NA,NA,NA,NA,NA,NA,"roboczy",FALSE
"688",2018-10-06,2018-10-01,660,2344,628,849,1225,1261,1567,1390,512,630,2536,673,795,NA,NA,NA,NA,NA,NA,"weekend",TRUE
"689",2018-10-07,2018-10-01,540,1904,459,753,1167,1053,1345,999,447,507,2035,458,606,NA,NA,NA,NA,NA,NA,"weekend",TRUE
"690",2018-10-08,2018-10-08,732,1402,1272,1034,2427,1952,2670,1398,501,792,781,946,1029,NA,NA,NA,NA,NA,NA,"roboczy",FALSE
"691",2018-10-09,2018-10-08,897,1980,1321,1269,2731,2347,3106,1601,634,938,1235,1033,1219,NA,NA,NA,NA,NA,NA,"roboczy",FALSE
"692",2018-10-10,2018-10-08,994,2163,1430,1333,2729,2342,3167,1744,680,963,1328,1051,1239,NA,NA,NA,NA,NA,NA,"roboczy",FALSE
"693",2018-10-11,2018-10-08,881,1944,1391,1231,2596,2185,2903,1497,650,882,1128,1003,1138,NA,NA,NA,NA,NA,NA,"roboczy",FALSE
"694",2018-10-12,2018-10-08,854,2072,1269,1244,2515,2090,2772,1563,643,841,1346,1012,1123,NA,NA,NA,NA,NA,NA,"roboczy",FALSE
"695",2018-10-13,2018-10-08,657,2385,662,835,1364,1274,1654,1301,558,550,2389,500,778,NA,NA,NA,NA,NA,NA,"weekend",TRUE
"696",2018-10-14,2018-10-08,696,2214,586,961,1483,1483,1736,1408,518,451,3207,455,773,NA,NA,NA,NA,NA,NA,"weekend",TRUE
"697",2018-10-15,2018-10-15,867,2036,1448,1327,2647,2317,2994,1646,649,867,1312,1113,1208,NA,NA,NA,NA,NA,NA,"roboczy",FALSE
"698",2018-10-16,2018-10-15,936,2094,1435,1393,2975,2422,3116,1644,599,967,1333,1118,1239,NA,NA,NA,NA,NA,NA,"roboczy",FALSE
"699",2018-10-17,2018-10-15,905,1988,1404,1323,2751,2335,3091,1656,557,932,1221,1181,1166,NA,NA,NA,NA,NA,NA,"roboczy",FALSE
"700",2018-10-18,2018-10-15,805,1789,1350,1148,2521,2110,2774,1497,610,883,1068,967,1081,NA,NA,NA,NA,NA,NA,"roboczy",FALSE
"701",2018-10-19,2018-10-15,617,1271,1070,878,2005,1629,2163,1090,428,832,714,787,918,NA,NA,NA,NA,NA,NA,"roboczy",FALSE
"702",2018-10-20,2018-10-15,240,603,316,308,692,445,756,472,178,312,467,259,249,NA,NA,NA,NA,NA,NA,"weekend",TRUE
"703",2018-10-21,2018-10-15,138,414,198,186,461,338,528,347,87,273,348,134,207,NA,NA,NA,NA,NA,NA,"weekend",TRUE
"704",2018-10-22,2018-10-22,574,1189,1016,840,1900,1550,2101,1064,344,723,696,882,766,NA,NA,NA,NA,NA,NA,"roboczy",FALSE
"705",2018-10-23,2018-10-22,367,733,740,577,1397,1122,1494,766,256,565,366,719,594,NA,NA,NA,NA,NA,NA,"roboczy",FALSE
"706",2018-10-24,2018-10-22,324,681,652,515,1243,1059,1336,664,209,580,375,583,471,NA,NA,NA,NA,NA,NA,"roboczy",FALSE
"707",2018-10-25,2018-10-22,238,478,595,402,1042,856,1127,557,173,461,289,525,422,NA,NA,NA,NA,NA,NA,"roboczy",FALSE
"708",2018-10-26,2018-10-22,428,955,772,597,1479,1246,1619,837,293,659,539,771,641,NA,NA,NA,NA,NA,NA,"roboczy",FALSE
"709",2018-10-27,2018-10-22,224,508,310,326,638,416,713,428,195,329,480,210,266,NA,NA,NA,NA,NA,NA,"weekend",TRUE
"710",2018-10-28,2018-10-22,46,131,83,90,210,167,227,161,59,139,100,92,89,NA,NA,NA,NA,NA,NA,"weekend",TRUE
"711",2018-10-29,2018-10-29,480,1142,950,773,1702,1405,1895,1093,339,676,684,690,724,NA,NA,NA,NA,NA,NA,"roboczy",FALSE
"712",2018-10-30,2018-10-29,727,1573,1282,1133,2311,1986,2573,1363,442,870,880,946,1039,NA,NA,NA,NA,NA,NA,"roboczy",FALSE
