"","Data","startTyg","al. Solidarności/Dworzec Wileński","al. Stanów Zjednoczonych - suma","al. Stanów Zjednoczonych N","al. Stanów Zjednoczonych S","Aleje Jerozolimskie/pl. Zawiszy - suma","Aleje Jerozolimskie/pl. Zawiszy N","Aleje Jerozolimskie/pl. Zawiszy S","Banacha/Żwirki i Wigury","Bazyliańska/Wysockiego","Belwederska","Bystra/Radzymińska","Czerniakowska - suma","Czerniakowska E","Czerniakowska W","Jagiellońska","Marsa","Marszałkowska/Metro Świętokrzyska","NSR Most Gdański - suma","NSR Most Gdański CPR","NSR Most Gdański DDR","NSR Solec - suma","NSR Solec CPR","NSR Solec DDR","Okopowa/rondo Radosława","Praska ścieżka rekreacyjna","Przyczółkowa/al. Wilanowska","Radzymińska/Jórskiego","Szaserów - suma","Szaserów N","Szaserów S","Świętokrzyska/Emilii Plater - suma","Świętokrzyska/Emilii Plater N","Świętokrzyska/Emilii Plater S","Świętokrzyska/Zielna (display)","Targowa/Dworzec Wileński","Towarowa/Łucka","Wiertnicza","Wybrzeże Helskie/Starzyńskiego","Wysockiego","Żwirki i Wigury/1 Sierpnia","Żwirki i Wigury/Trojdena - suma","Żwirki i Wigury/Trojdena E","Żwirki i Wigury/Trojdena W","temp_min","temp_avg","temp_max","deszcz","snieg","Rodzaj_opadu","Jaki_dzien","Wolne"
"897",2017-01-25,2017-01-23,110,80,7,73,NA,NA,NA,394,19,146,NA,NA,NA,NA,NA,NA,149,169,24,145,118,12,106,NA,3,NA,NA,NA,NA,NA,493,254,239,NA,77,NA,NA,178,54,NA,219,213,6,-1.4,0.3,1.5,0,0,"s","roboczy",FALSE
"898",2017-01-26,2017-01-23,114,58,4,54,NA,NA,NA,422,15,140,NA,NA,NA,NA,NA,NA,151,178,32,146,157,22,135,NA,8,NA,NA,NA,NA,NA,548,319,229,NA,91,NA,NA,179,56,NA,198,190,8,-7.8,-4,0.5,0,0,"s","roboczy",FALSE
"899",2017-01-27,2017-01-23,134,69,9,60,NA,NA,NA,376,11,131,NA,NA,NA,NA,NA,NA,141,163,37,126,153,20,133,NA,9,NA,NA,NA,NA,NA,523,290,233,NA,92,NA,NA,167,54,NA,222,212,10,-9.1,-4.4,1.5,0,0,"s","roboczy",FALSE
"900",2017-01-28,2017-01-23,95,69,11,58,NA,NA,NA,128,8,79,NA,NA,NA,NA,NA,NA,74,231,59,172,133,38,95,NA,14,NA,NA,NA,NA,NA,233,136,97,NA,74,NA,NA,135,34,NA,97,87,10,-7.1,-3,1.8,0,0,"s","weekend",TRUE
"901",2017-01-29,2017-01-23,73,84,14,70,NA,NA,NA,139,9,74,NA,NA,NA,NA,NA,NA,55,242,53,189,120,28,92,NA,14,NA,NA,NA,NA,NA,204,121,83,NA,66,NA,NA,139,50,NA,71,60,11,-2.8,-1.7,0.5,0,0,"s","weekend",TRUE
"902",2017-01-30,2017-01-30,165,90,15,75,NA,NA,NA,386,18,129,NA,NA,NA,NA,NA,NA,165,210,24,186,175,15,160,NA,0,NA,NA,NA,NA,NA,555,299,256,NA,130,NA,NA,187,49,NA,232,198,34,-5.8,-2.9,1.7,0,0,"s","roboczy",FALSE
"903",2017-01-31,2017-01-30,155,87,26,61,NA,NA,NA,459,11,160,NA,NA,NA,NA,NA,NA,163,212,35,177,182,29,153,NA,6,NA,NA,NA,NA,NA,578,321,257,NA,129,NA,NA,192,58,NA,241,212,29,-6.4,-3.6,0.3,0,0,"s","roboczy",FALSE
"904",2017-02-01,2017-01-30,130,87,21,66,NA,NA,NA,416,11,149,NA,NA,NA,NA,NA,NA,163,192,28,164,152,18,134,NA,5,NA,NA,NA,NA,NA,597,327,270,NA,123,NA,NA,183,50,NA,236,195,41,-7.3,-3.5,-0.1,0,0,"s","roboczy",FALSE
"905",2017-02-02,2017-01-30,139,59,7,52,NA,NA,NA,353,6,122,NA,NA,NA,NA,NA,NA,133,134,28,106,113,17,96,NA,7,NA,NA,NA,NA,NA,482,280,202,NA,76,NA,NA,156,54,NA,167,142,25,-5.4,-1,0.9,0,0.9,"s","roboczy",FALSE
"906",2017-02-03,2017-01-30,127,45,2,43,NA,NA,NA,345,4,117,NA,NA,NA,NA,NA,NA,139,130,32,98,116,13,103,NA,3,NA,NA,NA,NA,NA,474,250,224,NA,96,NA,NA,148,48,NA,199,172,27,-1.4,-0.2,1.1,0,0,"s","roboczy",FALSE
"907",2017-02-04,2017-01-30,71,42,1,41,NA,NA,NA,137,5,65,NA,NA,NA,NA,NA,NA,68,124,27,97,84,16,68,NA,11,NA,NA,NA,NA,NA,197,123,74,NA,70,NA,NA,89,32,NA,84,74,10,-3.5,-2.8,0,0,0,"s","weekend",TRUE
"908",2017-02-05,2017-01-30,42,32,3,29,NA,NA,NA,96,1,37,NA,NA,NA,NA,NA,NA,41,91,24,67,68,25,43,NA,14,NA,NA,NA,NA,NA,133,54,79,NA,50,NA,NA,90,18,NA,30,25,5,-4.2,-3.7,-3,0,0,"s","weekend",TRUE
"909",2017-02-06,2017-02-06,130,49,4,45,NA,NA,NA,371,13,117,NA,NA,NA,NA,NA,NA,128,158,23,135,106,12,94,NA,6,NA,NA,NA,NA,NA,478,256,222,NA,76,NA,NA,163,50,NA,198,174,24,-3.7,-2.8,-1.9,0,0,"s","roboczy",FALSE
"910",2017-02-07,2017-02-06,104,53,10,43,NA,NA,NA,306,2,92,NA,NA,NA,NA,NA,NA,106,105,24,81,83,12,71,NA,7,NA,NA,NA,NA,NA,386,214,172,NA,76,NA,NA,131,40,NA,172,163,9,-8.3,-6.4,-2.8,0,0.6,"s","roboczy",FALSE
"911",2017-02-08,2017-02-06,91,45,1,44,NA,NA,NA,239,2,76,NA,NA,NA,NA,NA,NA,96,95,30,65,69,13,56,NA,5,NA,NA,NA,NA,NA,332,175,157,NA,32,NA,NA,107,39,NA,110,110,0,-9.6,-8.9,-8,0,0,"s","roboczy",FALSE
"912",2017-02-09,2017-02-06,94,42,3,39,NA,NA,NA,279,2,80,NA,NA,NA,NA,NA,NA,118,103,22,81,66,7,59,NA,10,NA,NA,NA,NA,NA,361,198,163,NA,38,NA,NA,120,28,NA,128,125,3,-9.4,-7.2,-6.2,0,0,"s","roboczy",FALSE
"913",2017-02-10,2017-02-06,94,49,3,46,NA,NA,NA,287,0,104,NA,NA,NA,NA,NA,NA,127,121,27,94,78,8,70,NA,9,NA,NA,NA,NA,NA,418,224,194,NA,37,NA,NA,117,34,NA,121,120,1,-8.8,-6,-1.3,0,0,"s","roboczy",FALSE
"914",2017-02-11,2017-02-06,46,34,3,31,NA,NA,NA,77,0,42,NA,NA,NA,NA,NA,NA,56,90,25,65,65,17,48,NA,23,NA,NA,NA,NA,NA,136,69,67,NA,33,NA,NA,69,23,NA,35,33,2,-10.9,-7.7,-4.3,0,0,"s","weekend",TRUE
"915",2017-02-12,2017-02-06,42,19,0,19,NA,NA,NA,64,0,38,NA,NA,NA,NA,NA,NA,37,57,10,47,41,13,28,NA,15,NA,NA,NA,NA,NA,93,61,32,NA,29,NA,NA,52,20,NA,30,30,0,-7.8,-6.2,-4.8,0,0,"s","weekend",TRUE
"916",2017-02-13,2017-02-13,121,42,0,42,NA,NA,NA,262,1,88,NA,NA,NA,NA,NA,NA,122,127,17,110,77,9,68,NA,13,NA,NA,NA,NA,NA,441,243,198,NA,79,NA,NA,125,46,NA,126,124,2,-8,-7,-4.2,0,0,"s","roboczy",FALSE
"917",2017-02-14,2017-02-13,119,45,4,41,NA,NA,NA,329,1,111,NA,NA,NA,NA,NA,NA,133,164,41,123,107,17,90,NA,9,NA,NA,NA,NA,NA,489,262,227,NA,70,NA,NA,131,42,NA,138,130,8,-9.2,-5.2,-1.4,0,0,"s","roboczy",FALSE
"918",2017-02-15,2017-02-13,117,55,7,48,NA,NA,NA,360,2,137,NA,NA,NA,NA,NA,NA,168,141,31,110,130,20,110,NA,14,NA,NA,NA,NA,NA,499,262,237,NA,83,NA,NA,160,50,NA,171,143,28,-7,-2.7,2.9,0,0,"s","roboczy",FALSE
"919",2017-02-16,2017-02-13,135,80,15,65,NA,NA,NA,329,1,132,NA,NA,NA,NA,NA,NA,171,210,58,152,149,31,118,NA,10,NA,NA,NA,NA,NA,567,310,257,NA,140,NA,NA,176,51,NA,196,151,45,-6.4,0.6,9.1,0,0,"s","roboczy",FALSE
"920",2017-02-17,2017-02-13,97,34,10,24,NA,NA,NA,184,1,75,NA,NA,NA,NA,NA,NA,99,79,19,60,63,7,56,NA,0,NA,NA,NA,NA,NA,354,187,167,NA,73,NA,NA,79,37,NA,117,99,18,-2.9,1.2,3.1,4.7,0,"d","roboczy",FALSE
"921",2017-02-18,2017-02-13,52,70,23,47,NA,NA,NA,127,1,69,NA,NA,NA,NA,NA,NA,58,143,60,83,78,17,61,NA,1,NA,NA,NA,NA,NA,216,122,94,NA,88,NA,NA,90,28,NA,88,66,22,1.4,1.9,2.4,0,0,"s","weekend",TRUE
"922",2017-02-19,2017-02-13,82,75,19,56,NA,NA,NA,106,2,72,NA,NA,NA,NA,NA,NA,98,239,93,146,147,61,86,NA,6,NA,NA,NA,NA,NA,202,116,86,NA,68,NA,NA,129,44,NA,68,55,13,1.4,1.9,3.7,0,0,"s","weekend",TRUE
"923",2017-02-20,2017-02-20,147,91,26,65,NA,NA,NA,342,13,128,NA,NA,NA,NA,NA,NA,188,206,59,147,162,24,138,NA,1,NA,NA,NA,NA,NA,587,322,265,NA,92,NA,NA,196,60,NA,206,164,42,-0.4,3.3,5.8,5.6,0,"d","roboczy",FALSE
"924",2017-02-21,2017-02-20,157,110,32,78,NA,NA,NA,418,24,160,NA,NA,NA,NA,NA,NA,214,210,86,124,173,51,122,NA,7,NA,NA,NA,NA,NA,624,332,292,NA,111,NA,NA,185,54,NA,265,203,62,4.1,6,7.5,0,0,"s","roboczy",FALSE
"925",2017-02-22,2017-02-20,123,79,19,60,NA,NA,NA,342,18,114,NA,NA,NA,NA,NA,NA,156,162,67,95,126,21,105,NA,1,NA,NA,NA,NA,NA,475,236,239,NA,90,NA,NA,161,45,NA,218,168,50,1.9,5.1,8.8,8.5,0,"d","roboczy",FALSE
"926",2017-02-23,2017-02-20,150,108,31,77,NA,NA,NA,386,13,160,NA,NA,NA,NA,NA,NA,206,201,76,125,142,40,102,NA,5,NA,NA,NA,NA,NA,595,326,269,NA,119,NA,NA,184,59,NA,244,183,61,2.7,5.1,8.3,3.7,0,"d","roboczy",FALSE
"927",2017-02-24,2017-02-20,96,60,13,47,NA,NA,NA,279,7,76,NA,NA,NA,NA,NA,NA,126,85,34,51,85,11,74,NA,6,NA,NA,NA,NA,NA,394,205,189,NA,76,NA,NA,127,27,NA,156,115,41,-1,4.6,9.3,0,5.6,"s","roboczy",FALSE
"928",2017-02-25,2017-02-20,95,99,27,72,NA,NA,NA,118,8,79,NA,NA,NA,NA,NA,NA,74,228,92,136,148,56,92,NA,26,NA,NA,NA,NA,NA,236,152,84,NA,107,NA,NA,143,49,NA,99,77,22,-2.1,0.2,2.4,0,1.8,"s","weekend",TRUE
"929",2017-02-26,2017-02-20,80,77,35,42,NA,NA,NA,121,5,84,NA,NA,NA,NA,NA,NA,45,205,77,128,101,40,61,NA,14,NA,NA,NA,NA,NA,168,90,78,NA,52,NA,NA,109,35,NA,74,60,14,-0.6,4.1,7.4,0,0.2,"s","weekend",TRUE
"930",2017-02-27,2017-02-27,322,260,75,185,NA,NA,NA,825,54,373,NA,NA,NA,NA,NA,NA,290,703,292,411,492,186,306,NA,44,NA,NA,NA,NA,NA,1030,545,485,NA,231,NA,NA,405,169,NA,564,440,124,6,8.4,13.7,0,0,"s","roboczy",FALSE
"931",2017-02-28,2017-02-27,365,345,134,211,NA,NA,NA,1031,53,472,NA,NA,NA,NA,NA,NA,388,782,345,437,550,175,375,NA,44,NA,NA,NA,NA,NA,1339,756,583,NA,306,NA,NA,563,200,NA,731,581,150,4,7.8,12.9,7.5,0,"d","roboczy",FALSE
"932",2017-03-01,2017-02-27,308,223,85,138,NA,NA,NA,974,38,377,NA,NA,NA,NA,NA,NA,399,497,157,340,386,137,249,NA,28,NA,NA,NA,NA,NA,1301,695,606,NA,276,NA,NA,414,136,NA,606,472,134,4.5,6.1,8.5,0.2,0,"d","roboczy",FALSE
"933",2017-03-02,2017-02-27,285,193,62,131,NA,NA,NA,993,36,315,NA,NA,NA,NA,NA,NA,346,340,113,227,307,72,235,NA,32,NA,NA,NA,NA,NA,1206,644,562,NA,265,NA,NA,394,95,NA,556,418,138,0.2,4.1,10.6,6.8,0,"d","roboczy",FALSE
"934",2017-03-03,2017-02-27,315,252,87,165,NA,NA,NA,971,27,370,NA,NA,NA,NA,NA,NA,359,445,179,266,351,83,268,NA,35,NA,NA,NA,NA,NA,1327,714,613,NA,313,NA,NA,425,149,NA,603,459,144,1.9,4.1,7.9,0.4,0,"d","roboczy",FALSE
"935",2017-03-04,2017-02-27,613,575,216,359,NA,NA,NA,1162,82,696,NA,NA,NA,NA,NA,NA,608,2128,1071,1057,1522,714,808,NA,492,NA,NA,NA,NA,NA,1860,1082,778,NA,613,NA,NA,1162,378,NA,907,707,200,0.6,6.7,14.3,0,0,"s","weekend",TRUE
"936",2017-03-05,2017-02-27,831,997,356,641,NA,NA,NA,1540,172,956,NA,NA,NA,NA,NA,NA,723,3598,1679,1919,2282,1048,1234,NA,864,NA,NA,NA,NA,NA,2627,1444,1183,NA,797,NA,NA,1673,578,NA,1168,952,216,7,10.5,15.8,10.5,0,"d","weekend",TRUE
"937",2017-03-06,2017-03-06,210,152,62,90,NA,NA,NA,590,19,202,NA,NA,NA,NA,NA,NA,235,226,65,161,172,32,140,NA,17,NA,NA,NA,NA,NA,856,473,383,NA,187,NA,NA,207,66,NA,327,250,77,5.3,6.5,9.6,2.6,0,"d","roboczy",FALSE
"938",2017-03-07,2017-03-06,322,225,75,150,NA,NA,NA,1064,37,396,NA,NA,NA,NA,NA,NA,408,535,189,346,391,102,289,NA,38,NA,NA,NA,NA,NA,1417,761,656,NA,317,NA,NA,444,136,NA,712,530,182,3.3,4.8,6.7,0.6,0,"d","roboczy",FALSE
"939",2017-03-08,2017-03-06,439,258,104,154,NA,NA,NA,1195,43,486,NA,NA,NA,NA,NA,NA,512,604,216,388,456,131,325,NA,37,NA,NA,NA,NA,NA,1832,984,848,NA,384,NA,NA,550,182,NA,687,507,180,0.6,2.5,5.4,0,0,"s","roboczy",FALSE
"940",2017-03-09,2017-03-06,349,185,66,119,NA,NA,NA,1083,41,384,NA,NA,NA,NA,NA,NA,386,488,179,309,321,70,251,NA,26,NA,NA,NA,NA,NA,1423,727,696,NA,324,NA,NA,432,127,NA,665,509,156,-1.2,2.9,6.5,0.6,0,"d","roboczy",FALSE
"941",2017-03-10,2017-03-06,405,247,79,168,NA,NA,NA,1073,53,436,NA,NA,NA,NA,NA,NA,469,602,258,344,435,143,292,NA,40,NA,NA,NA,NA,NA,1645,889,756,NA,385,NA,NA,543,163,NA,691,499,192,2.5,4.5,6.2,0,0,"s","roboczy",FALSE
"942",2017-03-11,2017-03-06,329,230,89,141,NA,NA,NA,574,51,272,NA,NA,NA,NA,NA,NA,285,864,408,456,509,189,320,NA,142,NA,NA,NA,NA,NA,1051,581,470,NA,367,NA,NA,522,146,NA,442,334,108,0.9,3.7,5.5,0,0,"s","weekend",TRUE
"943",2017-03-12,2017-03-06,298,376,150,226,NA,NA,NA,602,44,333,NA,NA,NA,NA,NA,NA,294,886,379,507,550,249,301,NA,287,NA,NA,NA,NA,NA,1064,593,471,NA,289,NA,NA,548,212,NA,478,357,121,3,4.3,6.4,0,0,"s","weekend",TRUE
"944",2017-03-13,2017-03-13,432,300,103,197,NA,NA,NA,1284,64,451,NA,NA,NA,NA,NA,NA,513,612,223,389,506,143,363,NA,61,NA,NA,NA,NA,NA,1834,984,850,NA,369,NA,NA,614,194,NA,822,625,197,2.7,4.1,6.1,0,0,"s","roboczy",FALSE
"945",2017-03-14,2017-03-13,613,415,162,253,NA,NA,NA,1661,85,699,NA,NA,NA,NA,NA,NA,634,996,406,590,787,257,530,NA,109,NA,NA,NA,NA,NA,2220,1185,1035,NA,558,NA,NA,855,253,NA,1139,843,296,2.6,4.6,8.7,0,0,"s","roboczy",FALSE
"946",2017-03-15,2017-03-13,518,298,113,185,NA,NA,NA,1409,54,462,NA,NA,NA,NA,NA,NA,590,709,275,434,565,169,396,NA,85,NA,NA,NA,NA,NA,1975,1058,917,NA,492,NA,NA,677,176,NA,945,674,271,0.5,6.5,12,0,0,"s","roboczy",FALSE
"947",2017-03-16,2017-03-13,583,330,108,222,NA,NA,NA,1496,56,549,NA,NA,NA,NA,NA,NA,577,717,277,440,573,169,404,NA,92,NA,NA,NA,NA,NA,2191,1178,1013,NA,512,NA,NA,732,195,NA,1029,748,281,3.1,5.1,9.9,0,0,"s","roboczy",FALSE
"948",2017-03-17,2017-03-13,454,305,94,211,NA,NA,NA,1232,54,494,NA,NA,NA,NA,NA,NA,506,681,277,404,529,167,362,NA,102,NA,NA,NA,NA,NA,1861,965,896,NA,419,NA,NA,636,178,NA,855,632,223,-2.3,5,11.7,2.6,0,"d","roboczy",FALSE
"949",2017-03-18,2017-03-13,162,119,40,79,NA,NA,NA,326,23,134,NA,NA,NA,NA,NA,NA,159,316,145,171,201,68,133,NA,65,NA,NA,NA,NA,NA,479,266,213,NA,178,NA,NA,221,68,NA,231,177,54,1.5,4,7.7,6.3,0,"d","weekend",TRUE
"950",2017-03-19,2017-03-13,153,144,56,88,NA,NA,NA,301,11,177,NA,NA,NA,NA,NA,NA,151,384,166,218,232,85,147,NA,54,NA,NA,NA,NA,NA,630,349,281,NA,163,NA,NA,263,65,NA,250,182,68,2.1,3.7,6.4,0,2.1,"s","weekend",TRUE
"951",2017-03-20,2017-03-20,322,213,74,139,NA,NA,NA,1068,65,343,NA,NA,NA,NA,NA,NA,418,479,194,285,360,88,272,NA,29,NA,NA,NA,NA,NA,1494,777,717,NA,316,NA,NA,471,161,NA,653,486,167,0.2,5.1,10.5,0.3,0,"d","roboczy",FALSE
"952",2017-03-21,2017-03-20,589,398,157,241,NA,NA,NA,1566,81,674,NA,NA,NA,NA,NA,NA,645,993,384,609,637,157,480,NA,124,NA,NA,NA,NA,NA,2206,1195,1011,NA,508,NA,NA,754,259,NA,1045,782,263,7.9,10.6,13.3,0.8,0,"d","roboczy",FALSE
"953",2017-03-22,2017-03-20,400,273,93,180,NA,NA,NA,1184,68,413,NA,NA,NA,NA,NA,NA,514,626,251,375,446,118,328,NA,42,NA,NA,NA,NA,NA,1768,944,824,NA,402,NA,NA,553,226,NA,769,568,201,4.5,6.6,10.8,1.2,0,"d","roboczy",FALSE
"954",2017-03-23,2017-03-20,552,338,127,211,NA,NA,NA,1558,67,541,NA,NA,NA,NA,NA,NA,593,714,260,454,475,90,385,NA,60,NA,NA,NA,NA,NA,2054,1073,981,NA,438,NA,NA,778,195,NA,995,731,264,0.8,5.9,10.9,2.4,0,"d","roboczy",FALSE
"955",2017-03-24,2017-03-20,635,474,150,324,NA,NA,NA,1751,89,719,NA,NA,NA,NA,NA,NA,722,1148,483,665,652,102,550,NA,152,NA,NA,NA,NA,NA,2486,1293,1193,NA,643,NA,NA,985,299,NA,1187,869,318,4.1,7.1,12.2,0,0,"s","roboczy",FALSE
"956",2017-03-25,2017-03-20,598,509,190,319,NA,NA,NA,813,81,609,NA,NA,NA,NA,NA,NA,481,1184,554,630,860,259,601,NA,367,NA,NA,NA,NA,NA,1563,846,717,NA,514,NA,NA,823,259,NA,611,467,144,-0.8,4.3,9.1,0,0,"s","weekend",TRUE
"957",2017-03-26,2017-03-20,714,818,337,481,NA,NA,NA,1245,134,775,NA,NA,NA,NA,NA,NA,744,1974,719,1255,1231,360,871,NA,723,NA,NA,NA,NA,NA,2123,1222,901,NA,679,NA,NA,1371,496,NA,1015,813,202,1.1,4.6,9.6,0,0,"s","weekend",TRUE
"958",2017-03-27,2017-03-27,994,937,369,568,NA,NA,NA,2623,142,1005,NA,NA,NA,NA,NA,NA,958,1229,236,993,1011,115,896,NA,372,NA,NA,NA,NA,NA,3564,1955,1609,NA,921,NA,NA,1484,455,NA,1829,1337,492,4.3,10.1,16.4,0,0,"s","roboczy",FALSE
"959",2017-03-28,2017-03-27,1157,985,353,632,NA,NA,NA,2919,154,1255,NA,NA,NA,NA,NA,NA,1122,1634,400,1234,1306,174,1132,NA,385,NA,NA,NA,NA,NA,3882,2092,1790,NA,966,NA,NA,1690,598,NA,2074,1612,462,6.7,10.7,16,0,0,"s","roboczy",FALSE
"960",2017-03-29,2017-03-27,673,454,189,265,NA,NA,NA,1992,79,732,NA,NA,NA,NA,NA,NA,703,814,271,543,662,143,519,NA,100,NA,NA,NA,NA,NA,2717,1491,1226,NA,626,NA,NA,964,263,NA,1348,985,363,2.9,10,17.3,1.5,0,"d","roboczy",FALSE
"961",2017-03-30,2017-03-27,686,524,187,337,NA,NA,NA,1899,86,732,NA,NA,NA,NA,NA,NA,709,870,238,632,641,103,538,NA,130,NA,NA,NA,NA,NA,2736,1461,1275,NA,607,NA,NA,897,284,NA,1344,999,345,5.8,7.7,10.2,0.1,0,"d","roboczy",FALSE
"962",2017-03-31,2017-03-27,1069,1056,393,663,NA,NA,NA,2698,162,1213,NA,NA,NA,NA,NA,NA,1052,1526,369,1157,1336,125,1211,NA,450,NA,NA,NA,NA,NA,4008,2157,1851,NA,1072,NA,NA,1604,566,NA,1864,1399,465,7.7,14.2,20.6,0,0,"s","roboczy",FALSE
"963",2017-04-01,2017-03-27,1825,2085,775,1310,NA,NA,NA,3373,391,2031,NA,NA,NA,NA,NA,NA,1356,4834,681,4153,4057,309,3748,NA,2193,NA,NA,NA,NA,NA,5564,3224,2340,NA,1814,NA,NA,3818,1122,NA,2690,2234,456,7.7,14.2,22.6,0,0,"s","weekend",TRUE
"964",2017-04-02,2017-03-27,2217,2364,859,1505,NA,NA,NA,3833,413,2178,NA,NA,NA,NA,NA,NA,1575,6289,899,5390,4709,438,4271,NA,2971,NA,NA,NA,NA,NA,5923,3414,2509,NA,1807,NA,NA,4898,1480,NA,3115,2608,507,7.2,15.5,24.3,0,0,"s","weekend",TRUE
"965",2017-04-03,2017-04-03,1305,1038,381,657,NA,NA,NA,3195,217,1326,NA,NA,NA,NA,NA,NA,1238,1396,230,1166,1230,97,1133,NA,332,NA,NA,NA,NA,NA,4531,2448,2083,NA,1098,NA,NA,1806,621,NA,2372,1805,567,6.8,16.2,18.8,0,0,"s","roboczy",FALSE
"966",2017-04-04,2017-04-03,1563,1418,522,896,NA,NA,NA,3821,233,1615,NA,NA,NA,NA,NA,NA,1369,1972,397,1575,1731,174,1557,NA,579,NA,NA,NA,NA,NA,5268,2858,2410,NA,1276,NA,NA,2182,738,NA,2890,2211,679,7.1,11.8,19.4,0,0,"s","roboczy",FALSE
"967",2017-04-05,2017-04-03,1364,1066,378,688,NA,NA,NA,3391,167,1380,NA,NA,NA,NA,NA,NA,1214,1577,309,1268,1313,142,1171,NA,430,NA,NA,NA,NA,NA,4742,2579,2163,NA,1210,NA,NA,1914,610,NA,2499,1893,606,6.3,13.4,20.4,2.3,0,"d","roboczy",FALSE
"968",2017-04-06,2017-04-03,493,259,95,164,NA,NA,NA,1528,36,471,NA,NA,NA,NA,NA,NA,464,611,271,340,439,110,329,NA,35,NA,NA,NA,NA,NA,1669,902,767,NA,456,NA,NA,656,160,NA,945,681,264,3.5,13.3,12.5,5,0,"d","roboczy",FALSE
"969",2017-04-07,2017-04-03,628,427,137,290,NA,NA,NA,1768,77,638,NA,NA,NA,NA,NA,NA,632,847,408,439,594,135,459,NA,86,NA,NA,NA,NA,NA,2536,1381,1155,NA,646,NA,NA,768,232,NA,1225,896,329,2.1,5.8,8,0,0,"s","roboczy",FALSE
"970",2017-04-08,2017-04-03,961,1000,387,613,NA,NA,NA,1977,184,1086,NA,NA,NA,NA,NA,NA,931,1996,533,1463,1440,210,1230,NA,811,NA,NA,NA,NA,NA,3184,1848,1336,NA,1062,NA,NA,1793,582,NA,1530,1202,328,5.3,5.5,13.9,0,0,"s","weekend",TRUE
"971",2017-04-09,2017-04-03,622,645,232,413,NA,NA,NA,1204,110,705,NA,NA,NA,NA,NA,NA,617,1667,661,1006,1008,286,722,NA,487,NA,NA,NA,NA,NA,1896,1029,867,NA,676,NA,NA,1108,418,NA,990,775,215,1.2,9.3,11.6,0,0,"s","weekend",TRUE
"972",2017-04-10,2017-04-10,1641,1526,551,975,NA,NA,NA,4085,274,1874,NA,NA,NA,NA,NA,NA,1543,2246,270,1976,2065,113,1952,NA,656,NA,NA,NA,NA,NA,5660,3111,2549,NA,1403,NA,NA,2388,795,NA,2926,2260,666,1.8,8.2,21.1,0,0,"s","roboczy",FALSE
"973",2017-04-11,2017-04-10,752,508,178,330,NA,NA,NA,2274,83,879,NA,NA,NA,NA,NA,NA,805,1023,452,571,845,192,653,NA,105,NA,NA,NA,NA,NA,3109,1684,1425,NA,665,NA,NA,1039,277,NA,1496,1100,396,5.6,13,17.3,0.3,0,"d","roboczy",FALSE
"974",2017-04-12,2017-04-10,439,279,98,181,NA,NA,NA,1391,50,450,NA,NA,NA,NA,NA,NA,431,564,322,242,481,146,335,NA,24,NA,NA,NA,NA,NA,1567,840,727,NA,411,NA,NA,526,129,NA,954,698,256,2.2,7.1,8,6.2,0,"d","roboczy",FALSE
"975",2017-04-13,2017-04-10,383,249,70,179,NA,NA,NA,1016,36,362,NA,NA,NA,NA,NA,NA,430,539,280,259,363,119,244,NA,33,NA,NA,NA,NA,NA,1448,755,693,NA,364,NA,NA,392,132,NA,789,608,181,5.8,6,11.1,1.6,0,"d","roboczy",FALSE
"976",2017-04-14,2017-04-10,309,210,93,117,NA,NA,NA,724,25,282,NA,NA,NA,NA,NA,NA,400,658,481,177,315,135,180,NA,20,NA,NA,NA,NA,NA,1131,609,522,NA,310,NA,NA,324,103,NA,522,366,156,4.4,7.7,9.7,0.6,0,"d","roboczy",FALSE
"977",2017-04-15,2017-04-10,205,169,68,101,NA,NA,NA,297,42,177,NA,NA,NA,NA,NA,NA,163,837,588,249,380,223,157,NA,94,NA,NA,NA,NA,NA,514,305,209,NA,274,NA,NA,305,116,NA,263,206,57,5.3,6.7,11.4,1.9,0,"d","weekend",TRUE
"978",2017-04-16,2017-04-10,126,146,64,82,NA,NA,NA,174,24,106,NA,NA,NA,NA,NA,NA,91,942,747,195,426,293,133,NA,65,NA,NA,NA,NA,NA,338,203,135,NA,118,NA,NA,186,94,NA,203,157,46,2.6,8.3,9,0.4,0,"d","weekend",TRUE
"979",2017-04-17,2017-04-17,285,423,148,275,NA,NA,NA,507,91,420,NA,NA,NA,NA,NA,NA,285,937,262,675,505,103,402,NA,342,NA,NA,NA,NA,NA,821,468,353,NA,276,NA,NA,604,250,NA,592,477,115,-2.7,3.3,8.4,0,1.8,"s","roboczy",TRUE
"980",2017-04-18,2017-04-17,351,210,76,134,NA,NA,NA,736,46,240,NA,NA,NA,NA,NA,NA,375,715,466,249,410,176,234,NA,52,NA,NA,NA,NA,NA,1170,629,541,NA,355,NA,NA,446,155,NA,500,362,138,0.1,3.1,5.4,0,0.1,"s","roboczy",FALSE
"981",2017-04-19,2017-04-17,566,360,117,243,NA,NA,NA,1490,67,573,NA,NA,NA,NA,NA,NA,636,772,331,441,556,145,411,NA,113,NA,NA,NA,NA,NA,2079,1121,958,NA,499,NA,NA,726,187,NA,991,763,228,0.7,4.1,8.2,0,0,"s","roboczy",FALSE
