"","Data","startTyg","startM","Al. USA - suma","Al. USA - południe","Al. USA - północ","Banacha","Bazyliańska","Belwederska","Dworzec Wilenski (al. Solidarności)","Dworzec Wileński (Targowa)","Marsa","Marszałkowska","Most Gdański - suma","Most Gdański - ciąg pieszo-rowerowy","Most Gdanski - ścieżka rowerowa","NSR - Solec - suma","NSR - Solec - ciąg pieszo-rowerowy","NSR-Solec - ścieżka rowerowa","Praska ścieżka rekreacyjna","Świętokrzyska - Emilii Plater - suma","Świętokrzyska - Emilii Plater, płd","Świętokrzyska - Emilii Plater, płn","Wybrzeże Helskie","Wysockiego","Żwirki i Wigury/Trojdena - suma","Żwirki i Wigury/Trojdena zach.","Żwirki i Wigury/Trojdena wsch."
"510",2016-01-04,2016-01-04,2016-01-01,16,12,4,269,16,75,111,86,NA,242,98,18,80,106,70,36,3,330,188,142,114,11,NA,NA,NA
"511",2016-01-05,2016-01-04,2016-01-01,24,18,6,263,8,83,122,83,NA,115,120,26,94,107,68,39,2,381,216,165,113,22,NA,NA,NA
"512",2016-01-06,2016-01-04,2016-01-01,14,12,2,59,4,22,32,34,NA,27,58,21,37,43,17,26,38,103,61,42,51,3,NA,NA,NA
"513",2016-01-07,2016-01-04,2016-01-01,22,19,3,400,12,104,110,66,NA,141,126,33,93,131,79,52,7,456,274,182,154,14,NA,NA,NA
"514",2016-01-08,2016-01-04,2016-01-01,23,16,7,384,10,107,118,61,NA,114,132,38,94,101,70,31,6,404,248,156,140,15,NA,NA,NA
"515",2016-01-09,2016-01-04,2016-01-01,11,7,4,122,6,41,57,59,NA,63,82,26,56,48,24,24,15,208,124,84,68,9,NA,NA,NA
"516",2016-01-10,2016-01-04,2016-01-01,7,4,3,85,5,33,43,34,NA,47,129,44,85,44,25,19,28,191,118,73,94,6,NA,NA,NA
"517",2016-01-11,2016-01-11,2016-01-01,8,6,2,371,15,114,119,87,NA,118,113,17,96,94,49,45,3,441,262,179,151,28,NA,NA,NA
"518",2016-01-12,2016-01-11,2016-01-01,28,23,5,478,20,155,147,124,NA,150,148,23,125,138,55,83,8,544,312,232,172,30,NA,NA,NA
"519",2016-01-13,2016-01-11,2016-01-01,32,24,8,444,22,125,142,117,NA,157,133,21,112,123,56,67,4,517,287,230,168,27,NA,NA,NA
"520",2016-01-14,2016-01-11,2016-01-01,22,18,4,432,7,130,140,94,NA,164,113,24,89,99,45,54,4,380,214,166,158,29,NA,NA,NA
"521",2016-01-15,2016-01-11,2016-01-01,17,10,7,410,14,114,155,105,NA,132,136,46,90,133,85,48,8,435,268,167,135,29,NA,NA,NA
"522",2016-01-16,2016-01-11,2016-01-01,1,0,1,41,4,4,50,20,NA,54,29,17,12,14,10,4,24,62,56,6,59,0,NA,NA,NA
"523",2016-01-17,2016-01-11,2016-01-01,0,0,0,40,1,3,50,12,NA,19,24,13,11,14,12,2,16,50,49,1,46,0,NA,NA,NA
"524",2016-01-18,2016-01-18,2016-01-01,7,7,0,304,4,22,98,39,NA,103,39,12,27,52,35,17,15,202,175,27,133,9,NA,NA,NA
"525",2016-01-19,2016-01-18,2016-01-01,17,17,0,335,0,67,96,36,NA,112,48,21,27,67,29,38,8,244,195,49,122,12,NA,NA,NA
"526",2016-01-20,2016-01-18,2016-01-01,18,18,0,311,2,66,128,35,NA,113,39,17,22,78,19,59,9,215,155,60,133,15,NA,NA,NA
"527",2016-01-21,2016-01-18,2016-01-01,10,10,0,337,1,76,113,26,NA,122,24,9,15,72,23,49,9,385,238,147,124,19,NA,NA,NA
"528",2016-01-22,2016-01-18,2016-01-01,7,7,0,285,0,77,102,25,NA,124,43,9,34,74,19,55,14,300,165,135,100,15,NA,NA,NA
"529",2016-01-23,2016-01-18,2016-01-01,2,2,0,115,0,36,60,12,NA,42,39,22,17,47,18,29,24,103,72,31,69,5,NA,NA,NA
"530",2016-01-24,2016-01-18,2016-01-01,3,3,0,63,0,31,29,12,NA,21,35,16,19,25,8,17,26,79,56,23,59,6,NA,NA,NA
"531",2016-01-25,2016-01-25,2016-01-01,15,15,0,286,0,82,110,47,NA,130,66,7,59,77,19,58,4,384,215,169,100,16,NA,NA,NA
"532",2016-01-26,2016-01-25,2016-01-01,21,19,2,359,16,101,125,95,NA,158,101,16,85,91,30,61,0,409,225,184,137,23,NA,NA,NA
"533",2016-01-27,2016-01-25,2016-01-01,42,33,9,472,14,148,144,116,NA,173,216,68,148,143,78,65,3,530,309,221,182,25,NA,NA,NA
"534",2016-01-28,2016-01-25,2016-01-01,45,30,15,505,24,173,221,161,NA,207,262,67,195,168,90,78,11,604,342,262,229,35,NA,NA,NA
"535",2016-01-29,2016-01-25,2016-01-01,41,33,8,533,27,214,216,183,NA,228,363,105,258,242,137,105,40,702,366,336,302,53,NA,NA,NA
"536",2016-01-30,2016-01-25,2016-01-01,98,64,34,358,29,184,166,157,NA,140,618,246,372,376,225,151,174,484,312,172,346,59,NA,NA,NA
"537",2016-01-31,2016-01-25,2016-01-01,32,27,5,150,14,77,94,74,NA,65,232,84,148,130,62,68,61,209,124,85,130,18,NA,NA,NA
"538",2016-02-01,2016-02-01,2016-02-01,32,21,11,390,19,135,125,132,NA,194,212,73,139,168,99,69,21,497,289,208,190,38,NA,NA,NA
"539",2016-02-02,2016-02-01,2016-02-01,35,26,9,436,22,148,146,164,NA,181,197,67,130,173,105,68,8,549,304,245,179,38,NA,NA,NA
"540",2016-02-03,2016-02-01,2016-02-01,55,35,20,529,30,199,195,135,NA,212,318,107,211,229,122,107,39,642,368,274,250,42,NA,NA,NA
"541",2016-02-04,2016-02-01,2016-02-01,29,22,7,456,27,155,158,126,NA,189,200,70,130,137,81,56,12,544,302,242,177,34,NA,NA,NA
"542",2016-02-05,2016-02-01,2016-02-01,34,26,8,448,30,182,144,131,NA,156,237,72,165,212,123,89,29,515,292,223,200,32,NA,NA,NA
"543",2016-02-06,2016-02-01,2016-02-01,44,25,19,218,25,141,138,151,NA,89,348,156,192,218,130,88,80,330,200,130,217,39,NA,NA,NA
"544",2016-02-07,2016-02-01,2016-02-01,127,91,36,438,30,288,194,190,NA,105,984,424,560,511,282,229,302,485,299,186,446,74,NA,NA,NA
"545",2016-02-08,2016-02-08,2016-02-01,67,48,19,610,30,282,253,190,NA,217,367,104,263,318,180,138,40,760,428,332,316,73,NA,NA,NA
"546",2016-02-09,2016-02-08,2016-02-01,65,37,28,708,30,308,259,87,NA,259,407,145,262,345,184,161,49,833,463,370,341,84,NA,NA,NA
"547",2016-02-10,2016-02-08,2016-02-01,20,18,2,344,10,124,118,0,NA,121,106,30,76,93,52,41,6,387,214,173,140,32,NA,NA,NA
"548",2016-02-11,2016-02-08,2016-02-01,31,25,6,291,14,113,112,0,NA,145,120,36,84,100,58,42,12,391,225,166,122,25,NA,NA,NA
"549",2016-02-12,2016-02-08,2016-02-01,38,32,6,459,21,206,214,0,NA,196,320,123,197,214,112,102,27,629,360,269,224,40,NA,NA,NA
"550",2016-02-13,2016-02-08,2016-02-01,72,54,18,277,27,152,155,NA,NA,107,421,177,244,230,110,120,120,345,208,137,249,49,NA,NA,NA
"551",2016-02-14,2016-02-08,2016-02-01,113,76,37,357,51,249,183,NA,NA,140,871,346,525,465,223,242,218,506,333,173,442,78,NA,NA,NA
"552",2016-02-15,2016-02-15,2016-02-01,84,60,24,604,42,224,238,NA,NA,254,364,141,223,301,155,146,38,735,403,332,329,69,NA,NA,NA
"553",2016-02-16,2016-02-15,2016-02-01,88,73,15,672,32,258,251,NA,NA,254,336,111,225,269,142,127,28,808,454,354,302,56,NA,NA,NA
"554",2016-02-17,2016-02-15,2016-02-01,90,69,21,651,32,286,217,NA,NA,260,335,122,213,289,156,133,44,819,444,375,319,66,NA,NA,NA
"555",2016-02-18,2016-02-15,2016-02-01,89,67,22,642,40,304,263,NA,NA,225,344,109,235,290,155,135,37,778,428,350,341,59,NA,NA,NA
"556",2016-02-19,2016-02-15,2016-02-01,31,24,7,315,14,109,123,NA,NA,141,90,26,64,94,50,44,3,398,217,181,118,24,NA,NA,NA
"557",2016-02-20,2016-02-15,2016-02-01,42,24,18,176,19,142,105,NA,NA,83,235,93,142,142,77,65,54,276,165,111,181,42,NA,NA,NA
"558",2016-02-21,2016-02-15,2016-02-01,39,30,9,180,11,110,99,NA,NA,65,281,106,175,140,72,68,59,206,128,78,154,23,NA,NA,NA
"559",2016-02-22,2016-02-22,2016-02-01,38,35,3,409,9,144,149,NA,NA,158,183,58,125,131,61,70,14,444,251,193,166,17,NA,NA,NA
"560",2016-02-23,2016-02-22,2016-02-01,85,59,26,670,24,264,240,NA,NA,233,327,112,215,271,147,124,41,765,455,310,280,53,NA,NA,NA
"561",2016-02-24,2016-02-22,2016-02-01,93,66,27,624,22,234,217,NA,NA,240,346,131,215,263,155,108,38,775,445,330,273,48,NA,NA,NA
"562",2016-02-25,2016-02-22,2016-02-01,67,30,37,687,27,247,234,NA,NA,280,401,152,249,281,161,120,47,826,463,363,343,58,NA,NA,NA
"563",2016-02-26,2016-02-22,2016-02-01,47,25,22,557,11,222,221,NA,NA,228,269,82,187,230,124,106,20,628,342,286,268,48,NA,NA,NA
"564",2016-02-27,2016-02-22,2016-02-01,56,38,18,261,29,188,161,NA,NA,152,440,169,271,261,129,132,117,459,274,185,271,48,NA,NA,NA
"565",2016-02-28,2016-02-22,2016-02-01,96,75,21,327,34,165,159,NA,NA,101,601,266,335,372,192,180,167,346,218,128,363,74,NA,NA,NA
"566",2016-02-29,2016-02-29,2016-02-01,67,37,30,590,27,160,214,0,NA,208,254,92,162,201,108,93,15,635,362,273,251,49,NA,NA,NA
"567",2016-03-01,2016-02-29,2016-03-01,27,19,8,415,12,115,111,0,NA,125,93,25,68,97,43,54,6,375,208,167,108,21,NA,NA,NA
"568",2016-03-02,2016-02-29,2016-03-01,48,28,20,535,23,188,142,0,NA,203,216,64,152,178,88,90,18,603,318,285,200,45,NA,NA,NA
"569",2016-03-03,2016-02-29,2016-03-01,113,68,45,915,37,364,272,0,NA,299,444,169,275,324,185,139,54,887,511,376,379,80,NA,NA,NA
"570",2016-03-04,2016-02-29,2016-03-01,85,58,27,775,41,260,226,0,NA,303,347,125,222,287,180,107,30,808,438,370,330,54,NA,NA,NA
"571",2016-03-05,2016-02-29,2016-03-01,80,51,29,372,30,202,190,0,NA,170,468,185,283,292,154,138,126,527,307,220,335,58,NA,NA,NA
"572",2016-03-06,2016-02-29,2016-03-01,53,41,12,283,15,135,154,0,NA,142,377,130,247,186,90,96,74,395,232,163,271,42,NA,NA,NA
"573",2016-03-07,2016-03-07,2016-03-01,159,118,41,980,45,354,304,0,NA,352,468,185,283,390,218,172,74,1036,590,446,442,69,NA,NA,NA
"574",2016-03-08,2016-03-07,2016-03-01,105,71,34,973,41,343,300,0,NA,332,460,163,297,371,197,174,51,1054,584,470,445,67,NA,NA,NA
"575",2016-03-09,2016-03-07,2016-03-01,133,82,51,1110,55,390,315,0,NA,411,577,216,361,447,250,197,75,1210,676,534,485,83,NA,NA,NA
"576",2016-03-10,2016-03-07,2016-03-01,110,72,38,1022,35,374,304,0,NA,362,424,147,277,346,172,174,66,1117,641,476,458,57,NA,NA,NA
"577",2016-03-11,2016-03-07,2016-03-01,81,54,27,739,31,268,218,160,NA,282,304,107,197,249,127,122,19,814,426,388,302,60,NA,NA,NA
"578",2016-03-12,2016-03-07,2016-03-01,105,61,44,411,33,336,226,218,NA,204,486,207,279,373,190,183,141,602,344,258,347,67,NA,NA,NA
"579",2016-03-13,2016-03-07,2016-03-01,253,138,115,768,41,437,326,352,NA,278,1330,503,827,865,490,375,477,900,551,349,744,80,NA,NA,NA
"580",2016-03-14,2016-03-14,2016-03-01,117,82,35,1038,34,342,323,243,NA,342,431,135,296,360,201,159,49,1054,591,463,429,63,NA,NA,NA
"581",2016-03-15,2016-03-14,2016-03-01,90,55,35,738,31,299,211,247,NA,274,275,86,189,220,117,103,28,821,477,344,295,39,NA,NA,NA
"582",2016-03-16,2016-03-14,2016-03-01,148,87,61,1217,65,521,387,337,NA,465,713,267,446,562,306,256,141,1509,877,632,565,79,NA,NA,NA
"583",2016-03-17,2016-03-14,2016-03-01,130,85,45,1274,60,548,360,354,NA,482,646,249,397,546,292,254,99,1405,824,581,556,79,NA,NA,NA
"584",2016-03-18,2016-03-14,2016-03-01,116,67,49,984,29,348,290,259,NA,398,464,153,311,345,197,148,41,1117,618,499,407,52,NA,NA,NA
"585",2016-03-19,2016-03-14,2016-03-01,96,62,34,391,21,182,194,253,NA,213,359,131,228,346,168,178,150,507,309,198,301,44,NA,NA,NA
"586",2016-03-20,2016-03-14,2016-03-01,87,49,38,366,26,185,192,200,NA,182,501,202,299,320,154,166,168,502,301,201,321,45,NA,NA,NA
"587",2016-03-21,2016-03-21,2016-03-01,116,58,58,1217,54,440,367,301,NA,425,606,222,384,436,242,194,104,1401,790,611,513,83,NA,NA,NA
"588",2016-03-22,2016-03-21,2016-03-01,172,122,50,945,28,346,274,238,NA,344,329,105,224,273,152,121,38,1064,569,495,412,48,NA,NA,NA
"589",2016-03-23,2016-03-21,2016-03-01,256,178,78,1343,56,579,430,350,NA,507,725,283,442,535,287,248,151,1653,949,704,673,94,NA,NA,NA
"590",2016-03-24,2016-03-21,2016-03-01,300,190,110,1172,64,456,409,415,NA,461,730,292,438,566,301,265,135,1491,860,631,620,98,NA,NA,NA
"591",2016-03-25,2016-03-21,2016-03-01,270,186,84,805,51,332,382,363,NA,374,598,237,361,413,202,211,116,1129,660,469,474,77,NA,NA,NA
"592",2016-03-26,2016-03-21,2016-03-01,67,38,29,167,16,127,88,110,NA,80,210,93,117,134,49,85,19,267,165,102,158,30,NA,NA,NA
"593",2016-03-27,2016-03-21,2016-03-01,265,148,117,395,63,376,242,226,NA,229,1080,491,589,698,374,324,319,630,399,231,552,96,NA,NA,NA
"594",2016-03-28,2016-03-28,2016-03-01,686,374,312,1064,117,699,512,456,NA,350,2607,1079,1528,1451,819,632,936,1235,811,424,1248,201,NA,NA,NA
"595",2016-03-29,2016-03-28,2016-03-01,249,170,79,1003,66,341,374,318,NA,367,559,195,364,441,222,219,74,1197,671,526,541,91,NA,NA,NA
"596",2016-03-30,2016-03-28,2016-03-01,375,235,140,1508,59,642,521,444,NA,571,815,308,507,629,378,251,150,1758,980,778,722,112,NA,NA,NA
"597",2016-03-31,2016-03-28,2016-03-01,395,253,142,1626,99,661,591,545,NA,620,1042,397,645,774,407,367,198,1928,1118,810,898,118,NA,NA,NA
"598",2016-04-01,2016-03-28,2016-04-01,285,179,106,991,39,329,353,334,NA,386,643,238,405,474,244,230,83,1200,691,509,488,74,NA,NA,NA
"599",2016-04-02,2016-03-28,2016-04-01,966,587,379,1748,133,1100,881,746,NA,666,3322,1507,1815,2250,1160,1090,1171,2233,1386,847,1571,250,NA,NA,NA
"600",2016-04-03,2016-03-28,2016-04-01,1429,848,581,2483,210,1683,1083,889,NA,784,4659,1999,2660,2976,1352,1624,1804,2712,1673,1039,2368,352,NA,NA,NA
"601",2016-04-04,2016-04-04,2016-04-01,1017,570,447,2833,198,1312,1197,1032,NA,1020,2371,923,1448,1712,803,909,567,3288,1965,1323,1904,280,NA,NA,NA
"602",2016-04-05,2016-04-04,2016-04-01,1254,740,514,3639,242,1554,1331,1118,NA,1114,3314,1432,1882,2340,1041,1299,856,4049,2385,1664,2257,363,NA,NA,NA
"603",2016-04-06,2016-04-04,2016-04-01,625,365,260,2561,136,1070,947,720,NA,883,1384,500,884,1123,494,629,198,2950,1638,1312,1310,194,NA,NA,NA
"604",2016-04-07,2016-04-04,2016-04-01,870,523,347,2753,157,1245,1058,902,NA,955,2127,818,1309,1562,626,936,403,3505,2067,1438,1668,251,NA,NA,NA
"605",2016-04-08,2016-04-04,2016-04-01,455,260,195,1822,94,750,723,628,NA,741,970,363,607,729,303,426,155,2408,1369,1039,970,137,NA,NA,NA
"606",2016-04-09,2016-04-04,2016-04-01,469,244,225,968,85,575,449,490,NA,431,987,388,599,741,321,420,370,1390,844,546,730,115,NA,NA,NA
"607",2016-04-10,2016-04-04,2016-04-01,351,189,162,528,55,328,328,261,NA,275,717,283,434,448,226,222,223,782,495,287,490,78,NA,NA,NA
"608",2016-04-11,2016-04-11,2016-04-01,661,400,261,2561,118,963,856,746,NA,853,1468,523,945,1126,458,668,243,2856,1637,1219,1260,190,NA,NA,NA
"609",2016-04-12,2016-04-11,2016-04-01,642,366,276,2106,127,872,771,677,NA,723,1407,537,870,1046,500,546,253,2565,1526,1039,1127,172,NA,NA,NA
"610",2016-04-13,2016-04-11,2016-04-01,850,530,320,2900,166,1212,1006,829,NA,971,2071,870,1201,1581,708,873,449,3377,2004,1373,1606,251,NA,NA,NA
"611",2016-04-14,2016-04-11,2016-04-01,741,452,289,2651,146,1057,912,837,NA,884,1554,604,950,1235,475,760,252,3054,1816,1238,1413,200,NA,NA,NA
"612",2016-04-15,2016-04-11,2016-04-01,872,518,354,2777,164,1248,1040,920,NA,991,1987,830,1157,1557,655,902,458,3421,1923,1498,1546,240,NA,NA,NA
"613",2016-04-16,2016-04-11,2016-04-01,1042,574,468,1901,238,1217,929,976,NA,681,3522,1569,1953,2377,1169,1208,1230,2595,1557,1038,2079,295,NA,NA,NA
"614",2016-04-17,2016-04-11,2016-04-01,1875,1142,733,2800,262,1530,1447,1087,NA,944,5781,2522,3259,3879,1891,1988,2165,3363,1977,1386,2941,439,NA,NA,NA
"615",2016-04-18,2016-04-18,2016-04-01,777,432,345,2818,185,1195,1072,894,NA,981,1780,707,1073,1394,580,814,325,3361,1902,1459,1554,248,NA,NA,NA
"616",2016-04-19,2016-04-18,2016-04-01,486,296,190,2271,127,843,811,648,NA,784,1067,348,719,886,354,532,136,2580,1464,1116,1088,136,NA,NA,NA
"617",2016-04-20,2016-04-18,2016-04-01,536,316,220,1997,82,757,711,606,NA,732,961,339,622,770,290,480,149,2504,1442,1062,1006,126,NA,NA,NA
"618",2016-04-21,2016-04-18,2016-04-01,818,520,298,2866,120,1206,1073,969,NA,1046,2009,828,1181,1653,741,912,358,3457,2018,1439,1675,238,NA,NA,NA
"619",2016-04-22,2016-04-18,2016-04-01,606,356,250,2217,90,910,838,818,NA,901,1234,480,754,1142,463,679,248,2823,1567,1256,1250,161,NA,NA,NA
"620",2016-04-23,2016-04-18,2016-04-01,985,623,362,1681,120,1075,898,856,NA,697,2850,1283,1567,1948,923,1025,884,2389,1475,914,1603,255,NA,NA,NA
"621",2016-04-24,2016-04-18,2016-04-01,635,372,263,1252,151,687,589,518,NA,451,1414,578,836,1047,453,594,491,1405,889,516,929,121,NA,NA,NA
"622",2016-04-25,2016-04-25,2016-04-01,586,370,216,2267,158,814,746,609,NA,802,1176,429,747,839,343,496,173,2637,1504,1133,1081,171,NA,NA,NA
"623",2016-04-26,2016-04-25,2016-04-01,916,559,357,2943,144,1228,1159,923,NA,1075,2036,850,1186,1502,632,870,418,3445,2021,1424,1644,194,NA,NA,NA
"624",2016-04-27,2016-04-25,2016-04-01,230,148,82,1289,114,399,411,349,NA,456,428,147,281,387,174,213,39,1490,843,647,549,175,NA,NA,NA
"625",2016-04-28,2016-04-25,2016-04-01,615,385,230,2223,135,897,768,683,NA,868,1281,518,763,1016,419,597,202,2660,1556,1104,1097,205,NA,NA,NA
"626",2016-04-29,2016-04-25,2016-04-01,798,503,295,2572,99,1073,965,923,NA,968,1852,746,1106,1361,565,796,385,3249,1955,1294,1524,161,NA,NA,NA
"627",2016-04-30,2016-04-25,2016-04-01,607,341,266,1038,146,576,586,640,NA,445,1492,614,878,1057,473,584,484,1412,844,568,893,226,NA,NA,NA
"628",2016-05-01,2016-04-25,2016-05-01,1059,667,392,1523,173,1013,753,752,NA,689,3682,1556,2126,2434,1090,1344,1165,2129,1336,793,1867,181,NA,NA,NA
"629",2016-05-02,2016-05-02,2016-05-01,1096,706,390,2034,171,926,1056,839,NA,753,3124,1491,1633,2046,1027,1019,799,2426,1432,994,1672,214,NA,NA,NA
"630",2016-05-03,2016-05-02,2016-05-01,1397,859,538,2214,163,1288,1005,783,NA,636,4255,1766,2489,2997,1562,1435,1308,2218,1396,822,2356,260,NA,NA,NA
"631",2016-05-04,2016-05-02,2016-05-01,798,510,288,3037,127,1164,1148,881,NA,1125,2095,836,1259,1415,634,781,273,3458,2062,1396,1806,212,NA,NA,NA
"632",2016-05-05,2016-05-02,2016-05-01,1513,928,585,4055,143,1726,1594,1238,NA,1358,3617,1549,2068,2739,1164,1575,813,4924,2881,2043,2566,243,1483,256,1227
"633",2016-05-06,2016-05-02,2016-05-01,1348,841,507,3845,114,1742,1514,1201,NA,1411,3244,1326,1918,2715,1051,1664,693,4962,2887,2075,2477,216,2011,366,1645
"634",2016-05-07,2016-05-02,2016-05-01,1962,1218,744,3352,148,2007,1648,1397,NA,1401,7041,3014,4027,5080,2269,2811,1789,4518,2644,1874,3573,229,1941,386,1555
"635",2016-05-08,2016-05-02,2016-05-01,1816,1119,697,3020,163,1650,1513,1338,NA,1044,6759,2886,3873,4233,1941,2292,1942,3372,1974,1398,3252,264,1876,362,1514
"636",2016-05-09,2016-05-09,2016-05-01,1445,914,531,4064,160,1629,1635,1268,NA,1408,3035,1257,1778,2529,1066,1463,639,4985,2958,2027,2552,259,2144,472,1672
"637",2016-05-10,2016-05-09,2016-05-01,1741,1094,647,4598,143,2078,1910,1483,NA,1547,4126,1773,2353,3185,1295,1890,802,5745,3381,2364,3132,224,2461,610,1851
"638",2016-05-11,2016-05-09,2016-05-01,1268,810,458,3939,124,1645,1487,1116,NA,1331,2808,1148,1660,2327,925,1402,485,4894,2890,2004,2387,238,1990,463,1527
"639",2016-05-12,2016-05-09,2016-05-01,1527,920,607,4426,139,1838,1665,1393,NA,1416,3105,1306,1799,2603,1069,1534,695,5385,3187,2198,2669,273,2271,513,1758
"640",2016-05-13,2016-05-09,2016-05-01,988,622,366,3286,119,1248,1330,1076,NA,1210,1891,711,1180,1810,674,1136,322,4296,2478,1818,1923,222,1725,429,1296
"641",2016-05-14,2016-05-09,2016-05-01,535,342,193,973,165,595,596,573,NA,521,1180,484,696,1056,452,604,304,1705,1037,668,794,300,685,178,507
"642",2016-05-15,2016-05-09,2016-05-01,920,555,365,1519,189,983,736,627,NA,678,2699,1204,1495,2147,1063,1084,771,2127,1315,812,1382,345,1123,264,859
"643",2016-05-16,2016-05-16,2016-05-01,591,368,223,2574,170,946,888,727,NA,819,1016,346,670,997,352,645,110,2803,1622,1181,1232,297,1286,280,1006
"644",2016-05-17,2016-05-16,2016-05-01,489,308,181,2150,146,790,696,588,NA,747,713,242,471,778,264,514,79,2433,1425,1008,1008,255,1178,262,916
"645",2016-05-18,2016-05-16,2016-05-01,773,514,259,2661,121,1065,962,823,NA,1034,1789,694,1095,1397,534,863,254,3443,1939,1504,1502,191,1475,330,1145
"646",2016-05-19,2016-05-16,2016-05-01,1274,806,468,3903,136,1642,1427,1099,NA,1319,2973,1307,1666,2558,1084,1474,596,4923,2915,2008,2424,303,2306,447,1859
"647",2016-05-20,2016-05-16,2016-05-01,1404,866,538,4063,110,1655,1601,1291,NA,1489,3307,1413,1894,2796,1105,1691,693,4988,2845,2143,2586,231,2288,393,1895
"648",2016-05-21,2016-05-16,2016-05-01,1613,1008,605,3001,145,1702,1581,1400,NA,1063,5853,2680,3173,4745,2119,2626,1662,3853,2343,1510,3092,280,2145,381,1764
"649",2016-05-22,2016-05-16,2016-05-01,2390,1537,853,3868,171,2175,1996,1641,NA,1228,9201,3916,5285,7302,3443,3859,2644,4592,2785,1807,4512,258,2873,504,2369
"650",2016-05-23,2016-05-23,2016-05-01,1845,1179,666,4891,167,1906,1920,1542,NA,1735,4061,1687,2374,3383,1360,2023,854,5695,3432,2263,3130,275,3008,638,2370
"651",2016-05-24,2016-05-23,2016-05-01,1785,1129,656,5123,151,2299,1963,1563,NA,1697,4088,1694,2394,3537,1346,2191,869,6112,3530,2582,3298,268,3157,626,2531
"652",2016-05-25,2016-05-23,2016-05-01,1017,673,344,3772,122,1469,1538,1212,NA,1328,2169,844,1325,1926,627,1299,292,4660,2755,1905,2235,246,2344,491,1853
"653",2016-05-26,2016-05-23,2016-05-01,2207,1370,837,2977,139,1928,1698,1488,NA,1137,7762,3173,4589,5987,2505,3482,2235,3995,2377,1618,2191,279,2560,460,2100
"654",2016-05-27,2016-05-23,2016-05-01,876,588,288,1784,113,927,1052,892,NA,722,2150,931,1219,1516,607,909,459,2562,1428,1134,2132,230,1258,276,982
"655",2016-05-28,2016-05-23,2016-05-01,1656,1044,612,2679,152,1439,1468,1313,NA,1025,6199,2751,3448,4707,2221,2486,1653,3582,2193,1389,2090,277,1906,324,1582
"656",2016-05-29,2016-05-23,2016-05-01,1815,1120,695,2894,176,1668,1645,1428,NA,1054,7104,2979,4125,5266,2407,2859,1815,3666,2234,1432,2756,282,2402,480,1922
"657",2016-05-30,2016-05-30,2016-05-01,1292,802,490,4144,167,1683,1765,1381,NA,1363,2906,1144,1762,2333,804,1529,494,5056,2938,2118,1721,265,2600,558,2042
"658",2016-05-31,2016-05-30,2016-05-01,1071,706,365,3625,151,1398,1381,1090,NA,1268,2070,745,1325,1829,623,1206,232,4170,2409,1761,2136,310,2195,441,1754
"659",2016-06-01,2016-05-30,2016-06-01,981,634,347,3330,200,1302,1334,1137,NA,1209,1822,658,1164,1656,596,1060,255,4198,2420,1778,1907,314,2012,410,1602
"660",2016-06-02,2016-05-30,2016-06-01,1468,964,504,4064,250,1784,1756,1451,NA,1500,3356,1382,1974,2794,1145,1649,670,5356,3105,2251,2711,440,2680,543,2137
"661",2016-06-03,2016-05-30,2016-06-01,1509,1017,492,4558,327,1936,1973,1597,NA,1636,3899,1588,2311,3462,1288,2174,691,5806,3359,2447,3056,472,2933,592,2341
"662",2016-06-04,2016-05-30,2016-06-01,1696,1054,642,2740,320,1685,1507,1399,NA,1383,5079,2178,2901,4197,1701,2496,1168,4292,2523,1769,2900,444,2031,431,1600
"663",2016-06-05,2016-05-30,2016-06-01,2367,1435,932,3896,409,2260,2025,1638,NA,1217,8790,3595,5195,6571,2780,3791,2169,4809,2912,1897,4379,624,2887,519,2368
"664",2016-06-06,2016-06-06,2016-06-01,1338,853,485,4382,269,1685,1828,1401,NA,1435,2571,933,1638,2322,800,1522,420,5207,3039,2168,2648,400,2585,532,2053
"665",2016-06-07,2016-06-06,2016-06-01,1764,1132,632,4729,307,2025,2002,1580,NA,1541,3643,1396,2247,3154,1157,1997,662,5818,3417,2401,3152,478,3232,665,2567
"666",2016-06-08,2016-06-06,2016-06-01,1763,1090,673,4968,375,2096,2199,1681,NA,1725,4130,1703,2427,3442,1306,2136,791,6182,3593,2589,3324,514,3310,616,2694
"667",2016-06-09,2016-06-06,2016-06-01,1398,901,497,3985,282,1637,1739,1361,NA,1429,2783,1080,1703,2516,891,1625,551,5005,2934,2071,2464,394,2625,520,2105
"668",2016-06-10,2016-06-06,2016-06-01,879,557,322,3154,185,1215,1319,1067,NA,1182,1634,685,949,1657,539,1118,207,4112,2354,1758,1843,261,2103,425,1678
"669",2016-06-11,2016-06-06,2016-06-01,1223,791,432,2364,226,1167,1331,1346,NA,1048,3821,1455,2366,3081,1352,1729,869,3191,1908,1283,2364,316,1774,315,1459
"670",2016-06-12,2016-06-06,2016-06-01,1572,999,573,2750,274,1549,1447,1213,NA,986,5491,2271,3220,4354,1809,2545,1343,3420,2049,1371,2940,453,2182,406,1776
"671",2016-06-13,2016-06-13,2016-06-01,1595,1066,529,4447,324,1874,1955,1487,NA,1535,3242,1364,1878,2730,996,1734,598,5410,3240,2170,2948,484,3067,588,2479
"672",2016-06-14,2016-06-13,2016-06-01,1356,891,465,4319,315,1850,1802,1407,NA,1461,2640,1013,1627,2288,744,1544,463,5281,3056,2225,2561,397,2822,578,2244
