"","Data","startTyg","startM","Al. USA - suma","Al. USA - południe","Al. USA - północ","Banacha","Bazyliańska","Belwederska","Dworzec Wilenski (al. Solidarności)","Dworzec Wileński (Targowa)","Marsa","Marszałkowska","Most Gdański - suma","Most Gdański - ciąg pieszo-rowerowy","Most Gdanski - ścieżka rowerowa","NSR - Solec - suma","NSR - Solec - ciąg pieszo-rowerowy","NSR-Solec - ścieżka rowerowa","Praska ścieżka rekreacyjna","Świętokrzyska - Emilii Plater - suma","Świętokrzyska - Emilii Plater, płd","Świętokrzyska - Emilii Plater, płn","Wybrzeże Helskie","Wysockiego","Żwirki i Wigury/Trojdena - suma","Żwirki i Wigury/Trojdena zach.","Żwirki i Wigury/Trojdena wsch."
"831",2016-11-20,2016-11-14,2016-11-01,306,214,92,509,56,327,240,213,NA,254,1100,537,563,569,233,336,193,653,392,261,540,192,378,77,301
"832",2016-11-21,2016-11-21,2016-11-01,368,235,133,1495,67,451,398,315,NA,492,770,293,477,637,189,448,76,1617,904,713,658,241,938,195,743
"833",2016-11-22,2016-11-21,2016-11-01,291,197,94,1454,71,479,419,328,NA,444,716,219,497,566,150,416,61,1502,838,664,625,188,926,184,742
"834",2016-11-23,2016-11-21,2016-11-01,277,196,81,1426,78,402,362,302,NA,448,606,207,399,580,143,437,56,1406,760,646,587,196,882,166,716
"835",2016-11-24,2016-11-21,2016-11-01,271,184,87,1202,49,368,361,294,NA,417,545,177,368,481,135,346,46,1320,729,591,528,162,791,153,638
"836",2016-11-25,2016-11-21,2016-11-01,232,144,88,1030,43,303,309,279,NA,415,434,165,269,398,101,297,52,1198,656,542,468,129,639,130,509
"837",2016-11-26,2016-11-21,2016-11-01,189,123,66,449,38,186,192,196,NA,199,658,326,332,408,166,242,161,603,347,256,389,125,301,62,239
"838",2016-11-27,2016-11-21,2016-11-01,63,40,23,193,16,93,98,72,NA,88,191,86,105,148,56,92,42,272,152,120,148,41,163,26,137
"839",2016-11-28,2016-11-28,2016-11-01,160,103,57,716,27,222,222,186,NA,266,234,86,148,231,45,186,18,828,451,377,306,82,462,99,363
"840",2016-11-29,2016-11-28,2016-11-01,150,105,45,781,21,230,222,168,NA,278,245,89,156,232,59,173,15,926,503,423,299,80,466,99,367
"841",2016-11-30,2016-11-28,2016-11-01,144,97,47,725,31,215,226,201,NA,244,233,67,166,230,44,186,15,795,434,361,292,81,452,104,348
"842",2016-12-01,2016-11-28,2016-12-01,108,73,35,634,23,201,215,215,NA,207,224,74,150,195,47,148,17,743,417,326,274,86,422,74,348
"843",2016-12-02,2016-11-28,2016-12-01,73,55,18,358,13,60,95,40,NA,124,53,14,39,49,6,43,2,317,209,108,130,44,122,28,94
"844",2016-12-03,2016-11-28,2016-12-01,43,41,2,133,6,49,77,60,NA,77,110,18,92,79,27,52,24,243,135,108,88,24,51,5,46
"845",2016-12-04,2016-11-28,2016-12-01,69,53,16,118,3,60,75,71,NA,65,154,36,118,105,28,77,24,187,114,73,96,27,57,11,46
"846",2016-12-05,2016-12-05,2016-12-01,147,99,48,659,7,212,215,160,NA,222,217,33,184,189,29,160,15,744,403,341,259,77,369,70,299
"847",2016-12-06,2016-12-05,2016-12-01,123,80,43,532,10,153,163,138,NA,219,191,23,168,165,27,138,8,651,361,290,222,87,324,55,269
"848",2016-12-07,2016-12-05,2016-12-01,156,109,47,610,18,181,224,158,NA,197,260,51,209,191,34,157,15,755,438,317,278,92,389,79,310
"849",2016-12-08,2016-12-05,2016-12-01,161,116,45,635,22,194,187,210,NA,228,244,63,181,217,49,168,4,715,377,338,253,63,423,103,320
"850",2016-12-09,2016-12-05,2016-12-01,125,84,41,628,17,191,207,153,NA,249,270,84,186,242,68,174,5,767,435,332,224,74,379,86,293
"851",2016-12-10,2016-12-05,2016-12-01,36,27,9,104,12,28,69,85,NA,60,60,23,37,49,13,36,3,174,96,78,61,24,65,14,51
"852",2016-12-11,2016-12-05,2016-12-01,42,32,10,84,1,35,44,56,NA,45,82,43,39,47,16,31,12,127,76,51,67,20,53,11,42
"853",2016-12-12,2016-12-12,2016-12-01,128,89,39,555,16,182,163,184,NA,208,192,68,124,199,33,166,18,615,335,280,203,75,352,80,272
"854",2016-12-13,2016-12-12,2016-12-01,129,97,32,665,23,187,176,165,NA,213,238,80,158,205,40,165,8,762,411,351,242,77,400,112,288
"855",2016-12-14,2016-12-12,2016-12-01,79,62,17,525,22,156,161,119,NA,209,173,51,122,164,35,129,10,611,313,298,189,70,317,79,238
"856",2016-12-15,2016-12-12,2016-12-01,118,75,43,550,35,169,145,121,NA,223,216,83,133,187,45,142,10,682,353,329,211,68,346,75,271
"857",2016-12-16,2016-12-12,2016-12-01,103,74,29,617,22,186,195,126,NA,244,275,106,169,240,62,178,22,691,368,323,280,87,361,88,273
"858",2016-12-17,2016-12-12,2016-12-01,69,48,21,212,16,155,109,111,NA,114,192,79,113,145,46,99,38,351,192,159,156,43,122,25,97
"859",2016-12-18,2016-12-12,2016-12-01,56,41,15,122,8,90,59,46,NA,60,134,55,79,72,21,51,30,174,103,71,83,26,68,16,52
"860",2016-12-19,2016-12-19,2016-12-01,115,80,35,576,25,175,184,141,NA,211,210,68,142,182,37,145,22,742,417,325,243,77,360,84,276
"861",2016-12-20,2016-12-19,2016-12-01,133,90,43,657,24,228,189,167,NA,229,281,102,179,224,56,168,9,816,441,375,232,83,422,102,320
"862",2016-12-21,2016-12-19,2016-12-01,110,72,38,688,26,227,181,181,NA,232,262,84,178,210,38,172,6,806,461,345,269,92,407,106,301
"863",2016-12-22,2016-12-19,2016-12-01,155,114,41,625,26,190,206,155,NA,236,264,98,166,199,53,146,22,734,395,339,278,91,390,92,298
"864",2016-12-23,2016-12-19,2016-12-01,66,49,17,312,13,93,119,128,NA,147,100,26,74,90,18,72,6,447,269,178,156,60,177,37,140
"865",2016-12-24,2016-12-19,2016-12-01,46,35,11,72,5,37,54,53,NA,31,95,43,52,58,27,31,10,95,51,44,71,17,51,12,39
"866",2016-12-25,2016-12-19,2016-12-01,48,28,20,66,7,69,62,29,NA,44,205,109,96,91,31,60,28,96,67,29,86,18,64,13,51
"867",2016-12-26,2016-12-26,2016-12-01,51,33,18,59,7,46,38,32,NA,32,153,65,88,80,38,42,29,104,67,37,68,23,58,9,49
"868",2016-12-27,2016-12-26,2016-12-01,51,36,15,209,10,73,89,81,NA,78,111,35,76,79,12,67,3,308,197,111,108,30,142,33,109
"869",2016-12-28,2016-12-26,2016-12-01,133,106,27,374,22,148,140,147,NA,192,305,103,202,188,36,152,27,524,296,228,215,72,264,57,207
"870",2016-12-29,2016-12-26,2016-12-01,175,127,48,395,26,155,178,142,NA,199,312,117,195,209,59,150,30,561,327,234,239,87,271,65,206
"871",2016-12-30,2016-12-26,2016-12-01,127,98,29,357,32,181,199,145,NA,180,312,131,181,188,58,130,42,554,307,247,213,86,262,58,204
"872",2016-12-31,2016-12-26,2016-12-01,96,63,33,167,18,101,92,78,NA,131,363,169,194,155,73,82,81,260,147,113,168,45,132,24,108
"873",2017-01-01,2016-12-26,2017-01-01,62,43,19,105,9,83,62,47,NA,52,222,93,129,123,50,73,36,201,118,83,103,26,106,30,76
"874",2017-01-02,2017-01-02,2017-01-01,112,83,29,441,14,141,160,117,NA,160,200,60,140,152,30,122,11,465,251,214,211,60,300,69,231
"875",2017-01-03,2017-01-02,2017-01-01,103,69,34,466,19,128,162,138,NA,180,186,55,131,145,12,133,14,481,259,222,235,62,293,60,233
"876",2017-01-04,2017-01-02,2017-01-01,56,45,11,364,12,99,93,82,NA,132,87,16,71,100,15,85,1,351,193,158,121,39,176,25,151
"877",2017-01-05,2017-01-02,2017-01-01,42,34,8,198,9,64,80,49,NA,105,70,15,55,78,9,69,5,278,139,139,104,31,123,8,115
"878",2017-01-06,2017-01-02,2017-01-01,24,20,4,28,3,22,38,18,NA,21,37,7,30,27,8,19,32,79,51,28,38,12,30,1,29
"879",2017-01-07,2017-01-02,2017-01-01,21,19,2,48,0,15,31,25,NA,30,43,5,38,24,7,17,20,71,43,28,28,8,18,2,16
"880",2017-01-08,2017-01-02,2017-01-01,25,21,4,28,1,21,27,13,NA,32,63,15,48,26,5,21,28,98,64,34,38,10,33,2,31
"881",2017-01-09,2017-01-09,2017-01-01,61,45,16,294,4,60,75,46,NA,106,75,14,61,66,14,52,8,283,152,131,97,31,124,6,118
"882",2017-01-10,2017-01-09,2017-01-01,58,40,18,327,3,104,94,51,NA,117,114,16,98,78,7,71,7,386,211,175,123,28,162,6,156
"883",2017-01-11,2017-01-09,2017-01-01,59,45,14,354,5,103,110,55,NA,129,117,20,97,87,13,74,9,423,228,195,140,34,149,3,146
"884",2017-01-12,2017-01-09,2017-01-01,37,36,1,320,5,66,92,61,NA,110,90,9,81,76,6,70,10,307,166,141,105,39,138,1,137
"885",2017-01-13,2017-01-09,2017-01-01,32,29,3,262,6,66,80,34,NA,94,78,5,73,79,10,69,5,322,178,144,101,25,124,1,123
"886",2017-01-14,2017-01-09,2017-01-01,43,39,4,87,8,30,59,41,NA,54,92,14,78,78,10,68,10,148,81,67,80,27,42,0,42
"887",2017-01-15,2017-01-09,2017-01-01,28,22,6,65,2,59,56,23,NA,51,99,19,80,58,13,45,21,186,79,107,84,27,40,0,40
"888",2017-01-16,2017-01-16,2017-01-01,48,48,0,349,9,102,117,52,NA,145,112,9,103,94,6,88,21,406,238,168,141,43,150,0,150
"889",2017-01-17,2017-01-16,2017-01-01,52,51,1,345,8,103,133,50,NA,125,114,6,108,104,7,97,18,385,202,183,152,41,182,2,180
"890",2017-01-18,2017-01-16,2017-01-01,58,56,2,341,5,75,106,37,NA,135,143,10,133,88,10,78,9,424,263,161,138,35,175,1,174
"891",2017-01-19,2017-01-16,2017-01-01,53,52,1,330,7,90,103,43,NA,136,131,8,123,109,7,102,16,417,227,190,148,34,164,0,164
"892",2017-01-20,2017-01-16,2017-01-01,32,32,0,277,5,64,108,43,NA,97,65,10,55,56,2,54,7,380,204,176,101,25,118,1,117
"893",2017-01-21,2017-01-16,2017-01-01,33,31,2,89,8,43,47,33,NA,37,69,16,53,64,18,46,12,136,75,61,56,44,47,0,47
"894",2017-01-22,2017-01-16,2017-01-01,42,36,6,92,7,48,72,48,NA,40,88,18,70,81,20,61,11,147,75,72,79,36,35,0,35
"895",2017-01-23,2017-01-23,2017-01-01,73,68,5,420,15,118,123,101,NA,152,204,33,171,144,16,128,7,536,303,233,209,59,220,2,218
"896",2017-01-24,2017-01-23,2017-01-01,65,61,4,373,7,126,120,76,NA,126,159,23,136,145,12,133,6,499,266,233,181,33,181,4,177
"897",2017-01-25,2017-01-23,2017-01-01,80,73,7,394,19,146,110,77,NA,149,169,24,145,118,12,106,3,493,254,239,178,54,219,6,213
"898",2017-01-26,2017-01-23,2017-01-01,58,54,4,422,15,140,114,91,NA,151,178,32,146,157,22,135,8,548,319,229,179,56,198,8,190
"899",2017-01-27,2017-01-23,2017-01-01,69,60,9,376,11,131,134,92,NA,141,163,37,126,153,20,133,9,523,290,233,167,54,222,10,212
"900",2017-01-28,2017-01-23,2017-01-01,69,58,11,128,8,79,95,74,NA,74,231,59,172,133,38,95,14,233,136,97,135,34,97,10,87
"901",2017-01-29,2017-01-23,2017-01-01,84,70,14,139,9,74,73,66,NA,55,242,53,189,120,28,92,14,204,121,83,139,50,71,11,60
"902",2017-01-30,2017-01-30,2017-01-01,90,75,15,386,18,129,165,130,NA,165,210,24,186,175,15,160,0,555,299,256,187,49,232,34,198
"903",2017-01-31,2017-01-30,2017-01-01,87,61,26,459,11,160,155,129,NA,163,212,35,177,182,29,153,6,578,321,257,192,58,241,29,212
"904",2017-02-01,2017-01-30,2017-02-01,87,66,21,416,11,149,130,123,NA,163,192,28,164,152,18,134,5,597,327,270,183,50,236,41,195
"905",2017-02-02,2017-01-30,2017-02-01,59,52,7,353,6,122,139,76,NA,133,134,28,106,113,17,96,7,482,280,202,156,54,167,25,142
"906",2017-02-03,2017-01-30,2017-02-01,45,43,2,345,4,117,127,96,NA,139,130,32,98,116,13,103,3,474,250,224,148,48,199,27,172
"907",2017-02-04,2017-01-30,2017-02-01,42,41,1,137,5,65,71,70,NA,68,124,27,97,84,16,68,11,197,123,74,89,32,84,10,74
"908",2017-02-05,2017-01-30,2017-02-01,32,29,3,96,1,37,42,50,NA,41,91,24,67,68,25,43,14,133,54,79,90,18,30,5,25
"909",2017-02-06,2017-02-06,2017-02-01,49,45,4,371,13,117,130,76,NA,128,158,23,135,106,12,94,6,478,256,222,163,50,198,24,174
"910",2017-02-07,2017-02-06,2017-02-01,53,43,10,306,2,92,104,76,NA,106,105,24,81,83,12,71,7,386,214,172,131,40,172,9,163
"911",2017-02-08,2017-02-06,2017-02-01,45,44,1,239,2,76,91,32,NA,96,95,30,65,69,13,56,5,332,175,157,107,39,110,0,110
"912",2017-02-09,2017-02-06,2017-02-01,42,39,3,279,2,80,94,38,NA,118,103,22,81,66,7,59,10,361,198,163,120,28,128,3,125
"913",2017-02-10,2017-02-06,2017-02-01,49,46,3,287,0,104,94,37,NA,127,121,27,94,78,8,70,9,418,224,194,117,34,121,1,120
"914",2017-02-11,2017-02-06,2017-02-01,34,31,3,77,0,42,46,33,NA,56,90,25,65,65,17,48,23,136,69,67,69,23,35,2,33
"915",2017-02-12,2017-02-06,2017-02-01,19,19,0,64,0,38,42,29,NA,37,57,10,47,41,13,28,15,93,61,32,52,20,30,0,30
"916",2017-02-13,2017-02-13,2017-02-01,42,42,0,262,1,88,121,79,NA,122,127,17,110,77,9,68,13,441,243,198,125,46,126,2,124
"917",2017-02-14,2017-02-13,2017-02-01,45,41,4,329,1,111,119,70,NA,133,164,41,123,107,17,90,9,489,262,227,131,42,138,8,130
"918",2017-02-15,2017-02-13,2017-02-01,55,48,7,360,2,137,117,83,NA,168,141,31,110,130,20,110,14,499,262,237,160,50,171,28,143
"919",2017-02-16,2017-02-13,2017-02-01,80,65,15,329,1,132,135,140,NA,171,210,58,152,149,31,118,10,567,310,257,176,51,196,45,151
"920",2017-02-17,2017-02-13,2017-02-01,34,24,10,184,1,75,97,73,NA,99,79,19,60,63,7,56,0,354,187,167,79,37,117,18,99
"921",2017-02-18,2017-02-13,2017-02-01,70,47,23,127,1,69,52,88,NA,58,143,60,83,78,17,61,1,216,122,94,90,28,88,22,66
"922",2017-02-19,2017-02-13,2017-02-01,75,56,19,106,2,72,82,68,NA,98,239,93,146,147,61,86,6,202,116,86,129,44,68,13,55
"923",2017-02-20,2017-02-20,2017-02-01,91,65,26,342,13,128,147,92,NA,188,206,59,147,162,24,138,1,587,322,265,196,60,206,42,164
"924",2017-02-21,2017-02-20,2017-02-01,110,78,32,418,24,160,157,111,NA,214,210,86,124,173,51,122,7,624,332,292,185,54,265,62,203
"925",2017-02-22,2017-02-20,2017-02-01,79,60,19,342,18,114,123,90,NA,156,162,67,95,126,21,105,1,475,236,239,161,45,218,50,168
"926",2017-02-23,2017-02-20,2017-02-01,108,77,31,386,13,160,150,119,NA,206,201,76,125,142,40,102,5,595,326,269,184,59,244,61,183
"927",2017-02-24,2017-02-20,2017-02-01,60,47,13,279,7,76,96,76,NA,126,85,34,51,85,11,74,6,394,205,189,127,27,156,41,115
"928",2017-02-25,2017-02-20,2017-02-01,99,72,27,118,8,79,95,107,NA,74,228,92,136,148,56,92,26,236,152,84,143,49,99,22,77
"929",2017-02-26,2017-02-20,2017-02-01,77,42,35,121,5,84,80,52,NA,45,205,77,128,101,40,61,14,168,90,78,109,35,74,14,60
"930",2017-02-27,2017-02-27,2017-02-01,260,185,75,825,54,373,322,231,NA,290,703,292,411,492,186,306,44,1030,545,485,405,169,564,124,440
"931",2017-02-28,2017-02-27,2017-02-01,345,211,134,1031,53,472,365,306,NA,388,782,345,437,550,175,375,44,1339,756,583,563,200,731,150,581
"932",2017-03-01,2017-02-27,2017-03-01,223,138,85,974,38,377,308,276,NA,399,497,157,340,386,137,249,28,1301,695,606,414,136,606,134,472
"933",2017-03-02,2017-02-27,2017-03-01,193,131,62,993,36,315,285,265,NA,346,340,113,227,307,72,235,32,1206,644,562,394,95,556,138,418
"934",2017-03-03,2017-02-27,2017-03-01,252,165,87,971,27,370,315,313,NA,359,445,179,266,351,83,268,35,1327,714,613,425,149,603,144,459
"935",2017-03-04,2017-02-27,2017-03-01,575,359,216,1162,82,696,613,613,NA,608,2128,1071,1057,1522,714,808,492,1860,1082,778,1162,378,907,200,707
"936",2017-03-05,2017-02-27,2017-03-01,997,641,356,1540,172,956,831,797,NA,723,3598,1679,1919,2282,1048,1234,864,2627,1444,1183,1673,578,1168,216,952
"937",2017-03-06,2017-03-06,2017-03-01,152,90,62,590,19,202,210,187,NA,235,226,65,161,172,32,140,17,856,473,383,207,66,327,77,250
"938",2017-03-07,2017-03-06,2017-03-01,225,150,75,1064,37,396,322,317,NA,408,535,189,346,391,102,289,38,1417,761,656,444,136,712,182,530
"939",2017-03-08,2017-03-06,2017-03-01,258,154,104,1195,43,486,439,384,NA,512,604,216,388,456,131,325,37,1832,984,848,550,182,687,180,507
"940",2017-03-09,2017-03-06,2017-03-01,185,119,66,1083,41,384,349,324,NA,386,488,179,309,321,70,251,26,1423,727,696,432,127,665,156,509
"941",2017-03-10,2017-03-06,2017-03-01,247,168,79,1073,53,436,405,385,NA,469,602,258,344,435,143,292,40,1645,889,756,543,163,691,192,499
"942",2017-03-11,2017-03-06,2017-03-01,230,141,89,574,51,272,329,367,NA,285,864,408,456,509,189,320,142,1051,581,470,522,146,442,108,334
"943",2017-03-12,2017-03-06,2017-03-01,376,226,150,602,44,333,298,289,NA,294,886,379,507,550,249,301,287,1064,593,471,548,212,478,121,357
"944",2017-03-13,2017-03-13,2017-03-01,300,197,103,1284,64,451,432,369,NA,513,612,223,389,506,143,363,61,1834,984,850,614,194,822,197,625
"945",2017-03-14,2017-03-13,2017-03-01,415,253,162,1661,85,699,613,558,NA,634,996,406,590,787,257,530,109,2220,1185,1035,855,253,1139,296,843
"946",2017-03-15,2017-03-13,2017-03-01,298,185,113,1409,54,462,518,492,NA,590,709,275,434,565,169,396,85,1975,1058,917,677,176,945,271,674
"947",2017-03-16,2017-03-13,2017-03-01,330,222,108,1496,56,549,583,512,NA,577,717,277,440,573,169,404,92,2191,1178,1013,732,195,1029,281,748
"948",2017-03-17,2017-03-13,2017-03-01,305,211,94,1232,54,494,454,419,NA,506,681,277,404,529,167,362,102,1861,965,896,636,178,855,223,632
"949",2017-03-18,2017-03-13,2017-03-01,119,79,40,326,23,134,162,178,NA,159,316,145,171,201,68,133,65,479,266,213,221,68,231,54,177
"950",2017-03-19,2017-03-13,2017-03-01,144,88,56,301,11,177,153,163,NA,151,384,166,218,232,85,147,54,630,349,281,263,65,250,68,182
"951",2017-03-20,2017-03-20,2017-03-01,213,139,74,1068,65,343,322,316,NA,418,479,194,285,360,88,272,29,1494,777,717,471,161,653,167,486
"952",2017-03-21,2017-03-20,2017-03-01,398,241,157,1566,81,674,589,508,NA,645,993,384,609,637,157,480,124,2206,1195,1011,754,259,1045,263,782
"953",2017-03-22,2017-03-20,2017-03-01,273,180,93,1184,68,413,400,402,NA,514,626,251,375,446,118,328,42,1768,944,824,553,226,769,201,568
"954",2017-03-23,2017-03-20,2017-03-01,338,211,127,1558,67,541,552,438,NA,593,714,260,454,475,90,385,60,2054,1073,981,778,195,995,264,731
"955",2017-03-24,2017-03-20,2017-03-01,474,324,150,1751,89,719,635,643,NA,722,1148,483,665,652,102,550,152,2486,1293,1193,985,299,1187,318,869
"956",2017-03-25,2017-03-20,2017-03-01,509,319,190,813,81,609,598,514,NA,481,1184,554,630,860,259,601,367,1563,846,717,823,259,611,144,467
"957",2017-03-26,2017-03-20,2017-03-01,818,481,337,1245,134,775,714,679,NA,744,1974,719,1255,1231,360,871,723,2123,1222,901,1371,496,1015,202,813
"958",2017-03-27,2017-03-27,2017-03-01,937,568,369,2623,142,1005,994,921,NA,958,1229,236,993,1011,115,896,372,3564,1955,1609,1484,455,1829,492,1337
"959",2017-03-28,2017-03-27,2017-03-01,985,632,353,2919,154,1255,1157,966,NA,1122,1634,400,1234,1306,174,1132,385,3882,2092,1790,1690,598,2074,462,1612
"960",2017-03-29,2017-03-27,2017-03-01,454,265,189,1992,79,732,673,626,NA,703,814,271,543,662,143,519,100,2717,1491,1226,964,263,1348,363,985
"961",2017-03-30,2017-03-27,2017-03-01,524,337,187,1899,86,732,686,607,NA,709,870,238,632,641,103,538,130,2736,1461,1275,897,284,1344,345,999
"962",2017-03-31,2017-03-27,2017-03-01,1056,663,393,2698,162,1213,1069,1072,NA,1052,1526,369,1157,1336,125,1211,450,4008,2157,1851,1604,566,1864,465,1399
"963",2017-04-01,2017-03-27,2017-04-01,2085,1310,775,3373,391,2031,1825,1814,NA,1356,4834,681,4153,4057,309,3748,2193,5564,3224,2340,3818,1122,2690,456,2234
"964",2017-04-02,2017-03-27,2017-04-01,2364,1505,859,3833,413,2178,2217,1807,NA,1575,6289,899,5390,4709,438,4271,2971,5923,3414,2509,4898,1480,3115,507,2608
"965",2017-04-03,2017-04-03,2017-04-01,1038,657,381,3195,217,1326,1305,1098,NA,1238,1396,230,1166,1230,97,1133,332,4531,2448,2083,1806,621,2372,567,1805
"966",2017-04-04,2017-04-03,2017-04-01,1418,896,522,3821,233,1615,1563,1276,NA,1369,1972,397,1575,1731,174,1557,579,5268,2858,2410,2182,738,2890,679,2211
"967",2017-04-05,2017-04-03,2017-04-01,1066,688,378,3391,167,1380,1364,1210,NA,1214,1577,309,1268,1313,142,1171,430,4742,2579,2163,1914,610,2499,606,1893
"968",2017-04-06,2017-04-03,2017-04-01,259,164,95,1528,36,471,493,456,NA,464,611,271,340,439,110,329,35,1669,902,767,656,160,945,264,681
"969",2017-04-07,2017-04-03,2017-04-01,427,290,137,1768,77,638,628,646,NA,632,847,408,439,594,135,459,86,2536,1381,1155,768,232,1225,329,896
"970",2017-04-08,2017-04-03,2017-04-01,1000,613,387,1977,184,1086,961,1062,NA,931,1996,533,1463,1440,210,1230,811,3184,1848,1336,1793,582,1530,328,1202
"971",2017-04-09,2017-04-03,2017-04-01,645,413,232,1204,110,705,622,676,NA,617,1667,661,1006,1008,286,722,487,1896,1029,867,1108,418,990,215,775
"972",2017-04-10,2017-04-10,2017-04-01,1526,975,551,4085,274,1874,1641,1403,NA,1543,2246,270,1976,2065,113,1952,656,5660,3111,2549,2388,795,2926,666,2260
"973",2017-04-11,2017-04-10,2017-04-01,508,330,178,2274,83,879,752,665,NA,805,1023,452,571,845,192,653,105,3109,1684,1425,1039,277,1496,396,1100
"974",2017-04-12,2017-04-10,2017-04-01,279,181,98,1391,50,450,439,411,NA,431,564,322,242,481,146,335,24,1567,840,727,526,129,954,256,698
"975",2017-04-13,2017-04-10,2017-04-01,249,179,70,1016,36,362,383,364,NA,430,539,280,259,363,119,244,33,1448,755,693,392,132,789,181,608
"976",2017-04-14,2017-04-10,2017-04-01,210,117,93,724,25,282,309,310,NA,400,658,481,177,315,135,180,20,1131,609,522,324,103,522,156,366
"977",2017-04-15,2017-04-10,2017-04-01,169,101,68,297,42,177,205,274,NA,163,837,588,249,380,223,157,94,514,305,209,305,116,263,57,206
"978",2017-04-16,2017-04-10,2017-04-01,146,82,64,174,24,106,126,118,NA,91,942,747,195,426,293,133,65,338,203,135,186,94,203,46,157
"979",2017-04-17,2017-04-17,2017-04-01,423,275,148,507,91,420,285,276,NA,285,937,262,675,505,103,402,342,821,468,353,604,250,592,115,477
"980",2017-04-18,2017-04-17,2017-04-01,210,134,76,736,46,240,351,355,NA,375,715,466,249,410,176,234,52,1170,629,541,446,155,500,138,362
"981",2017-04-19,2017-04-17,2017-04-01,360,243,117,1490,67,573,566,499,NA,636,772,331,441,556,145,411,113,2079,1121,958,726,187,991,228,763
"982",2017-04-20,2017-04-17,2017-04-01,479,300,179,1782,95,673,662,600,NA,702,859,294,565,630,113,517,123,2457,1324,1133,903,259,1190,260,930
"983",2017-04-21,2017-04-17,2017-04-01,355,237,118,1662,61,533,548,530,NA,668,957,519,438,604,128,476,115,2292,1134,1158,736,201,1070,267,803
"984",2017-04-22,2017-04-17,2017-04-01,351,229,122,770,42,640,383,465,NA,399,1255,750,505,667,280,387,171,1337,738,599,616,176,645,142,503
"985",2017-04-23,2017-04-17,2017-04-01,509,341,168,863,68,619,468,493,NA,448,1596,958,638,910,388,522,329,1490,847,643,813,248,720,153,567
"986",2017-04-24,2017-04-24,2017-04-01,513,339,174,2109,107,809,737,706,NA,807,890,289,601,737,109,628,131,2775,1519,1256,973,316,1413,321,1092
"987",2017-04-25,2017-04-24,2017-04-01,649,419,230,2469,122,898,856,762,NA,894,1336,529,807,940,180,760,217,3345,1870,1475,1194,360,1731,462,1269
"988",2017-04-26,2017-04-24,2017-04-01,188,127,61,1179,61,323,359,346,NA,406,631,388,243,392,145,247,13,1391,734,657,440,121,838,220,618
"989",2017-04-27,2017-04-24,2017-04-01,279,180,99,1527,91,492,512,447,NA,587,715,325,390,476,111,365,52,1977,1097,880,621,187,1055,268,787
"990",2017-04-28,2017-04-24,2017-04-01,105,72,33,604,19,163,252,236,NA,221,681,558,123,266,138,128,8,736,398,338,238,53,412,117,295
"991",2017-04-29,2017-04-24,2017-04-01,446,271,175,757,98,376,398,417,NA,413,1372,784,588,647,258,389,198,1323,723,600,722,232,660,151,509
"992",2017-04-30,2017-04-24,2017-04-01,570,352,218,1005,110,648,599,626,NA,530,1983,1017,966,1077,366,711,489,1673,931,742,1031,359,827,175,652
"993",2017-05-01,2017-05-01,2017-05-01,1226,766,460,1966,260,1472,1139,955,NA,1022,2827,334,2493,2043,109,1934,1325,2981,1703,1278,2448,790,1710,263,1447
"994",2017-05-02,2017-05-01,2017-05-01,886,582,304,1598,175,914,901,886,NA,767,1821,615,1206,1172,187,985,661,2701,1560,1141,1509,529,1312,284,1028
"995",2017-05-03,2017-05-01,2017-05-01,534,374,160,800,90,693,541,557,NA,437,1218,401,817,765,145,620,401,1412,780,632,816,331,782,131,651
"996",2017-05-04,2017-05-01,2017-05-01,233,136,97,767,65,271,279,364,NA,365,615,358,257,303,112,191,51,1216,657,559,401,168,504,139,365
"997",2017-05-05,2017-05-01,2017-05-01,1186,762,424,2487,214,1279,1195,1087,NA,1065,2097,634,1463,1569,136,1433,581,3972,2298,1674,1849,726,1842,362,1480
"998",2017-05-06,2017-05-01,2017-05-01,1403,913,490,2723,304,1684,1371,1214,NA,1001,3854,896,2958,2464,246,2218,1326,4035,2278,1757,2850,906,2189,381,1808
"999",2017-05-07,2017-05-01,2017-05-01,438,242,196,859,78,449,450,443,NA,445,1713,1061,652,819,336,483,244,1442,816,626,709,235,740,175,565
"1000",2017-05-08,2017-05-08,2017-05-01,413,263,150,1653,77,581,568,510,NA,588,801,358,443,542,114,428,21,2139,1195,944,746,207,1130,303,827
"1001",2017-05-09,2017-05-08,2017-05-01,466,322,144,2069,77,717,632,576,NA,785,1148,605,543,699,183,516,87,2517,1370,1147,883,210,1429,379,1050
"1002",2017-05-10,2017-05-08,2017-05-01,427,263,164,1942,90,690,629,603,NA,716,963,429,534,662,146,516,87,2530,1358,1172,935,233,1328,337,991
"1003",2017-05-11,2017-05-08,2017-05-01,553,352,201,2040,107,759,689,590,NA,703,1020,348,672,748,112,636,147,2518,1375,1143,1052,295,1367,313,1054
"1004",2017-05-12,2017-05-08,2017-05-01,1365,899,466,3338,219,1521,1350,1204,NA,1320,2389,692,1697,1767,136,1631,502,4818,2597,2221,2116,688,2409,543,1866
"1005",2017-05-13,2017-05-08,2017-05-01,1857,1208,649,3476,340,1986,1731,1576,NA,1399,4518,989,3529,3443,267,3176,1550,5213,2956,2257,3538,1157,2461,477,1984
