"","Data","startTyg","startM","temp_min","temp_avg","temp_max","deszcz","snieg","Jaki_dzien","Miejsce","Liczba_rowerow"
"1",2015-12-18,2015-12-14,2015-12-01,6.1,9.3,10.9,0,0,"roboczy","Al. USA - suma",50
"2",2015-12-19,2015-12-14,2015-12-01,8.2,9.6,11.3,0,0,"weekend","Al. USA - suma",70
"3",2015-12-20,2015-12-14,2015-12-01,4.4,6.6,9.9,0,0,"weekend","Al. USA - suma",71
"4",2015-12-21,2015-12-21,2015-12-01,0.6,5.4,8.1,2.3,0,"roboczy","Al. USA - suma",45
"5",2015-12-22,2015-12-21,2015-12-01,6.1,8.8,9.9,0,0,"roboczy","Al. USA - suma",65
"6",2015-12-23,2015-12-21,2015-12-01,9.1,11.7,14.4,0,0,"roboczy","Al. USA - suma",83
"7",2015-12-24,2015-12-21,2015-12-01,3.2,5.5,10.8,0,0,"roboczy","Al. USA - suma",43
"8",2015-12-25,2015-12-21,2015-12-01,-0.4,5.4,10,0,0,"roboczy","Al. USA - suma",42
"9",2015-12-26,2015-12-21,2015-12-01,2.5,11,13.8,0,0,"weekend","Al. USA - suma",49
"10",2015-12-27,2015-12-21,2015-12-01,6.4,9.6,13.9,2.2,0,"weekend","Al. USA - suma",96
"11",2015-12-28,2015-12-28,2015-12-01,3.1,6.5,10.4,0,0.5,"roboczy","Al. USA - suma",68
"12",2015-12-29,2015-12-28,2015-12-01,-4,-1.9,4.6,0,0,"roboczy","Al. USA - suma",75
"13",2015-12-30,2015-12-28,2015-12-01,-6.4,-4.1,-1.8,0,0,"roboczy","Al. USA - suma",44
"14",2015-12-31,2015-12-28,2015-12-01,-8.3,-5.6,-1,0,0,"roboczy","Al. USA - suma",31
"15",2016-01-01,2015-12-28,2016-01-01,-11.1,-9.1,-4.9,0,0,"roboczy","Al. USA - suma",24
"16",2016-01-02,2015-12-28,2016-01-01,-12.6,-10.7,-8.3,0,0,"weekend","Al. USA - suma",22
"17",2016-01-03,2015-12-28,2016-01-01,-16.5,-15,-12.6,0,0,"weekend","Al. USA - suma",9
"18",2016-01-04,2016-01-04,2016-01-01,-16.4,-14.1,-10.6,0,0,"roboczy","Al. USA - suma",16
"19",2016-01-05,2016-01-04,2016-01-01,-17.1,-13.6,-10.8,0,0.4,"roboczy","Al. USA - suma",24
"20",2016-01-06,2016-01-04,2016-01-01,-11.7,-6.8,-5.3,0,0,"roboczy","Al. USA - suma",14
"21",2016-01-07,2016-01-04,2016-01-01,-5.9,-5.4,-4.9,0,0,"roboczy","Al. USA - suma",22
"22",2016-01-08,2016-01-04,2016-01-01,-5.9,-3.2,1.9,0,3.3,"roboczy","Al. USA - suma",23
"23",2016-01-09,2016-01-04,2016-01-01,-1.5,0.5,2.1,0,0,"weekend","Al. USA - suma",11
"24",2016-01-10,2016-01-04,2016-01-01,-5,-1.7,0.4,0,0,"weekend","Al. USA - suma",7
"25",2016-01-11,2016-01-11,2016-01-01,-0.5,1,2.7,1.4,0,"roboczy","Al. USA - suma",8
"26",2016-01-12,2016-01-11,2016-01-01,-1.4,0.2,2.2,0,0.3,"roboczy","Al. USA - suma",28
"27",2016-01-13,2016-01-11,2016-01-01,-1.5,1,2.8,0,1.2,"roboczy","Al. USA - suma",32
"28",2016-01-14,2016-01-11,2016-01-01,-1.9,-0.8,1.7,0,0,"roboczy","Al. USA - suma",22
"29",2016-01-15,2016-01-11,2016-01-01,-3.1,-1.1,0.1,0,7.9,"roboczy","Al. USA - suma",17
"30",2016-01-16,2016-01-11,2016-01-01,-6.3,-3.9,-0.9,0,0,"weekend","Al. USA - suma",1
"31",2016-01-17,2016-01-11,2016-01-01,-9.8,-4.8,-2,0,0,"weekend","Al. USA - suma",0
"32",2016-01-18,2016-01-18,2016-01-01,-8,-6.1,-2.9,0,0.3,"roboczy","Al. USA - suma",7
"33",2016-01-19,2016-01-18,2016-01-01,-9.6,-5.5,-3.2,0,0,"roboczy","Al. USA - suma",17
"34",2016-01-20,2016-01-18,2016-01-01,-10,-6.5,-4.1,0,0.3,"roboczy","Al. USA - suma",18
"35",2016-01-21,2016-01-18,2016-01-01,-5.3,-3.3,-2,0,0.1,"roboczy","Al. USA - suma",10
"36",2016-01-22,2016-01-18,2016-01-01,-6.3,-4.5,-1.9,0,0,"roboczy","Al. USA - suma",7
"37",2016-01-23,2016-01-18,2016-01-01,-14.6,-9.6,-3.6,0,0,"weekend","Al. USA - suma",2
"38",2016-01-24,2016-01-18,2016-01-01,-12,-3.2,0.6,0,0.4,"weekend","Al. USA - suma",3
"39",2016-01-25,2016-01-25,2016-01-01,0.6,1.6,2.7,1,0,"roboczy","Al. USA - suma",15
"40",2016-01-26,2016-01-25,2016-01-01,0.4,3.3,6.2,1.5,0,"roboczy","Al. USA - suma",21
"41",2016-01-27,2016-01-25,2016-01-01,3.3,7.1,8.3,0.1,0,"roboczy","Al. USA - suma",42
"42",2016-01-28,2016-01-25,2016-01-01,5.2,7.7,11.2,0,0,"roboczy","Al. USA - suma",45
"43",2016-01-29,2016-01-25,2016-01-01,0.4,4.2,7.4,0,0,"roboczy","Al. USA - suma",41
"44",2016-01-30,2016-01-25,2016-01-01,5.4,7.7,9.6,2,0,"weekend","Al. USA - suma",98
"45",2016-01-31,2016-01-25,2016-01-01,2.9,4.4,8.4,0,0.4,"weekend","Al. USA - suma",32
"46",2016-02-01,2016-02-01,2016-02-01,1.5,3.5,5.5,1.8,0,"roboczy","Al. USA - suma",32
"47",2016-02-02,2016-02-01,2016-02-01,3.4,9.7,11.1,3.9,0,"roboczy","Al. USA - suma",35
"48",2016-02-03,2016-02-01,2016-02-01,5,5.9,10.1,0,0,"roboczy","Al. USA - suma",55
"49",2016-02-04,2016-02-01,2016-02-01,1.1,2.3,5,0,0.7,"roboczy","Al. USA - suma",29
"50",2016-02-05,2016-02-01,2016-02-01,0.2,1.4,2.5,0,0,"roboczy","Al. USA - suma",34
"51",2016-02-06,2016-02-01,2016-02-01,-1.5,2.5,6.2,0,0,"weekend","Al. USA - suma",44
"52",2016-02-07,2016-02-01,2016-02-01,0,4.3,9.5,0,0,"weekend","Al. USA - suma",127
"53",2016-02-08,2016-02-08,2016-02-01,1.3,6.3,10.2,0,0,"roboczy","Al. USA - suma",67
"54",2016-02-09,2016-02-08,2016-02-01,6.5,8.5,10.3,0.4,0,"roboczy","Al. USA - suma",65
"55",2016-02-10,2016-02-08,2016-02-01,1,5.5,9.4,0,16.2,"roboczy","Al. USA - suma",20
"56",2016-02-11,2016-02-08,2016-02-01,0.2,1.7,3.4,0,5.6,"roboczy","Al. USA - suma",31
"57",2016-02-12,2016-02-08,2016-02-01,1.3,3.1,6.7,0.1,0,"roboczy","Al. USA - suma",38
"58",2016-02-13,2016-02-08,2016-02-01,1.1,3,5.1,0.2,0,"weekend","Al. USA - suma",72
"59",2016-02-14,2016-02-08,2016-02-01,2.6,5,8.6,0,0,"weekend","Al. USA - suma",113
"60",2016-02-15,2016-02-15,2016-02-01,1.5,4.9,7.8,0,0,"roboczy","Al. USA - suma",84
"61",2016-02-16,2016-02-15,2016-02-01,1.5,3.6,6.3,0,0,"roboczy","Al. USA - suma",88
"62",2016-02-17,2016-02-15,2016-02-01,-3.2,1.3,3.9,0.7,0,"roboczy","Al. USA - suma",90
"63",2016-02-18,2016-02-15,2016-02-01,2.9,6.4,8.3,5.1,0,"roboczy","Al. USA - suma",89
"64",2016-02-19,2016-02-15,2016-02-01,1.9,3.4,7,0,10.4,"roboczy","Al. USA - suma",31
"65",2016-02-20,2016-02-15,2016-02-01,-0.1,1.4,3.2,0,3.1,"weekend","Al. USA - suma",42
"66",2016-02-21,2016-02-15,2016-02-01,1.4,4.6,8.5,4.6,0,"weekend","Al. USA - suma",39
"67",2016-02-22,2016-02-22,2016-02-01,4.1,8,12.5,6.2,0,"roboczy","Al. USA - suma",38
"68",2016-02-23,2016-02-22,2016-02-01,2,3.5,5.4,0,0,"roboczy","Al. USA - suma",85
"69",2016-02-24,2016-02-22,2016-02-01,0.3,2.8,5.3,0,0.8,"roboczy","Al. USA - suma",93
"70",2016-02-25,2016-02-22,2016-02-01,-1.8,1.3,5.5,0,0,"roboczy","Al. USA - suma",67
"71",2016-02-26,2016-02-22,2016-02-01,-3,-0.5,2.7,0,1.2,"roboczy","Al. USA - suma",47
"72",2016-02-27,2016-02-22,2016-02-01,-5.6,-1.8,2.2,0,0,"weekend","Al. USA - suma",56
"73",2016-02-28,2016-02-22,2016-02-01,-2.2,1.4,5.4,0,0.2,"weekend","Al. USA - suma",96
"74",2016-02-29,2016-02-29,2016-02-01,-0.4,0.8,2.1,0,5.8,"roboczy","Al. USA - suma",67
"75",2016-03-01,2016-02-29,2016-03-01,0.3,0.7,1.2,0,7.7,"roboczy","Al. USA - suma",27
"76",2016-03-02,2016-02-29,2016-03-01,0.1,1.3,3.4,0,0,"roboczy","Al. USA - suma",48
"77",2016-03-03,2016-02-29,2016-03-01,0.8,4,8.5,0,0,"roboczy","Al. USA - suma",113
"78",2016-03-04,2016-02-29,2016-03-01,1.3,2.3,4.9,0,0,"roboczy","Al. USA - suma",85
"79",2016-03-05,2016-02-29,2016-03-01,1.2,2.8,5.8,0,0,"weekend","Al. USA - suma",80
"80",2016-03-06,2016-02-29,2016-03-01,1.4,5.8,9.4,1.2,0,"weekend","Al. USA - suma",53
"81",2016-03-07,2016-03-07,2016-03-01,-1.8,3.8,8.2,0,0,"roboczy","Al. USA - suma",159
"82",2016-03-08,2016-03-07,2016-03-01,2.6,4.8,6.9,0,0,"roboczy","Al. USA - suma",105
"83",2016-03-09,2016-03-07,2016-03-01,-2.9,3.8,7.4,0,0,"roboczy","Al. USA - suma",133
"84",2016-03-10,2016-03-07,2016-03-01,3.5,4.8,6.9,1.4,0,"roboczy","Al. USA - suma",110
"85",2016-03-11,2016-03-07,2016-03-01,4.5,5.2,6.1,0.8,0,"roboczy","Al. USA - suma",81
"86",2016-03-12,2016-03-07,2016-03-01,3.3,4.1,5.6,0,0,"weekend","Al. USA - suma",105
"87",2016-03-13,2016-03-07,2016-03-01,1.3,4.1,7.3,0,0,"weekend","Al. USA - suma",253
"88",2016-03-14,2016-03-14,2016-03-01,-2,1.6,6.7,0,4.9,"roboczy","Al. USA - suma",117
"89",2016-03-15,2016-03-14,2016-03-01,0.1,2.3,4.2,0,0,"roboczy","Al. USA - suma",90
"90",2016-03-16,2016-03-14,2016-03-01,0.2,3.7,8.3,0,0,"roboczy","Al. USA - suma",148
"91",2016-03-17,2016-03-14,2016-03-01,-0.3,4.7,10.7,0,0,"roboczy","Al. USA - suma",130
"92",2016-03-18,2016-03-14,2016-03-01,2.6,4.7,7.8,0,0,"roboczy","Al. USA - suma",116
"93",2016-03-19,2016-03-14,2016-03-01,-3.2,1.5,5.1,0,0,"weekend","Al. USA - suma",96
"94",2016-03-20,2016-03-14,2016-03-01,3.4,4.3,6.3,0,0,"weekend","Al. USA - suma",87
"95",2016-03-21,2016-03-21,2016-03-01,2.6,5.7,10.4,1.5,0,"roboczy","Al. USA - suma",116
"96",2016-03-22,2016-03-21,2016-03-01,2.5,4.2,7,1.2,0,"roboczy","Al. USA - suma",172
"97",2016-03-23,2016-03-21,2016-03-01,-3.5,1.9,7.1,0,0,"roboczy","Al. USA - suma",256
"98",2016-03-24,2016-03-21,2016-03-01,-3.1,1.6,7.2,0,0,"roboczy","Al. USA - suma",300
"99",2016-03-25,2016-03-21,2016-03-01,-3.4,3.5,8.1,0.3,0,"roboczy","Al. USA - suma",270
"100",2016-03-26,2016-03-21,2016-03-01,2.3,5,7.1,5,0,"weekend","Al. USA - suma",67
"101",2016-03-27,2016-03-21,2016-03-01,-2.6,5.2,11.6,0,0,"weekend","Al. USA - suma",265
"102",2016-03-28,2016-03-28,2016-03-01,1,8.1,15.1,0,0,"roboczy","Al. USA - suma",686
"103",2016-03-29,2016-03-28,2016-03-01,4.2,7.7,12.7,2,0,"roboczy","Al. USA - suma",249
"104",2016-03-30,2016-03-28,2016-03-01,4,8.3,13,1.1,0,"roboczy","Al. USA - suma",375
"105",2016-03-31,2016-03-28,2016-03-01,5.1,8.9,13.1,5.7,0,"roboczy","Al. USA - suma",395
"106",2016-04-01,2016-03-28,2016-04-01,3.1,5.5,9.5,2.1,0,"roboczy","Al. USA - suma",285
"107",2016-04-02,2016-03-28,2016-04-01,-0.9,6.2,12.3,0,0,"weekend","Al. USA - suma",966
"108",2016-04-03,2016-03-28,2016-04-01,0.7,9.2,16.4,0,0,"weekend","Al. USA - suma",1429
"109",2016-04-04,2016-04-04,2016-04-01,5.9,13.5,21.1,0,0,"roboczy","Al. USA - suma",1017
"110",2016-04-05,2016-04-04,2016-04-01,8.7,16.2,23.7,0,0,"roboczy","Al. USA - suma",1254
"111",2016-04-06,2016-04-04,2016-04-01,9.8,12.4,19,0.3,0,"roboczy","Al. USA - suma",625
"112",2016-04-07,2016-04-04,2016-04-01,3.6,12.6,18.4,0,0,"roboczy","Al. USA - suma",870
"113",2016-04-08,2016-04-04,2016-04-01,7.6,10.4,16.2,0.9,0,"roboczy","Al. USA - suma",455
"114",2016-04-09,2016-04-04,2016-04-01,7,9.8,12.1,5.6,0,"weekend","Al. USA - suma",469
"115",2016-04-10,2016-04-04,2016-04-01,7.1,8.6,10.8,0.5,0,"weekend","Al. USA - suma",351
"116",2016-04-11,2016-04-11,2016-04-01,7.2,10.8,14.6,2.1,0,"roboczy","Al. USA - suma",661
"117",2016-04-12,2016-04-11,2016-04-01,8.7,11.9,16.4,0,0,"roboczy","Al. USA - suma",642
"118",2016-04-13,2016-04-11,2016-04-01,11,12.7,16.8,0,0,"roboczy","Al. USA - suma",850
"119",2016-04-14,2016-04-11,2016-04-01,6.7,10,13.3,0,0,"roboczy","Al. USA - suma",741
"120",2016-04-15,2016-04-11,2016-04-01,2.3,9.1,14.1,0.3,0,"roboczy","Al. USA - suma",872
"121",2016-04-16,2016-04-11,2016-04-01,6.5,12.4,18.2,0.5,0,"weekend","Al. USA - suma",1042
"122",2016-04-17,2016-04-11,2016-04-01,6.5,13.5,22.3,0,0,"weekend","Al. USA - suma",1875
"123",2016-04-18,2016-04-18,2016-04-01,7.8,10.1,13.1,0,0,"roboczy","Al. USA - suma",777
"124",2016-04-19,2016-04-18,2016-04-01,5.2,8.6,12.2,0,0,"roboczy","Al. USA - suma",486
"125",2016-04-20,2016-04-18,2016-04-01,4.1,7,12.7,2.4,0,"roboczy","Al. USA - suma",536
"126",2016-04-21,2016-04-18,2016-04-01,0.4,9.1,14.9,0,0,"roboczy","Al. USA - suma",818
"127",2016-04-22,2016-04-18,2016-04-01,5.2,8.8,13.1,0,0,"roboczy","Al. USA - suma",606
"128",2016-04-23,2016-04-18,2016-04-01,2.6,9,14.1,0.9,0,"weekend","Al. USA - suma",985
"129",2016-04-24,2016-04-18,2016-04-01,3.6,7.1,11.7,0,0,"weekend","Al. USA - suma",635
"130",2016-04-25,2016-04-25,2016-04-01,2.1,6.1,9.8,0,0,"roboczy","Al. USA - suma",586
"131",2016-04-26,2016-04-25,2016-04-01,1,8.3,13.4,0.3,0,"roboczy","Al. USA - suma",916
"132",2016-04-27,2016-04-25,2016-04-01,5.4,6.4,11.4,15.3,0,"roboczy","Al. USA - suma",230
"133",2016-04-28,2016-04-25,2016-04-01,3.2,7.5,12.8,0.2,0,"roboczy","Al. USA - suma",615
"134",2016-04-29,2016-04-25,2016-04-01,4.2,9,14.7,0,0,"roboczy","Al. USA - suma",798
"135",2016-04-30,2016-04-25,2016-04-01,4.3,8.7,12.1,0,0,"weekend","Al. USA - suma",607
"136",2016-05-01,2016-04-25,2016-05-01,8.4,10.4,14.6,0,0,"weekend","Al. USA - suma",1059
"137",2016-05-02,2016-05-02,2016-05-01,6.3,12.4,19,2.2,0,"roboczy","Al. USA - suma",1096
"138",2016-05-03,2016-05-02,2016-05-01,8.2,13.9,19.9,0.4,0,"roboczy","Al. USA - suma",1397
"139",2016-05-04,2016-05-02,2016-05-01,9,14.9,20.6,0.9,0,"roboczy","Al. USA - suma",798
"140",2016-05-05,2016-05-02,2016-05-01,7.6,15.6,21.5,0,0,"roboczy","Al. USA - suma",1513
"141",2016-05-06,2016-05-02,2016-05-01,9.1,16,21.4,0,0,"roboczy","Al. USA - suma",1348
"142",2016-05-07,2016-05-02,2016-05-01,9.2,15.5,20.8,0.2,0,"weekend","Al. USA - suma",1962
"143",2016-05-08,2016-05-02,2016-05-01,10.3,15.6,23.7,0.1,0,"weekend","Al. USA - suma",1816
"144",2016-05-09,2016-05-09,2016-05-01,8.3,16.4,21.7,0,0,"roboczy","Al. USA - suma",1445
"145",2016-05-10,2016-05-09,2016-05-01,10.1,17.1,22.9,0,0,"roboczy","Al. USA - suma",1741
"146",2016-05-11,2016-05-09,2016-05-01,11.1,17.2,23,0.3,0,"roboczy","Al. USA - suma",1268
"147",2016-05-12,2016-05-09,2016-05-01,10.3,17.9,24.1,0,0,"roboczy","Al. USA - suma",1527
"148",2016-05-13,2016-05-09,2016-05-01,12.2,17.3,23.4,0.1,0,"roboczy","Al. USA - suma",988
"149",2016-05-14,2016-05-09,2016-05-01,12.4,13.7,17.7,1.1,0,"weekend","Al. USA - suma",535
"150",2016-05-15,2016-05-09,2016-05-01,9.6,10.4,13.1,0,0,"weekend","Al. USA - suma",920
"151",2016-05-16,2016-05-16,2016-05-01,4.8,8.2,11.8,0.3,0,"roboczy","Al. USA - suma",591
"152",2016-05-17,2016-05-16,2016-05-01,4.7,8,11.9,2.1,0,"roboczy","Al. USA - suma",489
"153",2016-05-18,2016-05-16,2016-05-01,6.5,10,15.7,0,0,"roboczy","Al. USA - suma",773
"154",2016-05-19,2016-05-16,2016-05-01,3.9,12.5,18.6,0,0,"roboczy","Al. USA - suma",1274
"155",2016-05-20,2016-05-16,2016-05-01,6.2,15.2,22,0,0,"roboczy","Al. USA - suma",1404
"156",2016-05-21,2016-05-16,2016-05-01,12.1,17.7,22.9,0,0,"weekend","Al. USA - suma",1613
"157",2016-05-22,2016-05-16,2016-05-01,10.3,19.2,25.2,0,0,"weekend","Al. USA - suma",2390
"158",2016-05-23,2016-05-23,2016-05-01,14.3,21.3,27.3,0,0,"roboczy","Al. USA - suma",1845
"159",2016-05-24,2016-05-23,2016-05-01,14.2,21,25.9,0,0,"roboczy","Al. USA - suma",1785
"160",2016-05-25,2016-05-23,2016-05-01,13.6,17.9,23.6,0.4,0,"roboczy","Al. USA - suma",1017
"161",2016-05-26,2016-05-23,2016-05-01,11.7,17.4,24.1,0,0,"roboczy","Al. USA - suma",2207
"162",2016-05-27,2016-05-23,2016-05-01,12.6,18.3,25.8,16.4,0,"roboczy","Al. USA - suma",876
"163",2016-05-28,2016-05-23,2016-05-01,14.4,21.5,27.3,0,0,"weekend","Al. USA - suma",1656
"164",2016-05-29,2016-05-23,2016-05-01,15.1,22.3,27.9,0,0,"weekend","Al. USA - suma",1815
"165",2016-05-30,2016-05-30,2016-05-01,17.2,22.6,29.3,0.6,0,"roboczy","Al. USA - suma",1292
"166",2016-05-31,2016-05-30,2016-05-01,16.6,20.1,24.6,3.1,0,"roboczy","Al. USA - suma",1071
"167",2016-06-01,2016-05-30,2016-06-01,17.1,19.4,24.5,1.5,0,"roboczy","Al. USA - suma",981
"168",2016-06-02,2016-05-30,2016-06-01,15.8,20.3,25.2,0,0,"roboczy","Al. USA - suma",1468
"169",2016-06-03,2016-05-30,2016-06-01,14.2,19.3,23.9,0,0,"roboczy","Al. USA - suma",1509
"170",2016-06-04,2016-05-30,2016-06-01,11.7,18.8,26.2,0.4,0,"weekend","Al. USA - suma",1696
"171",2016-06-05,2016-05-30,2016-06-01,12.8,18.4,23.6,0,0,"weekend","Al. USA - suma",2367
"172",2016-06-06,2016-06-06,2016-06-01,9.7,14.5,19,0,0,"roboczy","Al. USA - suma",1338
"173",2016-06-07,2016-06-06,2016-06-01,6.7,15.4,20.8,0,0,"roboczy","Al. USA - suma",1764
"174",2016-06-08,2016-06-06,2016-06-01,6.6,18.3,25.2,0,0,"roboczy","Al. USA - suma",1763
"175",2016-06-09,2016-06-06,2016-06-01,12.9,16.1,22.1,0,0,"roboczy","Al. USA - suma",1398
"176",2016-06-10,2016-06-06,2016-06-01,5.5,15.5,21.1,5.4,0,"roboczy","Al. USA - suma",879
"177",2016-06-11,2016-06-06,2016-06-01,8.2,13.5,18.7,0,0,"weekend","Al. USA - suma",1223
"178",2016-06-12,2016-06-06,2016-06-01,8.6,15.2,21,0,0,"weekend","Al. USA - suma",1572
"179",2016-06-13,2016-06-13,2016-06-01,9.5,17.7,23.6,0,0,"roboczy","Al. USA - suma",1595
"180",2016-06-14,2016-06-13,2016-06-01,13.9,18.3,23.6,0,0,"roboczy","Al. USA - suma",1356
"181",2016-06-15,2016-06-13,2016-06-01,14.1,18.4,24.2,3.1,0,"roboczy","Al. USA - suma",1395
"182",2016-06-16,2016-06-13,2016-06-01,14.7,20.2,25.8,0,0,"roboczy","Al. USA - suma",1455
"183",2016-06-17,2016-06-13,2016-06-01,18.4,21.5,30,3.9,0,"roboczy","Al. USA - suma",938
"184",2016-06-18,2016-06-13,2016-06-01,13.4,19,24.4,0,0,"weekend","Al. USA - suma",1519
"185",2016-06-19,2016-06-13,2016-06-01,12.2,21.6,28,10.5,0,"weekend","Al. USA - suma",1991
"186",2016-06-20,2016-06-20,2016-06-01,16.4,18.4,25.1,6.6,0,"roboczy","Al. USA - suma",376
"187",2016-06-21,2016-06-20,2016-06-01,14.3,18.9,24.7,0,0,"roboczy","Al. USA - suma",1393
"188",2016-06-22,2016-06-20,2016-06-01,14.2,21.6,26.5,0,0,"roboczy","Al. USA - suma",1844
"189",2016-06-23,2016-06-20,2016-06-01,18.2,23.1,28.6,0,0,"roboczy","Al. USA - suma",1759
"190",2016-06-24,2016-06-20,2016-06-01,18.3,26.2,32.2,0,0,"roboczy","Al. USA - suma",1445
"191",2016-06-25,2016-06-20,2016-06-01,22.3,27.5,33.4,0,0,"weekend","Al. USA - suma",1052
"192",2016-06-26,2016-06-20,2016-06-01,18.6,24.1,33.5,21.5,0,"weekend","Al. USA - suma",854
"193",2016-06-27,2016-06-27,2016-06-01,15.8,19.9,24.4,0.3,0,"roboczy","Al. USA - suma",1402
"194",2016-06-28,2016-06-27,2016-06-01,16.9,19.4,23.2,0,0,"roboczy","Al. USA - suma",1526
"195",2016-06-29,2016-06-27,2016-06-01,13,21.6,28,0,0,"roboczy","Al. USA - suma",1650
"196",2016-06-30,2016-06-27,2016-06-01,17,24.1,30.6,2.5,0,"roboczy","Al. USA - suma",1313
"197",2016-07-01,2016-06-27,2016-07-01,17.8,22.7,28.2,0,0,"roboczy","Al. USA - suma",1395
"198",2016-07-02,2016-06-27,2016-07-01,18.2,25.1,31.5,0.2,0,"weekend","Al. USA - suma",1303
"199",2016-07-03,2016-06-27,2016-07-01,14.7,17.7,29.8,4.4,0,"weekend","Al. USA - suma",853
"200",2016-07-04,2016-07-04,2016-07-01,11.4,17.2,22.5,0,0,"roboczy","Al. USA - suma",1437
"201",2016-07-05,2016-07-04,2016-07-01,8.9,18.7,24.4,0,0,"roboczy","Al. USA - suma",1676
"202",2016-07-06,2016-07-04,2016-07-01,13.2,16.5,21.8,4.8,0,"roboczy","Al. USA - suma",655
"203",2016-07-07,2016-07-04,2016-07-01,12.4,15.6,19.6,0.2,0,"roboczy","Al. USA - suma",718
"204",2016-07-08,2016-07-04,2016-07-01,8.3,18.3,24.2,0,0,"roboczy","Al. USA - suma",1480
"205",2016-07-09,2016-07-04,2016-07-01,15.6,18.3,22.2,1.1,0,"weekend","Al. USA - suma",818
"206",2016-07-10,2016-07-04,2016-07-01,14.4,20.3,26,0,0,"weekend","Al. USA - suma",1623
"207",2016-07-11,2016-07-11,2016-07-01,17.2,24.4,32.1,0,0,"roboczy","Al. USA - suma",1132
"208",2016-07-12,2016-07-11,2016-07-01,19.1,21.8,25.4,35.4,0,"roboczy","Al. USA - suma",1016
"209",2016-07-13,2016-07-11,2016-07-01,18.4,20.1,23.3,1.6,0,"roboczy","Al. USA - suma",1063
"210",2016-07-14,2016-07-11,2016-07-01,16.4,18.2,22.2,0.4,0,"roboczy","Al. USA - suma",757
"211",2016-07-15,2016-07-11,2016-07-01,12.3,16.4,20.7,0,0,"roboczy","Al. USA - suma",769
"212",2016-07-16,2016-07-11,2016-07-01,12,17.1,21.3,0.5,0,"weekend","Al. USA - suma",1036
"213",2016-07-17,2016-07-11,2016-07-01,15.3,18.4,21.6,0,0,"weekend","Al. USA - suma",987
"214",2016-07-18,2016-07-18,2016-07-01,15.8,17.3,20.5,0,0,"roboczy","Al. USA - suma",1064
"215",2016-07-19,2016-07-18,2016-07-01,14.2,17.3,22.4,0,0,"roboczy","Al. USA - suma",1376
"216",2016-07-20,2016-07-18,2016-07-01,11.6,18.2,23.8,0,0,"roboczy","Al. USA - suma",1722
"217",2016-07-21,2016-07-18,2016-07-01,11.8,18.9,25.2,0,0,"roboczy","Al. USA - suma",1640
"218",2016-07-22,2016-07-18,2016-07-01,11.5,18.2,22.4,0,0,"roboczy","Al. USA - suma",1189
"219",2016-07-23,2016-07-18,2016-07-01,17.8,20.9,25.9,0,0,"weekend","Al. USA - suma",1379
"220",2016-07-24,2016-07-18,2016-07-01,17.5,23,28.2,0,0,"weekend","Al. USA - suma",1763
"221",2016-07-25,2016-07-25,2016-07-01,19.9,24.3,29.2,0.3,0,"roboczy","Al. USA - suma",1424
"222",2016-07-26,2016-07-25,2016-07-01,20.1,24.8,30.5,0,0,"roboczy","Al. USA - suma",1434
"223",2016-07-27,2016-07-25,2016-07-01,19.5,23,28.5,1.9,0,"roboczy","Al. USA - suma",1231
"224",2016-07-28,2016-07-25,2016-07-01,18.4,22.5,27.4,0.3,0,"roboczy","Al. USA - suma",1482
"225",2016-07-29,2016-07-25,2016-07-01,17.4,20.8,27.3,14.3,0,"roboczy","Al. USA - suma",1041
"226",2016-07-30,2016-07-25,2016-07-01,15.9,21.2,26.7,0,0,"weekend","Al. USA - suma",1140
"227",2016-07-31,2016-07-25,2016-07-01,17.1,22,28.6,5.4,0,"weekend","Al. USA - suma",1127
"228",2016-08-01,2016-08-01,2016-08-01,18.4,20,24.4,2.1,0,"roboczy","Al. USA - suma",864
"229",2016-08-02,2016-08-01,2016-08-01,14.5,19.5,24,0.2,0,"roboczy","Al. USA - suma",1636
"230",2016-08-03,2016-08-01,2016-08-01,14.2,18.9,23.5,1.1,0,"roboczy","Al. USA - suma",1479
"231",2016-08-04,2016-08-01,2016-08-01,17.4,22.1,27.6,0.3,0,"roboczy","Al. USA - suma",1308
"232",2016-08-05,2016-08-01,2016-08-01,18,24.6,30.9,7.7,0,"roboczy","Al. USA - suma",1293
"233",2016-08-06,2016-08-01,2016-08-01,16.4,17.4,27.5,1.5,0,"weekend","Al. USA - suma",538
"234",2016-08-07,2016-08-01,2016-08-01,12.8,17.3,22.9,0,0,"weekend","Al. USA - suma",1490
"235",2016-08-08,2016-08-08,2016-08-01,10,20.5,28.1,0,0,"roboczy","Al. USA - suma",1638
"236",2016-08-09,2016-08-08,2016-08-01,15.3,18.3,24.3,21.7,0,"roboczy","Al. USA - suma",831
"237",2016-08-10,2016-08-08,2016-08-01,12.4,13.7,17.9,6.6,0,"roboczy","Al. USA - suma",174
"238",2016-08-11,2016-08-08,2016-08-01,9.9,14.1,18.7,0,0,"roboczy","Al. USA - suma",1038
"239",2016-08-12,2016-08-08,2016-08-01,6.1,14.8,21,0,0,"roboczy","Al. USA - suma",1082
"240",2016-08-13,2016-08-08,2016-08-01,12.3,16.9,21.8,0.3,0,"weekend","Al. USA - suma",664
"241",2016-08-14,2016-08-08,2016-08-01,16.8,19.5,23.2,0,0,"weekend","Al. USA - suma",1020
