"","Data","startTyg","startM","temp_min","temp_avg","temp_max","deszcz","snieg","Jaki_dzien","Miejsce","Liczba_rowerow"
"12820",2016-03-14,2016-03-14,2016-03-01,-2,1.6,6.7,0,4.9,"roboczy","NSR-Solec - ścieżka rowerowa",159
"12821",2016-03-15,2016-03-14,2016-03-01,0.1,2.3,4.2,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",103
"12822",2016-03-16,2016-03-14,2016-03-01,0.2,3.7,8.3,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",256
"12823",2016-03-17,2016-03-14,2016-03-01,-0.3,4.7,10.7,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",254
"12824",2016-03-18,2016-03-14,2016-03-01,2.6,4.7,7.8,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",148
"12825",2016-03-19,2016-03-14,2016-03-01,-3.2,1.5,5.1,0,0,"weekend","NSR-Solec - ścieżka rowerowa",178
"12826",2016-03-20,2016-03-14,2016-03-01,3.4,4.3,6.3,0,0,"weekend","NSR-Solec - ścieżka rowerowa",166
"12827",2016-03-21,2016-03-21,2016-03-01,2.6,5.7,10.4,1.5,0,"roboczy","NSR-Solec - ścieżka rowerowa",194
"12828",2016-03-22,2016-03-21,2016-03-01,2.5,4.2,7,1.2,0,"roboczy","NSR-Solec - ścieżka rowerowa",121
"12829",2016-03-23,2016-03-21,2016-03-01,-3.5,1.9,7.1,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",248
"12830",2016-03-24,2016-03-21,2016-03-01,-3.1,1.6,7.2,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",265
"12831",2016-03-25,2016-03-21,2016-03-01,-3.4,3.5,8.1,0.3,0,"roboczy","NSR-Solec - ścieżka rowerowa",211
"12832",2016-03-26,2016-03-21,2016-03-01,2.3,5,7.1,5,0,"weekend","NSR-Solec - ścieżka rowerowa",85
"12833",2016-03-27,2016-03-21,2016-03-01,-2.6,5.2,11.6,0,0,"weekend","NSR-Solec - ścieżka rowerowa",324
"12834",2016-03-28,2016-03-28,2016-03-01,1,8.1,15.1,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",632
"12835",2016-03-29,2016-03-28,2016-03-01,4.2,7.7,12.7,2,0,"roboczy","NSR-Solec - ścieżka rowerowa",219
"12836",2016-03-30,2016-03-28,2016-03-01,4,8.3,13,1.1,0,"roboczy","NSR-Solec - ścieżka rowerowa",251
"12837",2016-03-31,2016-03-28,2016-03-01,5.1,8.9,13.1,5.7,0,"roboczy","NSR-Solec - ścieżka rowerowa",367
"12838",2016-04-01,2016-03-28,2016-04-01,3.1,5.5,9.5,2.1,0,"roboczy","NSR-Solec - ścieżka rowerowa",230
"12839",2016-04-02,2016-03-28,2016-04-01,-0.9,6.2,12.3,0,0,"weekend","NSR-Solec - ścieżka rowerowa",1090
"12840",2016-04-03,2016-03-28,2016-04-01,0.7,9.2,16.4,0,0,"weekend","NSR-Solec - ścieżka rowerowa",1624
"12841",2016-04-04,2016-04-04,2016-04-01,5.9,13.5,21.1,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",909
"12842",2016-04-05,2016-04-04,2016-04-01,8.7,16.2,23.7,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1299
"12843",2016-04-06,2016-04-04,2016-04-01,9.8,12.4,19,0.3,0,"roboczy","NSR-Solec - ścieżka rowerowa",629
"12844",2016-04-07,2016-04-04,2016-04-01,3.6,12.6,18.4,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",936
"12845",2016-04-08,2016-04-04,2016-04-01,7.6,10.4,16.2,0.9,0,"roboczy","NSR-Solec - ścieżka rowerowa",426
"12846",2016-04-09,2016-04-04,2016-04-01,7,9.8,12.1,5.6,0,"weekend","NSR-Solec - ścieżka rowerowa",420
"12847",2016-04-10,2016-04-04,2016-04-01,7.1,8.6,10.8,0.5,0,"weekend","NSR-Solec - ścieżka rowerowa",222
"12848",2016-04-11,2016-04-11,2016-04-01,7.2,10.8,14.6,2.1,0,"roboczy","NSR-Solec - ścieżka rowerowa",668
"12849",2016-04-12,2016-04-11,2016-04-01,8.7,11.9,16.4,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",546
"12850",2016-04-13,2016-04-11,2016-04-01,11,12.7,16.8,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",873
"12851",2016-04-14,2016-04-11,2016-04-01,6.7,10,13.3,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",760
"12852",2016-04-15,2016-04-11,2016-04-01,2.3,9.1,14.1,0.3,0,"roboczy","NSR-Solec - ścieżka rowerowa",902
"12853",2016-04-16,2016-04-11,2016-04-01,6.5,12.4,18.2,0.5,0,"weekend","NSR-Solec - ścieżka rowerowa",1208
"12854",2016-04-17,2016-04-11,2016-04-01,6.5,13.5,22.3,0,0,"weekend","NSR-Solec - ścieżka rowerowa",1988
"12855",2016-04-18,2016-04-18,2016-04-01,7.8,10.1,13.1,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",814
"12856",2016-04-19,2016-04-18,2016-04-01,5.2,8.6,12.2,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",532
"12857",2016-04-20,2016-04-18,2016-04-01,4.1,7,12.7,2.4,0,"roboczy","NSR-Solec - ścieżka rowerowa",480
"12858",2016-04-21,2016-04-18,2016-04-01,0.4,9.1,14.9,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",912
"12859",2016-04-22,2016-04-18,2016-04-01,5.2,8.8,13.1,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",679
"12860",2016-04-23,2016-04-18,2016-04-01,2.6,9,14.1,0.9,0,"weekend","NSR-Solec - ścieżka rowerowa",1025
"12861",2016-04-24,2016-04-18,2016-04-01,3.6,7.1,11.7,0,0,"weekend","NSR-Solec - ścieżka rowerowa",594
"12862",2016-04-25,2016-04-25,2016-04-01,2.1,6.1,9.8,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",496
"12863",2016-04-26,2016-04-25,2016-04-01,1,8.3,13.4,0.3,0,"roboczy","NSR-Solec - ścieżka rowerowa",870
"12864",2016-04-27,2016-04-25,2016-04-01,5.4,6.4,11.4,15.3,0,"roboczy","NSR-Solec - ścieżka rowerowa",213
"12865",2016-04-28,2016-04-25,2016-04-01,3.2,7.5,12.8,0.2,0,"roboczy","NSR-Solec - ścieżka rowerowa",597
"12866",2016-04-29,2016-04-25,2016-04-01,4.2,9,14.7,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",796
"12867",2016-04-30,2016-04-25,2016-04-01,4.3,8.7,12.1,0,0,"weekend","NSR-Solec - ścieżka rowerowa",584
"12868",2016-05-01,2016-04-25,2016-05-01,8.4,10.4,14.6,0,0,"weekend","NSR-Solec - ścieżka rowerowa",1344
"12869",2016-05-02,2016-05-02,2016-05-01,6.3,12.4,19,2.2,0,"roboczy","NSR-Solec - ścieżka rowerowa",1019
"12870",2016-05-03,2016-05-02,2016-05-01,8.2,13.9,19.9,0.4,0,"roboczy","NSR-Solec - ścieżka rowerowa",1435
"12871",2016-05-04,2016-05-02,2016-05-01,9,14.9,20.6,0.9,0,"roboczy","NSR-Solec - ścieżka rowerowa",781
"12872",2016-05-05,2016-05-02,2016-05-01,7.6,15.6,21.5,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1575
"12873",2016-05-06,2016-05-02,2016-05-01,9.1,16,21.4,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1664
"12874",2016-05-07,2016-05-02,2016-05-01,9.2,15.5,20.8,0.2,0,"weekend","NSR-Solec - ścieżka rowerowa",2811
"12875",2016-05-08,2016-05-02,2016-05-01,10.3,15.6,23.7,0.1,0,"weekend","NSR-Solec - ścieżka rowerowa",2292
"12876",2016-05-09,2016-05-09,2016-05-01,8.3,16.4,21.7,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1463
"12877",2016-05-10,2016-05-09,2016-05-01,10.1,17.1,22.9,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1890
"12878",2016-05-11,2016-05-09,2016-05-01,11.1,17.2,23,0.3,0,"roboczy","NSR-Solec - ścieżka rowerowa",1402
"12879",2016-05-12,2016-05-09,2016-05-01,10.3,17.9,24.1,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1534
"12880",2016-05-13,2016-05-09,2016-05-01,12.2,17.3,23.4,0.1,0,"roboczy","NSR-Solec - ścieżka rowerowa",1136
"12881",2016-05-14,2016-05-09,2016-05-01,12.4,13.7,17.7,1.1,0,"weekend","NSR-Solec - ścieżka rowerowa",604
"12882",2016-05-15,2016-05-09,2016-05-01,9.6,10.4,13.1,0,0,"weekend","NSR-Solec - ścieżka rowerowa",1084
"12883",2016-05-16,2016-05-16,2016-05-01,4.8,8.2,11.8,0.3,0,"roboczy","NSR-Solec - ścieżka rowerowa",645
"12884",2016-05-17,2016-05-16,2016-05-01,4.7,8,11.9,2.1,0,"roboczy","NSR-Solec - ścieżka rowerowa",514
"12885",2016-05-18,2016-05-16,2016-05-01,6.5,10,15.7,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",863
"12886",2016-05-19,2016-05-16,2016-05-01,3.9,12.5,18.6,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1474
"12887",2016-05-20,2016-05-16,2016-05-01,6.2,15.2,22,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1691
"12888",2016-05-21,2016-05-16,2016-05-01,12.1,17.7,22.9,0,0,"weekend","NSR-Solec - ścieżka rowerowa",2626
"12889",2016-05-22,2016-05-16,2016-05-01,10.3,19.2,25.2,0,0,"weekend","NSR-Solec - ścieżka rowerowa",3859
"12890",2016-05-23,2016-05-23,2016-05-01,14.3,21.3,27.3,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",2023
"12891",2016-05-24,2016-05-23,2016-05-01,14.2,21,25.9,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",2191
"12892",2016-05-25,2016-05-23,2016-05-01,13.6,17.9,23.6,0.4,0,"roboczy","NSR-Solec - ścieżka rowerowa",1299
"12893",2016-05-26,2016-05-23,2016-05-01,11.7,17.4,24.1,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",3482
"12894",2016-05-27,2016-05-23,2016-05-01,12.6,18.3,25.8,16.4,0,"roboczy","NSR-Solec - ścieżka rowerowa",909
"12895",2016-05-28,2016-05-23,2016-05-01,14.4,21.5,27.3,0,0,"weekend","NSR-Solec - ścieżka rowerowa",2486
"12896",2016-05-29,2016-05-23,2016-05-01,15.1,22.3,27.9,0,0,"weekend","NSR-Solec - ścieżka rowerowa",2859
"12897",2016-05-30,2016-05-30,2016-05-01,17.2,22.6,29.3,0.6,0,"roboczy","NSR-Solec - ścieżka rowerowa",1529
"12898",2016-05-31,2016-05-30,2016-05-01,16.6,20.1,24.6,3.1,0,"roboczy","NSR-Solec - ścieżka rowerowa",1206
"12899",2016-06-01,2016-05-30,2016-06-01,17.1,19.4,24.5,1.5,0,"roboczy","NSR-Solec - ścieżka rowerowa",1060
"12900",2016-06-02,2016-05-30,2016-06-01,15.8,20.3,25.2,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1649
"12901",2016-06-03,2016-05-30,2016-06-01,14.2,19.3,23.9,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",2174
"12902",2016-06-04,2016-05-30,2016-06-01,11.7,18.8,26.2,0.4,0,"weekend","NSR-Solec - ścieżka rowerowa",2496
"12903",2016-06-05,2016-05-30,2016-06-01,12.8,18.4,23.6,0,0,"weekend","NSR-Solec - ścieżka rowerowa",3791
"12904",2016-06-06,2016-06-06,2016-06-01,9.7,14.5,19,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1522
"12905",2016-06-07,2016-06-06,2016-06-01,6.7,15.4,20.8,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1997
"12906",2016-06-08,2016-06-06,2016-06-01,6.6,18.3,25.2,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",2136
"12907",2016-06-09,2016-06-06,2016-06-01,12.9,16.1,22.1,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1625
"12908",2016-06-10,2016-06-06,2016-06-01,5.5,15.5,21.1,5.4,0,"roboczy","NSR-Solec - ścieżka rowerowa",1118
"12909",2016-06-11,2016-06-06,2016-06-01,8.2,13.5,18.7,0,0,"weekend","NSR-Solec - ścieżka rowerowa",1729
"12910",2016-06-12,2016-06-06,2016-06-01,8.6,15.2,21,0,0,"weekend","NSR-Solec - ścieżka rowerowa",2545
"12911",2016-06-13,2016-06-13,2016-06-01,9.5,17.7,23.6,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1734
"12912",2016-06-14,2016-06-13,2016-06-01,13.9,18.3,23.6,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1544
"12913",2016-06-15,2016-06-13,2016-06-01,14.1,18.4,24.2,3.1,0,"roboczy","NSR-Solec - ścieżka rowerowa",1567
"12914",2016-06-16,2016-06-13,2016-06-01,14.7,20.2,25.8,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1570
"12915",2016-06-17,2016-06-13,2016-06-01,18.4,21.5,30,3.9,0,"roboczy","NSR-Solec - ścieżka rowerowa",1101
"12916",2016-06-18,2016-06-13,2016-06-01,13.4,19,24.4,0,0,"weekend","NSR-Solec - ścieżka rowerowa",2391
"12917",2016-06-19,2016-06-13,2016-06-01,12.2,21.6,28,10.5,0,"weekend","NSR-Solec - ścieżka rowerowa",3468
"12918",2016-06-20,2016-06-20,2016-06-01,16.4,18.4,25.1,6.6,0,"roboczy","NSR-Solec - ścieżka rowerowa",342
"12919",2016-06-21,2016-06-20,2016-06-01,14.3,18.9,24.7,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1620
"12920",2016-06-22,2016-06-20,2016-06-01,14.2,21.6,26.5,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",2334
"12921",2016-06-23,2016-06-20,2016-06-01,18.2,23.1,28.6,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",2322
"12922",2016-06-24,2016-06-20,2016-06-01,18.3,26.2,32.2,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",2234
"12923",2016-06-25,2016-06-20,2016-06-01,22.3,27.5,33.4,0,0,"weekend","NSR-Solec - ścieżka rowerowa",1972
"12924",2016-06-26,2016-06-20,2016-06-01,18.6,24.1,33.5,21.5,0,"weekend","NSR-Solec - ścieżka rowerowa",1211
"12925",2016-06-27,2016-06-27,2016-06-01,15.8,19.9,24.4,0.3,0,"roboczy","NSR-Solec - ścieżka rowerowa",1555
"12926",2016-06-28,2016-06-27,2016-06-01,16.9,19.4,23.2,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1840
"12927",2016-06-29,2016-06-27,2016-06-01,13,21.6,28,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",2184
"12928",2016-06-30,2016-06-27,2016-06-01,17,24.1,30.6,2.5,0,"roboczy","NSR-Solec - ścieżka rowerowa",1943
"12929",2016-07-01,2016-06-27,2016-07-01,17.8,22.7,28.2,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1983
"12930",2016-07-02,2016-06-27,2016-07-01,18.2,25.1,31.5,0.2,0,"weekend","NSR-Solec - ścieżka rowerowa",2214
"12931",2016-07-03,2016-06-27,2016-07-01,14.7,17.7,29.8,4.4,0,"weekend","NSR-Solec - ścieżka rowerowa",1057
"12932",2016-07-04,2016-07-04,2016-07-01,11.4,17.2,22.5,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1760
"12933",2016-07-05,2016-07-04,2016-07-01,8.9,18.7,24.4,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",2016
"12934",2016-07-06,2016-07-04,2016-07-01,13.2,16.5,21.8,4.8,0,"roboczy","NSR-Solec - ścieżka rowerowa",815
"12935",2016-07-07,2016-07-04,2016-07-01,12.4,15.6,19.6,0.2,0,"roboczy","NSR-Solec - ścieżka rowerowa",904
"12936",2016-07-08,2016-07-04,2016-07-01,8.3,18.3,24.2,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",2268
"12937",2016-07-09,2016-07-04,2016-07-01,15.6,18.3,22.2,1.1,0,"weekend","NSR-Solec - ścieżka rowerowa",1102
"12938",2016-07-10,2016-07-04,2016-07-01,14.4,20.3,26,0,0,"weekend","NSR-Solec - ścieżka rowerowa",2437
"12939",2016-07-11,2016-07-11,2016-07-01,17.2,24.4,32.1,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1463
"12940",2016-07-12,2016-07-11,2016-07-01,19.1,21.8,25.4,35.4,0,"roboczy","NSR-Solec - ścieżka rowerowa",1227
"12941",2016-07-13,2016-07-11,2016-07-01,18.4,20.1,23.3,1.6,0,"roboczy","NSR-Solec - ścieżka rowerowa",1142
"12942",2016-07-14,2016-07-11,2016-07-01,16.4,18.2,22.2,0.4,0,"roboczy","NSR-Solec - ścieżka rowerowa",793
"12943",2016-07-15,2016-07-11,2016-07-01,12.3,16.4,20.7,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",882
"12944",2016-07-16,2016-07-11,2016-07-01,12,17.1,21.3,0.5,0,"weekend","NSR-Solec - ścieżka rowerowa",1730
"12945",2016-07-17,2016-07-11,2016-07-01,15.3,18.4,21.6,0,0,"weekend","NSR-Solec - ścieżka rowerowa",1324
"12946",2016-07-18,2016-07-18,2016-07-01,15.8,17.3,20.5,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1169
"12947",2016-07-19,2016-07-18,2016-07-01,14.2,17.3,22.4,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1530
"12948",2016-07-20,2016-07-18,2016-07-01,11.6,18.2,23.8,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",2211
"12949",2016-07-21,2016-07-18,2016-07-01,11.8,18.9,25.2,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",2238
"12950",2016-07-22,2016-07-18,2016-07-01,11.5,18.2,22.4,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1671
"12951",2016-07-23,2016-07-18,2016-07-01,17.8,20.9,25.9,0,0,"weekend","NSR-Solec - ścieżka rowerowa",2567
"12952",2016-07-24,2016-07-18,2016-07-01,17.5,23,28.2,0,0,"weekend","NSR-Solec - ścieżka rowerowa",2971
"12953",2016-07-25,2016-07-25,2016-07-01,19.9,24.3,29.2,0.3,0,"roboczy","NSR-Solec - ścieżka rowerowa",1764
"12954",2016-07-26,2016-07-25,2016-07-01,20.1,24.8,30.5,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",2121
"12955",2016-07-27,2016-07-25,2016-07-01,19.5,23,28.5,1.9,0,"roboczy","NSR-Solec - ścieżka rowerowa",1548
"12956",2016-07-28,2016-07-25,2016-07-01,18.4,22.5,27.4,0.3,0,"roboczy","NSR-Solec - ścieżka rowerowa",1714
"12957",2016-07-29,2016-07-25,2016-07-01,17.4,20.8,27.3,14.3,0,"roboczy","NSR-Solec - ścieżka rowerowa",1351
"12958",2016-07-30,2016-07-25,2016-07-01,15.9,21.2,26.7,0,0,"weekend","NSR-Solec - ścieżka rowerowa",1933
"12959",2016-07-31,2016-07-25,2016-07-01,17.1,22,28.6,5.4,0,"weekend","NSR-Solec - ścieżka rowerowa",2036
"12960",2016-08-01,2016-08-01,2016-08-01,18.4,20,24.4,2.1,0,"roboczy","NSR-Solec - ścieżka rowerowa",856
"12961",2016-08-02,2016-08-01,2016-08-01,14.5,19.5,24,0.2,0,"roboczy","NSR-Solec - ścieżka rowerowa",2101
"12962",2016-08-03,2016-08-01,2016-08-01,14.2,18.9,23.5,1.1,0,"roboczy","NSR-Solec - ścieżka rowerowa",2004
"12963",2016-08-04,2016-08-01,2016-08-01,17.4,22.1,27.6,0.3,0,"roboczy","NSR-Solec - ścieżka rowerowa",1791
"12964",2016-08-05,2016-08-01,2016-08-01,18,24.6,30.9,7.7,0,"roboczy","NSR-Solec - ścieżka rowerowa",1758
"12965",2016-08-06,2016-08-01,2016-08-01,16.4,17.4,27.5,1.5,0,"weekend","NSR-Solec - ścieżka rowerowa",797
"12966",2016-08-07,2016-08-01,2016-08-01,12.8,17.3,22.9,0,0,"weekend","NSR-Solec - ścieżka rowerowa",2587
"12967",2016-08-08,2016-08-08,2016-08-01,10,20.5,28.1,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1977
"12968",2016-08-09,2016-08-08,2016-08-01,15.3,18.3,24.3,21.7,0,"roboczy","NSR-Solec - ścieżka rowerowa",1025
"12969",2016-08-10,2016-08-08,2016-08-01,12.4,13.7,17.9,6.6,0,"roboczy","NSR-Solec - ścieżka rowerowa",250
"12970",2016-08-11,2016-08-08,2016-08-01,9.9,14.1,18.7,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1343
"12971",2016-08-12,2016-08-08,2016-08-01,6.1,14.8,21,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1379
"12972",2016-08-13,2016-08-08,2016-08-01,12.3,16.9,21.8,0.3,0,"weekend","NSR-Solec - ścieżka rowerowa",1012
"12973",2016-08-14,2016-08-08,2016-08-01,16.8,19.5,23.2,0,0,"weekend","NSR-Solec - ścieżka rowerowa",1619
"12974",2016-08-15,2016-08-15,2016-08-01,13.7,17.2,21.5,0.3,0,"roboczy","NSR-Solec - ścieżka rowerowa",1778
"12975",2016-08-16,2016-08-15,2016-08-01,12.4,15.9,20.9,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1246
"12976",2016-08-17,2016-08-15,2016-08-01,12,16,20.9,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1382
"12977",2016-08-18,2016-08-15,2016-08-01,10.3,17.5,22.3,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1503
"12978",2016-08-19,2016-08-15,2016-08-01,13.5,19.8,26.3,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1632
"12979",2016-08-20,2016-08-15,2016-08-01,14.9,22.1,28.1,0,0,"weekend","NSR-Solec - ścieżka rowerowa",2796
"12980",2016-08-21,2016-08-15,2016-08-01,18,20.3,28.6,17.7,0,"weekend","NSR-Solec - ścieżka rowerowa",1029
"12981",2016-08-22,2016-08-22,2016-08-01,16.7,18.1,20.7,1.4,0,"roboczy","NSR-Solec - ścieżka rowerowa",555
"12982",2016-08-23,2016-08-22,2016-08-01,13.5,19.1,24.2,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1743
"12983",2016-08-24,2016-08-22,2016-08-01,15.8,18.4,21.3,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1841
"12984",2016-08-25,2016-08-22,2016-08-01,12.4,19.5,25.3,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",2059
"12985",2016-08-26,2016-08-22,2016-08-01,12.9,20.2,26.7,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",2106
"12986",2016-08-27,2016-08-22,2016-08-01,13,21.3,29.4,0,0,"weekend","NSR-Solec - ścieżka rowerowa",2561
"12987",2016-08-28,2016-08-22,2016-08-01,15.5,22.7,29.6,0,0,"weekend","NSR-Solec - ścieżka rowerowa",2430
"12988",2016-08-29,2016-08-29,2016-08-01,16.1,22.7,29.6,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1583
"12989",2016-08-30,2016-08-29,2016-08-01,14.2,17.5,22.9,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1755
"12990",2016-08-31,2016-08-29,2016-08-01,9.9,16.8,23.3,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1775
"12991",2016-09-01,2016-08-29,2016-09-01,11.6,18.5,25.4,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1825
"12992",2016-09-02,2016-08-29,2016-09-01,13.3,19,25.1,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1731
"12993",2016-09-03,2016-08-29,2016-09-01,10,18.2,24.4,0,0,"weekend","NSR-Solec - ścieżka rowerowa",2179
"12994",2016-09-04,2016-08-29,2016-09-01,11.8,19.6,28.6,8.7,0,"weekend","NSR-Solec - ścieżka rowerowa",1915
"12995",2016-09-05,2016-09-05,2016-09-01,14.7,16,20.7,1.1,0,"roboczy","NSR-Solec - ścieżka rowerowa",471
"12996",2016-09-06,2016-09-05,2016-09-01,13.8,18.1,23,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1681
"12997",2016-09-07,2016-09-05,2016-09-01,10.5,18.6,25.1,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1824
"12998",2016-09-08,2016-09-05,2016-09-01,12.4,20.2,27.1,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1840
"12999",2016-09-09,2016-09-05,2016-09-01,13.5,21.3,29.2,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1794
"13000",2016-09-10,2016-09-05,2016-09-01,15.9,21.7,29.6,0,0,"weekend","NSR-Solec - ścieżka rowerowa",3043
"13001",2016-09-11,2016-09-05,2016-09-01,13.5,21.9,29.7,0,0,"weekend","NSR-Solec - ścieżka rowerowa",2661
"13002",2016-09-12,2016-09-12,2016-09-01,15.3,22.4,29,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1693
"13003",2016-09-13,2016-09-12,2016-09-01,15.6,21.6,27.7,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1826
"13004",2016-09-14,2016-09-12,2016-09-01,12.5,17.9,23.4,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1779
"13005",2016-09-15,2016-09-12,2016-09-01,10.4,16.6,23.4,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1686
"13006",2016-09-16,2016-09-12,2016-09-01,9.4,17.3,24.9,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1595
"13007",2016-09-17,2016-09-12,2016-09-01,11.2,17,23.6,0,0,"weekend","NSR-Solec - ścieżka rowerowa",1759
"13008",2016-09-18,2016-09-12,2016-09-01,9.2,13.5,18.4,0,0,"weekend","NSR-Solec - ścieżka rowerowa",1284
"13009",2016-09-19,2016-09-19,2016-09-01,7.5,12.2,18,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1072
"13010",2016-09-20,2016-09-19,2016-09-01,4.5,11.2,15.6,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1016
"13011",2016-09-21,2016-09-19,2016-09-01,6.6,11,15.6,1.1,0,"roboczy","NSR-Solec - ścieżka rowerowa",871
"13012",2016-09-22,2016-09-19,2016-09-01,7.2,11.3,17.4,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",817
"13013",2016-09-23,2016-09-19,2016-09-01,6.7,12.1,16.7,0.4,0,"roboczy","NSR-Solec - ścieżka rowerowa",760
"13014",2016-09-24,2016-09-19,2016-09-01,8,13.3,19.5,0,0,"weekend","NSR-Solec - ścieżka rowerowa",825
"13015",2016-09-25,2016-09-19,2016-09-01,5.8,12,18.5,0,0,"weekend","NSR-Solec - ścieżka rowerowa",1485
"13016",2016-09-26,2016-09-26,2016-09-01,6.9,10.5,15.3,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",903
"13017",2016-09-27,2016-09-26,2016-09-01,4.6,10.1,16.2,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1022
"13018",2016-09-28,2016-09-26,2016-09-01,2.5,11.1,16.8,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",791
"13019",2016-09-29,2016-09-26,2016-09-01,14.8,18.6,23.5,0,0,"roboczy","NSR-Solec - ścieżka rowerowa",1076
"13020",2016-09-30,2016-09-26,2016-09-01,15.5,18.2,21.6,0.1,0,"roboczy","NSR-Solec - ścieżka rowerowa",1089
"13021",2016-10-01,2016-09-26,2016-10-01,12.3,15.2,17.3,0.3,0,"weekend","NSR-Solec - ścieżka rowerowa",837
"13022",2016-10-02,2016-09-26,2016-10-01,9.5,16.9,22.8,0.1,0,"weekend","NSR-Solec - ścieżka rowerowa",1491
