"Godzina","Jaki_dzien","Miejsce","Czas","Data","Liczba_rowerow","Srednia"
0,"roboczy","Al. USA - suma",2017-05-08 00:00:00,2017-05-08,3,9.23076923076923
0,"roboczy","Al. USA - suma",2017-05-09 00:00:00,2017-05-09,1,9.23076923076923
0,"roboczy","Al. USA - suma",2017-05-10 00:00:00,2017-05-10,3,9.23076923076923
0,"roboczy","Al. USA - suma",2017-05-11 00:00:00,2017-05-11,5,9.23076923076923
0,"roboczy","Al. USA - suma",2017-05-12 00:00:00,2017-05-12,2,9.23076923076923
0,"roboczy","Al. USA - suma",2017-05-15 00:00:00,2017-05-15,7,9.23076923076923
0,"roboczy","Al. USA - suma",2017-05-16 00:00:00,2017-05-16,13,9.23076923076923
0,"roboczy","Al. USA - suma",2017-05-17 00:00:00,2017-05-17,7,9.23076923076923
0,"roboczy","Al. USA - suma",2017-05-18 00:00:00,2017-05-18,17,9.23076923076923
0,"roboczy","Al. USA - suma",2017-05-19 00:00:00,2017-05-19,23,9.23076923076923
0,"roboczy","Al. USA - suma",2017-05-22 00:00:00,2017-05-22,10,9.23076923076923
0,"roboczy","Al. USA - suma",2017-05-23 00:00:00,2017-05-23,16,9.23076923076923
0,"roboczy","Al. USA - suma",2017-05-24 00:00:00,2017-05-24,11,9.23076923076923
0,"roboczy","Al. USA - suma",2017-05-25 00:00:00,2017-05-25,3,9.23076923076923
0,"roboczy","Al. USA - suma",2017-05-26 00:00:00,2017-05-26,9,9.23076923076923
0,"roboczy","Al. USA - suma",2017-05-29 00:00:00,2017-05-29,7,9.23076923076923
0,"roboczy","Al. USA - suma",2017-05-30 00:00:00,2017-05-30,10,9.23076923076923
0,"roboczy","Al. USA - suma",2017-05-31 00:00:00,2017-05-31,20,9.23076923076923
0,"roboczy","Al. USA - suma",2017-06-01 00:00:00,2017-06-01,11,9.23076923076923
0,"roboczy","Al. USA - suma",2017-06-02 00:00:00,2017-06-02,6,9.23076923076923
0,"roboczy","Al. USA - suma",2017-06-05 00:00:00,2017-06-05,4,9.23076923076923
0,"roboczy","Al. USA - suma",2017-06-06 00:00:00,2017-06-06,13,9.23076923076923
0,"roboczy","Al. USA - suma",2017-06-07 00:00:00,2017-06-07,8,9.23076923076923
0,"roboczy","Al. USA - suma",2017-06-08 00:00:00,2017-06-08,9,9.23076923076923
0,"roboczy","Al. USA - suma",2017-06-09 00:00:00,2017-06-09,9,9.23076923076923
0,"roboczy","Al. USA - suma",2017-06-12 00:00:00,2017-06-12,13,9.23076923076923
0,"roboczy","Al. USA - południe",2017-05-08 00:00:00,2017-05-08,0,5.07692307692308
0,"roboczy","Al. USA - południe",2017-05-09 00:00:00,2017-05-09,0,5.07692307692308
0,"roboczy","Al. USA - południe",2017-05-10 00:00:00,2017-05-10,2,5.07692307692308
0,"roboczy","Al. USA - południe",2017-05-11 00:00:00,2017-05-11,1,5.07692307692308
0,"roboczy","Al. USA - południe",2017-05-12 00:00:00,2017-05-12,2,5.07692307692308
0,"roboczy","Al. USA - południe",2017-05-15 00:00:00,2017-05-15,6,5.07692307692308
0,"roboczy","Al. USA - południe",2017-05-16 00:00:00,2017-05-16,8,5.07692307692308
0,"roboczy","Al. USA - południe",2017-05-17 00:00:00,2017-05-17,5,5.07692307692308
0,"roboczy","Al. USA - południe",2017-05-18 00:00:00,2017-05-18,9,5.07692307692308
0,"roboczy","Al. USA - południe",2017-05-19 00:00:00,2017-05-19,13,5.07692307692308
0,"roboczy","Al. USA - południe",2017-05-22 00:00:00,2017-05-22,4,5.07692307692308
0,"roboczy","Al. USA - południe",2017-05-23 00:00:00,2017-05-23,8,5.07692307692308
0,"roboczy","Al. USA - południe",2017-05-24 00:00:00,2017-05-24,4,5.07692307692308
0,"roboczy","Al. USA - południe",2017-05-25 00:00:00,2017-05-25,1,5.07692307692308
0,"roboczy","Al. USA - południe",2017-05-26 00:00:00,2017-05-26,3,5.07692307692308
0,"roboczy","Al. USA - południe",2017-05-29 00:00:00,2017-05-29,6,5.07692307692308
0,"roboczy","Al. USA - południe",2017-05-30 00:00:00,2017-05-30,1,5.07692307692308
0,"roboczy","Al. USA - południe",2017-05-31 00:00:00,2017-05-31,11,5.07692307692308
0,"roboczy","Al. USA - południe",2017-06-01 00:00:00,2017-06-01,8,5.07692307692308
0,"roboczy","Al. USA - południe",2017-06-02 00:00:00,2017-06-02,4,5.07692307692308
0,"roboczy","Al. USA - południe",2017-06-05 00:00:00,2017-06-05,3,5.07692307692308
0,"roboczy","Al. USA - południe",2017-06-06 00:00:00,2017-06-06,9,5.07692307692308
0,"roboczy","Al. USA - południe",2017-06-07 00:00:00,2017-06-07,2,5.07692307692308
0,"roboczy","Al. USA - południe",2017-06-08 00:00:00,2017-06-08,4,5.07692307692308
0,"roboczy","Al. USA - południe",2017-06-09 00:00:00,2017-06-09,6,5.07692307692308
0,"roboczy","Al. USA - południe",2017-06-12 00:00:00,2017-06-12,12,5.07692307692308
0,"roboczy","Al. USA - północ",2017-05-08 00:00:00,2017-05-08,3,4.15384615384615
0,"roboczy","Al. USA - północ",2017-05-09 00:00:00,2017-05-09,1,4.15384615384615
0,"roboczy","Al. USA - północ",2017-05-10 00:00:00,2017-05-10,1,4.15384615384615
0,"roboczy","Al. USA - północ",2017-05-11 00:00:00,2017-05-11,4,4.15384615384615
0,"roboczy","Al. USA - północ",2017-05-12 00:00:00,2017-05-12,0,4.15384615384615
0,"roboczy","Al. USA - północ",2017-05-15 00:00:00,2017-05-15,1,4.15384615384615
0,"roboczy","Al. USA - północ",2017-05-16 00:00:00,2017-05-16,5,4.15384615384615
0,"roboczy","Al. USA - północ",2017-05-17 00:00:00,2017-05-17,2,4.15384615384615
0,"roboczy","Al. USA - północ",2017-05-18 00:00:00,2017-05-18,8,4.15384615384615
0,"roboczy","Al. USA - północ",2017-05-19 00:00:00,2017-05-19,10,4.15384615384615
0,"roboczy","Al. USA - północ",2017-05-22 00:00:00,2017-05-22,6,4.15384615384615
0,"roboczy","Al. USA - północ",2017-05-23 00:00:00,2017-05-23,8,4.15384615384615
0,"roboczy","Al. USA - północ",2017-05-24 00:00:00,2017-05-24,7,4.15384615384615
0,"roboczy","Al. USA - północ",2017-05-25 00:00:00,2017-05-25,2,4.15384615384615
0,"roboczy","Al. USA - północ",2017-05-26 00:00:00,2017-05-26,6,4.15384615384615
0,"roboczy","Al. USA - północ",2017-05-29 00:00:00,2017-05-29,1,4.15384615384615
0,"roboczy","Al. USA - północ",2017-05-30 00:00:00,2017-05-30,9,4.15384615384615
0,"roboczy","Al. USA - północ",2017-05-31 00:00:00,2017-05-31,9,4.15384615384615
0,"roboczy","Al. USA - północ",2017-06-01 00:00:00,2017-06-01,3,4.15384615384615
0,"roboczy","Al. USA - północ",2017-06-02 00:00:00,2017-06-02,2,4.15384615384615
0,"roboczy","Al. USA - północ",2017-06-05 00:00:00,2017-06-05,1,4.15384615384615
0,"roboczy","Al. USA - północ",2017-06-06 00:00:00,2017-06-06,4,4.15384615384615
0,"roboczy","Al. USA - północ",2017-06-07 00:00:00,2017-06-07,6,4.15384615384615
0,"roboczy","Al. USA - północ",2017-06-08 00:00:00,2017-06-08,5,4.15384615384615
0,"roboczy","Al. USA - północ",2017-06-09 00:00:00,2017-06-09,3,4.15384615384615
0,"roboczy","Al. USA - północ",2017-06-12 00:00:00,2017-06-12,1,4.15384615384615
0,"roboczy","Banacha",2017-05-08 00:00:00,2017-05-08,5,13.1923076923077
0,"roboczy","Banacha",2017-05-09 00:00:00,2017-05-09,2,13.1923076923077
0,"roboczy","Banacha",2017-05-10 00:00:00,2017-05-10,3,13.1923076923077
0,"roboczy","Banacha",2017-05-11 00:00:00,2017-05-11,0,13.1923076923077
0,"roboczy","Banacha",2017-05-12 00:00:00,2017-05-12,8,13.1923076923077
0,"roboczy","Banacha",2017-05-15 00:00:00,2017-05-15,15,13.1923076923077
0,"roboczy","Banacha",2017-05-16 00:00:00,2017-05-16,11,13.1923076923077
0,"roboczy","Banacha",2017-05-17 00:00:00,2017-05-17,10,13.1923076923077
0,"roboczy","Banacha",2017-05-18 00:00:00,2017-05-18,21,13.1923076923077
0,"roboczy","Banacha",2017-05-19 00:00:00,2017-05-19,21,13.1923076923077
0,"roboczy","Banacha",2017-05-22 00:00:00,2017-05-22,17,13.1923076923077
0,"roboczy","Banacha",2017-05-23 00:00:00,2017-05-23,10,13.1923076923077
0,"roboczy","Banacha",2017-05-24 00:00:00,2017-05-24,22,13.1923076923077
0,"roboczy","Banacha",2017-05-25 00:00:00,2017-05-25,7,13.1923076923077
0,"roboczy","Banacha",2017-05-26 00:00:00,2017-05-26,24,13.1923076923077
0,"roboczy","Banacha",2017-05-29 00:00:00,2017-05-29,14,13.1923076923077
0,"roboczy","Banacha",2017-05-30 00:00:00,2017-05-30,11,13.1923076923077
0,"roboczy","Banacha",2017-05-31 00:00:00,2017-05-31,11,13.1923076923077
0,"roboczy","Banacha",2017-06-01 00:00:00,2017-06-01,15,13.1923076923077
0,"roboczy","Banacha",2017-06-02 00:00:00,2017-06-02,16,13.1923076923077
0,"roboczy","Banacha",2017-06-05 00:00:00,2017-06-05,4,13.1923076923077
0,"roboczy","Banacha",2017-06-06 00:00:00,2017-06-06,16,13.1923076923077
0,"roboczy","Banacha",2017-06-07 00:00:00,2017-06-07,13,13.1923076923077
0,"roboczy","Banacha",2017-06-08 00:00:00,2017-06-08,25,13.1923076923077
0,"roboczy","Banacha",2017-06-09 00:00:00,2017-06-09,23,13.1923076923077
0,"roboczy","Banacha",2017-06-12 00:00:00,2017-06-12,19,13.1923076923077
0,"roboczy","Bazyliańska",2017-05-08 00:00:00,2017-05-08,0,1.46153846153846
0,"roboczy","Bazyliańska",2017-05-09 00:00:00,2017-05-09,1,1.46153846153846
0,"roboczy","Bazyliańska",2017-05-10 00:00:00,2017-05-10,0,1.46153846153846
0,"roboczy","Bazyliańska",2017-05-11 00:00:00,2017-05-11,1,1.46153846153846
0,"roboczy","Bazyliańska",2017-05-12 00:00:00,2017-05-12,0,1.46153846153846
0,"roboczy","Bazyliańska",2017-05-15 00:00:00,2017-05-15,1,1.46153846153846
0,"roboczy","Bazyliańska",2017-05-16 00:00:00,2017-05-16,1,1.46153846153846
0,"roboczy","Bazyliańska",2017-05-17 00:00:00,2017-05-17,1,1.46153846153846
0,"roboczy","Bazyliańska",2017-05-18 00:00:00,2017-05-18,1,1.46153846153846
0,"roboczy","Bazyliańska",2017-05-19 00:00:00,2017-05-19,3,1.46153846153846
0,"roboczy","Bazyliańska",2017-05-22 00:00:00,2017-05-22,2,1.46153846153846
0,"roboczy","Bazyliańska",2017-05-23 00:00:00,2017-05-23,0,1.46153846153846
0,"roboczy","Bazyliańska",2017-05-24 00:00:00,2017-05-24,1,1.46153846153846
0,"roboczy","Bazyliańska",2017-05-25 00:00:00,2017-05-25,0,1.46153846153846
0,"roboczy","Bazyliańska",2017-05-26 00:00:00,2017-05-26,5,1.46153846153846
0,"roboczy","Bazyliańska",2017-05-29 00:00:00,2017-05-29,2,1.46153846153846
0,"roboczy","Bazyliańska",2017-05-30 00:00:00,2017-05-30,2,1.46153846153846
0,"roboczy","Bazyliańska",2017-05-31 00:00:00,2017-05-31,2,1.46153846153846
0,"roboczy","Bazyliańska",2017-06-01 00:00:00,2017-06-01,5,1.46153846153846
0,"roboczy","Bazyliańska",2017-06-02 00:00:00,2017-06-02,0,1.46153846153846
0,"roboczy","Bazyliańska",2017-06-05 00:00:00,2017-06-05,1,1.46153846153846
0,"roboczy","Bazyliańska",2017-06-06 00:00:00,2017-06-06,1,1.46153846153846
0,"roboczy","Bazyliańska",2017-06-07 00:00:00,2017-06-07,1,1.46153846153846
0,"roboczy","Bazyliańska",2017-06-08 00:00:00,2017-06-08,1,1.46153846153846
0,"roboczy","Bazyliańska",2017-06-09 00:00:00,2017-06-09,3,1.46153846153846
0,"roboczy","Bazyliańska",2017-06-12 00:00:00,2017-06-12,3,1.46153846153846
0,"roboczy","Belwederska",2017-05-08 00:00:00,2017-05-08,2,9.11538461538461
0,"roboczy","Belwederska",2017-05-09 00:00:00,2017-05-09,1,9.11538461538461
0,"roboczy","Belwederska",2017-05-10 00:00:00,2017-05-10,8,9.11538461538461
0,"roboczy","Belwederska",2017-05-11 00:00:00,2017-05-11,0,9.11538461538461
0,"roboczy","Belwederska",2017-05-12 00:00:00,2017-05-12,5,9.11538461538461
0,"roboczy","Belwederska",2017-05-15 00:00:00,2017-05-15,4,9.11538461538461
0,"roboczy","Belwederska",2017-05-16 00:00:00,2017-05-16,4,9.11538461538461
0,"roboczy","Belwederska",2017-05-17 00:00:00,2017-05-17,18,9.11538461538461
0,"roboczy","Belwederska",2017-05-18 00:00:00,2017-05-18,9,9.11538461538461
0,"roboczy","Belwederska",2017-05-19 00:00:00,2017-05-19,16,9.11538461538461
0,"roboczy","Belwederska",2017-05-22 00:00:00,2017-05-22,5,9.11538461538461
0,"roboczy","Belwederska",2017-05-23 00:00:00,2017-05-23,10,9.11538461538461
0,"roboczy","Belwederska",2017-05-24 00:00:00,2017-05-24,11,9.11538461538461
0,"roboczy","Belwederska",2017-05-25 00:00:00,2017-05-25,2,9.11538461538461
0,"roboczy","Belwederska",2017-05-26 00:00:00,2017-05-26,15,9.11538461538461
0,"roboczy","Belwederska",2017-05-29 00:00:00,2017-05-29,11,9.11538461538461
0,"roboczy","Belwederska",2017-05-30 00:00:00,2017-05-30,8,9.11538461538461
0,"roboczy","Belwederska",2017-05-31 00:00:00,2017-05-31,21,9.11538461538461
0,"roboczy","Belwederska",2017-06-01 00:00:00,2017-06-01,7,9.11538461538461
0,"roboczy","Belwederska",2017-06-02 00:00:00,2017-06-02,13,9.11538461538461
0,"roboczy","Belwederska",2017-06-05 00:00:00,2017-06-05,5,9.11538461538461
0,"roboczy","Belwederska",2017-06-06 00:00:00,2017-06-06,5,9.11538461538461
0,"roboczy","Belwederska",2017-06-07 00:00:00,2017-06-07,7,9.11538461538461
0,"roboczy","Belwederska",2017-06-08 00:00:00,2017-06-08,20,9.11538461538461
0,"roboczy","Belwederska",2017-06-09 00:00:00,2017-06-09,15,9.11538461538461
0,"roboczy","Belwederska",2017-06-12 00:00:00,2017-06-12,15,9.11538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-05-08 00:00:00,2017-05-08,1,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-05-09 00:00:00,2017-05-09,2,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-05-10 00:00:00,2017-05-10,3,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-05-11 00:00:00,2017-05-11,3,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-05-12 00:00:00,2017-05-12,4,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-05-15 00:00:00,2017-05-15,8,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-05-16 00:00:00,2017-05-16,4,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-05-17 00:00:00,2017-05-17,11,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-05-18 00:00:00,2017-05-18,9,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-05-19 00:00:00,2017-05-19,10,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-05-22 00:00:00,2017-05-22,4,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-05-23 00:00:00,2017-05-23,4,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-05-24 00:00:00,2017-05-24,12,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-05-25 00:00:00,2017-05-25,7,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-05-26 00:00:00,2017-05-26,13,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-05-29 00:00:00,2017-05-29,20,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-05-30 00:00:00,2017-05-30,15,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-05-31 00:00:00,2017-05-31,14,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-06-01 00:00:00,2017-06-01,16,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-06-02 00:00:00,2017-06-02,4,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-06-05 00:00:00,2017-06-05,1,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-06-06 00:00:00,2017-06-06,12,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-06-07 00:00:00,2017-06-07,5,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-06-08 00:00:00,2017-06-08,14,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-06-09 00:00:00,2017-06-09,14,8.61538461538461
0,"roboczy","Dworzec Wilenski (al. Solidarności)",2017-06-12 00:00:00,2017-06-12,14,8.61538461538461
0,"roboczy","Dworzec Wileński (Targowa)",2017-05-08 00:00:00,2017-05-08,2,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-05-09 00:00:00,2017-05-09,2,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-05-10 00:00:00,2017-05-10,2,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-05-11 00:00:00,2017-05-11,4,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-05-12 00:00:00,2017-05-12,5,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-05-15 00:00:00,2017-05-15,5,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-05-16 00:00:00,2017-05-16,9,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-05-17 00:00:00,2017-05-17,4,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-05-18 00:00:00,2017-05-18,11,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-05-19 00:00:00,2017-05-19,10,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-05-22 00:00:00,2017-05-22,7,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-05-23 00:00:00,2017-05-23,14,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-05-24 00:00:00,2017-05-24,12,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-05-25 00:00:00,2017-05-25,10,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-05-26 00:00:00,2017-05-26,17,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-05-29 00:00:00,2017-05-29,21,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-05-30 00:00:00,2017-05-30,23,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-05-31 00:00:00,2017-05-31,6,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-06-01 00:00:00,2017-06-01,14,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-06-02 00:00:00,2017-06-02,13,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-06-05 00:00:00,2017-06-05,3,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-06-06 00:00:00,2017-06-06,7,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-06-07 00:00:00,2017-06-07,4,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-06-08 00:00:00,2017-06-08,9,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-06-09 00:00:00,2017-06-09,10,9.30769230769231
0,"roboczy","Dworzec Wileński (Targowa)",2017-06-12 00:00:00,2017-06-12,18,9.30769230769231
0,"roboczy","Marszałkowska",2017-05-08 00:00:00,2017-05-08,1,10.8076923076923
0,"roboczy","Marszałkowska",2017-05-09 00:00:00,2017-05-09,7,10.8076923076923
0,"roboczy","Marszałkowska",2017-05-10 00:00:00,2017-05-10,5,10.8076923076923
0,"roboczy","Marszałkowska",2017-05-11 00:00:00,2017-05-11,2,10.8076923076923
0,"roboczy","Marszałkowska",2017-05-12 00:00:00,2017-05-12,7,10.8076923076923
0,"roboczy","Marszałkowska",2017-05-15 00:00:00,2017-05-15,16,10.8076923076923
0,"roboczy","Marszałkowska",2017-05-16 00:00:00,2017-05-16,10,10.8076923076923
0,"roboczy","Marszałkowska",2017-05-17 00:00:00,2017-05-17,7,10.8076923076923
0,"roboczy","Marszałkowska",2017-05-18 00:00:00,2017-05-18,9,10.8076923076923
0,"roboczy","Marszałkowska",2017-05-19 00:00:00,2017-05-19,24,10.8076923076923
0,"roboczy","Marszałkowska",2017-05-22 00:00:00,2017-05-22,8,10.8076923076923
0,"roboczy","Marszałkowska",2017-05-23 00:00:00,2017-05-23,11,10.8076923076923
0,"roboczy","Marszałkowska",2017-05-24 00:00:00,2017-05-24,9,10.8076923076923
0,"roboczy","Marszałkowska",2017-05-25 00:00:00,2017-05-25,8,10.8076923076923
0,"roboczy","Marszałkowska",2017-05-26 00:00:00,2017-05-26,13,10.8076923076923
0,"roboczy","Marszałkowska",2017-05-29 00:00:00,2017-05-29,22,10.8076923076923
0,"roboczy","Marszałkowska",2017-05-30 00:00:00,2017-05-30,8,10.8076923076923
0,"roboczy","Marszałkowska",2017-05-31 00:00:00,2017-05-31,12,10.8076923076923
0,"roboczy","Marszałkowska",2017-06-01 00:00:00,2017-06-01,17,10.8076923076923
0,"roboczy","Marszałkowska",2017-06-02 00:00:00,2017-06-02,12,10.8076923076923
0,"roboczy","Marszałkowska",2017-06-05 00:00:00,2017-06-05,5,10.8076923076923
0,"roboczy","Marszałkowska",2017-06-06 00:00:00,2017-06-06,9,10.8076923076923
0,"roboczy","Marszałkowska",2017-06-07 00:00:00,2017-06-07,7,10.8076923076923
0,"roboczy","Marszałkowska",2017-06-08 00:00:00,2017-06-08,21,10.8076923076923
0,"roboczy","Marszałkowska",2017-06-09 00:00:00,2017-06-09,18,10.8076923076923
0,"roboczy","Marszałkowska",2017-06-12 00:00:00,2017-06-12,13,10.8076923076923
0,"roboczy","Most Gdański - suma",2017-05-08 00:00:00,2017-05-08,3,8.33333333333333
0,"roboczy","Most Gdański - suma",2017-05-09 00:00:00,2017-05-09,1,8.33333333333333
0,"roboczy","Most Gdański - suma",2017-05-10 00:00:00,2017-05-10,0,8.33333333333333
0,"roboczy","Most Gdański - suma",2017-05-11 00:00:00,2017-05-11,2,8.33333333333333
0,"roboczy","Most Gdański - suma",2017-05-12 00:00:00,2017-05-12,1,8.33333333333333
0,"roboczy","Most Gdański - suma",2017-05-15 00:00:00,2017-05-15,11,8.33333333333333
0,"roboczy","Most Gdański - suma",2017-05-16 00:00:00,2017-05-16,4,8.33333333333333
0,"roboczy","Most Gdański - suma",2017-05-17 00:00:00,2017-05-17,4,8.33333333333333
0,"roboczy","Most Gdański - suma",2017-05-18 00:00:00,2017-05-18,14,8.33333333333333
0,"roboczy","Most Gdański - suma",2017-05-19 00:00:00,2017-05-19,8,8.33333333333333
0,"roboczy","Most Gdański - suma",2017-05-22 00:00:00,2017-05-22,5,8.33333333333333
0,"roboczy","Most Gdański - suma",2017-05-23 00:00:00,2017-05-23,7,8.33333333333333
0,"roboczy","Most Gdański - suma",2017-05-24 00:00:00,2017-05-24,11,8.33333333333333
0,"roboczy","Most Gdański - suma",2017-05-25 00:00:00,2017-05-25,4,8.33333333333333
0,"roboczy","Most Gdański - suma",2017-05-26 00:00:00,2017-05-26,7,8.33333333333333
0,"roboczy","Most Gdański - suma",2017-05-29 00:00:00,2017-05-29,12,8.33333333333333
0,"roboczy","Most Gdański - suma",2017-05-30 00:00:00,2017-05-30,13,8.33333333333333
0,"roboczy","Most Gdański - suma",2017-05-31 00:00:00,2017-05-31,16,8.33333333333333
0,"roboczy","Most Gdański - suma",2017-06-02 00:00:00,2017-06-02,12,8.33333333333333
0,"roboczy","Most Gdański - suma",2017-06-06 00:00:00,2017-06-06,6,8.33333333333333
0,"roboczy","Most Gdański - suma",2017-06-07 00:00:00,2017-06-07,2,8.33333333333333
0,"roboczy","Most Gdański - suma",2017-06-08 00:00:00,2017-06-08,23,8.33333333333333
0,"roboczy","Most Gdański - suma",2017-06-09 00:00:00,2017-06-09,16,8.33333333333333
0,"roboczy","Most Gdański - suma",2017-06-12 00:00:00,2017-06-12,18,8.33333333333333
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-05-08 00:00:00,2017-05-08,0,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-05-09 00:00:00,2017-05-09,1,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-05-10 00:00:00,2017-05-10,0,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-05-11 00:00:00,2017-05-11,1,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-05-12 00:00:00,2017-05-12,0,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-05-15 00:00:00,2017-05-15,0,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-05-16 00:00:00,2017-05-16,1,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-05-17 00:00:00,2017-05-17,0,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-05-18 00:00:00,2017-05-18,1,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-05-19 00:00:00,2017-05-19,0,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-05-22 00:00:00,2017-05-22,0,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-05-23 00:00:00,2017-05-23,1,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-05-24 00:00:00,2017-05-24,0,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-05-25 00:00:00,2017-05-25,1,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-05-26 00:00:00,2017-05-26,0,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-05-29 00:00:00,2017-05-29,0,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-05-30 00:00:00,2017-05-30,1,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-05-31 00:00:00,2017-05-31,0,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-06-01 00:00:00,2017-06-01,1,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-06-02 00:00:00,2017-06-02,0,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-06-06 00:00:00,2017-06-06,0,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-06-07 00:00:00,2017-06-07,2,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-06-08 00:00:00,2017-06-08,11,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-06-09 00:00:00,2017-06-09,6,1.64
0,"roboczy","Most Gdański - ciąg pieszo-rowerowy",2017-06-12 00:00:00,2017-06-12,14,1.64
0,"roboczy","Most Gdanski - ścieżka rowerowa",2017-05-08 00:00:00,2017-05-08,3,6.56
0,"roboczy","Most Gdanski - ścieżka rowerowa",2017-05-09 00:00:00,2017-05-09,0,6.56
0,"roboczy","Most Gdanski - ścieżka rowerowa",2017-05-10 00:00:00,2017-05-10,0,6.56
