"","Data","Miejsce","Liczba_rowerow"
"1","2019-03-20","Banacha/Żwirki i Wigury (display)",NA
"2","2019-03-21","Banacha/Żwirki i Wigury (display)",NA
"3","2019-03-22","Banacha/Żwirki i Wigury (display)",NA
"4","2019-03-23","Banacha/Żwirki i Wigury (display)",NA
"5","2019-03-24","Banacha/Żwirki i Wigury (display)",NA
"6","2019-03-25","Banacha/Żwirki i Wigury (display)",NA
"7","2019-03-26","Banacha/Żwirki i Wigury (display)",NA
"8","2019-03-27","Banacha/Żwirki i Wigury (display)",NA
"9","2019-03-28","Banacha/Żwirki i Wigury (display)",1079
"10","2019-03-29","Banacha/Żwirki i Wigury (display)",0
"11","2019-03-30","Banacha/Żwirki i Wigury (display)",0
"12","2019-03-31","Banacha/Żwirki i Wigury (display)",0
"13","2019-04-01","Banacha/Żwirki i Wigury (display)",1207
"14","2019-04-02","Banacha/Żwirki i Wigury (display)",2401
"15","2019-04-03","Banacha/Żwirki i Wigury (display)",2
"16","2019-04-04","Banacha/Żwirki i Wigury (display)",219
"17","2019-04-05","Banacha/Żwirki i Wigury (display)",827
"18","2019-04-06","Banacha/Żwirki i Wigury (display)",2135
"19","2019-04-07","Banacha/Żwirki i Wigury (display)",2487
"20","2019-04-08","Banacha/Żwirki i Wigury (display)",3493
"21","2019-04-09","Banacha/Żwirki i Wigury (display)",2735
"22","2019-04-10","Banacha/Żwirki i Wigury (display)",2297
"23","2019-04-11","Banacha/Żwirki i Wigury (display)",2136
"24","2019-04-12","Banacha/Żwirki i Wigury (display)",1947
"25","2019-04-13","Banacha/Żwirki i Wigury (display)",494
"26","2019-04-14","Banacha/Żwirki i Wigury (display)",1484
"27","2019-04-15","Banacha/Żwirki i Wigury (display)",3
"28","2019-04-16","Banacha/Żwirki i Wigury (display)",96
"29","2019-04-17","Banacha/Żwirki i Wigury (display)",1055
"30","2019-04-18","Banacha/Żwirki i Wigury (display)",2784
"31","2019-04-19","Banacha/Żwirki i Wigury (display)",2647
"32","2019-04-20","Banacha/Żwirki i Wigury (display)",1280
"33","2019-04-21","Banacha/Żwirki i Wigury (display)",573
"34","2019-04-22","Banacha/Żwirki i Wigury (display)",1039
"35","2019-04-23","Banacha/Żwirki i Wigury (display)",2426
"36","2019-04-24","Banacha/Żwirki i Wigury (display)",2997
"37","2019-04-25","Banacha/Żwirki i Wigury (display)",3759
"38","2019-04-26","Banacha/Żwirki i Wigury (display)",4301
"39","2019-04-27","Banacha/Żwirki i Wigury (display)",1482
"40","2019-04-28","Banacha/Żwirki i Wigury (display)",909
"41","2019-04-29","Banacha/Żwirki i Wigury (display)",2580
"42","2019-04-30","Banacha/Żwirki i Wigury (display)",2949
"43","2019-05-01","Banacha/Żwirki i Wigury (display)",2551
"44","2019-05-02","Banacha/Żwirki i Wigury (display)",1102
"45","2019-05-03","Banacha/Żwirki i Wigury (display)",1069
"46","2019-05-04","Banacha/Żwirki i Wigury (display)",1285
"47","2019-05-05","Banacha/Żwirki i Wigury (display)",888
"48","2019-05-06","Banacha/Żwirki i Wigury (display)",2706
"49","2019-05-07","Banacha/Żwirki i Wigury (display)",3179
"50","2019-05-08","Banacha/Żwirki i Wigury (display)",3490
"51","2019-05-09","Banacha/Żwirki i Wigury (display)",3226
"52","2019-05-10","Banacha/Żwirki i Wigury (display)",2316
"53","2019-05-11","Banacha/Żwirki i Wigury (display)",2328
"54","2019-05-12","Banacha/Żwirki i Wigury (display)",1876
"55","2019-05-13","Banacha/Żwirki i Wigury (display)",1982
"56","2019-05-14","Banacha/Żwirki i Wigury (display)",1587
"57","2019-05-15","Banacha/Żwirki i Wigury (display)",1420
"58","2019-05-16","Banacha/Żwirki i Wigury (display)",1760
"59","2019-05-17","Banacha/Żwirki i Wigury (display)",2661
"60","2019-05-18","Banacha/Żwirki i Wigury (display)",1576
"61","2019-05-19","Banacha/Żwirki i Wigury (display)",2197
"62","2019-05-20","Banacha/Żwirki i Wigury (display)",3170
"63","2019-05-21","Banacha/Żwirki i Wigury (display)",3363
"64","2019-05-22","Banacha/Żwirki i Wigury (display)",3220
"65","2019-05-23","Banacha/Żwirki i Wigury (display)",2777
"66","2019-05-24","Banacha/Żwirki i Wigury (display)",3643
"67","2019-05-25","Banacha/Żwirki i Wigury (display)",2747
"68","2019-05-26","Banacha/Żwirki i Wigury (display)",2342
"69","2019-05-27","Banacha/Żwirki i Wigury (display)",4226
"70","2019-05-28","Banacha/Żwirki i Wigury (display)",2455
"71","2019-05-29","Banacha/Żwirki i Wigury (display)",2778
"72","2019-05-30","Banacha/Żwirki i Wigury (display)",4278
"73","2019-05-31","Banacha/Żwirki i Wigury (display)",4316
"74","2019-06-01","Banacha/Żwirki i Wigury (display)",3053
"75","2019-06-02","Banacha/Żwirki i Wigury (display)",3068
"76","2019-06-03","Banacha/Żwirki i Wigury (display)",4813
"77","2019-06-04","Banacha/Żwirki i Wigury (display)",5122
"78","2019-06-05","Banacha/Żwirki i Wigury (display)",5051
"79","2019-06-06","Banacha/Żwirki i Wigury (display)",4966
"80","2019-06-07","Banacha/Żwirki i Wigury (display)",4424
"81","2019-06-08","Banacha/Żwirki i Wigury (display)",2066
"82","2019-06-09","Banacha/Żwirki i Wigury (display)",3830
"83","2019-06-10","Banacha/Żwirki i Wigury (display)",4671
"84","2019-06-11","Banacha/Żwirki i Wigury (display)",4986
"85","2019-06-12","Banacha/Żwirki i Wigury (display)",4801
"86","2019-06-13","Banacha/Żwirki i Wigury (display)",4084
"87","2019-06-14","Banacha/Żwirki i Wigury (display)",4063
"88","2019-06-15","Banacha/Żwirki i Wigury (display)",2402
"89","2019-06-16","Banacha/Żwirki i Wigury (display)",2795
"90","2019-06-17","Banacha/Żwirki i Wigury (display)",4474
"91","2019-06-18","Banacha/Żwirki i Wigury (display)",4664
"92","2019-06-19","Banacha/Żwirki i Wigury (display)",3480
"93","2019-06-20","Banacha/Żwirki i Wigury (display)",2637
"94","2019-06-21","Banacha/Żwirki i Wigury (display)",2313
"95","2019-06-22","Banacha/Żwirki i Wigury (display)",2121
"96","2019-06-23","Banacha/Żwirki i Wigury (display)",2712
"97","2019-06-24","Banacha/Żwirki i Wigury (display)",4453
"98","2019-06-25","Banacha/Żwirki i Wigury (display)",4720
"99","2019-06-26","Banacha/Żwirki i Wigury (display)",4193
"100","2019-06-27","Banacha/Żwirki i Wigury (display)",3992
"101","2019-06-28","Banacha/Żwirki i Wigury (display)",3918
"102","2019-06-29","Banacha/Żwirki i Wigury (display)",2404
"103","2019-06-30","Banacha/Żwirki i Wigury (display)",2268
"104","2019-07-01","Banacha/Żwirki i Wigury (display)",4092
"105","2019-07-02","Banacha/Żwirki i Wigury (display)",4595
"106","2019-07-03","Banacha/Żwirki i Wigury (display)",4153
"107","2019-07-04","Banacha/Żwirki i Wigury (display)",4187
"108","2019-07-05","Banacha/Żwirki i Wigury (display)",2497
"109","2019-07-06","Banacha/Żwirki i Wigury (display)",1354
"110","2019-07-07","Banacha/Żwirki i Wigury (display)",2205
"111","2019-07-08","Banacha/Żwirki i Wigury (display)",3144
"112","2019-07-09","Banacha/Żwirki i Wigury (display)",2279
"113","2019-07-10","Banacha/Żwirki i Wigury (display)",2489
"114","2019-07-11","Banacha/Żwirki i Wigury (display)",3316
"115","2019-07-12","Banacha/Żwirki i Wigury (display)",3545
"116","2019-07-13","Banacha/Żwirki i Wigury (display)",1216
"117","2019-07-14","Banacha/Żwirki i Wigury (display)",2626
"118","2019-07-15","Banacha/Żwirki i Wigury (display)",4164
"119","2019-07-16","Banacha/Żwirki i Wigury (display)",3031
"120","2019-07-17","Banacha/Żwirki i Wigury (display)",3128
"121","2019-07-18","Banacha/Żwirki i Wigury (display)",4231
"122","2019-07-19","Banacha/Żwirki i Wigury (display)",3691
"123","2019-07-20","Banacha/Żwirki i Wigury (display)",2029
"124","2019-07-21","Banacha/Żwirki i Wigury (display)",1853
"125","2019-07-22","Banacha/Żwirki i Wigury (display)",4108
"126","2019-07-23","Banacha/Żwirki i Wigury (display)",4172
"127","2019-07-24","Banacha/Żwirki i Wigury (display)",4298
"128","2019-07-25","Banacha/Żwirki i Wigury (display)",4391
"129","2019-07-26","Banacha/Żwirki i Wigury (display)",3733
"130","2019-07-27","Banacha/Żwirki i Wigury (display)",1689
"131","2019-07-28","Banacha/Żwirki i Wigury (display)",2237
"132","2019-07-29","Banacha/Żwirki i Wigury (display)",3039
"133","2019-07-30","Banacha/Żwirki i Wigury (display)",3790
"134","2019-07-31","Banacha/Żwirki i Wigury (display)",4404
"135","2019-08-01","Banacha/Żwirki i Wigury (display)",4139
"136","2019-08-02","Banacha/Żwirki i Wigury (display)",3277
"137","2019-08-03","Banacha/Żwirki i Wigury (display)",2127
"138","2019-08-04","Banacha/Żwirki i Wigury (display)",2473
"139","2019-08-05","Banacha/Żwirki i Wigury (display)",3915
"140","2019-08-06","Banacha/Żwirki i Wigury (display)",4307
"141","2019-08-07","Banacha/Żwirki i Wigury (display)",3886
"142","2019-08-08","Banacha/Żwirki i Wigury (display)",3588
"143","2019-08-09","Banacha/Żwirki i Wigury (display)",3679
"144","2019-08-10","Banacha/Żwirki i Wigury (display)",1707
"145","2019-08-11","Banacha/Żwirki i Wigury (display)",2792
"146","2019-08-12","Banacha/Żwirki i Wigury (display)",3619
"147","2019-08-13","Banacha/Żwirki i Wigury (display)",3224
"148","2019-08-14","Banacha/Żwirki i Wigury (display)",2495
"149","2019-08-15","Banacha/Żwirki i Wigury (display)",2722
"150","2019-08-16","Banacha/Żwirki i Wigury (display)",2236
"151","2019-08-17","Banacha/Żwirki i Wigury (display)",1826
"152","2019-08-18","Banacha/Żwirki i Wigury (display)",2354
"153","2019-08-19","Banacha/Żwirki i Wigury (display)",3488
"154","2019-08-20","Banacha/Żwirki i Wigury (display)",4166
"155","2019-08-21","Banacha/Żwirki i Wigury (display)",2443
"156","2019-08-22","Banacha/Żwirki i Wigury (display)",3987
"157","2019-08-23","Banacha/Żwirki i Wigury (display)",3690
"158","2019-08-24","Banacha/Żwirki i Wigury (display)",2209
"159","2019-08-25","Banacha/Żwirki i Wigury (display)",2631
"160","2019-08-26","Banacha/Żwirki i Wigury (display)",4322
"161","2019-08-27","Banacha/Żwirki i Wigury (display)",4744
"162","2019-08-28","Banacha/Żwirki i Wigury (display)",4338
"163","2019-08-29","Banacha/Żwirki i Wigury (display)",4090
"164","2019-08-30","Banacha/Żwirki i Wigury (display)",3152
"165","2019-08-31","Banacha/Żwirki i Wigury (display)",2129
"166","2019-09-01","Banacha/Żwirki i Wigury (display)",2533
"167","2019-09-02","Banacha/Żwirki i Wigury (display)",3268
"168","2019-09-03","Banacha/Żwirki i Wigury (display)",3459
"169","2019-09-04","Banacha/Żwirki i Wigury (display)",4164
"170","2019-09-05","Banacha/Żwirki i Wigury (display)",4226
"171","2019-09-06","Banacha/Żwirki i Wigury (display)",3911
"172","2019-09-07","Banacha/Żwirki i Wigury (display)",1633
"173","2019-09-08","Banacha/Żwirki i Wigury (display)",515
"174","2019-09-09","Banacha/Żwirki i Wigury (display)",3661
"175","2019-09-10","Banacha/Żwirki i Wigury (display)",3535
"176","2019-09-11","Banacha/Żwirki i Wigury (display)",4006
"177","2019-09-12","Banacha/Żwirki i Wigury (display)",4021
"178","2019-09-13","Banacha/Żwirki i Wigury (display)",3393
"179","2019-09-14","Banacha/Żwirki i Wigury (display)",1641
"180","2019-09-15","Banacha/Żwirki i Wigury (display)",1952
"181","2019-09-16","Banacha/Żwirki i Wigury (display)",3181
"182","2019-09-17","Banacha/Żwirki i Wigury (display)",2492
"183","2019-09-18","Banacha/Żwirki i Wigury (display)",1381
"184","2019-09-19","Banacha/Żwirki i Wigury (display)",2056
"185","2019-09-20","Banacha/Żwirki i Wigury (display)",2067
"186","2019-09-21","Banacha/Żwirki i Wigury (display)",859
"187","2019-09-22","Banacha/Żwirki i Wigury (display)",2078
"188","2019-03-20","Żwirki i Wigury/Trojdena E",NA
"189","2019-03-21","Żwirki i Wigury/Trojdena E",NA
"190","2019-03-22","Żwirki i Wigury/Trojdena E",NA
"191","2019-03-23","Żwirki i Wigury/Trojdena E",NA
"192","2019-03-24","Żwirki i Wigury/Trojdena E",NA
"193","2019-03-25","Żwirki i Wigury/Trojdena E",NA
"194","2019-03-26","Żwirki i Wigury/Trojdena E",NA
"195","2019-03-27","Żwirki i Wigury/Trojdena E",NA
"196","2019-03-28","Żwirki i Wigury/Trojdena E",24
"197","2019-03-29","Żwirki i Wigury/Trojdena E",33
"198","2019-03-30","Żwirki i Wigury/Trojdena E",34
"199","2019-03-31","Żwirki i Wigury/Trojdena E",33
"200","2019-04-01","Żwirki i Wigury/Trojdena E",27
"201","2019-04-02","Żwirki i Wigury/Trojdena E",16
"202","2019-04-03","Żwirki i Wigury/Trojdena E",34
"203","2019-04-04","Żwirki i Wigury/Trojdena E",521
"204","2019-04-05","Żwirki i Wigury/Trojdena E",962
"205","2019-04-06","Żwirki i Wigury/Trojdena E",884
"206","2019-04-07","Żwirki i Wigury/Trojdena E",1055
"207","2019-04-08","Żwirki i Wigury/Trojdena E",1184
"208","2019-04-09","Żwirki i Wigury/Trojdena E",869
"209","2019-04-10","Żwirki i Wigury/Trojdena E",707
"210","2019-04-11","Żwirki i Wigury/Trojdena E",798
"211","2019-04-12","Żwirki i Wigury/Trojdena E",0
"212","2019-04-13","Żwirki i Wigury/Trojdena E",0
"213","2019-04-14","Żwirki i Wigury/Trojdena E",0
"214","2019-04-15","Żwirki i Wigury/Trojdena E",0
"215","2019-04-16","Żwirki i Wigury/Trojdena E",655
"216","2019-04-17","Żwirki i Wigury/Trojdena E",4
"217","2019-04-18","Żwirki i Wigury/Trojdena E",50
"218","2019-04-19","Żwirki i Wigury/Trojdena E",1963
"219","2019-04-20","Żwirki i Wigury/Trojdena E",1160
"220","2019-04-21","Żwirki i Wigury/Trojdena E",544
"221","2019-04-22","Żwirki i Wigury/Trojdena E",938
"222","2019-04-23","Żwirki i Wigury/Trojdena E",1746
"223","2019-04-24","Żwirki i Wigury/Trojdena E",2289
"224","2019-04-25","Żwirki i Wigury/Trojdena E",2621
"225","2019-04-26","Żwirki i Wigury/Trojdena E",3005
"226","2019-04-27","Żwirki i Wigury/Trojdena E",1037
"227","2019-04-28","Żwirki i Wigury/Trojdena E",653
"228","2019-04-29","Żwirki i Wigury/Trojdena E",1753
"229","2019-04-30","Żwirki i Wigury/Trojdena E",2051
"230","2019-05-01","Żwirki i Wigury/Trojdena E",2212
"231","2019-05-02","Żwirki i Wigury/Trojdena E",795
"232","2019-05-03","Żwirki i Wigury/Trojdena E",942
"233","2019-05-04","Żwirki i Wigury/Trojdena E",983
"234","2019-05-05","Żwirki i Wigury/Trojdena E",774
"235","2019-05-06","Żwirki i Wigury/Trojdena E",1713
"236","2019-05-07","Żwirki i Wigury/Trojdena E",2086
"237","2019-05-08","Żwirki i Wigury/Trojdena E",2241
"238","2019-05-09","Żwirki i Wigury/Trojdena E",2165
"239","2019-05-10","Żwirki i Wigury/Trojdena E",1566
"240","2019-05-11","Żwirki i Wigury/Trojdena E",1640
"241","2019-05-12","Żwirki i Wigury/Trojdena E",485
"242","2019-05-13","Żwirki i Wigury/Trojdena E",0
"243","2019-05-14","Żwirki i Wigury/Trojdena E",506
"244","2019-05-15","Żwirki i Wigury/Trojdena E",834
"245","2019-05-16","Żwirki i Wigury/Trojdena E",1162
"246","2019-05-17","Żwirki i Wigury/Trojdena E",1698
"247","2019-05-18","Żwirki i Wigury/Trojdena E",991
"248","2019-05-19","Żwirki i Wigury/Trojdena E",980
"249","2019-05-20","Żwirki i Wigury/Trojdena E",1015
"250","2019-05-21","Żwirki i Wigury/Trojdena E",1108
"251","2019-05-22","Żwirki i Wigury/Trojdena E",1023
"252","2019-05-23","Żwirki i Wigury/Trojdena E",764
"253","2019-05-24","Żwirki i Wigury/Trojdena E",1163
"254","2019-05-25","Żwirki i Wigury/Trojdena E",1020
"255","2019-05-26","Żwirki i Wigury/Trojdena E",938
"256","2019-05-27","Żwirki i Wigury/Trojdena E",1490
"257","2019-05-28","Żwirki i Wigury/Trojdena E",767
"258","2019-05-29","Żwirki i Wigury/Trojdena E",885
"259","2019-05-30","Żwirki i Wigury/Trojdena E",1508
"260","2019-05-31","Żwirki i Wigury/Trojdena E",1503
"261","2019-06-01","Żwirki i Wigury/Trojdena E",1097
"262","2019-06-02","Żwirki i Wigury/Trojdena E",1324
"263","2019-06-03","Żwirki i Wigury/Trojdena E",1776
"264","2019-06-04","Żwirki i Wigury/Trojdena E",1936
"265","2019-06-05","Żwirki i Wigury/Trojdena E",1877
"266","2019-06-06","Żwirki i Wigury/Trojdena E",667
"267","2019-06-07","Żwirki i Wigury/Trojdena E",1077
"268","2019-06-08","Żwirki i Wigury/Trojdena E",926
"269","2019-06-09","Żwirki i Wigury/Trojdena E",1893
"270","2019-06-10","Żwirki i Wigury/Trojdena E",2018
"271","2019-06-11","Żwirki i Wigury/Trojdena E",3349
"272","2019-06-12","Żwirki i Wigury/Trojdena E",3716
"273","2019-06-13","Żwirki i Wigury/Trojdena E",3036
"274","2019-06-14","Żwirki i Wigury/Trojdena E",3021
"275","2019-06-15","Żwirki i Wigury/Trojdena E",1994
"276","2019-06-16","Żwirki i Wigury/Trojdena E",2467
"277","2019-06-17","Żwirki i Wigury/Trojdena E",3608
"278","2019-06-18","Żwirki i Wigury/Trojdena E",3658
"279","2019-06-19","Żwirki i Wigury/Trojdena E",2488
"280","2019-06-20","Żwirki i Wigury/Trojdena E",3018
"281","2019-06-21","Żwirki i Wigury/Trojdena E",1799
"282","2019-06-22","Żwirki i Wigury/Trojdena E",1637
"283","2019-06-23","Żwirki i Wigury/Trojdena E",2355
"284","2019-06-24","Żwirki i Wigury/Trojdena E",3549
"285","2019-06-25","Żwirki i Wigury/Trojdena E",3614
"286","2019-06-26","Żwirki i Wigury/Trojdena E",3449
"287","2019-06-27","Żwirki i Wigury/Trojdena E",3514
"288","2019-06-28","Żwirki i Wigury/Trojdena E",2817
"289","2019-06-29","Żwirki i Wigury/Trojdena E",1772
"290","2019-06-30","Żwirki i Wigury/Trojdena E",1857
"291","2019-07-01","Żwirki i Wigury/Trojdena E",2997
"292","2019-07-02","Żwirki i Wigury/Trojdena E",3446
"293","2019-07-03","Żwirki i Wigury/Trojdena E",2937
"294","2019-07-04","Żwirki i Wigury/Trojdena E",2953
"295","2019-07-05","Żwirki i Wigury/Trojdena E",1862
"296","2019-07-06","Żwirki i Wigury/Trojdena E",1004
"297","2019-07-07","Żwirki i Wigury/Trojdena E",1619
"298","2019-07-08","Żwirki i Wigury/Trojdena E",2309
"299","2019-07-09","Żwirki i Wigury/Trojdena E",1633
"300","2019-07-10","Żwirki i Wigury/Trojdena E",1787
"301","2019-07-11","Żwirki i Wigury/Trojdena E",2577
"302","2019-07-12","Żwirki i Wigury/Trojdena E",2726
"303","2019-07-13","Żwirki i Wigury/Trojdena E",868
"304","2019-07-14","Żwirki i Wigury/Trojdena E",2139
"305","2019-07-15","Żwirki i Wigury/Trojdena E",3160
"306","2019-07-16","Żwirki i Wigury/Trojdena E",2121
"307","2019-07-17","Żwirki i Wigury/Trojdena E",2218
"308","2019-07-18","Żwirki i Wigury/Trojdena E",3029
"309","2019-07-19","Żwirki i Wigury/Trojdena E",2731
"310","2019-07-20","Żwirki i Wigury/Trojdena E",1491
"311","2019-07-21","Żwirki i Wigury/Trojdena E",1581
"312","2019-07-22","Żwirki i Wigury/Trojdena E",2952
"313","2019-07-23","Żwirki i Wigury/Trojdena E",2990
"314","2019-07-24","Żwirki i Wigury/Trojdena E",3069
"315","2019-07-25","Żwirki i Wigury/Trojdena E",3201
"316","2019-07-26","Żwirki i Wigury/Trojdena E",2621
"317","2019-07-27","Żwirki i Wigury/Trojdena E",1211
"318","2019-07-28","Żwirki i Wigury/Trojdena E",1723
"319","2019-07-29","Żwirki i Wigury/Trojdena E",2114
"320","2019-07-30","Żwirki i Wigury/Trojdena E",2754
"321","2019-07-31","Żwirki i Wigury/Trojdena E",3293
"322","2019-08-01","Żwirki i Wigury/Trojdena E",3014
"323","2019-08-02","Żwirki i Wigury/Trojdena E",2698
"324","2019-08-03","Żwirki i Wigury/Trojdena E",0
"325","2019-08-04","Żwirki i Wigury/Trojdena E",0
"326","2019-08-05","Żwirki i Wigury/Trojdena E",1827
"327","2019-08-06","Żwirki i Wigury/Trojdena E",3291
"328","2019-08-07","Żwirki i Wigury/Trojdena E",2902
"329","2019-08-08","Żwirki i Wigury/Trojdena E",2620
"330","2019-08-09","Żwirki i Wigury/Trojdena E",2649
"331","2019-08-10","Żwirki i Wigury/Trojdena E",1203
"332","2019-08-11","Żwirki i Wigury/Trojdena E",2271
"333","2019-08-12","Żwirki i Wigury/Trojdena E",2535
"334","2019-08-13","Żwirki i Wigury/Trojdena E",2302
"335","2019-08-14","Żwirki i Wigury/Trojdena E",1663
"336","2019-08-15","Żwirki i Wigury/Trojdena E",2089
"337","2019-08-16","Żwirki i Wigury/Trojdena E",1651
"338","2019-08-17","Żwirki i Wigury/Trojdena E",1396
"339","2019-08-18","Żwirki i Wigury/Trojdena E",1957
"340","2019-08-19","Żwirki i Wigury/Trojdena E",2448
"341","2019-08-20","Żwirki i Wigury/Trojdena E",3054
"342","2019-08-21","Żwirki i Wigury/Trojdena E",1751
"343","2019-08-22","Żwirki i Wigury/Trojdena E",2937
"344","2019-08-23","Żwirki i Wigury/Trojdena E",2585
"345","2019-08-24","Żwirki i Wigury/Trojdena E",1769
"346","2019-08-25","Żwirki i Wigury/Trojdena E",2003
"347","2019-08-26","Żwirki i Wigury/Trojdena E",3034
"348","2019-08-27","Żwirki i Wigury/Trojdena E",3435
"349","2019-08-28","Żwirki i Wigury/Trojdena E",3295
"350","2019-08-29","Żwirki i Wigury/Trojdena E",3020
"351","2019-08-30","Żwirki i Wigury/Trojdena E",2335
"352","2019-08-31","Żwirki i Wigury/Trojdena E",1663
"353","2019-09-01","Żwirki i Wigury/Trojdena E",2328
"354","2019-09-02","Żwirki i Wigury/Trojdena E",2195
"355","2019-09-03","Żwirki i Wigury/Trojdena E",2442
"356","2019-09-04","Żwirki i Wigury/Trojdena E",3222
"357","2019-09-05","Żwirki i Wigury/Trojdena E",3169
"358","2019-09-06","Żwirki i Wigury/Trojdena E",2745
"359","2019-09-07","Żwirki i Wigury/Trojdena E",1495
"360","2019-09-08","Żwirki i Wigury/Trojdena E",1011
"361","2019-09-09","Żwirki i Wigury/Trojdena E",2608
"362","2019-09-10","Żwirki i Wigury/Trojdena E",2445
"363","2019-09-11","Żwirki i Wigury/Trojdena E",2934
"364","2019-09-12","Żwirki i Wigury/Trojdena E",2983
"365","2019-09-13","Żwirki i Wigury/Trojdena E",2512
"366","2019-09-14","Żwirki i Wigury/Trojdena E",2342
"367","2019-09-15","Żwirki i Wigury/Trojdena E",1867
"368","2019-09-16","Żwirki i Wigury/Trojdena E",2255
"369","2019-09-17","Żwirki i Wigury/Trojdena E",1705
"370","2019-09-18","Żwirki i Wigury/Trojdena E",988
"371","2019-09-19","Żwirki i Wigury/Trojdena E",1385
"372","2019-09-20","Żwirki i Wigury/Trojdena E",1252
"373","2019-09-21","Żwirki i Wigury/Trojdena E",715
"374","2019-09-22","Żwirki i Wigury/Trojdena E",1761
"375","2019-03-20","Marszałkowska/Metro Świętokrzyska",NA
"376","2019-03-21","Marszałkowska/Metro Świętokrzyska",NA
"377","2019-03-22","Marszałkowska/Metro Świętokrzyska",NA
"378","2019-03-23","Marszałkowska/Metro Świętokrzyska",NA
"379","2019-03-24","Marszałkowska/Metro Świętokrzyska",NA
"380","2019-03-25","Marszałkowska/Metro Świętokrzyska",NA
"381","2019-03-26","Marszałkowska/Metro Świętokrzyska",NA
"382","2019-03-27","Marszałkowska/Metro Świętokrzyska",NA
"383","2019-03-28","Marszałkowska/Metro Świętokrzyska",101
"384","2019-03-29","Marszałkowska/Metro Świętokrzyska",143
"385","2019-03-30","Marszałkowska/Metro Świętokrzyska",143
"386","2019-03-31","Marszałkowska/Metro Świętokrzyska",144
"387","2019-04-01","Marszałkowska/Metro Świętokrzyska",130
"388","2019-04-02","Marszałkowska/Metro Świętokrzyska",108
"389","2019-04-03","Marszałkowska/Metro Świętokrzyska",133
"390","2019-04-04","Marszałkowska/Metro Świętokrzyska",138
"391","2019-04-05","Marszałkowska/Metro Świętokrzyska",220
"392","2019-04-06","Marszałkowska/Metro Świętokrzyska",199
"393","2019-04-07","Marszałkowska/Metro Świętokrzyska",199
"394","2019-04-08","Marszałkowska/Metro Świętokrzyska",230
"395","2019-04-09","Marszałkowska/Metro Świętokrzyska",1298
"396","2019-04-10","Marszałkowska/Metro Świętokrzyska",501
"397","2019-04-11","Marszałkowska/Metro Świętokrzyska",0
"398","2019-04-12","Marszałkowska/Metro Świętokrzyska",0
"399","2019-04-13","Marszałkowska/Metro Świętokrzyska",0
"400","2019-04-14","Marszałkowska/Metro Świętokrzyska",142
"401","2019-04-15","Marszałkowska/Metro Świętokrzyska",0
"402","2019-04-16","Marszałkowska/Metro Świętokrzyska",0
"403","2019-04-17","Marszałkowska/Metro Świętokrzyska",0
"404","2019-04-18","Marszałkowska/Metro Świętokrzyska",133
"405","2019-04-19","Marszałkowska/Metro Świętokrzyska",1712
"406","2019-04-20","Marszałkowska/Metro Świętokrzyska",1145
"407","2019-04-21","Marszałkowska/Metro Świętokrzyska",525
"408","2019-04-22","Marszałkowska/Metro Świętokrzyska",803
"409","2019-04-23","Marszałkowska/Metro Świętokrzyska",1368
"410","2019-04-24","Marszałkowska/Metro Świętokrzyska",1673
"411","2019-04-25","Marszałkowska/Metro Świętokrzyska",1876
"412","2019-04-26","Marszałkowska/Metro Świętokrzyska",2307
"413","2019-04-27","Marszałkowska/Metro Świętokrzyska",1231
"414","2019-04-28","Marszałkowska/Metro Świętokrzyska",813
"415","2019-04-29","Marszałkowska/Metro Świętokrzyska",1564
"416","2019-04-30","Marszałkowska/Metro Świętokrzyska",1770
"417","2019-05-01","Marszałkowska/Metro Świętokrzyska",1880
"418","2019-05-02","Marszałkowska/Metro Świętokrzyska",1104
"419","2019-05-03","Marszałkowska/Metro Świętokrzyska",1374
"420","2019-05-04","Marszałkowska/Metro Świętokrzyska",1275
"421","2019-05-05","Marszałkowska/Metro Świętokrzyska",818
"422","2019-05-06","Marszałkowska/Metro Świętokrzyska",1374
"423","2019-05-07","Marszałkowska/Metro Świętokrzyska",1658
"424","2019-05-08","Marszałkowska/Metro Świętokrzyska",1842
"425","2019-05-09","Marszałkowska/Metro Świętokrzyska",1752
"426","2019-05-10","Marszałkowska/Metro Świętokrzyska",1539
"427","2019-05-11","Marszałkowska/Metro Świętokrzyska",1629
"428","2019-05-12","Marszałkowska/Metro Świętokrzyska",1182
"429","2019-05-13","Marszałkowska/Metro Świętokrzyska",0
"430","2019-05-14","Marszałkowska/Metro Świętokrzyska",6
"431","2019-05-15","Marszałkowska/Metro Świętokrzyska",0
"432","2019-05-16","Marszałkowska/Metro Świętokrzyska",4
"433","2019-05-17","Marszałkowska/Metro Świętokrzyska",1
"434","2019-05-18","Marszałkowska/Metro Świętokrzyska",4
"435","2019-05-19","Marszałkowska/Metro Świętokrzyska",0
"436","2019-05-20","Marszałkowska/Metro Świętokrzyska",149
"437","2019-05-21","Marszałkowska/Metro Świętokrzyska",1333
"438","2019-05-22","Marszałkowska/Metro Świętokrzyska",1689
"439","2019-05-23","Marszałkowska/Metro Świętokrzyska",1381
"440","2019-05-24","Marszałkowska/Metro Świętokrzyska",2052
"441","2019-05-25","Marszałkowska/Metro Świętokrzyska",1770
"442","2019-05-26","Marszałkowska/Metro Świętokrzyska",1428
"443","2019-05-27","Marszałkowska/Metro Świętokrzyska",2022
