"","Data","Miejsce","Liczba_rowerow"
"1223","2019-08-01","Wysockiego",844
"1224","2019-08-02","Wysockiego",684
"1225","2019-08-03","Wysockiego",812
"1226","2019-08-04","Wysockiego",1070
"1227","2019-08-05","Wysockiego",875
"1228","2019-08-06","Wysockiego",953
"1229","2019-08-07","Wysockiego",795
"1230","2019-08-08","Wysockiego",718
"1231","2019-08-09","Wysockiego",829
"1232","2019-08-10","Wysockiego",596
"1233","2019-08-11","Wysockiego",1117
"1234","2019-08-12","Wysockiego",769
"1235","2019-08-13","Wysockiego",716
"1236","2019-08-14","Wysockiego",495
"1237","2019-08-15","Wysockiego",1061
"1238","2019-08-16","Wysockiego",538
"1239","2019-08-17","Wysockiego",755
"1240","2019-08-18","Wysockiego",947
"1241","2019-08-19","Wysockiego",623
"1242","2019-08-20","Wysockiego",936
"1243","2019-08-21","Wysockiego",461
"1244","2019-08-22","Wysockiego",903
"1245","2019-08-23","Wysockiego",895
"1246","2019-08-24","Wysockiego",1017
"1247","2019-08-25","Wysockiego",1029
"1248","2019-08-26","Wysockiego",969
"1249","2019-08-27","Wysockiego",992
"1250","2019-08-28","Wysockiego",966
"1251","2019-08-29","Wysockiego",873
"1252","2019-08-30","Wysockiego",717
"1253","2019-08-31","Wysockiego",753
"1254","2019-09-01","Wysockiego",985
"1255","2019-09-02","Wysockiego",558
"1256","2019-09-03","Wysockiego",685
"1257","2019-09-04","Wysockiego",821
"1258","2019-09-05","Wysockiego",895
"1259","2019-09-06","Wysockiego",798
"1260","2019-09-07","Wysockiego",607
"1261","2019-09-08","Wysockiego",174
"1262","2019-09-09","Wysockiego",644
"1263","2019-09-10","Wysockiego",548
"1264","2019-09-11","Wysockiego",818
"1265","2019-09-12","Wysockiego",758
"1266","2019-09-13","Wysockiego",568
"1267","2019-09-14","Wysockiego",582
"1268","2019-09-15","Wysockiego",665
"1269","2019-09-16","Wysockiego",565
"1270","2019-09-17","Wysockiego",324
"1271","2019-09-18","Wysockiego",173
"1272","2019-09-19","Wysockiego",299
"1273","2019-09-20","Wysockiego",327
"1274","2019-09-21","Wysockiego",265
"1275","2019-09-22","Wysockiego",832
"1276","2019-09-23","Wysockiego",444
"1277","2019-09-24","Wysockiego",447
"1278","2019-09-25","Wysockiego",324
"1279","2019-09-26","Wysockiego",264
"1280","2019-09-27","Wysockiego",404
"1281","2019-09-28","Wysockiego",332
"1282","2019-09-29","Wysockiego",357
"1283","2019-09-30","Wysockiego",97
"1284","2019-10-01","Wysockiego",323
"1285","2019-10-02","Wysockiego",165
"1286","2019-10-03","Wysockiego",319
"1287","2019-10-04","Wysockiego",269
"1288","2019-10-05","Wysockiego",250
"1289","2019-10-06","Wysockiego",242
"1290","2019-10-07","Wysockiego",250
"1291","2019-10-08","Wysockiego",159
"1292","2019-10-09","Wysockiego",288
"1293","2019-10-10","Wysockiego",195
"1294","2019-10-11","Wysockiego",311
"1295","2019-10-12","Wysockiego",360
"1296","2019-10-13","Wysockiego",742
"1297","2019-10-14","Wysockiego",568
"1298","2019-10-15","Wysockiego",534
"1299","2019-10-16","Wysockiego",405
"1300","2019-10-17","Wysockiego",401
"1301","2019-10-18","Wysockiego",409
"1302","2019-10-19","Wysockiego",448
"1303","2019-10-20","Wysockiego",729
"1304","2019-10-21","Wysockiego",516
"1305","2019-10-22","Wysockiego",425
"1306","2019-10-23","Wysockiego",332
"1307","2019-10-24","Wysockiego",357
"1308","2019-10-25","Wysockiego",335
"1309","2019-10-26","Wysockiego",383
"1310","2019-10-27","Wysockiego",417
"1311","2019-10-28","Wysockiego",245
"1312","2019-10-29","Wysockiego",205
"1313","2019-10-30","Wysockiego",234
"1314","2019-10-31","Wysockiego",242
"1315","2019-11-01","Wysockiego",126
"1316","2019-11-02","Wysockiego",127
"1317","2019-11-03","Wysockiego",266
"1318","2019-11-04","Wysockiego",205
"1319","2019-11-05","Wysockiego",239
"1320","2019-11-06","Wysockiego",146
"1321","2019-11-07","Wysockiego",262
"1322","2019-11-08","Wysockiego",211
"1323","2019-11-09","Wysockiego",198
"1324","2019-11-10","Wysockiego",155
"1325","2019-11-11","Wysockiego",169
"1326","2019-11-12","Wysockiego",177
"1327","2019-11-13","Wysockiego",129
"1328","2019-11-14","Wysockiego",177
"1329","2019-11-15","Wysockiego",156
"1330","2019-11-16","Wysockiego",240
"1331","2019-11-17","Wysockiego",415
"1332","2019-11-18","Wysockiego",270
"1333","2019-11-19","Wysockiego",273
"1334","2019-11-20","Wysockiego",223
"1335","2019-11-21","Wysockiego",154
"1336","2019-11-22","Wysockiego",121
"1337","2019-11-23","Wysockiego",76
"1338","2019-11-24","Wysockiego",75
"1339","2019-11-25","Wysockiego",153
"1340","2019-11-26","Wysockiego",155
"1341","2019-11-27","Wysockiego",187
"1342","2019-11-28","Wysockiego",228
"1343","2019-11-29","Wysockiego",162
"1344","2019-11-30","Wysockiego",99
"1345","2019-12-01","Wysockiego",57
"1346","2019-12-02","Wysockiego",118
"1347","2019-12-03","Wysockiego",139
"1348","2019-12-04","Wysockiego",112
"1349","2019-12-05","Wysockiego",164
"1350","2019-12-06","Wysockiego",133
"1351","2019-12-07","Wysockiego",40
"1352","2019-12-08","Wysockiego",90
"1353","2019-12-09","Wysockiego",149
"1354","2019-12-10","Wysockiego",127
"1355","2019-12-11","Wysockiego",122
"1356","2019-12-12","Wysockiego",123
"1357","2019-12-13","Wysockiego",91
"1358","2019-12-14","Wysockiego",52
"1359","2019-12-15","Wysockiego",91
"1360","2019-12-16","Wysockiego",173
"1361","2019-12-17","Wysockiego",167
"1362","2019-12-18","Wysockiego",153
"1363","2019-12-19","Wysockiego",141
"1364","2019-12-20","Wysockiego",134
"1365","2019-12-21","Wysockiego",136
"1366","2019-12-22","Wysockiego",37
"1367","2019-12-23","Wysockiego",81
"1368","2019-12-24","Wysockiego",34
"1369","2019-12-25","Wysockiego",47
"1370","2019-12-26","Wysockiego",44
"1371","2019-12-27","Wysockiego",62
"1372","2019-12-28","Wysockiego",60
"1373","2019-12-29","Wysockiego",70
"1374","2019-12-30","Wysockiego",105
"1375","2019-12-31","Wysockiego",67
"1376","2019-04-01","Szaserów S",237
"1377","2019-04-02","Szaserów S",183
"1378","2019-04-03","Szaserów S",172
"1379","2019-04-04","Szaserów S",245
"1380","2019-04-05","Szaserów S",304
"1381","2019-04-06","Szaserów S",439
"1382","2019-04-07","Szaserów S",539
"1383","2019-04-08","Szaserów S",421
"1384","2019-04-09","Szaserów S",273
"1385","2019-04-10","Szaserów S",180
"1386","2019-04-11","Szaserów S",151
"1387","2019-04-12","Szaserów S",152
"1388","2019-04-13","Szaserów S",91
"1389","2019-04-14","Szaserów S",292
"1390","2019-04-15","Szaserów S",277
"1391","2019-04-16","Szaserów S",136
"1392","2019-04-17","Szaserów S",297
"1393","2019-04-18","Szaserów S",18
"1394","2019-04-19","Szaserów S",0
"1395","2019-04-20","Szaserów S",0
"1396","2019-04-21","Szaserów S",0
"1397","2019-04-22","Szaserów S",0
"1398","2019-04-23","Szaserów S",0
"1399","2019-04-24","Szaserów S",173
"1400","2019-04-25","Szaserów S",389
"1401","2019-04-26","Szaserów S",446
"1402","2019-04-27","Szaserów S",252
"1403","2019-04-28","Szaserów S",158
"1404","2019-04-29","Szaserów S",314
"1405","2019-04-30","Szaserów S",324
"1406","2019-05-01","Szaserów S",548
"1407","2019-05-02","Szaserów S",192
"1408","2019-05-03","Szaserów S",218
"1409","2019-05-04","Szaserów S",244
"1410","2019-05-05","Szaserów S",219
"1411","2019-05-06","Szaserów S",251
"1412","2019-05-07","Szaserów S",329
"1413","2019-05-08","Szaserów S",292
"1414","2019-05-09","Szaserów S",277
"1415","2019-05-10","Szaserów S",271
"1416","2019-05-11","Szaserów S",408
"1417","2019-05-12","Szaserów S",392
"1418","2019-05-13","Szaserów S",150
"1419","2019-05-14","Szaserów S",98
"1420","2019-05-15","Szaserów S",12
"1421","2019-05-16","Szaserów S",0
"1422","2019-05-17","Szaserów S",8
"1423","2019-05-18","Szaserów S",1
"1424","2019-05-19","Szaserów S",0
"1425","2019-05-20","Szaserów S",1
"1426","2019-05-21","Szaserów S",335
"1427","2019-05-22","Szaserów S",353
"1428","2019-05-23","Szaserów S",37
"1429","2019-05-24","Szaserów S",86
"1430","2019-05-25","Szaserów S",138
"1431","2019-05-26","Szaserów S",113
"1432","2019-05-27","Szaserów S",113
"1433","2019-05-28","Szaserów S",40
"1434","2019-05-29","Szaserów S",44
"1435","2019-05-30","Szaserów S",101
"1436","2019-05-31","Szaserów S",107
"1437","2019-06-01","Szaserów S",255
"1438","2019-06-02","Szaserów S",682
"1439","2019-06-03","Szaserów S",572
"1440","2019-06-04","Szaserów S",578
"1441","2019-06-05","Szaserów S",572
"1442","2019-06-06","Szaserów S",497
"1443","2019-06-07","Szaserów S",485
"1444","2019-06-08","Szaserów S",393
"1445","2019-06-09","Szaserów S",708
"1446","2019-06-10","Szaserów S",532
"1447","2019-06-11","Szaserów S",554
"1448","2019-06-12","Szaserów S",513
"1449","2019-06-13","Szaserów S",459
"1450","2019-06-14","Szaserów S",469
"1451","2019-06-15","Szaserów S",497
"1452","2019-06-16","Szaserów S",586
"1453","2019-06-17","Szaserów S",551
"1454","2019-06-18","Szaserów S",598
"1455","2019-06-19","Szaserów S",424
"1456","2019-06-20","Szaserów S",530
"1457","2019-06-21","Szaserów S",372
"1458","2019-06-22","Szaserów S",402
"1459","2019-06-23","Szaserów S",582
"1460","2019-06-24","Szaserów S",528
"1461","2019-06-25","Szaserów S",540
"1462","2019-06-26","Szaserów S",463
"1463","2019-06-27","Szaserów S",439
"1464","2019-06-28","Szaserów S",472
"1465","2019-06-29","Szaserów S",474
"1466","2019-06-30","Szaserów S",425
"1467","2019-07-01","Szaserów S",429
"1468","2019-07-02","Szaserów S",531
"1469","2019-07-03","Szaserów S",420
"1470","2019-07-04","Szaserów S",427
"1471","2019-07-05","Szaserów S",221
"1472","2019-07-06","Szaserów S",270
"1473","2019-07-07","Szaserów S",413
"1474","2019-07-08","Szaserów S",351
"1475","2019-07-09","Szaserów S",166
"1476","2019-07-10","Szaserów S",255
"1477","2019-07-11","Szaserów S",372
"1478","2019-07-12","Szaserów S",401
"1479","2019-07-13","Szaserów S",293
"1480","2019-07-14","Szaserów S",515
"1481","2019-07-15","Szaserów S",431
"1482","2019-07-16","Szaserów S",123
"1483","2019-07-17","Szaserów S",18
"1484","2019-07-18","Szaserów S",0
"1485","2019-07-19","Szaserów S",0
"1486","2019-07-20","Szaserów S",0
"1487","2019-07-21","Szaserów S",0
"1488","2019-07-22","Szaserów S",295
"1489","2019-07-23","Szaserów S",375
"1490","2019-07-24","Szaserów S",451
"1491","2019-07-25","Szaserów S",486
"1492","2019-07-26","Szaserów S",416
"1493","2019-07-27","Szaserów S",280
"1494","2019-07-28","Szaserów S",360
"1495","2019-07-29","Szaserów S",244
"1496","2019-07-30","Szaserów S",355
"1497","2019-07-31","Szaserów S",497
"1498","2019-08-01","Szaserów S",422
"1499","2019-08-02","Szaserów S",272
"1500","2019-08-03","Szaserów S",365
"1501","2019-08-04","Szaserów S",428
"1502","2019-08-05","Szaserów S",350
"1503","2019-08-06","Szaserów S",478
"1504","2019-08-07","Szaserów S",452
"1505","2019-08-08","Szaserów S",392
"1506","2019-08-09","Szaserów S",405
"1507","2019-08-10","Szaserów S",299
"1508","2019-08-11","Szaserów S",537
"1509","2019-08-12","Szaserów S",385
"1510","2019-08-13","Szaserów S",396
"1511","2019-08-14","Szaserów S",239
"1512","2019-08-15","Szaserów S",515
"1513","2019-08-16","Szaserów S",353
"1514","2019-08-17","Szaserów S",342
"1515","2019-08-18","Szaserów S",456
"1516","2019-08-19","Szaserów S",396
"1517","2019-08-20","Szaserów S",452
"1518","2019-08-21","Szaserów S",269
"1519","2019-08-22","Szaserów S",461
"1520","2019-08-23","Szaserów S",411
"1521","2019-08-24","Szaserów S",409
"1522","2019-08-25","Szaserów S",566
"1523","2019-08-26","Szaserów S",457
"1524","2019-08-27","Szaserów S",540
"1525","2019-08-28","Szaserów S",477
"1526","2019-08-29","Szaserów S",459
"1527","2019-08-30","Szaserów S",382
"1528","2019-08-31","Szaserów S",447
"1529","2019-09-01","Szaserów S",476
"1530","2019-09-02","Szaserów S",309
"1531","2019-09-03","Szaserów S",335
"1532","2019-09-04","Szaserów S",449
"1533","2019-09-05","Szaserów S",488
"1534","2019-09-06","Szaserów S",461
"1535","2019-09-07","Szaserów S",364
"1536","2019-09-08","Szaserów S",161
"1537","2019-09-09","Szaserów S",397
"1538","2019-09-10","Szaserów S",374
"1539","2019-09-11","Szaserów S",451
"1540","2019-09-12","Szaserów S",475
"1541","2019-09-13","Szaserów S",325
"1542","2019-09-14","Szaserów S",325
"1543","2019-09-15","Szaserów S",391
"1544","2019-09-16","Szaserów S",284
"1545","2019-09-17","Szaserów S",189
"1546","2019-09-18","Szaserów S",128
"1547","2019-09-19","Szaserów S",167
"1548","2019-09-20","Szaserów S",64
"1549","2019-09-21","Szaserów S",0
"1550","2019-09-22","Szaserów S",0
"1551","2019-09-23","Szaserów S",3
"1552","2019-09-24","Szaserów S",256
"1553","2019-09-25","Szaserów S",182
"1554","2019-09-26","Szaserów S",146
"1555","2019-09-27","Szaserów S",194
"1556","2019-09-28","Szaserów S",192
"1557","2019-09-29","Szaserów S",186
"1558","2019-09-30","Szaserów S",56
"1559","2019-10-01","Szaserów S",184
"1560","2019-10-02","Szaserów S",115
"1561","2019-10-03","Szaserów S",173
"1562","2019-10-04","Szaserów S",166
"1563","2019-10-05","Szaserów S",135
"1564","2019-10-06","Szaserów S",123
"1565","2019-10-07","Szaserów S",135
"1566","2019-10-08","Szaserów S",90
"1567","2019-10-09","Szaserów S",141
"1568","2019-10-10","Szaserów S",130
"1569","2019-10-11","Szaserów S",160
"1570","2019-10-12","Szaserów S",226
"1571","2019-10-13","Szaserów S",325
"1572","2019-10-14","Szaserów S",290
"1573","2019-10-15","Szaserów S",235
"1574","2019-10-16","Szaserów S",224
"1575","2019-10-17","Szaserów S",207
"1576","2019-10-18","Szaserów S",249
"1577","2019-10-19","Szaserów S",231
"1578","2019-10-20","Szaserów S",382
"1579","2019-10-21","Szaserów S",268
"1580","2019-10-22","Szaserów S",239
"1581","2019-10-23","Szaserów S",164
"1582","2019-10-24","Szaserów S",176
"1583","2019-10-25","Szaserów S",195
"1584","2019-10-26","Szaserów S",215
"1585","2019-10-27","Szaserów S",174
"1586","2019-10-28","Szaserów S",146
"1587","2019-10-29","Szaserów S",135
"1588","2019-10-30","Szaserów S",119
"1589","2019-10-31","Szaserów S",106
"1590","2019-11-01","Szaserów S",45
"1591","2019-11-02","Szaserów S",85
"1592","2019-11-03","Szaserów S",126
"1593","2019-11-04","Szaserów S",106
"1594","2019-11-05","Szaserów S",133
"1595","2019-11-06","Szaserów S",137
"1596","2019-11-07","Szaserów S",103
"1597","2019-11-08","Szaserów S",93
"1598","2019-11-09","Szaserów S",80
"1599","2019-11-10","Szaserów S",62
"1600","2019-11-11","Szaserów S",105
"1601","2019-11-12","Szaserów S",96
"1602","2019-11-13","Szaserów S",69
"1603","2019-11-14","Szaserów S",76
"1604","2019-11-15","Szaserów S",79
"1605","2019-11-16","Szaserów S",126
"1606","2019-11-17","Szaserów S",165
"1607","2019-11-18","Szaserów S",114
"1608","2019-11-19","Szaserów S",126
"1609","2019-11-20","Szaserów S",98
"1610","2019-11-21","Szaserów S",69
"1611","2019-11-22","Szaserów S",70
"1612","2019-11-23","Szaserów S",0
"1613","2019-11-24","Szaserów S",0
"1614","2019-11-25","Szaserów S",0
"1615","2019-11-26","Szaserów S",0
"1616","2019-11-27","Szaserów S",37
"1617","2019-11-28","Szaserów S",104
"1618","2019-11-29","Szaserów S",79
"1619","2019-11-30","Szaserów S",46
"1620","2019-12-01","Szaserów S",31
"1621","2019-12-02","Szaserów S",66
"1622","2019-12-03","Szaserów S",67
"1623","2019-12-04","Szaserów S",63
"1624","2019-12-05","Szaserów S",72
"1625","2019-12-06","Szaserów S",52
"1626","2019-12-07","Szaserów S",38
"1627","2019-12-08","Szaserów S",35
"1628","2019-12-09","Szaserów S",67
"1629","2019-12-10","Szaserów S",61
"1630","2019-12-11","Szaserów S",51
"1631","2019-12-12","Szaserów S",59
"1632","2019-12-13","Szaserów S",44
"1633","2019-12-14","Szaserów S",35
"1634","2019-12-15","Szaserów S",47
"1635","2019-12-16","Szaserów S",78
"1636","2019-12-17","Szaserów S",57
"1637","2019-12-18","Szaserów S",72
"1638","2019-12-19","Szaserów S",73
"1639","2019-12-20","Szaserów S",60
"1640","2019-12-21","Szaserów S",64
"1641","2019-12-22","Szaserów S",14
"1642","2019-12-23","Szaserów S",33
"1643","2019-12-24","Szaserów S",0
"1644","2019-12-25","Szaserów S",0
"1645","2019-12-26","Szaserów S",0
"1646","2019-12-27","Szaserów S",0
"1647","2019-12-28","Szaserów S",0
"1648","2019-12-29","Szaserów S",0
"1649","2019-12-30","Szaserów S",49
"1650","2019-12-31","Szaserów S",19
"1651","2019-04-01","Testowy",12
"1652","2019-04-02","Testowy",28
"1653","2019-04-03","Testowy",12
"1654","2019-04-04","Testowy",4
"1655","2019-04-05","Testowy",0
"1656","2019-04-06","Testowy",0
"1657","2019-04-07","Testowy",0
"1658","2019-04-08","Testowy",4
"1659","2019-04-09","Testowy",0
"1660","2019-04-10","Testowy",0
"1661","2019-04-11","Testowy",0
"1662","2019-04-12","Testowy",0
"1663","2019-04-13","Testowy",0
"1664","2019-04-14","Testowy",0
"1665","2019-04-15","Testowy",4
"1666","2019-04-16","Testowy",0
"1667","2019-04-17","Testowy",0
"1668","2019-04-18","Testowy",0
"1669","2019-04-19","Testowy",0
"1670","2019-04-20","Testowy",0
"1671","2019-04-21","Testowy",0
"1672","2019-04-22","Testowy",0
"1673","2019-04-23","Testowy",0
"1674","2019-04-24","Testowy",0
"1675","2019-04-25","Testowy",1322
"1676","2019-04-26","Testowy",2382
"1677","2019-04-27","Testowy",907
"1678","2019-04-28","Testowy",544
"1679","2019-04-29","Testowy",622
"1680","2019-04-30","Testowy",NA
"1681","2019-05-01","Testowy",NA
"1682","2019-05-02","Testowy",NA
"1683","2019-05-03","Testowy",NA
"1684","2019-05-04","Testowy",NA
"1685","2019-05-05","Testowy",NA
"1686","2019-05-06","Testowy",NA
"1687","2019-05-07","Testowy",NA
"1688","2019-05-08","Testowy",NA
"1689","2019-05-09","Testowy",NA
"1690","2019-05-10","Testowy",NA
"1691","2019-05-11","Testowy",NA
"1692","2019-05-12","Testowy",NA
"1693","2019-05-13","Testowy",NA
"1694","2019-05-14","Testowy",NA
"1695","2019-05-15","Testowy",NA
"1696","2019-05-16","Testowy",NA
"1697","2019-05-17","Testowy",NA
"1698","2019-05-18","Testowy",NA
"1699","2019-05-19","Testowy",NA
"1700","2019-05-20","Testowy",NA
"1701","2019-05-21","Testowy",NA
"1702","2019-05-22","Testowy",NA
"1703","2019-05-23","Testowy",NA
"1704","2019-05-24","Testowy",NA
"1705","2019-05-25","Testowy",NA
"1706","2019-05-26","Testowy",NA
"1707","2019-05-27","Testowy",NA
"1708","2019-05-28","Testowy",NA
"1709","2019-05-29","Testowy",NA
"1710","2019-05-30","Testowy",NA
"1711","2019-05-31","Testowy",NA
"1712","2019-06-01","Testowy",NA
"1713","2019-06-02","Testowy",NA
"1714","2019-06-03","Testowy",NA
"1715","2019-06-04","Testowy",NA
"1716","2019-06-05","Testowy",NA
"1717","2019-06-06","Testowy",NA
"1718","2019-06-07","Testowy",NA
"1719","2019-06-08","Testowy",NA
"1720","2019-06-09","Testowy",NA
"1721","2019-06-10","Testowy",NA
"1722","2019-06-11","Testowy",NA
"1723","2019-06-12","Testowy",NA
"1724","2019-06-13","Testowy",NA
"1725","2019-06-14","Testowy",NA
"1726","2019-06-15","Testowy",NA
"1727","2019-06-16","Testowy",NA
"1728","2019-06-17","Testowy",NA
"1729","2019-06-18","Testowy",NA
"1730","2019-06-19","Testowy",NA
"1731","2019-06-20","Testowy",NA
"1732","2019-06-21","Testowy",NA
"1733","2019-06-22","Testowy",NA
"1734","2019-06-23","Testowy",NA
"1735","2019-06-24","Testowy",NA
"1736","2019-06-25","Testowy",NA
"1737","2019-06-26","Testowy",NA
"1738","2019-06-27","Testowy",NA
"1739","2019-06-28","Testowy",NA
"1740","2019-06-29","Testowy",NA
"1741","2019-06-30","Testowy",NA
"1742","2019-07-01","Testowy",NA
"1743","2019-07-02","Testowy",NA
"1744","2019-07-03","Testowy",NA
"1745","2019-07-04","Testowy",NA
"1746","2019-07-05","Testowy",NA
"1747","2019-07-06","Testowy",NA
"1748","2019-07-07","Testowy",NA
"1749","2019-07-08","Testowy",NA
"1750","2019-07-09","Testowy",NA
"1751","2019-07-10","Testowy",NA
"1752","2019-07-11","Testowy",NA
"1753","2019-07-12","Testowy",NA
"1754","2019-07-13","Testowy",NA
"1755","2019-07-14","Testowy",NA
"1756","2019-07-15","Testowy",NA
"1757","2019-07-16","Testowy",NA
"1758","2019-07-17","Testowy",NA
"1759","2019-07-18","Testowy",NA
"1760","2019-07-19","Testowy",NA
"1761","2019-07-20","Testowy",NA
"1762","2019-07-21","Testowy",NA
"1763","2019-07-22","Testowy",NA
"1764","2019-07-23","Testowy",NA
"1765","2019-07-24","Testowy",NA
"1766","2019-07-25","Testowy",NA
"1767","2019-07-26","Testowy",NA
"1768","2019-07-27","Testowy",NA
"1769","2019-07-28","Testowy",NA
"1770","2019-07-29","Testowy",NA
"1771","2019-07-30","Testowy",NA
"1772","2019-07-31","Testowy",NA
"1773","2019-08-01","Testowy",NA
"1774","2019-08-02","Testowy",NA
"1775","2019-08-03","Testowy",NA
"1776","2019-08-04","Testowy",NA
"1777","2019-08-05","Testowy",NA
"1778","2019-08-06","Testowy",NA
"1779","2019-08-07","Testowy",NA
"1780","2019-08-08","Testowy",NA
"1781","2019-08-09","Testowy",NA
"1782","2019-08-10","Testowy",NA
"1783","2019-08-11","Testowy",NA
"1784","2019-08-12","Testowy",NA
"1785","2019-08-13","Testowy",NA
"1786","2019-08-14","Testowy",NA
"1787","2019-08-15","Testowy",NA
"1788","2019-08-16","Testowy",NA
"1789","2019-08-17","Testowy",NA
"1790","2019-08-18","Testowy",NA
"1791","2019-08-19","Testowy",NA
"1792","2019-08-20","Testowy",NA
"1793","2019-08-21","Testowy",NA
"1794","2019-08-22","Testowy",NA
"1795","2019-08-23","Testowy",NA
"1796","2019-08-24","Testowy",NA
"1797","2019-08-25","Testowy",NA
"1798","2019-08-26","Testowy",NA
"1799","2019-08-27","Testowy",NA
"1800","2019-08-28","Testowy",NA
"1801","2019-08-29","Testowy",NA
"1802","2019-08-30","Testowy",NA
"1803","2019-08-31","Testowy",NA
"1804","2019-09-01","Testowy",NA
"1805","2019-09-02","Testowy",NA
"1806","2019-09-03","Testowy",NA
"1807","2019-09-04","Testowy",NA
"1808","2019-09-05","Testowy",NA
"1809","2019-09-06","Testowy",NA
"1810","2019-09-07","Testowy",NA
"1811","2019-09-08","Testowy",NA
"1812","2019-09-09","Testowy",NA
"1813","2019-09-10","Testowy",NA
"1814","2019-09-11","Testowy",NA
"1815","2019-09-12","Testowy",NA
"1816","2019-09-13","Testowy",NA
"1817","2019-09-14","Testowy",NA
"1818","2019-09-15","Testowy",NA
"1819","2019-09-16","Testowy",NA
"1820","2019-09-17","Testowy",NA
"1821","2019-09-18","Testowy",NA
"1822","2019-09-19","Testowy",NA
"1823","2019-09-20","Testowy",NA
"1824","2019-09-21","Testowy",NA
"1825","2019-09-22","Testowy",NA
"1826","2019-09-23","Testowy",NA
"1827","2019-09-24","Testowy",NA
"1828","2019-09-25","Testowy",NA
"1829","2019-09-26","Testowy",NA
"1830","2019-09-27","Testowy",NA
"1831","2019-09-28","Testowy",NA
"1832","2019-09-29","Testowy",NA
"1833","2019-09-30","Testowy",NA
"1834","2019-10-01","Testowy",NA
"1835","2019-10-02","Testowy",NA
"1836","2019-10-03","Testowy",NA
"1837","2019-10-04","Testowy",NA
"1838","2019-10-05","Testowy",NA
"1839","2019-10-06","Testowy",NA
"1840","2019-10-07","Testowy",NA
"1841","2019-10-08","Testowy",NA
"1842","2019-10-09","Testowy",NA
"1843","2019-10-10","Testowy",NA
"1844","2019-10-11","Testowy",NA
"1845","2019-10-12","Testowy",NA
"1846","2019-10-13","Testowy",NA
"1847","2019-10-14","Testowy",NA
"1848","2019-10-15","Testowy",NA
"1849","2019-10-16","Testowy",NA
"1850","2019-10-17","Testowy",NA
"1851","2019-10-18","Testowy",NA
"1852","2019-10-19","Testowy",NA
"1853","2019-10-20","Testowy",NA
"1854","2019-10-21","Testowy",NA
"1855","2019-10-22","Testowy",NA
"1856","2019-10-23","Testowy",NA
"1857","2019-10-24","Testowy",NA
"1858","2019-10-25","Testowy",NA
"1859","2019-10-26","Testowy",NA
"1860","2019-10-27","Testowy",NA
"1861","2019-10-28","Testowy",NA
"1862","2019-10-29","Testowy",NA
"1863","2019-10-30","Testowy",NA
"1864","2019-10-31","Testowy",NA
"1865","2019-11-01","Testowy",NA
"1866","2019-11-02","Testowy",NA
"1867","2019-11-03","Testowy",NA
"1868","2019-11-04","Testowy",NA
"1869","2019-11-05","Testowy",NA
"1870","2019-11-06","Testowy",NA
"1871","2019-11-07","Testowy",NA
"1872","2019-11-08","Testowy",NA
"1873","2019-11-09","Testowy",NA
"1874","2019-11-10","Testowy",NA
"1875","2019-11-11","Testowy",NA
"1876","2019-11-12","Testowy",NA
"1877","2019-11-13","Testowy",NA
"1878","2019-11-14","Testowy",NA
"1879","2019-11-15","Testowy",NA
"1880","2019-11-16","Testowy",NA
"1881","2019-11-17","Testowy",NA
"1882","2019-11-18","Testowy",NA
"1883","2019-11-19","Testowy",NA
"1884","2019-11-20","Testowy",NA
"1885","2019-11-21","Testowy",NA
"1886","2019-11-22","Testowy",NA
"1887","2019-11-23","Testowy",NA
"1888","2019-11-24","Testowy",NA
"1889","2019-11-25","Testowy",NA
"1890","2019-11-26","Testowy",NA
"1891","2019-11-27","Testowy",NA
"1892","2019-11-28","Testowy",NA
"1893","2019-11-29","Testowy",NA
"1894","2019-11-30","Testowy",NA
"1895","2019-12-01","Testowy",NA
"1896","2019-12-02","Testowy",NA
"1897","2019-12-03","Testowy",NA
"1898","2019-12-04","Testowy",NA
"1899","2019-12-05","Testowy",NA
"1900","2019-12-06","Testowy",NA
"1901","2019-12-07","Testowy",NA
"1902","2019-12-08","Testowy",NA
"1903","2019-12-09","Testowy",NA
"1904","2019-12-10","Testowy",NA
"1905","2019-12-11","Testowy",NA
"1906","2019-12-12","Testowy",NA
"1907","2019-12-13","Testowy",NA
"1908","2019-12-14","Testowy",NA
"1909","2019-12-15","Testowy",NA
"1910","2019-12-16","Testowy",NA
"1911","2019-12-17","Testowy",NA
"1912","2019-12-18","Testowy",NA
"1913","2019-12-19","Testowy",NA
"1914","2019-12-20","Testowy",NA
"1915","2019-12-21","Testowy",NA
"1916","2019-12-22","Testowy",NA
"1917","2019-12-23","Testowy",NA
"1918","2019-12-24","Testowy",NA
"1919","2019-12-25","Testowy",NA
"1920","2019-12-26","Testowy",NA
"1921","2019-12-27","Testowy",NA
"1922","2019-12-28","Testowy",NA
"1923","2019-12-29","Testowy",NA
"1924","2019-12-30","Testowy",NA
"1925","2019-12-31","Testowy",NA
"1926","2019-04-01","Jagiellońska",210
"1927","2019-04-02","Jagiellońska",126
"1928","2019-04-03","Jagiellońska",91
"1929","2019-04-04","Jagiellońska",116
"1930","2019-04-05","Jagiellońska",219
"1931","2019-04-06","Jagiellońska",356
"1932","2019-04-07","Jagiellońska",506
"1933","2019-04-08","Jagiellońska",363
"1934","2019-04-09","Jagiellońska",210
"1935","2019-04-10","Jagiellońska",170
