"Data","Miejsce","Liczba_rowerow"
"2020-05-01","Banacha/Żwirki i Wigury (display)",1176
"2020-05-02","Banacha/Żwirki i Wigury (display)",1951
"2020-05-03","Banacha/Żwirki i Wigury (display)",1206
"2020-05-04","Banacha/Żwirki i Wigury (display)",2198
"2020-05-05","Banacha/Żwirki i Wigury (display)",814
"2020-05-06","Banacha/Żwirki i Wigury (display)",673
"2020-05-07","Banacha/Żwirki i Wigury (display)",2229
"2020-05-08","Banacha/Żwirki i Wigury (display)",2811
"2020-05-09","Banacha/Żwirki i Wigury (display)",3436
"2020-05-10","Banacha/Żwirki i Wigury (display)",3774
"2020-05-11","Banacha/Żwirki i Wigury (display)",1757
"2020-05-12","Banacha/Żwirki i Wigury (display)",1303
"2020-05-13","Banacha/Żwirki i Wigury (display)",1903
"2020-05-14","Banacha/Żwirki i Wigury (display)",1870
"2020-05-15","Banacha/Żwirki i Wigury (display)",2784
"2020-05-16","Banacha/Żwirki i Wigury (display)",1732
"2020-05-17","Banacha/Żwirki i Wigury (display)",2761
"2020-05-18","Banacha/Żwirki i Wigury (display)",1750
"2020-05-19","Banacha/Żwirki i Wigury (display)",1682
"2020-05-20","Banacha/Żwirki i Wigury (display)",2663
"2020-05-21","Banacha/Żwirki i Wigury (display)",2736
"2020-05-22","Banacha/Żwirki i Wigury (display)",2908
"2020-05-23","Banacha/Żwirki i Wigury (display)",2427
"2020-05-24","Banacha/Żwirki i Wigury (display)",2236
"2020-05-25","Banacha/Żwirki i Wigury (display)",1983
"2020-05-26","Banacha/Żwirki i Wigury (display)",2921
"2020-05-27","Banacha/Żwirki i Wigury (display)",3415
"2020-05-28","Banacha/Żwirki i Wigury (display)",3409
"2020-05-29","Banacha/Żwirki i Wigury (display)",3229
"2020-05-30","Banacha/Żwirki i Wigury (display)",915
"2020-05-31","Banacha/Żwirki i Wigury (display)",2337
"2020-06-01","Banacha/Żwirki i Wigury (display)",3383
"2020-06-02","Banacha/Żwirki i Wigury (display)",4017
"2020-06-03","Banacha/Żwirki i Wigury (display)",3063
"2020-06-04","Banacha/Żwirki i Wigury (display)",4279
"2020-06-05","Banacha/Żwirki i Wigury (display)",2028
"2020-06-06","Banacha/Żwirki i Wigury (display)",3451
"2020-06-07","Banacha/Żwirki i Wigury (display)",3083
"2020-06-08","Banacha/Żwirki i Wigury (display)",2602
"2020-06-09","Banacha/Żwirki i Wigury (display)",2812
"2020-06-10","Banacha/Żwirki i Wigury (display)",2333
"2020-06-11","Banacha/Żwirki i Wigury (display)",3041
"2020-06-12","Banacha/Żwirki i Wigury (display)",2708
"2020-06-13","Banacha/Żwirki i Wigury (display)",2320
"2020-06-14","Banacha/Żwirki i Wigury (display)",2764
"2020-06-15","Banacha/Żwirki i Wigury (display)",3756
"2020-06-16","Banacha/Żwirki i Wigury (display)",4674
"2020-06-17","Banacha/Żwirki i Wigury (display)",2790
"2020-06-18","Banacha/Żwirki i Wigury (display)",3163
"2020-06-19","Banacha/Żwirki i Wigury (display)",2756
"2020-06-20","Banacha/Żwirki i Wigury (display)",1746
"2020-06-21","Banacha/Żwirki i Wigury (display)",2029
"2020-06-22","Banacha/Żwirki i Wigury (display)",1437
"2020-06-23","Banacha/Żwirki i Wigury (display)",3409
"2020-06-24","Banacha/Żwirki i Wigury (display)",1283
"2020-06-25","Banacha/Żwirki i Wigury (display)",4636
"2020-06-26","Banacha/Żwirki i Wigury (display)",3383
"2020-06-27","Banacha/Żwirki i Wigury (display)",2556
"2020-06-28","Banacha/Żwirki i Wigury (display)",3334
"2020-06-29","Banacha/Żwirki i Wigury (display)",2224
"2020-06-30","Banacha/Żwirki i Wigury (display)",4310
"2020-07-01","Banacha/Żwirki i Wigury (display)",4930
"2020-07-02","Banacha/Żwirki i Wigury (display)",4189
"2020-07-03","Banacha/Żwirki i Wigury (display)",3479
"2020-07-04","Banacha/Żwirki i Wigury (display)",3116
"2020-07-05","Banacha/Żwirki i Wigury (display)",3309
"2020-07-06","Banacha/Żwirki i Wigury (display)",3239
"2020-07-07","Banacha/Żwirki i Wigury (display)",3995
"2020-07-08","Banacha/Żwirki i Wigury (display)",3420
"2020-07-09","Banacha/Żwirki i Wigury (display)",3626
"2020-07-10","Banacha/Żwirki i Wigury (display)",2883
"2020-07-11","Banacha/Żwirki i Wigury (display)",960
"2020-07-12","Banacha/Żwirki i Wigury (display)",2967
"2020-07-13","Banacha/Żwirki i Wigury (display)",3290
"2020-07-14","Banacha/Żwirki i Wigury (display)",4377
"2020-07-15","Banacha/Żwirki i Wigury (display)",4681
"2020-07-16","Banacha/Żwirki i Wigury (display)",2548
"2020-07-17","Banacha/Żwirki i Wigury (display)",2985
"2020-07-18","Banacha/Żwirki i Wigury (display)",2812
"2020-07-19","Banacha/Żwirki i Wigury (display)",3256
"2020-07-20","Banacha/Żwirki i Wigury (display)",2805
"2020-07-21","Banacha/Żwirki i Wigury (display)",3934
"2020-07-22","Banacha/Żwirki i Wigury (display)",4197
"2020-07-23","Banacha/Żwirki i Wigury (display)",3282
"2020-07-24","Banacha/Żwirki i Wigury (display)",3572
"2020-07-25","Banacha/Żwirki i Wigury (display)",2823
"2020-07-26","Banacha/Żwirki i Wigury (display)",2748
"2020-07-27","Banacha/Żwirki i Wigury (display)",3157
"2020-07-28","Banacha/Żwirki i Wigury (display)",3871
"2020-07-29","Banacha/Żwirki i Wigury (display)",3904
"2020-07-30","Banacha/Żwirki i Wigury (display)",4086
"2020-07-31","Banacha/Żwirki i Wigury (display)",3382
"2020-08-01","Banacha/Żwirki i Wigury (display)",2657
"2020-08-02","Banacha/Żwirki i Wigury (display)",3272
"2020-08-03","Banacha/Żwirki i Wigury (display)",2568
"2020-08-04","Banacha/Żwirki i Wigury (display)",1254
"2020-08-05","Banacha/Żwirki i Wigury (display)",4221
"2020-08-06","Banacha/Żwirki i Wigury (display)",4179
"2020-08-07","Banacha/Żwirki i Wigury (display)",3490
"2020-08-08","Banacha/Żwirki i Wigury (display)",2431
"2020-08-09","Banacha/Żwirki i Wigury (display)",2430
"2020-08-10","Banacha/Żwirki i Wigury (display)",3548
"2020-08-11","Banacha/Żwirki i Wigury (display)",3893
"2020-08-12","Banacha/Żwirki i Wigury (display)",4001
"2020-08-13","Banacha/Żwirki i Wigury (display)",3633
"2020-08-14","Banacha/Żwirki i Wigury (display)",2883
"2020-08-15","Banacha/Żwirki i Wigury (display)",2424
"2020-08-16","Banacha/Żwirki i Wigury (display)",2620
"2020-08-17","Banacha/Żwirki i Wigury (display)",3052
"2020-08-18","Banacha/Żwirki i Wigury (display)",3529
"2020-08-19","Banacha/Żwirki i Wigury (display)",3690
"2020-08-20","Banacha/Żwirki i Wigury (display)",3975
"2020-08-21","Banacha/Żwirki i Wigury (display)",3417
"2020-08-22","Banacha/Żwirki i Wigury (display)",1547
"2020-08-23","Banacha/Żwirki i Wigury (display)",2285
"2020-08-24","Banacha/Żwirki i Wigury (display)",3577
"2020-08-25","Banacha/Żwirki i Wigury (display)",3109
"2020-08-26","Banacha/Żwirki i Wigury (display)",2710
"2020-08-27","Banacha/Żwirki i Wigury (display)",1330
"2020-08-28","Banacha/Żwirki i Wigury (display)",2733
"2020-08-29","Banacha/Żwirki i Wigury (display)",1435
"2020-08-30","Banacha/Żwirki i Wigury (display)",1136
"2020-08-31","Banacha/Żwirki i Wigury (display)",2077
"2020-09-01","Banacha/Żwirki i Wigury (display)",1378
"2020-09-02","Banacha/Żwirki i Wigury (display)",2178
"2020-09-03","Banacha/Żwirki i Wigury (display)",3545
"2020-09-04","Banacha/Żwirki i Wigury (display)",2719
"2020-09-05","Banacha/Żwirki i Wigury (display)",2278
"2020-09-06","Banacha/Żwirki i Wigury (display)",2715
"2020-09-07","Banacha/Żwirki i Wigury (display)",3083
"2020-09-08","Banacha/Żwirki i Wigury (display)",3597
"2020-09-09","Banacha/Żwirki i Wigury (display)",3822
"2020-09-10","Banacha/Żwirki i Wigury (display)",2795
"2020-09-11","Banacha/Żwirki i Wigury (display)",3043
"2020-09-12","Banacha/Żwirki i Wigury (display)",3044
"2020-09-13","Banacha/Żwirki i Wigury (display)",3043
"2020-09-14","Banacha/Żwirki i Wigury (display)",3044
"2020-05-01","Żwirki i Wigury/Trojdena E",624
"2020-05-02","Żwirki i Wigury/Trojdena E",0
"2020-05-03","Żwirki i Wigury/Trojdena E",0
"2020-05-04","Żwirki i Wigury/Trojdena E",0
"2020-05-05","Żwirki i Wigury/Trojdena E",0
"2020-05-06","Żwirki i Wigury/Trojdena E",0
"2020-05-07","Żwirki i Wigury/Trojdena E",0
"2020-05-08","Żwirki i Wigury/Trojdena E",0
"2020-05-09","Żwirki i Wigury/Trojdena E",0
"2020-05-10","Żwirki i Wigury/Trojdena E",0
"2020-05-11","Żwirki i Wigury/Trojdena E",1322
"2020-05-12","Żwirki i Wigury/Trojdena E",1069
"2020-05-13","Żwirki i Wigury/Trojdena E",1492
"2020-05-14","Żwirki i Wigury/Trojdena E",1543
"2020-05-15","Żwirki i Wigury/Trojdena E",2263
"2020-05-16","Żwirki i Wigury/Trojdena E",1512
"2020-05-17","Żwirki i Wigury/Trojdena E",2911
"2020-05-18","Żwirki i Wigury/Trojdena E",1290
"2020-05-19","Żwirki i Wigury/Trojdena E",1331
"2020-05-20","Żwirki i Wigury/Trojdena E",2427
"2020-05-21","Żwirki i Wigury/Trojdena E",2336
"2020-05-22","Żwirki i Wigury/Trojdena E",2391
"2020-05-23","Żwirki i Wigury/Trojdena E",2090
"2020-05-24","Żwirki i Wigury/Trojdena E",2275
"2020-05-25","Żwirki i Wigury/Trojdena E",1536
"2020-05-26","Żwirki i Wigury/Trojdena E",2375
"2020-05-27","Żwirki i Wigury/Trojdena E",2847
"2020-05-28","Żwirki i Wigury/Trojdena E",2903
"2020-05-29","Żwirki i Wigury/Trojdena E",2516
"2020-05-30","Żwirki i Wigury/Trojdena E",709
"2020-05-31","Żwirki i Wigury/Trojdena E",2436
"2020-06-01","Żwirki i Wigury/Trojdena E",2959
"2020-06-02","Żwirki i Wigury/Trojdena E",3226
"2020-06-03","Żwirki i Wigury/Trojdena E",2528
"2020-06-04","Żwirki i Wigury/Trojdena E",3498
"2020-06-05","Żwirki i Wigury/Trojdena E",1484
"2020-06-06","Żwirki i Wigury/Trojdena E",3138
"2020-06-07","Żwirki i Wigury/Trojdena E",3143
"2020-06-08","Żwirki i Wigury/Trojdena E",2060
"2020-06-09","Żwirki i Wigury/Trojdena E",2258
"2020-06-10","Żwirki i Wigury/Trojdena E",1854
"2020-06-11","Żwirki i Wigury/Trojdena E",3157
"2020-06-12","Żwirki i Wigury/Trojdena E",2221
"2020-06-13","Żwirki i Wigury/Trojdena E",2116
"2020-06-14","Żwirki i Wigury/Trojdena E",2733
"2020-06-15","Żwirki i Wigury/Trojdena E",2990
"2020-06-16","Żwirki i Wigury/Trojdena E",3756
"2020-06-17","Żwirki i Wigury/Trojdena E",2040
"2020-06-18","Żwirki i Wigury/Trojdena E",2591
"2020-06-19","Żwirki i Wigury/Trojdena E",2230
"2020-06-20","Żwirki i Wigury/Trojdena E",1400
"2020-06-21","Żwirki i Wigury/Trojdena E",2097
"2020-06-22","Żwirki i Wigury/Trojdena E",986
"2020-06-23","Żwirki i Wigury/Trojdena E",2813
"2020-06-24","Żwirki i Wigury/Trojdena E",1000
"2020-06-25","Żwirki i Wigury/Trojdena E",3873
"2020-06-26","Żwirki i Wigury/Trojdena E",2680
"2020-06-27","Żwirki i Wigury/Trojdena E",2384
"2020-06-28","Żwirki i Wigury/Trojdena E",3190
"2020-06-29","Żwirki i Wigury/Trojdena E",1611
"2020-06-30","Żwirki i Wigury/Trojdena E",3444
"2020-07-01","Żwirki i Wigury/Trojdena E",0
"2020-07-02","Żwirki i Wigury/Trojdena E",0
"2020-07-03","Żwirki i Wigury/Trojdena E",0
"2020-07-04","Żwirki i Wigury/Trojdena E",0
"2020-07-05","Żwirki i Wigury/Trojdena E",0
"2020-07-06","Żwirki i Wigury/Trojdena E",0
"2020-07-07","Żwirki i Wigury/Trojdena E",2069
"2020-07-08","Żwirki i Wigury/Trojdena E",2731
"2020-07-09","Żwirki i Wigury/Trojdena E",3051
"2020-07-10","Żwirki i Wigury/Trojdena E",2465
"2020-07-11","Żwirki i Wigury/Trojdena E",737
"2020-07-12","Żwirki i Wigury/Trojdena E",2856
"2020-07-13","Żwirki i Wigury/Trojdena E",2711
"2020-07-14","Żwirki i Wigury/Trojdena E",3948
"2020-07-15","Żwirki i Wigury/Trojdena E",4011
"2020-07-16","Żwirki i Wigury/Trojdena E",1925
"2020-07-17","Żwirki i Wigury/Trojdena E",2634
"2020-07-18","Żwirki i Wigury/Trojdena E",2527
"2020-07-19","Żwirki i Wigury/Trojdena E",3132
"2020-07-20","Żwirki i Wigury/Trojdena E",2367
"2020-07-21","Żwirki i Wigury/Trojdena E",3512
"2020-07-22","Żwirki i Wigury/Trojdena E",3794
"2020-07-23","Żwirki i Wigury/Trojdena E",2727
"2020-07-24","Żwirki i Wigury/Trojdena E",3327
"2020-07-25","Żwirki i Wigury/Trojdena E",2579
"2020-07-26","Żwirki i Wigury/Trojdena E",3164
"2020-07-27","Żwirki i Wigury/Trojdena E",2921
"2020-07-28","Żwirki i Wigury/Trojdena E",3599
"2020-07-29","Żwirki i Wigury/Trojdena E",3568
"2020-07-30","Żwirki i Wigury/Trojdena E",3662
"2020-07-31","Żwirki i Wigury/Trojdena E",2905
"2020-08-01","Żwirki i Wigury/Trojdena E",2428
"2020-08-02","Żwirki i Wigury/Trojdena E",3126
"2020-08-03","Żwirki i Wigury/Trojdena E",2086
"2020-08-04","Żwirki i Wigury/Trojdena E",892
"2020-08-05","Żwirki i Wigury/Trojdena E",3430
"2020-08-06","Żwirki i Wigury/Trojdena E",3559
"2020-08-07","Żwirki i Wigury/Trojdena E",2876
"2020-08-08","Żwirki i Wigury/Trojdena E",2164
"2020-08-09","Żwirki i Wigury/Trojdena E",2287
"2020-08-10","Żwirki i Wigury/Trojdena E",3069
"2020-08-11","Żwirki i Wigury/Trojdena E",3327
"2020-08-12","Żwirki i Wigury/Trojdena E",3336
"2020-08-13","Żwirki i Wigury/Trojdena E",3051
"2020-08-14","Żwirki i Wigury/Trojdena E",2302
"2020-08-15","Żwirki i Wigury/Trojdena E",2300
"2020-08-16","Żwirki i Wigury/Trojdena E",2637
"2020-08-17","Żwirki i Wigury/Trojdena E",2617
"2020-08-18","Żwirki i Wigury/Trojdena E",2811
"2020-08-19","Żwirki i Wigury/Trojdena E",2999
"2020-08-20","Żwirki i Wigury/Trojdena E",3141
"2020-08-21","Żwirki i Wigury/Trojdena E",2655
"2020-08-22","Żwirki i Wigury/Trojdena E",1244
"2020-08-23","Żwirki i Wigury/Trojdena E",1939
"2020-08-24","Żwirki i Wigury/Trojdena E",2858
"2020-08-25","Żwirki i Wigury/Trojdena E",2432
"2020-08-26","Żwirki i Wigury/Trojdena E",2054
"2020-08-27","Żwirki i Wigury/Trojdena E",869
"2020-08-28","Żwirki i Wigury/Trojdena E",2133
"2020-08-29","Żwirki i Wigury/Trojdena E",1213
"2020-08-30","Żwirki i Wigury/Trojdena E",1039
"2020-08-31","Żwirki i Wigury/Trojdena E",1511
"2020-09-01","Żwirki i Wigury/Trojdena E",955
"2020-09-02","Żwirki i Wigury/Trojdena E",767
"2020-09-03","Żwirki i Wigury/Trojdena E",0
"2020-09-04","Żwirki i Wigury/Trojdena E",0
"2020-09-05","Żwirki i Wigury/Trojdena E",0
"2020-09-06","Żwirki i Wigury/Trojdena E",0
"2020-09-07","Żwirki i Wigury/Trojdena E",0
"2020-09-08","Żwirki i Wigury/Trojdena E",0
"2020-09-09","Żwirki i Wigury/Trojdena E",0
"2020-09-10","Żwirki i Wigury/Trojdena E",346
"2020-09-11","Żwirki i Wigury/Trojdena E",376
"2020-09-12","Żwirki i Wigury/Trojdena E",376
"2020-09-13","Żwirki i Wigury/Trojdena E",377
"2020-09-14","Żwirki i Wigury/Trojdena E",377
"2020-05-01","Marszałkowska/Metro Świętokrzyska",245
"2020-05-02","Marszałkowska/Metro Świętokrzyska",461
"2020-05-03","Marszałkowska/Metro Świętokrzyska",295
"2020-05-04","Marszałkowska/Metro Świętokrzyska",476
"2020-05-05","Marszałkowska/Metro Świętokrzyska",236
"2020-05-06","Marszałkowska/Metro Świętokrzyska",254
"2020-05-07","Marszałkowska/Metro Świętokrzyska",653
"2020-05-08","Marszałkowska/Metro Świętokrzyska",711
"2020-05-09","Marszałkowska/Metro Świętokrzyska",741
"2020-05-10","Marszałkowska/Metro Świętokrzyska",779
"2020-05-11","Marszałkowska/Metro Świętokrzyska",507
"2020-05-12","Marszałkowska/Metro Świętokrzyska",402
"2020-05-13","Marszałkowska/Metro Świętokrzyska",521
"2020-05-14","Marszałkowska/Metro Świętokrzyska",472
"2020-05-15","Marszałkowska/Metro Świętokrzyska",734
"2020-05-16","Marszałkowska/Metro Świętokrzyska",556
"2020-05-17","Marszałkowska/Metro Świętokrzyska",639
"2020-05-18","Marszałkowska/Metro Świętokrzyska",504
"2020-05-19","Marszałkowska/Metro Świętokrzyska",516
"2020-05-20","Marszałkowska/Metro Świętokrzyska",779
"2020-05-21","Marszałkowska/Metro Świętokrzyska",708
"2020-05-22","Marszałkowska/Metro Świętokrzyska",808
"2020-05-23","Marszałkowska/Metro Świętokrzyska",738
"2020-05-24","Marszałkowska/Metro Świętokrzyska",543
"2020-05-25","Marszałkowska/Metro Świętokrzyska",536
"2020-05-26","Marszałkowska/Metro Świętokrzyska",794
"2020-05-27","Marszałkowska/Metro Świętokrzyska",963
"2020-05-28","Marszałkowska/Metro Świętokrzyska",948
"2020-05-29","Marszałkowska/Metro Świętokrzyska",959
"2020-05-30","Marszałkowska/Metro Świętokrzyska",476
"2020-05-31","Marszałkowska/Metro Świętokrzyska",734
"2020-06-01","Marszałkowska/Metro Świętokrzyska",1069
"2020-06-02","Marszałkowska/Metro Świętokrzyska",904
"2020-06-03","Marszałkowska/Metro Świętokrzyska",662
"2020-06-04","Marszałkowska/Metro Świętokrzyska",776
"2020-06-05","Marszałkowska/Metro Świętokrzyska",429
"2020-06-06","Marszałkowska/Metro Świętokrzyska",663
"2020-06-07","Marszałkowska/Metro Świętokrzyska",490
"2020-06-08","Marszałkowska/Metro Świętokrzyska",507
"2020-06-09","Marszałkowska/Metro Świętokrzyska",546
"2020-06-10","Marszałkowska/Metro Świętokrzyska",519
"2020-06-11","Marszałkowska/Metro Świętokrzyska",573
"2020-06-12","Marszałkowska/Metro Świętokrzyska",541
"2020-06-13","Marszałkowska/Metro Świętokrzyska",469
"2020-06-14","Marszałkowska/Metro Świętokrzyska",570
"2020-06-15","Marszałkowska/Metro Świętokrzyska",749
"2020-06-16","Marszałkowska/Metro Świętokrzyska",845
"2020-06-17","Marszałkowska/Metro Świętokrzyska",565
"2020-06-18","Marszałkowska/Metro Świętokrzyska",595
"2020-06-19","Marszałkowska/Metro Świętokrzyska",559
"2020-06-20","Marszałkowska/Metro Świętokrzyska",371
"2020-06-21","Marszałkowska/Metro Świętokrzyska",380
"2020-06-22","Marszałkowska/Metro Świętokrzyska",269
"2020-06-23","Marszałkowska/Metro Świętokrzyska",676
"2020-06-24","Marszałkowska/Metro Świętokrzyska",246
"2020-06-25","Marszałkowska/Metro Świętokrzyska",841
"2020-06-26","Marszałkowska/Metro Świętokrzyska",756
"2020-06-27","Marszałkowska/Metro Świętokrzyska",554
"2020-06-28","Marszałkowska/Metro Świętokrzyska",596
"2020-06-29","Marszałkowska/Metro Świętokrzyska",370
"2020-06-30","Marszałkowska/Metro Świętokrzyska",789
"2020-07-01","Marszałkowska/Metro Świętokrzyska",844
"2020-07-02","Marszałkowska/Metro Świętokrzyska",817
"2020-07-03","Marszałkowska/Metro Świętokrzyska",712
"2020-07-04","Marszałkowska/Metro Świętokrzyska",688
"2020-07-05","Marszałkowska/Metro Świętokrzyska",641
"2020-07-06","Marszałkowska/Metro Świętokrzyska",637
"2020-07-07","Marszałkowska/Metro Świętokrzyska",771
"2020-07-08","Marszałkowska/Metro Świętokrzyska",663
"2020-07-09","Marszałkowska/Metro Świętokrzyska",717
"2020-07-10","Marszałkowska/Metro Świętokrzyska",555
"2020-07-11","Marszałkowska/Metro Świętokrzyska",274
"2020-07-12","Marszałkowska/Metro Świętokrzyska",614
"2020-07-13","Marszałkowska/Metro Świętokrzyska",705
"2020-07-14","Marszałkowska/Metro Świętokrzyska",876
"2020-07-15","Marszałkowska/Metro Świętokrzyska",905
"2020-07-16","Marszałkowska/Metro Świętokrzyska",541
"2020-07-17","Marszałkowska/Metro Świętokrzyska",724
"2020-07-18","Marszałkowska/Metro Świętokrzyska",645
"2020-07-19","Marszałkowska/Metro Świętokrzyska",603
"2020-07-20","Marszałkowska/Metro Świętokrzyska",533
"2020-07-21","Marszałkowska/Metro Świętokrzyska",814
"2020-07-22","Marszałkowska/Metro Świętokrzyska",882
"2020-07-23","Marszałkowska/Metro Świętokrzyska",713
"2020-07-24","Marszałkowska/Metro Świętokrzyska",889
"2020-07-25","Marszałkowska/Metro Świętokrzyska",703
"2020-07-26","Marszałkowska/Metro Świętokrzyska",599
"2020-07-27","Marszałkowska/Metro Świętokrzyska",636
"2020-07-28","Marszałkowska/Metro Świętokrzyska",751
"2020-07-29","Marszałkowska/Metro Świętokrzyska",861
"2020-07-30","Marszałkowska/Metro Świętokrzyska",886
"2020-07-31","Marszałkowska/Metro Świętokrzyska",758
"2020-08-01","Marszałkowska/Metro Świętokrzyska",926
"2020-08-02","Marszałkowska/Metro Świętokrzyska",702
"2020-08-03","Marszałkowska/Metro Świętokrzyska",504
"2020-08-04","Marszałkowska/Metro Świętokrzyska",219
"2020-08-05","Marszałkowska/Metro Świętokrzyska",849
"2020-08-06","Marszałkowska/Metro Świętokrzyska",674
"2020-08-07","Marszałkowska/Metro Świętokrzyska",790
"2020-08-08","Marszałkowska/Metro Świętokrzyska",678
"2020-08-09","Marszałkowska/Metro Świętokrzyska",493
"2020-08-10","Marszałkowska/Metro Świętokrzyska",731
"2020-08-11","Marszałkowska/Metro Świętokrzyska",763
"2020-08-12","Marszałkowska/Metro Świętokrzyska",793
"2020-08-13","Marszałkowska/Metro Świętokrzyska",784
"2020-08-14","Marszałkowska/Metro Świętokrzyska",729
"2020-08-15","Marszałkowska/Metro Świętokrzyska",795
"2020-08-16","Marszałkowska/Metro Świętokrzyska",619
"2020-08-17","Marszałkowska/Metro Świętokrzyska",675
"2020-08-18","Marszałkowska/Metro Świętokrzyska",744
"2020-08-19","Marszałkowska/Metro Świętokrzyska",829
"2020-08-20","Marszałkowska/Metro Świętokrzyska",807
"2020-08-21","Marszałkowska/Metro Świętokrzyska",755
"2020-08-22","Marszałkowska/Metro Świętokrzyska",383
"2020-08-23","Marszałkowska/Metro Świętokrzyska",104
"2020-08-24","Marszałkowska/Metro Świętokrzyska",0
"2020-08-25","Marszałkowska/Metro Świętokrzyska",0
"2020-08-26","Marszałkowska/Metro Świętokrzyska",0
"2020-08-27","Marszałkowska/Metro Świętokrzyska",0
"2020-08-28","Marszałkowska/Metro Świętokrzyska",0
"2020-08-29","Marszałkowska/Metro Świętokrzyska",2
"2020-08-30","Marszałkowska/Metro Świętokrzyska",2
"2020-08-31","Marszałkowska/Metro Świętokrzyska",0
"2020-09-01","Marszałkowska/Metro Świętokrzyska",0
"2020-09-02","Marszałkowska/Metro Świętokrzyska",547
"2020-09-03","Marszałkowska/Metro Świętokrzyska",976
"2020-09-04","Marszałkowska/Metro Świętokrzyska",831
"2020-09-05","Marszałkowska/Metro Świętokrzyska",605
"2020-09-06","Marszałkowska/Metro Świętokrzyska",869
"2020-09-07","Marszałkowska/Metro Świętokrzyska",936
"2020-09-08","Marszałkowska/Metro Świętokrzyska",1012
"2020-09-09","Marszałkowska/Metro Świętokrzyska",1088
"2020-09-10","Marszałkowska/Metro Świętokrzyska",204
"2020-09-11","Marszałkowska/Metro Świętokrzyska",220
"2020-09-12","Marszałkowska/Metro Świętokrzyska",219
"2020-09-13","Marszałkowska/Metro Świętokrzyska",219
"2020-09-14","Marszałkowska/Metro Świętokrzyska",220
"2020-05-01","Świętokrzyska/Emilii Plater N",1015
"2020-05-02","Świętokrzyska/Emilii Plater N",1814
"2020-05-03","Świętokrzyska/Emilii Plater N",1220
"2020-05-04","Świętokrzyska/Emilii Plater N",2089
"2020-05-05","Świętokrzyska/Emilii Plater N",770
"2020-05-06","Świętokrzyska/Emilii Plater N",706
"2020-05-07","Świętokrzyska/Emilii Plater N",2259
"2020-05-08","Świętokrzyska/Emilii Plater N",2855
"2020-05-09","Świętokrzyska/Emilii Plater N",3396
"2020-05-10","Świętokrzyska/Emilii Plater N",3473
"2020-05-11","Świętokrzyska/Emilii Plater N",1686
"2020-05-12","Świętokrzyska/Emilii Plater N",1360
"2020-05-13","Świętokrzyska/Emilii Plater N",1812
"2020-05-14","Świętokrzyska/Emilii Plater N",1917
"2020-05-15","Świętokrzyska/Emilii Plater N",2865
"2020-05-16","Świętokrzyska/Emilii Plater N",1867
"2020-05-17","Świętokrzyska/Emilii Plater N",2820
"2020-05-18","Świętokrzyska/Emilii Plater N",1898
"2020-05-19","Świętokrzyska/Emilii Plater N",865
"2020-05-20","Świętokrzyska/Emilii Plater N",1380
"2020-05-21","Świętokrzyska/Emilii Plater N",1322
"2020-05-22","Świętokrzyska/Emilii Plater N",1525
"2020-05-23","Świętokrzyska/Emilii Plater N",1304
"2020-05-24","Świętokrzyska/Emilii Plater N",1179
"2020-05-25","Świętokrzyska/Emilii Plater N",1064
"2020-05-26","Świętokrzyska/Emilii Plater N",1618
"2020-05-27","Świętokrzyska/Emilii Plater N",529
"2020-05-28","Świętokrzyska/Emilii Plater N",0
"2020-05-29","Świętokrzyska/Emilii Plater N",0
"2020-05-30","Świętokrzyska/Emilii Plater N",0
"2020-05-31","Świętokrzyska/Emilii Plater N",0
"2020-06-01","Świętokrzyska/Emilii Plater N",0
"2020-06-02","Świętokrzyska/Emilii Plater N",1687
"2020-06-03","Świętokrzyska/Emilii Plater N",1832
"2020-06-04","Świętokrzyska/Emilii Plater N",2749
"2020-06-05","Świętokrzyska/Emilii Plater N",1346
"2020-06-06","Świętokrzyska/Emilii Plater N",2306
"2020-06-07","Świętokrzyska/Emilii Plater N",1824
"2020-06-08","Świętokrzyska/Emilii Plater N",1840
"2020-06-09","Świętokrzyska/Emilii Plater N",1971
"2020-06-10","Świętokrzyska/Emilii Plater N",1729
"2020-06-11","Świętokrzyska/Emilii Plater N",2639
"2020-06-12","Świętokrzyska/Emilii Plater N",2633
"2020-06-13","Świętokrzyska/Emilii Plater N",2247
"2020-06-14","Świętokrzyska/Emilii Plater N",2254
"2020-06-15","Świętokrzyska/Emilii Plater N",3069
"2020-06-16","Świętokrzyska/Emilii Plater N",3627
"2020-06-17","Świętokrzyska/Emilii Plater N",2069
"2020-06-18","Świętokrzyska/Emilii Plater N",2236
"2020-06-19","Świętokrzyska/Emilii Plater N",2238
"2020-06-20","Świętokrzyska/Emilii Plater N",1281
"2020-06-21","Świętokrzyska/Emilii Plater N",1477
"2020-06-22","Świętokrzyska/Emilii Plater N",1073
"2020-06-23","Świętokrzyska/Emilii Plater N",2674
"2020-06-24","Świętokrzyska/Emilii Plater N",1020
"2020-06-25","Świętokrzyska/Emilii Plater N",3543
"2020-06-26","Świętokrzyska/Emilii Plater N",2778
"2020-06-27","Świętokrzyska/Emilii Plater N",2064
"2020-06-28","Świętokrzyska/Emilii Plater N",2408
"2020-06-29","Świętokrzyska/Emilii Plater N",1530
"2020-06-30","Świętokrzyska/Emilii Plater N",3238
"2020-07-01","Świętokrzyska/Emilii Plater N",3737
"2020-07-02","Świętokrzyska/Emilii Plater N",3355
