"Data","Miejsce","Liczba_rowerow"
"2020-05-30","Wybrzeże Helskie/Starzyńskiego",1382
"2020-05-31","Wybrzeże Helskie/Starzyńskiego",4307
"2020-06-01","Wybrzeże Helskie/Starzyńskiego",4476
"2020-06-02","Wybrzeże Helskie/Starzyńskiego",5462
"2020-06-03","Wybrzeże Helskie/Starzyńskiego",3683
"2020-06-04","Wybrzeże Helskie/Starzyńskiego",5737
"2020-06-05","Wybrzeże Helskie/Starzyńskiego",2326
"2020-06-06","Wybrzeże Helskie/Starzyńskiego",6256
"2020-06-07","Wybrzeże Helskie/Starzyńskiego",5566
"2020-06-08","Wybrzeże Helskie/Starzyńskiego",2985
"2020-06-09","Wybrzeże Helskie/Starzyńskiego",3437
"2020-06-10","Wybrzeże Helskie/Starzyńskiego",2296
"2020-06-11","Wybrzeże Helskie/Starzyńskiego",6105
"2020-06-12","Wybrzeże Helskie/Starzyńskiego",4295
"2020-06-13","Wybrzeże Helskie/Starzyńskiego",4140
"2020-06-14","Wybrzeże Helskie/Starzyńskiego",5244
"2020-06-15","Wybrzeże Helskie/Starzyńskiego",4926
"2020-06-16","Wybrzeże Helskie/Starzyńskiego",6459
"2020-06-17","Wybrzeże Helskie/Starzyńskiego",2769
"2020-06-18","Wybrzeże Helskie/Starzyńskiego",3325
"2020-06-19","Wybrzeże Helskie/Starzyńskiego",3093
"2020-06-20","Wybrzeże Helskie/Starzyńskiego",1783
"2020-06-21","Wybrzeże Helskie/Starzyńskiego",3390
"2020-06-22","Wybrzeże Helskie/Starzyńskiego",1150
"2020-06-23","Wybrzeże Helskie/Starzyńskiego",4000
"2020-06-24","Wybrzeże Helskie/Starzyńskiego",1525
"2020-06-25","Wybrzeże Helskie/Starzyńskiego",6591
"2020-06-26","Wybrzeże Helskie/Starzyńskiego",4766
"2020-06-27","Wybrzeże Helskie/Starzyńskiego",4837
"2020-06-28","Wybrzeże Helskie/Starzyńskiego",6961
"2020-06-29","Wybrzeże Helskie/Starzyńskiego",2542
"2020-06-30","Wybrzeże Helskie/Starzyńskiego",5794
"2020-07-01","Wybrzeże Helskie/Starzyńskiego",6889
"2020-07-02","Wybrzeże Helskie/Starzyńskiego",5310
"2020-07-03","Wybrzeże Helskie/Starzyńskiego",4446
"2020-07-04","Wybrzeże Helskie/Starzyńskiego",5864
"2020-07-05","Wybrzeże Helskie/Starzyńskiego",6504
"2020-07-06","Wybrzeże Helskie/Starzyńskiego",631
"2020-07-07","Wybrzeże Helskie/Starzyńskiego",0
"2020-07-08","Wybrzeże Helskie/Starzyńskiego",0
"2020-07-09","Wybrzeże Helskie/Starzyńskiego",0
"2020-07-10","Wybrzeże Helskie/Starzyńskiego",2091
"2020-07-11","Wybrzeże Helskie/Starzyńskiego",1429
"2020-07-12","Wybrzeże Helskie/Starzyńskiego",6098
"2020-07-13","Wybrzeże Helskie/Starzyńskiego",3817
"2020-07-14","Wybrzeże Helskie/Starzyńskiego",5725
"2020-07-15","Wybrzeże Helskie/Starzyńskiego",6205
"2020-07-16","Wybrzeże Helskie/Starzyńskiego",2720
"2020-07-17","Wybrzeże Helskie/Starzyńskiego",4115
"2020-07-18","Wybrzeże Helskie/Starzyńskiego",5584
"2020-07-19","Wybrzeże Helskie/Starzyńskiego",5947
"2020-07-20","Wybrzeże Helskie/Starzyńskiego",3310
"2020-07-21","Wybrzeże Helskie/Starzyńskiego",5348
"2020-07-22","Wybrzeże Helskie/Starzyńskiego",5261
"2020-07-23","Wybrzeże Helskie/Starzyńskiego",4251
"2020-07-24","Wybrzeże Helskie/Starzyńskiego",5053
"2020-07-25","Wybrzeże Helskie/Starzyńskiego",5085
"2020-07-26","Wybrzeże Helskie/Starzyńskiego",5991
"2020-07-27","Wybrzeże Helskie/Starzyńskiego",3967
"2020-07-28","Wybrzeże Helskie/Starzyńskiego",4974
"2020-07-29","Wybrzeże Helskie/Starzyńskiego",5307
"2020-07-30","Wybrzeże Helskie/Starzyńskiego",5443
"2020-07-31","Wybrzeże Helskie/Starzyńskiego",4325
"2020-08-01","Wybrzeże Helskie/Starzyńskiego",5224
"2020-08-02","Wybrzeże Helskie/Starzyńskiego",6264
"2020-08-03","Wybrzeże Helskie/Starzyńskiego",2837
"2020-08-04","Wybrzeże Helskie/Starzyńskiego",1122
"2020-08-05","Wybrzeże Helskie/Starzyńskiego",5578
"2020-08-06","Wybrzeże Helskie/Starzyńskiego",5472
"2020-08-07","Wybrzeże Helskie/Starzyńskiego",4754
"2020-08-08","Wybrzeże Helskie/Starzyńskiego",3991
"2020-08-09","Wybrzeże Helskie/Starzyńskiego",4107
"2020-08-10","Wybrzeże Helskie/Starzyńskiego",4675
"2020-08-11","Wybrzeże Helskie/Starzyńskiego",5367
"2020-08-12","Wybrzeże Helskie/Starzyńskiego",5333
"2020-08-13","Wybrzeże Helskie/Starzyńskiego",4958
"2020-08-14","Wybrzeże Helskie/Starzyńskiego",4409
"2020-08-15","Wybrzeże Helskie/Starzyńskiego",5235
"2020-08-16","Wybrzeże Helskie/Starzyńskiego",5289
"2020-08-17","Wybrzeże Helskie/Starzyńskiego",4114
"2020-08-18","Wybrzeże Helskie/Starzyńskiego",4721
"2020-08-19","Wybrzeże Helskie/Starzyńskiego",4825
"2020-08-20","Wybrzeże Helskie/Starzyńskiego",5250
"2020-08-21","Wybrzeże Helskie/Starzyńskiego",4580
"2020-08-22","Wybrzeże Helskie/Starzyńskiego",2700
"2020-08-23","Wybrzeże Helskie/Starzyńskiego",4183
"2020-08-24","Wybrzeże Helskie/Starzyńskiego",4631
"2020-08-25","Wybrzeże Helskie/Starzyńskiego",3493
"2020-08-26","Wybrzeże Helskie/Starzyńskiego",2557
"2020-08-27","Wybrzeże Helskie/Starzyńskiego",1115
"2020-08-28","Wybrzeże Helskie/Starzyńskiego",3430
"2020-08-29","Wybrzeże Helskie/Starzyńskiego",2305
"2020-08-30","Wybrzeże Helskie/Starzyńskiego",1526
"2020-08-31","Wybrzeże Helskie/Starzyńskiego",2049
"2020-09-01","Wybrzeże Helskie/Starzyńskiego",1194
"2020-09-02","Wybrzeże Helskie/Starzyńskiego",459
"2020-09-03","Wybrzeże Helskie/Starzyńskiego",0
"2020-09-04","Wybrzeże Helskie/Starzyńskiego",0
"2020-09-05","Wybrzeże Helskie/Starzyńskiego",0
"2020-09-06","Wybrzeże Helskie/Starzyńskiego",0
"2020-09-07","Wybrzeże Helskie/Starzyńskiego",0
"2020-09-08","Wybrzeże Helskie/Starzyńskiego",0
"2020-09-09","Wybrzeże Helskie/Starzyńskiego",0
"2020-09-10","Wybrzeże Helskie/Starzyńskiego",0
"2020-09-11","Wybrzeże Helskie/Starzyńskiego",0
"2020-09-12","Wybrzeże Helskie/Starzyńskiego",0
"2020-09-13","Wybrzeże Helskie/Starzyńskiego",0
"2020-09-14","Wybrzeże Helskie/Starzyńskiego",0
"2020-05-01","Aleje Jerozolimskie/pl. Zawiszy N",412
"2020-05-02","Aleje Jerozolimskie/pl. Zawiszy N",730
"2020-05-03","Aleje Jerozolimskie/pl. Zawiszy N",513
"2020-05-04","Aleje Jerozolimskie/pl. Zawiszy N",1167
"2020-05-05","Aleje Jerozolimskie/pl. Zawiszy N",462
"2020-05-06","Aleje Jerozolimskie/pl. Zawiszy N",445
"2020-05-07","Aleje Jerozolimskie/pl. Zawiszy N",1212
"2020-05-08","Aleje Jerozolimskie/pl. Zawiszy N",1466
"2020-05-09","Aleje Jerozolimskie/pl. Zawiszy N",1474
"2020-05-10","Aleje Jerozolimskie/pl. Zawiszy N",1337
"2020-05-11","Aleje Jerozolimskie/pl. Zawiszy N",956
"2020-05-12","Aleje Jerozolimskie/pl. Zawiszy N",733
"2020-05-13","Aleje Jerozolimskie/pl. Zawiszy N",1002
"2020-05-14","Aleje Jerozolimskie/pl. Zawiszy N",1051
"2020-05-15","Aleje Jerozolimskie/pl. Zawiszy N",1464
"2020-05-16","Aleje Jerozolimskie/pl. Zawiszy N",867
"2020-05-17","Aleje Jerozolimskie/pl. Zawiszy N",1068
"2020-05-18","Aleje Jerozolimskie/pl. Zawiszy N",1039
"2020-05-19","Aleje Jerozolimskie/pl. Zawiszy N",1108
"2020-05-20","Aleje Jerozolimskie/pl. Zawiszy N",1505
"2020-05-21","Aleje Jerozolimskie/pl. Zawiszy N",1472
"2020-05-22","Aleje Jerozolimskie/pl. Zawiszy N",1606
"2020-05-23","Aleje Jerozolimskie/pl. Zawiszy N",1090
"2020-05-24","Aleje Jerozolimskie/pl. Zawiszy N",933
"2020-05-25","Aleje Jerozolimskie/pl. Zawiszy N",1106
"2020-05-26","Aleje Jerozolimskie/pl. Zawiszy N",1564
"2020-05-27","Aleje Jerozolimskie/pl. Zawiszy N",1907
"2020-05-28","Aleje Jerozolimskie/pl. Zawiszy N",1776
"2020-05-29","Aleje Jerozolimskie/pl. Zawiszy N",1781
"2020-05-30","Aleje Jerozolimskie/pl. Zawiszy N",523
"2020-05-31","Aleje Jerozolimskie/pl. Zawiszy N",1028
"2020-06-01","Aleje Jerozolimskie/pl. Zawiszy N",1926
"2020-06-02","Aleje Jerozolimskie/pl. Zawiszy N",2060
"2020-06-03","Aleje Jerozolimskie/pl. Zawiszy N",1757
"2020-06-04","Aleje Jerozolimskie/pl. Zawiszy N",2292
"2020-06-05","Aleje Jerozolimskie/pl. Zawiszy N",1230
"2020-06-06","Aleje Jerozolimskie/pl. Zawiszy N",1599
"2020-06-07","Aleje Jerozolimskie/pl. Zawiszy N",1079
"2020-06-08","Aleje Jerozolimskie/pl. Zawiszy N",1505
"2020-06-09","Aleje Jerozolimskie/pl. Zawiszy N",1673
"2020-06-10","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-06-11","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-06-12","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-06-13","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-06-14","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-06-15","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-06-16","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-06-17","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-06-18","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-06-19","Aleje Jerozolimskie/pl. Zawiszy N",9
"2020-06-20","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-06-21","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-06-22","Aleje Jerozolimskie/pl. Zawiszy N",13
"2020-06-23","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-06-24","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-06-25","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-06-26","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-06-27","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-06-28","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-06-29","Aleje Jerozolimskie/pl. Zawiszy N",5
"2020-06-30","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-01","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-02","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-03","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-04","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-05","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-06","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-07","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-08","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-09","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-10","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-11","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-12","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-13","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-14","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-15","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-16","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-17","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-18","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-19","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-20","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-21","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-22","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-23","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-24","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-25","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-26","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-27","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-28","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-29","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-30","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-07-31","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-01","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-02","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-03","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-04","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-05","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-06","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-07","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-08","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-09","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-10","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-11","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-12","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-13","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-14","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-15","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-16","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-17","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-18","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-19","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-20","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-21","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-22","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-23","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-24","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-25","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-26","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-27","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-28","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-29","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-30","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-08-31","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-09-01","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-09-02","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-09-03","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-09-04","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-09-05","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-09-06","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-09-07","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-09-08","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-09-09","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-09-10","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-09-11","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-09-12","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-09-13","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-09-14","Aleje Jerozolimskie/pl. Zawiszy N",0
"2020-05-01","Wiertnicza",859
"2020-05-02","Wiertnicza",1555
"2020-05-03","Wiertnicza",989
"2020-05-04","Wiertnicza",1219
"2020-05-05","Wiertnicza",279
"2020-05-06","Wiertnicza",199
"2020-05-07","Wiertnicza",1211
"2020-05-08","Wiertnicza",1457
"2020-05-09","Wiertnicza",2562
"2020-05-10","Wiertnicza",2970
"2020-05-11","Wiertnicza",831
"2020-05-12","Wiertnicza",516
"2020-05-13","Wiertnicza",820
"2020-05-14","Wiertnicza",816
"2020-05-15","Wiertnicza",1380
"2020-05-16","Wiertnicza",1163
"2020-05-17","Wiertnicza",1931
"2020-05-18","Wiertnicza",589
"2020-05-19","Wiertnicza",578
"2020-05-20","Wiertnicza",1283
"2020-05-21","Wiertnicza",1130
"2020-05-22","Wiertnicza",1382
"2020-05-23","Wiertnicza",1916
"2020-05-24","Wiertnicza",1381
"2020-05-25","Wiertnicza",732
"2020-05-26","Wiertnicza",1204
"2020-05-27","Wiertnicza",1434
"2020-05-28","Wiertnicza",1491
"2020-05-29","Wiertnicza",1389
"2020-05-30","Wiertnicza",561
"2020-05-31","Wiertnicza",1622
"2020-06-01","Wiertnicza",1498
"2020-06-02","Wiertnicza",1596
"2020-06-03","Wiertnicza",1020
"2020-06-04","Wiertnicza",1982
"2020-06-05","Wiertnicza",724
"2020-06-06","Wiertnicza",2569
"2020-06-07","Wiertnicza",2070
"2020-06-08","Wiertnicza",1071
"2020-06-09","Wiertnicza",991
"2020-06-10","Wiertnicza",919
"2020-06-11","Wiertnicza",2381
"2020-06-12","Wiertnicza",1705
"2020-06-13","Wiertnicza",1602
"2020-06-14","Wiertnicza",2021
"2020-06-15","Wiertnicza",1696
"2020-06-16","Wiertnicza",2013
"2020-06-17","Wiertnicza",1021
"2020-06-18","Wiertnicza",1343
"2020-06-19","Wiertnicza",1135
"2020-06-20","Wiertnicza",1012
"2020-06-21","Wiertnicza",1566
"2020-06-22","Wiertnicza",427
"2020-06-23","Wiertnicza",1589
"2020-06-24","Wiertnicza",539
"2020-06-25","Wiertnicza",2225
"2020-06-26","Wiertnicza",1450
"2020-06-27","Wiertnicza",1758
"2020-06-28","Wiertnicza",2519
"2020-06-29","Wiertnicza",713
"2020-06-30","Wiertnicza",1844
"2020-07-01","Wiertnicza",2243
"2020-07-02","Wiertnicza",1671
"2020-07-03","Wiertnicza",1413
"2020-07-04","Wiertnicza",2475
"2020-07-05","Wiertnicza",2486
"2020-07-06","Wiertnicza",1028
"2020-07-07","Wiertnicza",1395
"2020-07-08","Wiertnicza",1248
"2020-07-09","Wiertnicza",1499
"2020-07-10","Wiertnicza",1226
"2020-07-11","Wiertnicza",534
"2020-07-12","Wiertnicza",2401
"2020-07-13","Wiertnicza",1150
"2020-07-14","Wiertnicza",2018
"2020-07-15","Wiertnicza",2106
"2020-07-16","Wiertnicza",724
"2020-07-17","Wiertnicza",1424
"2020-07-18","Wiertnicza",2202
"2020-07-19","Wiertnicza",2541
"2020-07-20","Wiertnicza",1093
"2020-07-21","Wiertnicza",1657
"2020-07-22","Wiertnicza",1763
"2020-07-23","Wiertnicza",1203
"2020-07-24","Wiertnicza",1690
"2020-07-25","Wiertnicza",2075
"2020-07-26","Wiertnicza",2563
"2020-07-27","Wiertnicza",1217
"2020-07-28","Wiertnicza",1666
"2020-07-29","Wiertnicza",1752
"2020-07-30","Wiertnicza",1728
"2020-07-31","Wiertnicza",1350
"2020-08-01","Wiertnicza",1946
"2020-08-02","Wiertnicza",2636
"2020-08-03","Wiertnicza",789
"2020-08-04","Wiertnicza",252
"2020-08-05","Wiertnicza",1932
"2020-08-06","Wiertnicza",1763
"2020-08-07","Wiertnicza",1549
"2020-08-08","Wiertnicza",1398
"2020-08-09","Wiertnicza",0
"2020-08-10","Wiertnicza",0
"2020-08-11","Wiertnicza",2
"2020-08-12","Wiertnicza",0
"2020-08-13","Wiertnicza",0
"2020-08-14","Wiertnicza",0
"2020-08-15","Wiertnicza",0
"2020-08-16","Wiertnicza",0
"2020-08-17","Wiertnicza",803
"2020-08-18","Wiertnicza",1513
"2020-08-19","Wiertnicza",1624
"2020-08-20","Wiertnicza",1671
"2020-08-21","Wiertnicza",1533
"2020-08-22","Wiertnicza",1200
"2020-08-23","Wiertnicza",1655
"2020-08-24","Wiertnicza",1462
"2020-08-25","Wiertnicza",1378
"2020-08-26","Wiertnicza",950
"2020-08-27","Wiertnicza",377
"2020-08-28","Wiertnicza",1394
"2020-08-29","Wiertnicza",918
"2020-08-30","Wiertnicza",890
"2020-08-31","Wiertnicza",778
"2020-09-01","Wiertnicza",474
"2020-09-02","Wiertnicza",746
"2020-09-03","Wiertnicza",1549
"2020-09-04","Wiertnicza",1080
"2020-09-05","Wiertnicza",1859
"2020-09-06","Wiertnicza",2236
"2020-09-07","Wiertnicza",1169
"2020-09-08","Wiertnicza",1401
"2020-09-09","Wiertnicza",1583
"2020-09-10","Wiertnicza",1512
"2020-09-11","Wiertnicza",1644
"2020-09-12","Wiertnicza",1644
"2020-09-13","Wiertnicza",1644
"2020-09-14","Wiertnicza",1644
"2020-05-01","NSR Most Gdański DDR",1550
"2020-05-02","NSR Most Gdański DDR",2290
"2020-05-03","NSR Most Gdański DDR",1385
"2020-05-04","NSR Most Gdański DDR",1413
"2020-05-05","NSR Most Gdański DDR",395
"2020-05-06","NSR Most Gdański DDR",295
"2020-05-07","NSR Most Gdański DDR",1680
"2020-05-08","NSR Most Gdański DDR",2202
"2020-05-09","NSR Most Gdański DDR",4183
"2020-05-10","NSR Most Gdański DDR",5519
"2020-05-11","NSR Most Gdański DDR",958
"2020-05-12","NSR Most Gdański DDR",746
"2020-05-13","NSR Most Gdański DDR",1182
"2020-05-14","NSR Most Gdański DDR",864
"2020-05-15","NSR Most Gdański DDR",0
"2020-05-16","NSR Most Gdański DDR",0
"2020-05-17","NSR Most Gdański DDR",0
"2020-05-18","NSR Most Gdański DDR",0
"2020-05-19","NSR Most Gdański DDR",0
"2020-05-20","NSR Most Gdański DDR",1586
"2020-05-21","NSR Most Gdański DDR",1703
"2020-05-22","NSR Most Gdański DDR",2176
"2020-05-23","NSR Most Gdański DDR",2800
"2020-05-24","NSR Most Gdański DDR",2506
"2020-05-25","NSR Most Gdański DDR",901
"2020-05-26","NSR Most Gdański DDR",1712
"2020-05-27","NSR Most Gdański DDR",2311
"2020-05-28","NSR Most Gdański DDR",2174
"2020-05-29","NSR Most Gdański DDR",2236
"2020-05-30","NSR Most Gdański DDR",865
"2020-05-31","NSR Most Gdański DDR",2971
"2020-06-01","NSR Most Gdański DDR",2144
"2020-06-02","NSR Most Gdański DDR",2599
"2020-06-03","NSR Most Gdański DDR",1691
"2020-06-04","NSR Most Gdański DDR",2945
"2020-06-05","NSR Most Gdański DDR",855
"2020-06-06","NSR Most Gdański DDR",4149
"2020-06-07","NSR Most Gdański DDR",4118
"2020-06-08","NSR Most Gdański DDR",1180
"2020-06-09","NSR Most Gdański DDR",1440
"2020-06-10","NSR Most Gdański DDR",1177
"2020-06-11","NSR Most Gdański DDR",4676
"2020-06-12","NSR Most Gdański DDR",2438
"2020-06-13","NSR Most Gdański DDR",2669
"2020-06-14","NSR Most Gdański DDR",3479
"2020-06-15","NSR Most Gdański DDR",2155
"2020-06-16","NSR Most Gdański DDR",3010
"2020-06-17","NSR Most Gdański DDR",1198
"2020-06-18","NSR Most Gdański DDR",1870
"2020-06-19","NSR Most Gdański DDR",1529
"2020-06-20","NSR Most Gdański DDR",1328
"2020-06-21","NSR Most Gdański DDR",2838
"2020-06-22","NSR Most Gdański DDR",517
"2020-06-23","NSR Most Gdański DDR",2188
"2020-06-24","NSR Most Gdański DDR",632
"2020-06-25","NSR Most Gdański DDR",3630
"2020-06-26","NSR Most Gdański DDR",2192
"2020-06-27","NSR Most Gdański DDR",3121
"2020-06-28","NSR Most Gdański DDR",4514
"2020-06-29","NSR Most Gdański DDR",834
"2020-06-30","NSR Most Gdański DDR",2805
"2020-07-01","NSR Most Gdański DDR",3451
"2020-07-02","NSR Most Gdański DDR",2603
"2020-07-03","NSR Most Gdański DDR",2098
"2020-07-04","NSR Most Gdański DDR",3961
"2020-07-05","NSR Most Gdański DDR",4841
"2020-07-06","NSR Most Gdański DDR",1407
"2020-07-07","NSR Most Gdański DDR",2175
"2020-07-08","NSR Most Gdański DDR",1673
"2020-07-09","NSR Most Gdański DDR",1918
"2020-07-10","NSR Most Gdański DDR",1540
"2020-07-11","NSR Most Gdański DDR",658
"2020-07-12","NSR Most Gdański DDR",3963
"2020-07-13","NSR Most Gdański DDR",1489
"2020-07-14","NSR Most Gdański DDR",2947
"2020-07-15","NSR Most Gdański DDR",3213
"2020-07-16","NSR Most Gdański DDR",913
"2020-07-17","NSR Most Gdański DDR",2118
"2020-07-18","NSR Most Gdański DDR",3636
"2020-07-19","NSR Most Gdański DDR",4511
"2020-07-20","NSR Most Gdański DDR",1246
"2020-07-21","NSR Most Gdański DDR",2544
"2020-07-22","NSR Most Gdański DDR",2473
"2020-07-23","NSR Most Gdański DDR",1703
"2020-07-24","NSR Most Gdański DDR",2533
"2020-07-25","NSR Most Gdański DDR",3270
"2020-07-26","NSR Most Gdański DDR",4130
"2020-07-27","NSR Most Gdański DDR",1238
"2020-07-28","NSR Most Gdański DDR",2126
"2020-07-29","NSR Most Gdański DDR",2538
"2020-07-30","NSR Most Gdański DDR",2576
"2020-07-31","NSR Most Gdański DDR",1888
"2020-08-01","NSR Most Gdański DDR",3015
"2020-08-02","NSR Most Gdański DDR",4330
"2020-08-03","NSR Most Gdański DDR",912
"2020-08-04","NSR Most Gdański DDR",357
"2020-08-05","NSR Most Gdański DDR",2836
"2020-08-06","NSR Most Gdański DDR",2680
"2020-08-07","NSR Most Gdański DDR",2330
"2020-08-08","NSR Most Gdański DDR",2533
"2020-08-09","NSR Most Gdański DDR",2817
"2020-08-10","NSR Most Gdański DDR",2146
"2020-08-11","NSR Most Gdański DDR",2586
"2020-08-12","NSR Most Gdański DDR",2662
"2020-08-13","NSR Most Gdański DDR",2365
"2020-08-14","NSR Most Gdański DDR",2172
"2020-08-15","NSR Most Gdański DDR",4255
"2020-08-16","NSR Most Gdański DDR",3690
"2020-08-17","NSR Most Gdański DDR",1608
"2020-08-18","NSR Most Gdański DDR",2098
"2020-08-19","NSR Most Gdański DDR",2244
"2020-08-20","NSR Most Gdański DDR",2520
"2020-08-21","NSR Most Gdański DDR",2264
"2020-08-22","NSR Most Gdański DDR",1459
"2020-08-23","NSR Most Gdański DDR",3079
"2020-08-24","NSR Most Gdański DDR",1982
"2020-08-25","NSR Most Gdański DDR",1944
"2020-08-26","NSR Most Gdański DDR",1053
"2020-08-27","NSR Most Gdański DDR",535
"2020-08-28","NSR Most Gdański DDR",1780
"2020-08-29","NSR Most Gdański DDR",1606
"2020-08-30","NSR Most Gdański DDR",1210
"2020-08-31","NSR Most Gdański DDR",820
"2020-09-01","NSR Most Gdański DDR",505
"2020-09-02","NSR Most Gdański DDR",945
"2020-09-03","NSR Most Gdański DDR",2024
"2020-09-04","NSR Most Gdański DDR",1110
"2020-09-05","NSR Most Gdański DDR",0
"2020-09-06","NSR Most Gdański DDR",0
"2020-09-07","NSR Most Gdański DDR",0
"2020-09-08","NSR Most Gdański DDR",0
"2020-09-09","NSR Most Gdański DDR",0
"2020-09-10","NSR Most Gdański DDR",2094
"2020-09-11","NSR Most Gdański DDR",2283
"2020-09-12","NSR Most Gdański DDR",2283
"2020-09-13","NSR Most Gdański DDR",2284
"2020-09-14","NSR Most Gdański DDR",2283
"2020-05-01","Bazyliańska/Wysockiego",0
