"Data","startTyg","temp_min","temp_avg","temp_max","deszcz","snieg","Jaki_dzien","Wolne","Rodzaj_opadu","Miejsce","Liczba_rowerow"
2015-05-29,2015-05-25,4.7,14.2,20.6,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1364
2015-05-30,2015-05-25,12,17.2,23.4,0.3,0,"weekend",TRUE,"d","al. Solidarności/Dworzec Wileński",1275
2015-05-31,2015-05-25,10.8,14.9,19.3,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",1576
2015-06-01,2015-06-01,9.6,19.3,26.2,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1599
2015-06-02,2015-06-01,15.1,21.7,28.1,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1767
2015-06-03,2015-06-01,15.4,23.3,30,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1784
2015-06-04,2015-06-01,12.6,17.1,26.3,0,0,"roboczy",TRUE,"s","al. Solidarności/Dworzec Wileński",1920
2015-06-06,2015-06-01,12,20.8,27.7,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",1434
2015-06-07,2015-06-01,15.2,20.5,27.8,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",1547
2015-06-08,2015-06-08,13.4,17.3,20.8,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1411
2015-06-09,2015-06-08,13,15,19.4,0.5,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",1277
2015-06-10,2015-06-08,12.7,16.7,21.2,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1413
2015-06-11,2015-06-08,11.5,18.2,24.1,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1829
2015-06-12,2015-06-08,9.6,20.2,27.1,5.1,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",1836
2015-06-13,2015-06-08,16.9,22.7,28.3,4.1,0,"weekend",TRUE,"d","al. Solidarności/Dworzec Wileński",1542
2015-06-14,2015-06-08,18.1,21.8,26.6,0.8,0,"weekend",TRUE,"d","al. Solidarności/Dworzec Wileński",1415
2015-06-15,2015-06-15,15.6,17.9,24,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1081
2015-06-16,2015-06-15,8.4,13.6,19.5,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1672
2015-06-17,2015-06-15,10.1,15.6,20.4,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1727
2015-06-19,2015-06-15,12.7,14.8,18.4,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",927
2015-06-20,2015-06-15,6.6,13.6,19.5,0.7,0,"weekend",TRUE,"d","al. Solidarności/Dworzec Wileński",959
2015-06-21,2015-06-15,10.9,15.2,19.8,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",1124
2015-06-22,2015-06-22,8.8,16.1,21.1,0.7,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",1502
2015-06-23,2015-06-22,12.9,14.1,18.2,3.2,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",845
2015-06-24,2015-06-22,8.3,15.2,20,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1497
2015-06-25,2015-06-22,9.6,16.2,21.6,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1717
2015-06-26,2015-06-22,10.9,17.7,23.9,1.5,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",1513
2015-06-27,2015-06-22,12,17.4,21.3,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",1350
2015-06-28,2015-06-22,12,19.7,25.9,0.1,0,"weekend",TRUE,"d","al. Solidarności/Dworzec Wileński",1536
2015-06-29,2015-06-29,16.3,17.6,22,0.6,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",1146
2015-06-30,2015-06-29,11.2,19.3,26.2,0.1,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",1780
2015-07-01,2015-06-29,14,20.6,26.4,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1955
2015-07-02,2015-06-29,15.4,21.5,26.9,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1988
2015-07-03,2015-06-29,16.2,23.3,29.2,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1833
2015-07-04,2015-06-29,14.3,23.9,31.6,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",1205
2015-07-05,2015-06-29,15.5,26.7,34.5,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",1226
2015-07-06,2015-07-06,17.5,24.6,31.9,1,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",1592
2015-07-07,2015-07-06,13.5,23.1,30.3,6.9,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",1901
2015-07-08,2015-07-06,18.1,20.6,28,15.3,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",946
2015-07-09,2015-07-06,14.2,17,23.3,5.2,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",1253
2015-07-10,2015-07-06,11.7,13.3,15.8,0.3,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",912
2015-07-11,2015-07-06,11.9,15.7,18.7,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",786
2015-07-12,2015-07-06,11.6,18,23.7,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",1370
2015-07-13,2015-07-13,15.4,17.7,22,2.5,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",1020
2015-07-14,2015-07-13,15.2,18.1,22.5,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1291
2015-07-15,2015-07-13,13.8,18.5,23.4,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1673
2015-07-16,2015-07-13,12.2,19.5,25.4,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1829
2015-07-17,2015-07-13,13.1,21.7,27.8,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1749
2015-07-18,2015-07-13,15.9,24.2,35.7,1.9,0,"weekend",TRUE,"d","al. Solidarności/Dworzec Wileński",1152
2015-07-19,2015-07-13,17.7,22.1,30,14.5,0,"weekend",TRUE,"d","al. Solidarności/Dworzec Wileński",1179
2015-07-20,2015-07-20,16.8,19.7,23.9,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1262
2015-07-21,2015-07-20,10.9,19.1,24.7,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1686
2015-07-22,2015-07-20,17.6,23.4,29,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1828
2015-07-23,2015-07-20,20.3,23.5,29.2,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1534
2015-07-24,2015-07-20,16.7,22.5,27.1,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1625
2015-07-25,2015-07-20,18.8,23.7,32.9,10,0,"weekend",TRUE,"d","al. Solidarności/Dworzec Wileński",825
2015-07-26,2015-07-20,15.9,17.7,20.2,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",823
2015-07-27,2015-07-27,10,16.8,21.6,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1441
2015-07-28,2015-07-27,14.9,18,21.7,0.2,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",1336
2015-07-29,2015-07-27,13,17.8,22.3,1.2,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",1586
2015-07-30,2015-07-27,12.3,16.4,21.6,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1624
2015-07-31,2015-07-27,10.5,15.6,19.9,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1460
2015-08-01,2015-07-27,7.1,16.2,22.9,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",1542
2015-08-02,2015-07-27,12.4,21.2,28.6,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",1698
2015-08-03,2015-08-03,17.3,24.9,31.4,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1851
2015-08-04,2015-08-03,19,27,33.4,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1954
2015-08-05,2015-08-03,19.4,26.8,34.1,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1832
2015-08-06,2015-08-03,17.5,25.8,33.7,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1692
2015-08-07,2015-08-03,21.1,28.6,35.1,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1472
2015-08-08,2015-08-03,21.6,29.3,36.6,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",960
2015-08-09,2015-08-03,22.8,27.4,33.9,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",972
2015-08-10,2015-08-10,19.6,25.2,31.1,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1663
2015-08-11,2015-08-10,19.6,26.8,33.9,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1795
2015-08-12,2015-08-10,19.4,27.9,34.5,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1788
2015-08-13,2015-08-10,20.8,25.1,30.4,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1687
2015-08-14,2015-08-10,18,24,29.8,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1487
2015-08-15,2015-08-10,16.8,24.9,31.9,1.6,0,"weekend",TRUE,"d","al. Solidarności/Dworzec Wileński",1401
2015-08-16,2015-08-10,17.2,23.9,30.4,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",1156
2015-08-17,2015-08-17,17.9,23.3,29.3,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1782
2015-08-18,2015-08-17,15.3,20.6,26.2,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1913
2015-08-19,2015-08-17,11.9,18.2,23.9,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1864
2015-08-20,2015-08-17,11.2,18.2,24,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1790
2015-08-21,2015-08-17,11.6,19.1,24.7,0.4,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",1654
2015-08-22,2015-08-17,13.9,19,24.4,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",1184
2015-08-23,2015-08-17,13.9,21.2,27.1,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",1531
2015-08-24,2015-08-24,14.8,22.4,29,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1773
2015-08-25,2015-08-24,14.7,18.9,27.3,6.4,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",1114
2015-08-26,2015-08-24,11,18.3,24.4,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1852
2015-08-27,2015-08-24,13,21.1,29.2,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1836
2015-08-28,2015-08-24,17.1,21.9,29.4,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1589
2015-08-29,2015-08-24,15.6,19.2,24.2,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",1449
2015-08-30,2015-08-24,11,21.7,30.3,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",1630
2015-08-31,2015-08-31,18.6,26.5,34.7,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1812
2015-09-01,2015-08-31,17.8,27.2,34.5,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1910
2015-09-02,2015-08-31,16.7,18.8,29.6,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1532
2015-09-03,2015-08-31,11.3,16.8,22,0.5,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",1680
2015-09-04,2015-08-31,12.4,14.5,18.3,4.5,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",870
2015-09-05,2015-08-31,10.3,16.3,22.5,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",1253
2015-09-06,2015-08-31,9.7,12.8,17.4,11,0,"weekend",TRUE,"d","al. Solidarności/Dworzec Wileński",671
2015-09-07,2015-09-07,9.8,11.6,12.7,6.8,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",413
2015-09-08,2015-09-07,9.5,12.1,15.9,1.8,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",693
2015-09-09,2015-09-07,8.2,12.3,18.1,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1090
2015-09-10,2015-09-07,9.6,15.2,20.3,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1345
2015-09-11,2015-09-07,11.6,15.6,20.1,2.1,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",1198
2015-09-12,2015-09-07,12.1,13.6,16.6,1,0,"weekend",TRUE,"d","al. Solidarności/Dworzec Wileński",368
2015-09-13,2015-09-07,10.5,14.2,18.1,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",795
2015-09-14,2015-09-14,10.4,16.5,22.1,2.4,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",1141
2015-09-15,2015-09-14,14.6,19.2,23.1,10.9,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",1362
2015-09-16,2015-09-14,16.4,21.3,26.3,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1531
2015-09-17,2015-09-14,17.4,23.6,29.9,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1799
2015-09-18,2015-09-14,15.7,18.3,25,0.4,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",1243
2015-09-19,2015-09-14,13.7,17.3,22.4,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",1256
2015-09-20,2015-09-14,11.9,14.7,19.8,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",832
2015-09-21,2015-09-21,8.3,10.9,15.1,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",994
2015-09-22,2015-09-21,5.7,12,18.6,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1078
2015-09-23,2015-09-21,10.1,16.3,23.3,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1224
2015-09-24,2015-09-21,12.7,18.1,23.4,2.3,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",1311
2015-09-25,2015-09-21,13.7,16.5,19.3,11.7,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",1073
2015-09-26,2015-09-21,12.5,13.2,17.4,3,0,"weekend",TRUE,"d","al. Solidarności/Dworzec Wileński",277
2015-09-27,2015-09-21,7.4,11.3,16.1,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",770
2015-09-28,2015-09-28,5.3,10.6,16.7,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1029
2015-09-29,2015-09-28,7.6,11.2,14.7,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",966
2015-09-30,2015-09-28,8.8,10.5,15,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1068
2015-10-01,2015-09-28,1.3,9,16,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1011
2015-10-02,2015-09-28,2.5,10.2,17.7,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",982
2015-10-03,2015-09-28,1.6,11.6,19.8,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",910
2015-10-04,2015-09-28,8.8,14.6,22.1,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",1096
2015-10-05,2015-10-05,9.8,13.7,19.8,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1169
2015-10-06,2015-10-05,9.5,12.3,14.9,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",1008
2015-10-07,2015-10-05,3.3,6.7,13.1,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",761
2015-10-08,2015-10-05,0.5,5.2,11,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",728
2015-10-09,2015-10-05,-1.6,3.4,8.8,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",667
2015-10-10,2015-10-05,-1.8,3,8.9,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",397
2015-10-11,2015-10-05,-2.5,2.6,7.8,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",327
2015-10-12,2015-10-12,0.2,3,6.4,4.3,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",486
2015-10-13,2015-10-12,2.8,4.2,4.9,0.4,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",344
2015-10-14,2015-10-12,4.7,6.7,10.2,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",507
2015-10-15,2015-10-12,5.1,8.2,10.4,2.3,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",486
2015-10-16,2015-10-12,6.6,9.8,13.4,2.4,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",404
2015-10-17,2015-10-12,8.5,9.5,11.4,17.7,0,"weekend",TRUE,"d","al. Solidarności/Dworzec Wileński",133
2015-10-18,2015-10-12,8.3,9.1,10.3,9.9,0,"weekend",TRUE,"d","al. Solidarności/Dworzec Wileński",62
2015-10-19,2015-10-19,6.4,8.2,10.4,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",528
2015-10-20,2015-10-19,6.8,8.2,10.1,0.3,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",547
2015-10-21,2015-10-19,7,7.8,8.8,1.5,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",319
2015-10-22,2015-10-19,7.1,8.3,10.4,0.7,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",529
2015-10-23,2015-10-19,6.3,9.6,12.3,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",450
2015-10-24,2015-10-19,7.7,8.9,10.8,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",305
2015-10-25,2015-10-19,1.4,6.8,10.9,0.3,0,"weekend",TRUE,"d","al. Solidarności/Dworzec Wileński",272
2015-10-26,2015-10-26,4.5,6.4,11.1,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",548
2015-10-27,2015-10-26,-1.8,3.2,9.8,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",570
2015-10-28,2015-10-26,-0.9,5.2,11.9,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",545
2015-10-29,2015-10-26,2.5,5.8,9.9,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",507
2015-10-30,2015-10-26,3.4,7.2,12.5,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",551
2015-10-31,2015-10-26,1.7,5.8,12.1,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",340
2015-11-01,2015-10-26,0,6.9,15.4,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",246
2015-11-02,2015-11-02,1.9,6.7,12.6,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",532
2015-11-03,2015-11-02,-1.2,4.5,11.4,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",521
2015-11-04,2015-11-02,-3.2,2.2,9,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",490
2015-11-05,2015-11-02,0.9,2.8,4.6,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",442
2015-11-06,2015-11-02,0.5,1.1,3.1,1.3,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",377
2015-11-07,2015-11-02,1,4.6,7.5,3.2,0,"weekend",TRUE,"d","al. Solidarności/Dworzec Wileński",166
2015-11-08,2015-11-02,7.1,12.3,15.8,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",213
2015-11-09,2015-11-09,3.9,8.6,11.8,6.3,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",348
2015-11-10,2015-11-09,9.7,12,14,1.9,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",280
2015-11-11,2015-11-09,13.1,13.8,15,1.6,0,"roboczy",TRUE,"d","al. Solidarności/Dworzec Wileński",176
2015-11-12,2015-11-09,10.4,11.4,13.5,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",374
2015-11-13,2015-11-09,5.9,7.6,10.7,3.9,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",416
2015-11-14,2015-11-09,6.2,7.9,10.4,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",195
2015-11-15,2015-11-09,5,5.9,7.3,4.2,0,"weekend",TRUE,"d","al. Solidarności/Dworzec Wileński",121
2015-11-16,2015-11-16,4.4,5.9,7.5,0.4,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",451
2015-11-17,2015-11-16,5.5,9.3,10.2,4.8,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",338
2015-11-18,2015-11-16,9.1,10.6,12.6,9.8,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",209
2015-11-19,2015-11-16,7.4,10.1,12.8,5.8,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",325
2015-11-20,2015-11-16,3.8,7.4,10,1.4,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",327
2015-11-21,2015-11-16,3.4,4.5,5.7,2.3,0,"weekend",TRUE,"d","al. Solidarności/Dworzec Wileński",161
2015-11-22,2015-11-16,1.1,2.7,3.9,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",177
2015-11-23,2015-11-23,-1.8,0.9,4.1,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",391
2015-11-24,2015-11-23,-2,-0.5,1.4,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",363
2015-11-25,2015-11-23,-4.9,-1.9,1.7,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",348
2015-11-26,2015-11-23,-3.5,-1.9,-0.7,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",318
2015-11-27,2015-11-23,-5.9,-2.8,-0.3,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",281
2015-11-28,2015-11-23,-3.9,-1.1,-0.1,0,0.1,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",122
2015-11-29,2015-11-23,-0.4,3.1,5.1,1.2,0,"weekend",TRUE,"d","al. Solidarności/Dworzec Wileński",150
2015-11-30,2015-11-30,3.9,5.3,7.2,0,4.5,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",251
2015-12-01,2015-11-30,0.1,2.6,5.5,0,2.5,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",226
2015-12-02,2015-11-30,1.1,3.4,5.4,0.5,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",304
2015-12-03,2015-11-30,4.2,7.5,9,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",329
2015-12-04,2015-11-30,4.4,6.9,9.5,0.1,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",359
2015-12-05,2015-11-30,5.4,7.5,9.5,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",227
2015-12-06,2015-11-30,6.9,8.4,10.6,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",218
2015-12-07,2015-12-07,6.5,8.5,10.7,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",368
2015-12-08,2015-12-07,-2.7,0.5,6.6,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",326
2015-12-09,2015-12-07,1.6,3.1,4.4,0.2,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",325
2015-12-10,2015-12-07,0,3.5,5.9,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",338
2015-12-11,2015-12-07,-3,1.8,5.2,0.7,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",289
2015-12-12,2015-12-07,4.2,4.8,5.5,0.3,0,"weekend",TRUE,"d","al. Solidarności/Dworzec Wileński",158
2015-12-13,2015-12-07,2.2,4.1,8.6,5.4,0,"weekend",TRUE,"d","al. Solidarności/Dworzec Wileński",41
2015-12-14,2015-12-14,-1.2,1.3,3.9,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",276
2015-12-15,2015-12-14,-1.9,-0.1,1.4,0,1.7,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",261
2015-12-16,2015-12-14,0.3,1.2,1.7,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",303
2015-12-17,2015-12-14,1.7,4.4,6.1,0.9,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",257
2015-12-18,2015-12-14,6.1,9.3,10.9,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",273
2015-12-19,2015-12-14,8.2,9.6,11.3,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",212
2015-12-20,2015-12-14,4.4,6.6,9.9,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",206
2015-12-21,2015-12-21,0.6,5.4,8.1,2.3,0,"roboczy",FALSE,"d","al. Solidarności/Dworzec Wileński",305
2015-12-22,2015-12-21,6.1,8.8,9.9,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",293
2015-12-23,2015-12-21,9.1,11.7,14.4,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",287
2015-12-24,2015-12-21,3.2,5.5,10.8,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",150
2015-12-25,2015-12-21,-0.4,5.4,10,0,0,"roboczy",TRUE,"s","al. Solidarności/Dworzec Wileński",72
2015-12-26,2015-12-21,2.5,11,13.8,0,0,"weekend",TRUE,"s","al. Solidarności/Dworzec Wileński",86
2015-12-27,2015-12-21,6.4,9.6,13.9,2.2,0,"weekend",TRUE,"d","al. Solidarności/Dworzec Wileński",168
2015-12-28,2015-12-28,3.1,6.5,10.4,0,0.5,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",282
2015-12-29,2015-12-28,-4,-1.9,4.6,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",223
2015-12-30,2015-12-28,-6.4,-4.1,-1.8,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",188
2015-12-31,2015-12-28,-8.3,-5.6,-1,0,0,"roboczy",FALSE,"s","al. Solidarności/Dworzec Wileński",160
